순번_정류장ID,1-2803031,2-2803025,3-2802976,4-2802957,5-2802933,6-2802911,7-2802891,8-2802879,9-2802621,10-2803264,11-2803251,12-2803242,13-2803231,14-2803229
1-2803031,0,1.0176873601789709,1.0104273186857444,1.0448732029107708,1.0391657012407256,1.0328606850854738,1.030875682234814,1.0266840856361237,1.067453032076462,1.051886773933692,1.0518687532902857,1.0488710209714682,1.0420237768961187,1.0404236686828836
2-2803025,,0,1.008326111075515,1.0505899403260446,1.042853584586314,1.03508496245289,1.0325347385084431,1.0276673751396042,1.0720603567446927,1.0541186892737855,1.0538697067648506,1.050564107884605,1.0431526196146061,1.0414160992450427
3-2802976,,,0,1.0210743720372155,1.0157720705012923,1.008448645408184,1.0105370597926733,1.007451112609575,1.0077340389812968,0.9978899264870212,1.004440750760143,1.0047661248726192,1.0039122479310554,1.0045749703992781
4-2802957,,,,0,1.008418068315023,0.999399424801218,1.0056511087884044,1.00285981345584,1.0047191702510903,0.9948282382865182,1.0025420794757953,1.0030783536894439,1.0024553145771613,1.0032753469869131
5-2802933,,,,,0,0.9897340667811219,1.00425716220254,1.001072121170714,1.0039974080054388,0.9933963531791106,1.0020141883814215,1.002646991401238,1.0020662377183727,1.0029651167566058
6-2802911,,,,,,0,1.0171066023942008,1.0059311535718307,1.0071690684755763,0.9937957580358372,1.0031373897921065,1.0036992219452274,1.002866278232803,1.0037539003766434
7-2802891,,,,,,,0,0.9906247283054954,1.0020950095487418,0.9897994069675865,1.0009305199838543,1.0018140653713097,1.0013297318060896,1.0024149902534696
8-2802879,,,,,,,,0,1.0085040577120818,0.9896534433139051,1.002379348558267,1.0031752037970831,1.0023191177442197,1.0034020867857663
9-2802621,,,,,,,,,0,0.9809236822305156,1.000320285117267,1.001692192256474,1.0010933129790265,1.0025028955485844
10-2803264,,,,,,,,,,0,1.0179976349261797,1.0138849118891868,1.0067692193673603,1.0080204958914487
11-2803251,,,,,,,,,,,0,1.0082873169157223,1.0022035329500498,1.0049079104438816
12-2803242,,,,,,,,,,,,0,0.9996116237842337,1.0039029464716533
13-2803231,,,,,,,,,,,,,0,1.013817600797186
14-2803229,,,,,,,,,,,,,,0
