순번_정류장ID,1-2801610,2-2801595,3-2801562,4-2800171,5-2800236,6-2800224,7-2801432,8-2801167,9-2801443,10-2801471,11-2801475,12-2801505,13-2801553,14-2801593,15-2801622,16-2801627,17-2801633,18-2801192,19-2801638
1-2801610,0,0.9638059862652787,0.9855791420964987,1.3151071536123515,1.3530665959743235,1.2681878194600333,1.2125434583985952,1.186806253910332,1.3355101123412945,1.7538976852628136,1.7917319862973933,2.359306612621548,3.332438143029003,2.909215267895045,2.5289075458450516,2.2908330732523976,2.309431801333024,2.1452062113466845,2.1875292377730946
2-2801595,,0,1.0434665135600663,1.0147152663637244,1.0099581576533285,1.0038957357866767,1.0110627182610137,1.008650554366512,1.162501486565461,1.5858481403038451,1.6349334526450952,1.8651863448907897,2.6306913858277086,2.3531727232792705,2.102318603306224,1.9410762863897357,1.9821157142215926,1.864814102220642,1.9155582107707985
3-2801562,,,0,0.998693892914275,1.0007328555511947,0.9963493447756598,1.0066771858550436,1.0045987657475688,1.1769158915197895,1.6663165869634062,1.7179805501865506,1.9803208963063708,2.914803964360894,2.544590278840411,2.224434613326229,2.0275959820614724,2.0660019944994312,1.9286454081833524,1.9796750836285621
4-2800171,,,,0,1.0027247856207804,0.9951294886256817,1.009238117891956,1.006157894946074,1.2263982551790231,1.908562359924228,1.9602615337021958,2.310052242429147,3.821586978129443,3.0941988839375334,2.5443239908684054,2.2427948485203943,2.269870679087571,2.0793599668149017,2.131367437344923
5-2800236,,,,,0,0.9864753892305886,1.0124224495776186,1.007429450860754,1.3152052512552177,2.443800584471315,2.464152265070639,1.9537724975395525,2.5107617847374915,2.188894076232486,1.9272035526282962,1.7709170549424564,1.8309581196000677,1.7195011887424771,1.7823082137356083
6-2800224,,,,,,0,1.0286839833634154,1.0154702808292972,1.0662429833459124,2.226838276721213,2.2768149543862264,1.7952295915589578,1.6629634708066081,1.5413680943173924,1.444660087734515,1.382276346139537,1.4602655285820283,1.4063536993830643,1.5861912356488768
7-2801432,,,,,,,0,0.991825337520858,0.989170235577402,0.9920787181797306,0.9898805906914256,0.9948802412037705,1.0057098709730434,0.9921680423331626,0.9974646636429128,1.001023385197116,1.1044820291556952,1.094776329937862,1.2639422728586007
8-2801167,,,,,,,,0,0.9862778100804848,0.9921949283783541,0.9892390411885614,0.9955446772579357,0.9998464533368162,0.985396651153341,0.9924091844590822,0.9969865063233967,1.1149055488583677,1.1032124642397088,1.2874777261773966
9-2801443,,,,,,,,,0,0.9964974899419661,0.9905252580032858,0.9978578877215589,1.0021333855767047,0.985272078470463,0.9931114789288792,0.9980287883869484,1.1179536573997622,1.1050221064044057,1.3038185529760171
10-2801471,,,,,,,,,,0,0.9816653682111685,0.9985660033560634,1.003831571883912,0.9825628356605799,0.9924783750161223,0.998265435185255,1.1355642573753943,1.1185842657010123,1.344828569188777
11-2801475,,,,,,,,,,,0,1.0077473780863977,1.0094868637594054,0.982737211014729,0.9940377406636177,1.0001957765997056,1.1522361692236167,1.1311790224340577,1.3807243178196331
12-2801505,,,,,,,,,,,,0,1.0110271581882684,0.9688098495212036,0.9890831647156271,0.9981381300417502,1.1622664823401314,1.1355822556140487,1.247693738856301
13-2801553,,,,,,,,,,,,,0,0.8972971228130582,0.9739515122314447,0.9924129884896937,1.1059146578750605,1.0859990612282093,1.2219547020695747
14-2801593,,,,,,,,,,,,,,0,1.0265758029069016,1.0262196276246875,1.0196786915951008,1.0180600006870804,1.015496987804502
15-2801622,,,,,,,,,,,,,,,0,1.0258332573453908,1.0163315569561029,1.0151993024816224,1.0126629640897915
16-2801627,,,,,,,,,,,,,,,,0,1.0084869701778205,1.0103581961325068,1.0085420571645483
17-2801633,,,,,,,,,,,,,,,,,0,1.0126564953101727,1.0065625093472386
18-2801192,,,,,,,,,,,,,,,,,,0,1.0005769018002497
19-2801638,,,,,,,,,,,,,,,,,,,0
