순번_정류장ID,1-2802467,2-2802469,3-2802450,4-2802476,5-2802364,6-2802363,7-2802448,8-2802398,9-2802618,10-2802169,11-2802137,12-2802097,13-2802032,14-2801690,15-2800217,16-2800197,17-2800193,18-2800191,19-2800183,20-2800140,21-2803502,22-2807466,23-2803415,24-2805157,25-2805159,26-2805161,27-2805168,28-2805163,29-2805165,30-2803466,31-2806275,32-2806277,33-2803486,34-2803483
1-2802467,0,1.0043232218369957,1.005974440150845,1.002249954120022,1.0574975920116112,1.1525619285582378,1.2717099887759022,1.4670749699549674,1.536094682381051,1.498313663967357,1.43117407767199,1.3700526527474626,1.3697601494287965,1.2827818042423569,1.3097092536006694,1.285432551923458,1.2878783454525606,1.2819589194765777,1.2676942740443322,1.2532141275659294,1.2756374177593042,1.2204119638710562,1.1791354797889009,1.1663215165179834,1.162863751652553,1.16056876740077,1.1579530775259648,1.1548457461514192,1.1537739873565596,1.1514777525259927,1.1494106084938593,1.1481583273552396,1.1441744636371547,1.1403155974177275
2-2802469,,0,1.001182834034892,0.9985424074760538,1.0662636466301492,1.1785396205730612,1.316138965868908,1.5395032218655544,1.6029910351159788,1.5545569907966663,1.472515709838064,1.3991511067924438,1.3974162118183755,1.297057076308793,1.3018966994947043,1.2775787854600582,1.2802674104440075,1.27432365998889,1.2600005422085756,1.245835524884151,1.2688648046847442,1.2139863711184746,1.173373916305786,1.1606629997063906,1.157328692688847,1.155087363245423,1.152555032898679,1.1495134826078954,1.148421804720622,1.1461617548318774,1.1442123295796032,1.1429586854786977,1.1390953117838967,1.1353056204490233
3-2802450,,,0,0.9935275918934758,1.093337364937174,1.2458516068960903,1.4209550792151933,1.6986577069186706,1.7393090699956142,1.665781549281388,1.5510098976447886,1.4522300414905494,1.4473599926111969,1.3215317544107341,1.3238861104751523,1.2960263846304125,1.2984501615441713,1.291783422576714,1.2758289723202396,1.2597100943515416,1.2835871109457684,1.223211645841336,1.1793024769190021,1.165841638311824,1.1622744217333694,1.1598505145113196,1.1571309426722063,1.1539400011009815,1.1527992131752234,1.1503853972567262,1.1483144364383648,1.146988323941366,1.1428459407545766,1.1389059742425567
4-2802476,,,,0,1.1349098237200304,1.3405151800463608,1.3480330718886329,1.5157398707530323,1.600905426921297,1.5421826741085574,1.4475473869976847,1.3686668761654257,1.3683859258473785,1.269155502426838,1.2776270922959392,1.253696953265873,1.2571455767815551,1.251232877561107,1.237270988423867,1.2235606085282287,1.2486877009645212,1.195549538571578,1.1571348190783612,1.1451603885348345,1.142097651325529,1.1400222939628895,1.1376122008003704,1.1347766974011089,1.1338846239031422,1.1317041837212451,1.1298880404476095,1.1287251876189077,1.1251060927127965,1.1216446658722878
5-2802364,,,,,0,0.9953849472287216,1.0023760454208954,1.0333488164335514,1.0256349074757247,1.03187448733769,1.0262534076362197,1.031602797652133,1.0487438229910075,1.0852727374934956,1.0725527354234687,1.066907009258645,1.0744272792258722,1.072099371161501,1.0677793192618996,1.0650491642563813,1.09367396308948,1.074157678622621,1.0604785498146885,1.0554430034593518,1.0546223949175186,1.0539749796240967,1.0529269397786827,1.0518359943680327,1.0518536628266482,1.0507329571189685,1.050221403353621,1.0498142724709372,1.0483870193374596,1.0472103145542022
6-2802363,,,,,,0,1.0030342787433362,1.0423075233648018,1.0293460325513553,1.035999119332487,1.0290265237475533,1.0342884656207958,1.052717375980814,1.089980636557935,1.075928993720728,1.069746012777161,1.0775171244523811,1.0750346621344995,1.0703917262798945,1.067395265229273,1.0969730646087927,1.0762105643689073,1.0618125895470456,1.0565783988147002,1.0557129881555407,1.055003415487351,1.0539498050099287,1.0528170320331094,1.0527934382224862,1.0516998576926664,1.051134171083767,1.0506820224530924,1.0492054546383653,1.0479568872630043
7-2802448,,,,,,,0,1.0647609914161065,1.0347443449519518,1.0422970975355392,1.032603713838708,1.0378337165356861,1.058676442315337,1.0971956767664273,1.080871342504466,1.0738024735728826,1.0819951372968517,1.0792590783620588,1.074024757356289,1.0706730061744851,1.1018154992822204,1.079073593413648,1.0635813916283283,1.0580850539958848,1.057086694098285,1.0563659861021812,1.0552254635517087,1.0540641323593458,1.054056682935571,1.0528839643588752,1.05231361413154,1.0517773351711874,1.0502586142646226,1.049002032911214
8-2802398,,,,,,,,0,1.0111878927543194,1.0280873887553699,1.0188284157318654,1.0295551918643233,1.0562119306454427,1.0670503231725799,1.076065790864596,1.0686968308214715,1.0778282658017124,1.0750015648622435,1.0696292282921365,1.0663183441170239,1.1000402499776867,1.0763163015649397,1.0607151717740533,1.0551171521822904,1.0542245088916584,1.0534868033348537,1.0523813230281662,1.0512007788581113,1.051195145946499,1.0500139284542243,1.0494687403050198,1.0490328302689347,1.047445358195273,1.046200000235744
9-2802618,,,,,,,,,0,0.9893416897812671,0.9936983908326734,1.0170908909333767,1.01436410782443,1.0465472622205958,1.081009239056568,1.071887540738713,1.0824259092412898,1.0788441023884188,1.0724004122722008,1.0683281456005334,1.1065789208122894,1.0788455112345952,1.0614370227629333,1.055354658122183,1.0544699791009802,1.0536424008264613,1.0524623019350205,1.0512050502172325,1.0512336412599708,1.049944798969325,1.0494012829013346,1.0488735879641153,1.0472307780600234,1.0459843224935257
10-2802169,,,,,,,,,,0,0.9963041308967195,1.0012991371317737,1.0010364887870056,1.043214502683024,1.0841852448030656,1.0740413141392144,1.08508470191921,1.0814334014081097,1.0743918102036143,1.070124831500559,1.1098926000236045,1.0803351985372798,1.0622336382315185,1.0559493401296527,1.054951828206322,1.0541352051659165,1.0529580823112212,1.0516633853261141,1.0517219520923422,1.0503654585510538,1.0497353809945482,1.0492278437080775,1.0476085558284174,1.0462637957941163
