순번_정류장ID,12-2807502,13-2807515,14-2807516,15-2807541,16-2807545,17-2807552,18-2807225,19-2807550
12-2807502,0,1.0126545125404702,1.0046755843632846,1.0018118481273386,1.0006923857108279,1.002649235436657,1.0824511879765097,1.0986576174838492
13-2807515,,0,1.001026619925265,0.9989809668169386,0.9987786546591554,1.0013112025987416,1.0851112476623008,1.1016811093302616
14-2807516,,,0,0.996260016833941,0.9975691573191936,1.00142881354817,1.0927555508074311,1.1100629796992927
15-2807541,,,,0,0.9984582336818777,1.0035930945845908,1.0998043442293388,1.1176352912701404
16-2807545,,,,,0,1.0082943315582926,1.1117086545549602,1.1302952205439254
17-2807552,,,,,,0,1.1185112805446802,1.1374760921630103
18-2807225,,,,,,,0,0.9996004713098405
19-2807550,,,,,,,,0
