순번_정류장ID,1-2807632,2-2805232,3-2805872,4-2805230,5-2805333,6-2805228,7-2805226,8-2805575,9-2805499,10-2805843,11-2805408,12-2804947,13-2805317,14-2804969,15-2805568,16-2804895,17-2805911,18-2806732,19-2806730,20-2807462,21-2806214,22-2800615,23-2800622,24-2800627,25-2800336,26-2800658,27-2800670,28-2800345,29-2800681,30-2800689,31-2800701,32-2800704,33-2800726,34-2800751,35-2800765,36-2800771,37-2800764,38-2800756,39-2800761,40-2800775,41-2801761,42-2801771,43-2801773,44-2801774,45-2801787,46-2801806,47-2801954,48-2801977,49-2802024,50-2802051,51-2802098,52-2802129,53-2802152,54-2802163,55-2802618,56-2802176,57-2806506,58-2806502,59-2806508,60-2806510
1-2807632,0,1.0107342482125306,1.0104519414543025,1.0104917794024013,1.0419806997639836,1.06764411375894,1.059346777943013,1.0574892432183955,1.1669377102325091,1.2750658759004374,1.3123442918522221,1.298235027238526,1.290522470034058,1.3381256517682674,1.5202026306494552,1.5692138007590122,1.5413752010274089,1.511352303033437,1.529581681356669,1.6214739425798754,1.655977287820321,1.8566228420367548,1.9612497887388536,2.148212241322125,2.1072167921135363,2.0610567138776164,2.016363532616309,1.9574148159156795,1.8588157568012154,1.8191157883309594,1.8784611923380379,1.8425802489242993,1.8074341157486369,1.7676798602876658,1.755636956182806,1.729120334401863,1.7715306812791867,1.8158420126297588,1.803153060882613,1.774942404509321,1.7345491750268505,1.7202779455680501,1.6921266459111144,1.68135492173707,1.65198929924464,1.7427567794901706,1.7109805651020138,1.6870903671456021,1.6646198244626287,1.654637866234941,1.6328442617102832,1.615684435436673,1.637543497866059,1.6652630916649445,1.6770900609535084,1.6656008406711436,1.6493514202492472,1.6317402638335745,1.6245585171408707,1.6791860921666073
2-2805232,,0,1.0035553461095403,1.0053446776618895,1.0022547896578635,1.0118076264426146,0.99596721568218,1.2158691927335354,1.6425332391750878,2.396485708045538,2.6127453358682593,2.2338104660030096,2.087914588057445,2.3393945910390372,3.9697079587252104,4.191337534878258,3.4368499023982153,2.885320949596369,2.4308756242199645,2.3004736566031188,2.020901157459845,2.143249402441514,2.136883678078451,2.0252963400908675,1.9072378085130979,1.851505864324866,1.8002641218064397,1.7361138282374973,1.6340610634279886,1.5956084343562196,1.5783111959936071,1.549039605696025,1.5215996315560285,1.4897473320305383,1.4821279974976473,1.4573758746410435,1.5143047947343393,1.5625358503925886,1.5556095134060792,1.5326950865737492,1.500280667823317,1.4814182225230612,1.4596559440699894,1.4515878520439616,1.4291799369938814,1.5135652380154556,1.4889460183046674,1.469619561136335,1.4529151451287865,1.4452745602990915,1.4288786244161633,1.4158182290457797,1.4438583332823351,1.4743541586720295,1.4918914746003886,1.4829999895675787,1.469845457539426,1.4558508319485506,1.4505577715891629,1.5067886449119614
3-2805872,,,0,1.0068612918401223,1.0016960742853542,1.0142792842949828,0.9946635192345407,1.2542583095143192,1.7744779818180247,1.7896691449953086,1.971641120468149,1.7776691615606801,1.6979431696587806,1.9021675176170094,3.0596596594670324,3.265407574236686,2.8053815367338597,2.4437392598287304,2.127021561619007,2.0335859988011977,1.8271696728787945,1.9533921452066736,1.9533525476352436,1.8649828916420603,1.7701001610518023,1.7250140479712026,1.6831903085675777,1.630848532670273,1.545994783002804,1.5136586473178721,1.5005704340090968,1.4759380016896484,1.4529578714868092,1.4259889399019137,1.4199178940341648,1.3997244440366494,1.4540167817150869,1.4999358124666369,1.495581634541209,1.475451631787992,1.4471965690724073,1.4308102189945506,1.411698649495361,1.4044849651336206,1.3847690492835427,1.4667250617281165,1.4445491424283785,1.4274951386388188,1.4125067418711212,1.4055349478778092,1.390988875712451,1.3790320609537168,1.4074858045381786,1.437249889035587,1.4555662769253352,1.447356508637354,1.4353504571497715,1.4225203392629289,1.4177272407949846,1.4725450355585328
4-2805230,,,,0,0.9963828768216755,1.0109747758333414,0.9882173283314891,1.1140157557013965,1.6557132354318465,1.5137620108245369,1.4575371892445061,1.3816346438091427,1.34831807131327,1.512947804414694,2.336968615912519,2.522449042810235,2.2571901645579104,2.0357516226331662,1.8305917306013728,1.7688407580605465,1.6279007395649736,1.7565393211733085,1.762279002096205,1.696072941593478,1.6233925030996366,1.5892211960402767,1.5568099039462733,1.5163899650098942,1.4491842800985404,1.423487398884383,1.4144997610246746,1.394744041567797,1.3762854274576721,1.3543037718935182,1.350276153920903,1.335156753357312,1.3865765310502534,1.429981879918698,1.427774297008128,1.4108664023149633,1.387125937705288,1.3732617542934693,1.3570593516253482,1.3509492929396834,1.3343166606968668,1.413119529025035,1.3944747005413933,1.3790967908614966,1.3660485248153524,1.3598492073014974,1.3474537546057246,1.337195042820982,1.3656280008125277,1.3951426939236125,1.4138619570942177,1.4065407968341153,1.3960168548355978,1.3844810215236023,1.3804527809585163,1.4332736833233293
5-2805333,,,,,0,1.0272897425043732,0.9855441034687585,0.9912715927765217,1.1140544387782672,1.1013826369691841,1.1037913757052116,1.0918370353159077,1.0857230722704458,1.2225160577024323,1.8429071858143715,2.0103975150759337,1.8556582148137963,1.7212189110463814,1.5910708416323625,1.5517155672370937,1.4594099031636258,1.5887826074629738,1.5983804630930893,1.5495505507569365,1.4949786522490383,1.4693105230405752,1.4451934763108145,1.4140658009411775,1.3617113467145683,1.3418789219326104,1.3363807071749871,1.320631627452097,1.3064456425200939,1.2889527144290218,1.286211669671262,1.2755426959932308,1.3243704915719963,1.3656766856713327,1.3655042640307025,1.3515831769052444,1.3318203789867331,1.3201881064946621,1.306568482930386,1.3013150072201844,1.287321577517008,1.3634905866802478,1.3472800484281755,1.334247979058324,1.3231597947502298,1.3177581837395946,1.3066640666330656,1.2979501596557521,1.3263443298883268,1.3554095309475207,1.3749913100174564,1.3683763871813632,1.3589143848017604,1.3485690559136845,1.3452440038128453,1.3966883933540195
6-2805228,,,,,,0,0.9682734931649918,0.9782221984975553,0.9824032956773873,0.9961147800927834,0.9956909712603352,1.0011205134029986,1.0023784155532225,1.013445283374138,1.5105999049464232,1.6645081884505182,1.5722729979100172,1.4904513866371292,1.4086499700171864,1.3843299799787594,1.3251025921472706,1.4547209769434217,1.4677704904220308,1.431629479179859,1.3902224960140699,1.3712576513426609,1.3524287322408073,1.3294516044328408,1.288661361839482,1.2730810703895599,1.2703567573346575,1.2581536709795331,1.2470720322213866,1.2330717097997819,1.231807271474957,1.2247467624725463,1.2714465001040902,1.3107323342697093,1.3123671484520294,1.300467291522343,1.2839992779727836,1.2742232416651567,1.2627583130471973,1.2585707120020129,1.2466572202632582,1.320610025590136,1.306528650995824,1.2950484548820027,1.2855214369976327,1.2810055644586174,1.2715798303164252,1.2637876969116084,1.292129341166624,1.3207194082985712,1.3408478077594104,1.3351161808401832,1.326454163383461,1.3171227553033131,1.3143159828153157,1.3643117470062662
7-2805226,,,,,,,0,0.9997353773154484,0.9948446713408313,1.0126218049844182,1.0095600853795037,1.0132176083503517,1.013561756428032,1.012263921640534,1.00982622517459,1.0917315721635288,1.0806176000666368,1.0727005608834577,1.0633148397977943,1.0630494908514236,1.059383227827628,1.1857209633186425,1.203649783501395,1.1899377523928512,1.173493114731694,1.1661676458424424,1.158406967563307,1.1500705934583668,1.131796290624608,1.124876200138424,1.127915953940352,1.1221375511882372,1.117961670105347,1.1107892464651958,1.1121936984211125,1.1126554888289464,1.1547505210410784,1.189899518045037,1.1947557663162063,1.1878300964588728,1.1784508237073983,1.172438560162415,1.1653901721462807,1.1628146274546691,1.1557876940740257,1.224591792127702,1.2157258069628691,1.207254615383734,1.200879217856092,1.197710392980409,1.191639020391868,1.1860411824832733,1.2150579324666702,1.2424657286234833,1.2638070112859467,1.2593877264983717,1.2530743309083376,1.245955428721562,1.2440353845990333,1.2909794203426166
8-2805575,,,,,,,,0,0.9914853743990873,1.017490274083816,1.011007055090937,1.0150346600989648,1.0152052463804015,1.0134819651492253,1.0104808773826675,1.0174748973582441,1.0140713564782633,1.0138322014557783,1.0136593783376422,1.0157653538543785,1.0190117495621758,1.1487060232940034,1.1677332988906857,1.1567399136685699,1.1432431377004717,1.1374976332762203,1.130596634124995,1.1238239214885026,1.1086362070657605,1.102669406826755,1.106523621697127,1.1020420698463076,1.0980404003211623,1.092065900577292,1.0940060686465423,1.0954268239041458,1.1375651127964759,1.1725180309720447,1.178030745742851,1.1716720118570192,1.1627675437119493,1.1574622745639904,1.1510815224352924,1.148616648160171,1.1420797175158903,1.2113641034462506,1.202833035274343,1.1947347205252818,1.1889494780396115,1.1856694238447483,1.1798940484409102,1.1751166373190938,1.2039898080804305,1.2314894189560992,1.2532535936491278,1.248997381340332,1.2428365963236128,1.2358796111090429,1.2344240531784225,1.281429292420038
9-2805499,,,,,,,,,0,1.0492773498101917,1.0263990901263833,1.0264291992957202,1.0246673229626804,1.0207616157551171,1.0151462874476274,1.0198119738430151,1.0160760096841113,1.0155251564997545,1.0150555859694828,1.0176123670113941,1.0208298687860848,1.161001999354782,1.1812250884457947,1.1683712663867887,1.152656844131323,1.1458474218614236,1.138549166793927,1.1308466520174316,1.1137519709277006,1.1075649951238578,1.1112525865695253,1.1060720620003583,1.1021477007553306,1.0955968587182872,1.0976640268036568,1.0987875217514143,1.14252266388867,1.179124342676858,1.1845057710435631,1.1776839932988803,1.1682715874083998,1.1623822338512377,1.155717856908905,1.153103168112549,1.1462805283900068,1.2155569239217408,1.2065083171734439,1.1980863085287472,1.1921405545863915,1.1890171532110843,1.1828072241307106,1.1775756908507098,1.2074002854315131,1.235426471698588,1.2574797833436582,1.2531485092252233,1.2466668862744794,1.2395503565749677,1.2378467821830619,1.2858754827003138
10-2805843,,,,,,,,,,0,0.9978695149563871,1.014194493275051,1.0147231363128388,1.0119230664198624,1.0080453376093035,1.015493490119324,1.0118617937988859,1.011905104655515,1.011657070686897,1.0146953112841908,1.0186767862672172,1.1687100885912514,1.1904490548778204,1.176003126404593,1.1583728117259013,1.1511280097996006,1.14340335093107,1.1347666831674146,1.1164757270963948,1.110063154402237,1.1137958216106976,1.108463906101594,1.1039922475906363,1.0971273344892631,1.099226541261297,1.100412627966296,1.1452668160214998,1.1832055094694007,1.1884871154959704,1.1814449245456267,1.171556048881099,1.1655146734071806,1.1583218389208711,1.155708655021332,1.1484970726242232,1.2199580617333754,1.210167901473646,1.2015375575343026,1.1951406035841976,1.1919031394673025,1.1856495601345316,1.180231690070118,1.2106941029922123,1.2391880467725664,1.2616701534326882,1.2570912965412984,1.2504747849590494,1.2431259396110714,1.2411697274336053,1.2902254404510947
