순번_정류장ID,39-2804580,40-2804213,41-2804211,42-2804209,43-2804207,44-2804205,45-2804204,46-2806290,47-2804202,48-2806292,49-2804578,50-2803610,51-2803612,52-2806226,53-2803613,54-2803860,55-2803861,56-2800256,57-2806225,58-2803862,59-2803865,60-2806899,61-2803971,62-2803970,63-2803968,64-2803966,65-2803964,66-2803962,67-2803960,68-2803958,69-2803956,70-2803954,71-2803952,72-2803993,73-2803995,74-2800298,75-2803997,76-2800290,77-2800289,78-2803934,79-2806662,80-2807417,81-2800286,82-2803932,83-2803596,84-2800283,85-2800281,86-2800280,87-2800278,88-2806663,89-2804031,90-2800260,91-2800275,92-2804713,93-2803598,94-2803600,95-2800273,96-2803601,97-2804331,98-2803581,99-2800271,100-2805489,101-2807150,102-2804581,103-2804582,104-2800267,105-2804032
39-2804580,0,0.9953662167624645,1.0018690338789775,0.9998081003701235,1.0097432675003408,1.0001289185879116,1.0016483536845229,0.9992754083689678,1.001474376116203,1.0010327609959344,1.001426317892499,1.001525757791444,1.0016181873221093,1.0010477723978388,1.0006684768059961,1.0002413806622783,1.0005091172209406,1.0014056914056912,1.000925114987884,0.9995013284751278,1.000208993293225,1.0015731250325872,1.0030724823983712,1.0020031166788796,1.0025243396658485,1.0026954220416413,1.0022890324500882,1.00276094500444,1.0027257812669763,1.0026541561994455,1.002755257148188,1.0024338110304842,1.0025448042464706,1.002423093760265,1.0024695246798896,1.0025950455671246,1.1070216753659858,1.1815230951456543,1.2354588437467329,1.3062012518663442,1.3655904725588421,1.4918135306709366,1.535863480505265,1.720293548781339,1.785279608290844,2.037387471380024,2.01323008839757,1.9568302530526887,1.9694786306028393,2.0031382017693975,2.258413509154702,2.455884383077338,2.535391533608053,2.650620448545527,2.718704060265945,2.8168511641954908,2.731519064755585,2.6951193032636707,2.6681339982395484,2.627562255662606,2.5566382018428953,2.490515991401001,2.4434327278987986,2.406131396898388,2.3734881373283163,2.3395990878350754,2.463197645446495
40-2804213,,0,1.0110260226351389,1.002447997636416,1.0156986768841474,1.0013615523738368,1.0031018032168943,1.0000542109962682,1.0025211140343704,1.0019271828645058,1.0022860698006597,1.00218669070228,1.0022426701940994,1.001544434288027,1.0011144084555739,1.0006319000994226,1.0008628591098365,1.001794163325176,1.0012768670998529,0.9997560140294968,1.0004893223963442,1.0019226568930772,1.0034921203149962,1.0023398562961356,1.0028767584748026,1.003036313231381,1.0025988300147042,1.003082872643615,1.0030273053686138,1.0029430561009713,1.0030361152235294,1.0026918098090136,1.0027969741698952,1.0026580531223277,1.002701278335309,1.0028288528706963,1.110807108071474,1.187938947535098,1.2440326212383799,1.317548680549577,1.3795686493458847,1.5114508710979673,1.5576358594919535,1.751713786775876,1.8203682922120763,2.088064083081231,2.061115795742644,1.9993494824461415,2.011769363853569,2.047407358003219,2.3188466875907316,2.5301962592565728,2.615654372244546,2.739843337474269,2.8134373324994333,2.918720571818576,2.8239160075526804,2.7836219694745212,2.7537227465372482,2.708959122012101,2.6309574640532474,2.5584983234782,2.507139395240103,2.4664785446423605,2.430998454257417,2.3888718642702966,2.52473283482671
41-2804211,,,0,0.9961789307499687,1.01764605819068,0.9991853093073566,1.0015432857241153,0.9982461366274666,1.0013426908756267,1.0007785246379737,1.0013068719501914,1.0014575696972086,1.0015718382236618,1.0009168715951562,1.000484836128387,1.0000046913871496,1.0003409375769108,1.001352284004361,1.0008179936115733,0.9992405319222977,1.0000376148069976,1.001543440672091,1.0031890612251282,1.002015085421558,1.002581513018926,1.0027633992998177,1.0023222297196557,1.0028294669915598,1.0027876084803808,1.0027089226754227,1.002814462321615,1.0024699435989508,1.0025864392413038,1.0024554056681036,1.002503824097697,1.002636147194992,1.1132204080963843,1.1924606114769978,1.2501222416261093,1.3258047093574628,1.389752585026069,1.5261593453878943,1.5739902069722314,1.7755490380506758,1.8470650737571577,2.1270146530608804,2.097813622899769,2.0317601572677826,2.04396568616278,2.081150642341761,2.3653095774587634,2.58768437483375,2.677898249377279,2.8092756906758933,2.8873084617062195,2.998308733935042,2.8957544764286975,2.852290147316376,2.820022367382159,2.7718638979224233,2.6881564673011895,2.6106162766055347,2.5558468331857203,2.5125137119406653,2.4747842092353673,2.4300876989770708,2.571618697832563
42-2804209,,,,0,1.0461296941561693,0.998719089001665,1.0020210927777828,0.9976685698909756,1.0015992677137158,1.000890332462758,1.0014990346040924,1.0016117133317801,1.0017267481934828,1.000983933860899,1.0005081902230148,0.9999837519785161,1.0003485009170956,1.001429868483947,1.000857718805925,0.9991740640396992,1.0000250311182313,1.0016218617049586,1.0033601932143597,1.0021104731450416,1.0027031005337737,1.002886575335707,1.0024197062141031,1.0029471417568334,1.0028960578600854,1.0028103682601468,1.0029155970673673,1.002553947716093,1.0026711881542953,1.0025309987897826,1.0025794278311826,1.0027154384141308,1.1171487440587897,1.1991793244404336,1.2590242671704284,1.3378528920480708,1.4046099454941916,1.5474681545636912,1.5979822927478382,1.8102926643945725,1.886051322646463,2.184314412592392,2.1516444423495686,2.079062237946073,2.090885554659628,2.130368797046654,2.434049896484198,2.672578406737019,2.770021210037481,2.912370846700165,2.9972081634680534,3.1169203040971833,3.002284985513446,2.953905218278662,2.9179710637892113,2.8645781029185735,2.7721153274308192,2.6873443689746224,2.626877942891055,2.579501344817494,2.538380189906134,2.490247691381969,2.6397372032312627
43-2804207,,,,,0,0.9748352258006757,0.9851155677147242,0.984068640416171,0.9920793230552776,0.9924502957289841,0.994453293611978,0.9968935617533382,0.9974471490829121,0.9973226589098023,0.9969840663022862,0.9966274498283956,0.9975844008678468,0.9989380303562708,0.9983813217193045,0.9966871431804767,0.9977538829849042,0.9994981666895999,1.0013969936271976,1.0002464029558322,1.0009265823387152,1.001227821207665,1.0008141052764428,1.0014091446032871,1.0014568805313149,1.001420077801804,1.001591492195756,1.0012762809586557,1.0014498221831953,1.001375279292264,1.0014501653596282,1.0016002021919623,1.118869290773525,1.2033918203029845,1.2651446773974413,1.346509294742752,1.4154257762093672,1.5635199095342136,1.6157296402381525,1.8373749121656966,1.9166478738480182,2.2302297630934724,2.194599745145838,2.1165025260880745,2.127980890177801,2.1693751221219544,2.48849799274222,2.7416464657633997,2.845263612059293,2.997032321964361,3.087740122707727,3.2149375234601694,3.0897346306927864,3.037082432420852,2.997968918900724,2.9400559531568073,2.8400752960056734,2.748173074599454,2.683842929935441,2.6330531896775407,2.589079806474202,2.537285469017654,2.694157210403305
44-2804205,,,,,,0,1.0178144603888204,0.9956831905487467,1.0047935848173477,1.0028106358993916,1.0034076992705394,1.002771079286047,1.0027967490319687,1.0016374497325577,1.0009954362735307,1.0003046460932514,1.000682351263495,1.00193706995258,1.0012494487604566,0.9992546081377602,1.0002380333826015,1.0020785553713756,1.0040598472202864,1.0025784996475773,1.0032325884816797,1.0034032277612333,1.0028573821395212,1.003430869132529,1.0033405936015516,1.0032291007475005,1.0033243868341948,1.0029103208251906,1.0030223194496528,1.0028494690858714,1.0028945289053173,1.003038338663503,1.126942456695359,1.2166970863368496,1.2825272837345296,1.3695871287590098,1.4437457398196927,1.6037723200267273,1.660488663331734,1.9030424723871782,1.9904857351599257,2.340070998005654,2.2970701494443095,2.2054853299376784,2.2158808580702916,2.261719576620199,2.618263365081953,2.90502869776476,3.0234820390126522,3.19802666236246,3.303022760840271,3.4482274315825863,3.296574991483662,3.2333156179083664,3.1863270794340814,3.1172853344080704,2.9989245722246736,2.8909936762820823,2.8161119566413895,2.7571392966340467,2.706360619859786,2.6468832048223003,2.8197442300311684
45-2804204,,,,,,,0,0.9812025830924855,1.0008644707720349,0.9994068563877945,1.0009932130441979,1.0013952580162249,1.0015899651220035,1.0005988634336536,0.9999799416432067,0.999323701436663,0.9999158602794327,1.0012906738800138,1.0005898127838357,0.998542722266297,0.999617948156326,1.001543335335937,1.0036122144688806,1.0021258300658824,1.002815824601318,1.0030198414256133,1.0024781526244035,1.0030783805487375,1.0030111818655685,1.0029102455924708,1.0030231168764552,1.0026150052177856,1.0027423447774633,1.0025834092505517,1.0026354738479528,1.0027844358944764,1.1288792231453892,1.2201832891947908,1.2873637647012373,1.3763205676854742,1.4525811998321543,1.616247304706463,1.6744940290552837,1.9242180850426176,2.0149280674208425,2.376710842760601,2.3310577653582505,2.2346844231011165,2.244674332529867,2.292059141680585,2.66239224627628,2.960532901444329,3.0843387412834513,3.2680628767134503,3.3783399116860253,3.5291406720562324,3.3676531351474823,3.300484026900335,3.251445009194189,3.177497026871468,3.052475622969222,2.9387905662318383,2.86015238300073,2.7982817483619145,2.7451055721919455,2.6829349187925384,2.8613361763548237
46-2806290,,,,,,,,0,1.017697083352465,1.0090699040415239,1.0078069352871724,1.0046759978740878,1.0044445990315556,1.0027095693068637,1.0018889388881491,1.0010206393310146,1.0012892660111654,1.0026236001893292,1.0018462592212343,0.9996225699313577,1.0006675262401041,1.0026587580893906,1.0047852694379313,1.00312117079826,1.0038031148560287,1.0039445685758983,1.0033358809830317,1.003929767934434,1.0037970141749095,1.0036606542124018,1.0037391738455113,1.0032837329329287,1.0033840359882948,1.0031805386255446,1.0032196759737058,1.0033665427006624,1.1329972802763566,1.2273421477290625,1.2967752641570314,1.3887798820893384,1.4675213134424565,1.6381441309418856,1.6989494851664915,1.960712204547453,2.055759229731733,2.439437254403951,2.389138946611384,2.284460508772292,2.293673847848612,2.3436671296249485,2.735691430118195,3.055022731103596,3.1880460525830507,3.3851715077716467,3.504468941061715,3.6675460406476543,3.488723997580089,3.4147008576470963,3.359758321806522,3.279565572399682,3.1429828345712054,3.0193633048169075,2.9342702018323954,2.867431758235161,2.810156772154673,2.743395722372903,2.931077331740301
47-2804202,,,,,,,,,0,0.9949916198363403,1.0011555564223582,1.000494088463317,1.0009073570511366,0.9998238440601517,0.9991079503719693,0.9983797698454462,0.9992981949183785,1.000950670279376,1.0001521449369468,0.9978262822376368,0.9991084980604578,1.0012985336027396,1.0036284699741829,1.0019786532876347,1.0027469474730044,1.0029757327896156,1.0023868750646239,1.0030433302952189,1.002973379801504,1.0028660755515044,1.0029897044508445,1.0025545696791929,1.0026932935527078,1.0025276960155916,1.0025843119047098,1.0027427109356069,1.1366014729467673,1.2344073078931295,1.3066887438155006,1.4024404718904058,1.4847089904655695,1.6638410753137316,1.727862496873839,2.004893613346788,2.1060506906046976,2.51753490402389,2.4610748397831697,2.3455169547518815,2.353670278761269,2.4070139017142678,2.8280025067153045,3.1744139634223933,3.319696590757762,3.5359804585234245,3.667512881065692,3.8457865174974963,3.6432493848455714,3.559930670206678,3.498148931562666,3.408432967814324,3.2564309618543654,3.119681818997038,3.0261247491426895,2.9528046359930484,2.8902076380075545,2.817514074181307,3.0170627515374537
48-2806292,,,,,,,,,,0,1.0054739379730948,1.0014142040730134,1.0017112984309253,1.00029646820668,0.9994778521704429,0.9986550344629376,0.9995603267709101,1.0012739984700891,1.0004245110780103,0.9979691823774163,0.9992964109752681,1.0015743460458513,1.0039872028013168,1.0022397653385366,1.003024182458021,1.003238783137893,1.0026176424669766,1.003285171517216,1.003194051064893,1.0030743465917749,1.0031897865240527,1.0027340794471382,1.0028672596327293,1.0026865831811327,1.0027403398095962,1.002900342083816,1.139583591479885,1.2395767718203672,1.3136696361647835,1.4122447714711788,1.4967419238996063,1.6814896119299487,1.747676873287303,2.035057102806017,2.1403841954202285,2.5710304430535587,2.510191241849926,2.3869929459457233,2.3943439840858516,2.4499766018718505,2.8909131858361445,3.2562100776493748,3.4101120907032825,3.6399463721318397,3.780183000581074,3.9692083295558493,3.7495315630513213,3.6595466742634493,3.5928743007538824,3.4963813801169064,3.333476333092075,3.1875127395780343,3.0880545592474373,3.0102321626873967,2.9439531725036088,2.8671703822135126,3.074763752138425
