순번_정류장ID,1-2807210,2-2800306,3-2800305,4-2800402,5-2805665,6-2804856,7-2800418,8-2800434,9-2800443,10-2800454,11-2800461,12-2800463,13-2800466,14-2800470,15-2800353,16-2803672,17-2800309,18-2800480,19-2800489,20-2800483,21-2800475,22-2800471,23-2800467,24-2800449,25-2800441,26-2800436,27-2800433,28-2800431,29-2800417,30-2800404,31-2800401,32-2800893,33-2800895,34-2800897,35-2800898,36-2803432,37-2803438,38-2803453,39-2803456,40-2803433,41-2805763
1-2807210,0,1.0000297542890808,1.008953210593517,1.0077359895913698,0.9937675317445023,0.9926025951938521,1.0017981917383878,0.9981452984569712,1.0013318926715429,0.9989306602025183,1.0005974366187809,1.0019330504748578,1.0012733687075748,1.0916710953952111,1.2562084522733525,1.3402090371206568,1.3470953199602052,1.332255950562957,1.3112383939237293,1.374206647094992,1.5103849157289113,1.5951599539618353,1.699720123410646,1.5914434980612098,1.5075402393483628,1.4844009116385493,1.462916329814886,1.4162961244909178,1.3528585589996807,1.3409507806591257,1.336225180622604,1.2985699044033339,1.2795345621560361,1.2644881399419399,1.257087968862625,1.2416148898694543,1.235497489432811,1.2195524289659956,1.2135369124735862,1.2077207555282892,1.3065747483582646
2-2800306,,0,1.015756211976173,1.0113643368281844,0.9919505916194299,0.991130781177586,1.0020725359901184,0.9979791205527271,1.0014315916091052,0.9988585658228982,1.0006278390195256,1.0020290956155378,1.0013301809160224,1.095952179867039,1.2684282491690777,1.3570566514404308,1.3629622777795158,1.3466491320384828,1.323822774806998,1.3895320608878519,1.5325329942316908,1.621899781792552,1.732052959845081,1.6145131843605243,1.5242833247605845,1.499548070604826,1.476742778495009,1.4275237274204087,1.3609504191729216,1.348479663308584,1.3434475768821088,1.3042400647042016,1.2844946152985082,1.268911593010765,1.261260129217028,1.2441517897829615,1.2379100048239426,1.2215134811804458,1.215522619777349,1.2095861804744616,1.3092448232436045
3-2800305,,,0,0.9897606978322718,0.9719059076595554,0.9793588947359225,0.9962673148371921,0.994473635078548,0.9988205464750735,0.9964310652165245,0.9988000654945697,1.000412644931891,0.999832371201835,1.100535261082213,1.2845147424459944,1.3798989235267398,1.3843102522688462,1.3658390658893336,1.340396993732413,1.4100269415485533,1.56286927591541,1.6589179116980413,1.7772313030452858,1.645995964322498,1.546649712967918,1.5196517850111129,1.4949877759654397,1.4421461195265723,1.3712709667781064,1.3580379512962468,1.352593402127748,1.311306679033939,1.2906200724916304,1.2743310390649685,1.2663504936474659,1.2470925445056444,1.2406947415204315,1.223969317137127,1.2176441904521733,1.2116288458643711,1.3125847766722363
4-2800402,,,,0,0.9607812260984586,0.9764255736810274,0.9975065674617379,0.9948944275844256,0.9995026808440712,0.996847394988282,0.999250226550251,1.0009088010418585,1.0002519914702241,1.1052693627632522,1.29740741196979,1.397693651250057,1.400773597759899,1.3806266228834192,1.3531793039616127,1.4255644047584404,1.5854471016014056,1.6863090295831087,1.8104830336765168,1.6689973622121579,1.5629308594028735,1.534279063954324,1.5082667238576588,1.45281256826405,1.378850662837446,1.3650704745058635,1.3593239682639613,1.3165510152116269,1.2951921939434057,1.278398039966438,1.2701821464361875,1.2493012801259613,1.2427935732148634,1.2258570509262008,1.219432878268527,1.213181992278893,1.315008304613145
5-2805665,,,,,0,0.9893607919142018,1.013701239182449,1.0006106598594424,1.0048298204740316,1.0008624947033207,1.002592068863359,1.0041510322870992,1.0030826564277129,1.1159105413101638,1.322824411688472,1.4322050553062948,1.4323560081937328,1.408907789330255,1.3775654342665573,1.454882714555042,1.6276096106309708,1.7373270518946344,1.8722560517891655,1.7112129677008945,1.5925770541421307,1.5608658335514671,1.5323793367810472,1.4721649911423809,1.392621067442996,1.3778529262947248,1.371553944573733,1.3261145100983542,1.3035528367712577,1.2858547532343745,1.2772177897891803,1.253252637426445,1.2465546713057591,1.2291333217634186,1.222608867727461,1.2162340340147588,1.3194009496074983
6-2804856,,,,,,0,1.041517695823148,1.003470065250464,1.0079174559000752,1.0026520547057187,1.004144979513119,1.0057524658893036,1.0043858626413111,1.1282847796615474,1.3563361526245428,1.4789796539017972,1.4744696742506973,1.4461193897872913,1.4091151090207523,1.4933305517722157,1.6843426185345358,1.8068512428985866,1.9573688668683038,1.767295884687551,1.6307700243377312,1.5948124883165644,1.562931525978837,1.4962786938548005,1.4093520813905713,1.3932988863523252,1.3862852864259037,1.3374306329807308,1.3133493732073018,1.294519449647863,1.2853582098973237,1.2577066788159066,1.250857899779679,1.2328504306585597,1.226124986338117,1.2195947831456888,1.3244161752850772
7-2800418,,,,,,,0,0.9925874765318728,1.0008069841464051,0.9965259468553621,0.9998661496310839,1.0020081527798363,1.0010203322784503,1.136403450849108,1.3866898063228812,1.5235291902055255,1.5137530950201568,1.4801632000721139,1.437258173287229,1.528527173988638,1.738558447374469,1.8746114223663384,2.041743218616703,1.8202370988463843,1.6653314868221638,1.6251472760314682,1.589931464163482,1.5170617978346714,1.4232093034652886,1.4059788013588952,1.398319370377482,1.34639537151066,1.320973989906759,1.30115898993699,1.2915453797715846,1.2610883927191805,1.253889113148615,1.2354816290073587,1.228592660801958,1.2218201955388428,1.3280969775720681
8-2800434,,,,,,,,0,1.024184344674464,1.0013594965535044,1.004724296975752,1.0074470900678087,1.0049316295530004,1.006714074840054,1.1427270177500566,1.211456023121097,1.1745922269923812,1.1658131507320488,1.151484490361017,1.2362416413126596,1.4186046020755037,1.5363634485359063,1.6866259923241727,1.5414754239875743,1.4425069155085044,1.41717905664382,1.3937846414262234,1.344463068245731,1.281473256074852,1.2704566518600664,1.2671099412157,1.2327513717629044,1.2158637619265071,1.202893867104007,1.196571679720995,1.179028167817877,1.1742118496479255,1.1618696420640586,1.1571427951636102,1.1531030466619376,1.255032790249035
9-2800443,,,,,,,,,0,0.9840345244876585,0.9987571408725675,1.003184194416429,1.0011794932627345,1.0038065742385556,1.1602418146625815,1.2393415253861975,1.1930446692004757,1.1818099788245577,1.164459271254604,1.2582665348657112,1.4632692535891876,1.597529385526544,1.769270463224593,1.5915147439854007,1.474550054306074,1.445203641647521,1.4185978262106163,1.363318869937141,1.2938552598051363,1.2817772764096844,1.2779105699920215,1.240761583915181,1.22266380882039,1.2088145698498025,1.2020888275804669,1.1393350060238252,1.135618720655538,1.1263083728435888,1.1226148790186212,1.119871368128526,1.2191944011947784
10-2800454,,,,,,,,,,0,1.0087342382495226,1.0128534670291869,1.007102302353862,1.0093578000583712,1.2028318197766752,1.3016493319709022,1.2333395243572933,1.2163843246852477,1.1924452229600204,1.301739581673116,1.547303411851676,1.7120750590718186,1.9237179139656702,1.6802404535168953,1.529606470800724,1.4930220328635264,1.460762920917604,1.3952104531630163,1.314828125863511,1.300971148156064,1.2961956903436977,1.2544435866995005,1.2343635814651608,1.219073468610239,1.2116876564760184,1.124749901377061,1.1213812550585907,1.11303235051263,1.1096737626899218,1.1073778523834417,1.206999407705868
