순번_정류장ID,1-2800889,2-2800871,3-2805296,4-2805295,5-2800899,6-2805370,7-2805371,8-2805372,9-2805373,10-2806568,11-2805374,12-2805376,13-2805378,14-2805380,15-2805382,16-2805384
1-2800889,0,1.0086353689707803,1.0073695023069154,1.1696093892684962,1.1212217334953187,1.1121447308188357,1.165609131851465,1.13579592956291,1.478295959363551,1.3869798712574717,1.3675839007352002,1.3510598381475576,1.31749885764845,1.3036937011391923,1.2961529071325713,1.2656218285799101
2-2800871,,0,0.9936226855125896,1.2047681318701084,1.1391601958078446,1.1250379496420493,1.1805995289122793,1.1450989150275819,1.521185005194302,1.4142140601586863,1.3919898530756936,1.3731830537410477,1.3353610964489675,1.3199286393097154,1.3114946742035054,1.2777955796642766
3-2805296,,,0,1.0103141023236344,0.9892916253262118,1.0072366597625615,1.0988029246433737,1.0802702815837917,1.4607326461734926,1.3634878403598463,1.3434424082238556,1.3265332520662565,1.2926329263315843,1.2788836620908222,1.2714804078658304,1.2414797797336674
4-2805295,,,,0,0.9221486926219105,1.0001881661355894,1.1601043483625637,1.1088776502388042,1.1112344542853818,1.087417915337196,1.0824037787647685,1.0782217187509031,1.0697011848106985,1.066450887590141,1.0652941887482867,1.0575506271888895
5-2800899,,,,,0,1.0711081631636488,1.0224816941340813,1.0161773272051196,1.0387685704814416,1.0302231801179054,1.0283276436846043,1.0267875625879215,1.023529038429721,1.0224620688162118,1.0226229534547702,1.0194829055594095
6-2805370,,,,,,0,1.0013314658228287,1.002655843872079,1.0326355718929072,1.0245194018155228,1.0227607731127495,1.0213624325418365,1.0184134269018332,1.017520091460098,1.0178614690119578,1.0150432994853023
7-2805371,,,,,,,0,1.0015425762448964,1.0540292923766017,1.0342638408643317,1.0308709117932904,1.0282852809322247,1.0232880907660198,1.021780566405318,1.0220366502830398,1.0178912558007276
8-2805372,,,,,,,,0,1.118234587562324,1.051240323647557,1.0439649765187742,1.0388282313400483,1.029987556385862,1.0274156478621468,1.0274315745924212,1.0213270562921442
9-2805373,,,,,,,,,0,1.0004073203226957,0.9997369791304699,0.9995038654924223,0.9986215804346105,0.9990105687208315,1.0010645751917486,0.999601107721041
10-2806568,,,,,,,,,,0,0.9972865790022959,0.9978061024655107,0.9970466308180473,0.9980301044369462,1.0014720413489067,0.9992629893836191
11-2805374,,,,,,,,,,,0,0.9983580332300286,0.9969702006411018,0.9982070502191515,1.0023289460832194,0.9995197186480855
12-2805376,,,,,,,,,,,,0,0.9963759105439975,0.9981634653047352,1.0032768662068132,0.9996815438870033
13-2805378,,,,,,,,,,,,,0,1.00186147449359,1.000571632927183,0.9969284769261326
14-2805380,,,,,,,,,,,,,,0,0.9986130276333015,0.9954364229696746
15-2805382,,,,,,,,,,,,,,,0,0.9928901848234623
16-2805384,,,,,,,,,,,,,,,,0
