순번_정류장ID,1-2802358,2-2803772,3-2805058,4-2802361,5-2802598,6-2805538,7-2807553,8-2807546,9-2807542,10-2807517,11-2807554,12-2807558,13-2807561,14-2807500,15-2807499,16-2807509,17-2800107,18-2803386,19-2803399,20-2803395,21-2803392
1-2802358,0,0.9971968005899888,1.419518030698909,2.6231153263654354,2.268667599234582,2.111172909151584,1.3612960309562774,1.2930188381938525,1.217783967281129,1.1849447192604723,1.1440602225523584,1.1068495496299593,1.0951977162396045,1.0965065574344801,1.0917061228481457,1.0879662767661336,1.0846768998720284,1.0869193565927353,1.085294930357092,1.0839392621361208,1.0950758755900185
2-2803772,,0,1.0176165803108808,1.3329475317319193,1.328456736512907,1.2877049393568871,1.1007919214750703,1.0815020107174844,1.0613514577397505,1.0523652865670414,1.0424400278624577,1.0329885321248362,1.0286003280549965,1.0326094945678703,1.031898684322735,1.0309664543016523,1.030064497655974,1.0373000004532926,1.036524540839514,1.035762767305965,1.0681166221754785
3-2805058,,,0,1.003070160164375,1.1161488970263853,1.0915503073386614,1.0269432768084417,1.0204550281467335,1.0156013170573492,1.0133825965444383,1.012260198908599,1.0109498578846439,1.008650469388181,1.013604730776979,1.0140702644399486,1.0139894878206632,1.0137572530331482,1.0226897244462154,1.0221302259125353,1.0215300768776523,1.050256515122657
4-2802361,,,,0,1.3145901363827663,1.194805926530748,1.0311518387836176,1.0229687738060396,1.016843217676149,1.014242311594485,1.01288423256275,1.0113064367928437,1.008885273590304,1.014032103595519,1.0144846655468,1.0143559297999818,1.0140768817881998,1.023241788410356,1.0226791225785805,1.022035132973234,1.0345626759613005
5-2802598,,,,,0,0.957033123976421,1.0006535644896128,0.9991909286155323,0.9999996886582884,1.0003292962627628,1.0026047120016222,1.0040030962844586,1.0023046840808074,1.0078498406486187,1.008755357546054,1.0088597825562888,1.0088422448644958,1.0186628487059193,1.0181521839578316,1.0175563362143674,1.0216723110149961
6-2805538,,,,,,0,1.0031536105577767,1.0008784651340037,1.0013281082659762,1.00135886633072,1.0033522173514502,1.0045771783478232,1.002798713386145,1.0083794251665317,1.0092305823102137,1.0093632964990673,1.0092987478654716,1.0191522915364626,1.018650663102726,1.018043793844587,1.0220945366215246
7-2807553,,,,,,,0,0.9927583337727739,0.9989645407575073,0.9997500873182138,1.0032309062592708,1.0048339900633887,1.0026034692585102,1.0094344757413893,1.0103725721793024,1.0104620844602292,1.0103571034591126,1.0216478348136715,1.0210149028550908,1.0202787539977216,1.02016056905152
8-2807546,,,,,,,,0,1.002276041500653,1.0019583617447607,1.0050550928131394,1.0060541968038388,1.0034551918982006,1.0107913838438756,1.0116793711818937,1.0116911071456467,1.011510560183858,1.0233118717168328,1.022606416253876,1.0218044576673109,1.021628804159245
9-2807542,,,,,,,,,0,1.0014975629384597,1.0064020491191887,1.0069368408321393,1.0036833137536274,1.012323456410334,1.013197942474609,1.0130992344748333,1.0127683365199114,1.025857301734943,1.0250055356569037,1.0240685466665778,1.0237889325533291
10-2807517,,,,,,,,,,0,1.0070376829782193,1.0072825060474466,1.0034618219276543,1.0133381627780178,1.0142048000172246,1.014011922862885,1.0136204771283561,1.0277365454274527,1.0267589787267626,1.0257075155264634,1.0253385473111285
11-2807554,,,,,,,,,,,0,1.0057401756798499,1.0006726236102101,1.0147347660257529,1.0156749252533432,1.0152678066417977,1.0146084303109555,1.0317091624921095,1.0303924027689044,1.0290374694091957,1.0284340017112177
12-2807558,,,,,,,,,,,,0,0.9879887152687645,1.0303738126456963,1.0272168957753787,1.0240638082811855,1.0215814281898137,1.0461881142225165,1.0434490989432068,1.0409471826566117,1.0392075227396997
13-2807561,,,,,,,,,,,,,0,0.9907976493360968,1.0084888937454792,1.0095489587505004,1.009180889501617,1.0448010930578384,1.041468969668993,1.0384581229831493,1.0365572672896688
14-2807500,,,,,,,,,,,,,,0,1.0133011730828054,1.012673692686853,1.0113080463251318,1.0518138903407688,1.0474770794529233,1.043740368972223,1.0410769713112014
15-2807499,,,,,,,,,,,,,,,0,1.0113521686360318,1.0099662397856466,1.0635652922572838,1.0569333792666507,1.0516281918696075,1.0473982772117088
16-2807509,,,,,,,,,,,,,,,,0,1.0084619289784416,1.0179661145547338,1.0150139765424628,1.0117848624142858,1.0124582502438153
17-2800107,,,,,,,,,,,,,,,,,0,0.9991853189518276,0.9980736329927041,0.9955782614408901,0.9991874259262324
18-2803386,,,,,,,,,,,,,,,,,,0,0.9914762179839227,0.9831335736288228,0.9991912035049519
19-2803399,,,,,,,,,,,,,,,,,,,0,0.9715470254831521,1.0025309202043837
20-2803395,,,,,,,,,,,,,,,,,,,,0,1.0165628674254406
21-2803392,,,,,,,,,,,,,,,,,,,,,0
