순번_정류장ID,39-2801030,40-2801037,41-2801024,42-2801015,43-2801008,44-2801000,45-2800986,46-2800980,47-2800988,48-2800971,49-2800841,50-2800964,51-2800978,52-2801005,53-2801022,54-2801038,55-2801048,56-2801103,57-2801110,58-2801125,59-2801126,60-2801124,61-2801111,62-2801090,63-2801088,64-2801093,65-2801108,66-2800887,67-2801130,68-2801134,69-2801143,70-2801152,71-2805018,72-2805405
39-2801030,0,1.0111594991834514,1.0042461983677828,1.0733667562193179,1.566087302199106,1.4726156381679891,1.4058023675695375,1.3110326822264793,1.355531314720036,1.2789635730232674,1.3068085286934261,1.2825034796076493,1.433740394381312,1.7213463354041703,2.1354996691885053,2.63980643565684,3.0996991076569183,2.7746741773762795,2.751780691750332,2.4357566884769835,2.3313502035785234,2.4502616656192004,2.8024947303878567,2.935020098843508,2.752617819204477,2.6680640964615496,2.607066841503036,2.7444751162116474,2.6429088276727333,2.517843298104916,2.3658054226970693,2.2504474652791098,2.105476022859036,2.040214591029327
40-2801037,,0,0.9979072924056742,0.996696963792009,0.9940809580736738,0.9942984529704371,0.9974313390358064,1.3444536725597733,1.4412742167724584,1.3270773529785342,1.34973823418375,1.3183786025028594,1.4875448155305897,1.8239361392493616,2.326669190963019,2.9700637303355966,3.5890771086093682,3.0677948674560898,3.0321479287126563,2.6185453512643537,2.4858693039387387,2.622075742350919,3.0394093897732035,3.190755793546338,2.9592421768542003,2.8540975096323744,2.773640060537682,2.9274410777551623,2.802150275773125,2.651815473009926,2.47284424825626,2.3394346938925734,2.1735649268414776,2.100212692288668
41-2801024,,,0,0.9949098611303256,0.9914293532873959,0.9923625652744349,0.9972234946310594,1.5072866149738642,1.6066670292022407,1.4084578416312952,1.4139262686820835,1.3706386485064044,1.2955131158864623,1.5381025962195936,1.9497425705516471,2.460601324900979,2.9359488022220326,2.633568138280139,2.6140218944494253,2.308314622774143,2.2080021567151,2.331069918478379,2.6896087495027508,2.8284959685354214,2.6482654386011735,2.5652171644575,2.508515197085077,2.6506328428414494,2.552337911106783,2.429992825541074,2.2824675151232836,2.171059528877865,2.0326473777074088,1.9702685944646259
42-2801015,,,,0,0.9883405375884301,0.9909029778533434,0.9981894774580979,1.3051107808925915,1.4567959796069276,1.303373737758735,1.3363232788943633,1.3000647421674971,1.2369256018718744,1.3103803800541072,1.6467346910724596,2.0509913604444305,2.4146397168702367,2.2670614080103775,2.26164118480156,2.04200530135899,1.968177183661402,2.0768801675943034,2.3821789610988233,2.5080976450628194,2.3713261318603536,2.3072502453412813,2.270359336100393,2.400352602564573,2.3270146661878592,2.2274062727004544,2.1086963834985415,2.017188732449228,1.9036555614114932,1.8513172582717254
43-2801008,,,,,0,0.9955643668230068,1.0069396905161325,1.002474088811194,1.0089134584013981,1.0170695003970889,1.131015102790486,1.118313992474859,1.0920987506571551,1.0989353043573078,1.372944520642551,1.6928619995899394,1.9722228949483163,1.934402804083607,1.937689133193528,1.7882348033347786,1.7374386549335266,1.8338421700849648,2.092519461581115,2.206429114382262,2.1062560562925823,2.0584804890333106,2.0385079259318615,2.1570269515205815,2.1048547429675084,2.0270992483169947,1.9340953572076423,1.861138105727502,1.7711742749388797,1.728507072333127
44-2801000,,,,,,0,1.017756604590732,1.004618478227003,1.0112192520498633,1.0194171732126043,1.1422094941062688,1.1266944846330849,1.0972641778671088,1.0882473940168875,1.2451703034525121,1.5295671050640214,1.7745708602112973,1.7788119127432238,1.7866847565765527,1.6662477245799454,1.6246720548442448,1.715302916824375,1.9534314551532372,2.0616663330196823,1.9775204671547433,1.9369913684536129,1.9244880334588301,2.0375004642992622,1.9943335553698414,1.9276758602835495,1.8461711030198749,1.7819915484264228,1.7033214159095151,1.6653497150430276
45-2800986,,,,,,,0,0.9982491477050313,1.0097683519082987,1.0196323710573303,1.1548521240465843,1.1365014471246688,1.1030163451263595,1.0928211912369483,1.1237605728155224,1.3767233971520094,1.5919210940887305,1.6309935639269513,1.6414292709841538,1.5485877375483117,1.515368515532177,1.6005957092054266,1.819151300743045,1.9219931993422414,1.852339009506852,1.8184260026733636,1.8127044914778716,1.9204325524187276,1.886612961005976,1.8283170103842248,1.7586054975534062,1.7027801782010552,1.6349536190015288,1.6015300765125557
46-2800980,,,,,,,,0,1.019491367550644,1.0274324931383063,1.1677298040066537,1.144108450858205,1.1034351938296492,1.092463130542911,1.0829587956653246,1.2841263429637837,1.496559093549459,1.5551783463224744,1.5677433740144975,1.4836772653522596,1.4543615401550212,1.5401420991986907,1.7580099647725764,1.862536179910167,1.7964439685096762,1.764239819462399,1.7613568522875698,1.87032373859242,1.8386741656136991,1.7832391327047297,1.7167342974795348,1.663429610357964,1.599361133675652,1.567531181811547
47-2800988,,,,,,,,,0,0.986130138480467,1.1601874041249571,1.1317441659400533,1.0878281012610334,1.0767914925500248,1.0682002195116702,1.3086607043075833,1.5607596600393365,1.6130217431127005,1.6255917808542633,1.5227471709796585,1.4877839153012682,1.5830414989527175,1.8292941248594765,1.9459858640056313,1.8656881906595757,1.8272138257365762,1.8203436152069399,1.940114131419892,1.9008921075185268,1.836481203129368,1.7599330738236698,1.6995500249911368,1.6273503618962728,1.5921471870948811
48-2800971,,,,,,,,,,0,1.3448497724947812,1.2378914592586585,1.1312127458598755,1.10785138018527,1.0912439720421583,1.0774140313292424,1.1802824547873485,1.3073196327723118,1.3270947747771178,1.2767052139613462,1.2594230066528194,1.3457381640689505,1.557488110649772,1.66595162728457,1.6134889256314342,1.5877171552195521,1.5946185413580174,1.7061879276793084,1.68417447158719,1.6375290271764806,1.5822359148545955,1.5379160295756942,1.486840598999632,1.4607458928612325
49-2800841,,,,,,,,,,,0,1.0030088180732384,0.9859993037726817,0.9937241377029155,0.9991369287146399,0.998355540763406,0.999704753469147,1.001716984281268,1.0011389266790776,1.001316439084933,1.0016174689042354,1.1011991211294507,1.3076791253702635,1.4116206557455688,1.3812753435285468,1.3657507316573567,1.384556121759613,1.4911770867341776,1.4613742614137537,1.4312129749758185,1.414617672476221,1.3839358575928626,1.3512874023847739,1.3327130302461558
50-2800964,,,,,,,,,,,,0,0.9785074533313335,0.9911519377312691,0.9983777365742772,0.9976394248894409,0.9992607056169324,1.0016088050153857,1.0009908573089008,1.0012030518630108,1.0015301638085323,1.107596070462544,1.329616449826098,1.441159105062726,1.4062683016597084,1.3886756925437096,1.40727784291874,1.520517878875263,1.4866646401241947,1.4531986050497532,1.4340210992178835,1.4004687487936611,1.364618519140333,1.3446254697328948
51-2800978,,,,,,,,,,,,,0,1.012584440227704,1.0142835127657441,1.0079142667190841,1.008353685449463,1.0070315283641762,1.0059190266554923,1.0052743268436046,1.0053549798635053,1.1300040530211328,1.398231040866823,1.5320018127129902,1.4817619122307208,1.4573907062633789,1.4743132694067058,1.6061684456064673,1.5594371294035578,1.5158350751285818,1.4886165943851133,1.4465933202222956,1.4013669374065474,1.3773420983985392
52-2801005,,,,,,,,,,,,,,0,1.015803446543272,1.0057488355396635,1.0068791746577606,1.0061389885552758,1.0049292647410204,1.00440919008698,1.0045695574212736,1.143398665476999,1.4484781176880126,1.600042355544972,1.5362799256854756,1.5061660835028448,1.5212207574099734,1.6671855146991985,1.6098944042221504,1.5583113595071714,1.524831735377608,1.4765063104003966,1.4244917335168072,1.3976387813075712
53-2801022,,,,,,,,,,,,,,,0,0.9949293654765775,1.001183113973313,1.0040221534471243,1.0027649620121786,1.002671939459504,1.003016646463395,1.1620476616023256,1.5222403183687072,1.7002708814918226,1.613979604713996,1.5746717459642916,1.5859715950657145,1.7517532280066905,1.6782179725445483,1.6148305474403502,1.5721449677441341,1.5149645310276636,1.4536010380360112,1.4229652681450524
54-2801038,,,,,,,,,,,,,,,,0,1.0103003286092427,1.0016699672604639,1.0003962962810071,1.000931940112927,1.0015122629705013,1.1849124012366887,1.6159512019601463,1.8277166850566267,1.708668305590922,1.6566534126580763,1.6617470554484357,1.8509536109019529,1.7561446922517574,1.677995096550584,1.6239127429099651,1.556308829502271,1.4841913235572128,1.4493432278392877
55-2801048,,,,,,,,,,,,,,,,,0,0.9998457742134484,0.9985793206143119,0.9997397379486471,1.0005267718976152,1.2059442957226503,1.70540008211976,1.949477704358533,1.7951284741156093,1.7301187577711943,1.728126472037528,1.9380473988879456,1.822680266407443,1.730873704998132,1.6663867324450645,1.5896800314314423,1.5083767145926295,1.470032772929129
56-2801103,,,,,,,,,,,,,,,,,,0,0.9902476562557808,0.999579308089548,1.001295096190789,1.342801666007702,1.7751605015665288,2.0889506601806813,1.8210885805763075,1.7240250306318923,1.7221447647990138,2.1282751047433366,2.2952513083543153,2.073771765818209,1.8499949573000467,1.7201226980658908,1.559593616089398,1.508466709045748
