순번_정류장ID,36-2805557,37-2802243,38-2802239,39-2801829,40-2801831,41-2802240,42-2801840,43-2805656,44-2803799,45-2805020,46-2803798,47-2804955,48-2803800,49-2803817,50-2804957,51-2803810,52-2801820,53-2802268,54-2802276,55-2802285,56-2802289,57-2802300,58-2802306,59-2803637,60-2803539,61-2803540,62-2802319,63-2802316,64-2802312,65-2802309,66-2802565,67-2802545,68-2802367,69-2802541,70-2802547,71-2802552,72-2802557,73-2807355,74-2807353,75-2807352,76-2807349
36-2805557,0,1.025641386730357,1.0160779070397075,1.0097681333486277,1.0059314946849325,2.457669015435507,4.353175128726858,7.242953492898653,11.658226632961387,5.099143635518888,3.7707578327233775,2.837291227775484,3.1443631374154557,3.9620235470152787,4.334545320099749,3.830650734282682,3.8012122389034193,3.8002944826088236,3.264596249546008,2.7210718474976505,2.5397056751849663,2.35328907555997,2.307082652687283,2.658624792022043,2.559599147135775,2.36782567274471,2.163189333998625,2.031789567406251,1.948105624604316,1.8672727807092924,1.8785161727775161,2.0596464724592396,1.9844241234395517,1.9168275853808465,1.8911754943193722,1.8676062727904614,1.8208402624621582,1.7644389633490265,1.7335196167186142,1.7855068122940594,1.9619128969248971
37-2802243,,0,0.9889378232129868,0.9917888094424047,0.9900226449732923,2.247833398387632,2.580581755387127,2.9175111459478256,3.8099559261008458,2.74380297769007,2.3914189223762987,2.295205110411814,2.2021869294596566,2.670253871387295,2.9582930478530045,3.0328669322978037,3.0531656406189027,3.1849192193189846,2.801783214441741,2.3970494746743216,2.2584834987965747,2.1140473362572036,2.030097037612425,2.2390881482557683,2.1795788534077287,2.0511129552517833,1.904658932339518,1.810420582016797,1.8048346760719967,1.7385195152663395,1.7689101094941002,1.9411224522418198,1.8760567645955286,1.817318341168184,1.7948958812323461,1.774548109432412,1.7338583393148554,1.684491325710553,1.657560375444972,1.7079939464546927,1.8760655580727792
38-2802239,,,0,0.9926547489928726,0.9902634401689457,2.5309209142820173,2.927249114768482,3.17794740202716,2.950920061065557,2.2983459194545475,2.0639266769385483,2.03115278010736,1.966856641668715,2.3642348071727177,2.630799011373712,3.229965323301062,3.2397574414158745,3.3777125803379904,2.930912330943076,2.4735781036806777,2.3202549003289312,2.162194878348112,2.0711645981629694,2.114557669667729,2.065494869309561,1.9543169066255945,1.918894027510371,1.821201586915231,1.8248201747130472,1.7553245641646227,1.7858259897887037,1.9625106481757923,1.8942649257398092,1.833437885766379,1.8101584432082207,1.789046576731036,1.7465708476869704,1.6957542887658552,1.6677484112105374,1.7192146541681967,1.8907514958548057
39-2801829,,,,0,0.9838785786775779,1.2269257434505547,1.5290129395353311,1.7192776426035388,1.5798033799978393,1.4328954289489864,1.3615951859195103,1.3989926398522172,1.4321952245919565,1.6965705908332782,2.002661887879796,2.431949263643533,2.482346876787933,2.617671309178954,2.3530047160066108,2.064829283408025,1.9643626356376473,1.8584921469063145,1.7962770972568896,1.7959358586079448,1.7706451328459405,1.7081475385798262,1.7476709237219823,1.671586380258322,1.681131896306144,1.6255723230540664,1.6636288772173715,1.8299639889452528,1.7731983795482857,1.7220817955272363,1.7023598882820155,1.6842615264906293,1.6490419469915967,1.605585077290225,1.5821739676777136,1.6318861025465317,1.794223991845851
40-2801831,,,,,0,1.007489155731086,1.1348507139590838,1.299418073457684,1.2494865401048407,1.191705238575995,1.1624624618032386,1.226333872939311,1.2621685159778302,1.4890039289023351,1.7633824714483108,2.1227885729797973,2.551479160594579,2.7003841668381696,2.4063498660319316,2.0936179777847763,1.9863173614947578,1.8742124119419514,1.8088010572397524,1.7404323657534384,1.673412612681896,1.7354696820764066,1.7750694008386532,1.69358098825876,1.7025015586575278,1.6438963661689951,1.6814418668389022,1.8532857293224176,1.7934250254989206,1.739457566206638,1.7188155953335873,1.6998896869087152,1.6630204085402995,1.6179514207468175,1.5934051639511162,1.6441097628902281,1.8104716544870894
41-2802240,,,,,,0,1.000845763493772,1.0011701730918252,1.0028445621504647,0.9994730170770415,0.9986914601091577,1.0191123064621648,1.1688555358462047,1.468568263065743,1.8862125823426175,2.451422942939556,3.6993848281668122,3.92004632193051,3.1163528642198552,2.4553007740827497,2.2620854317742833,2.075532576861353,1.9733644250573603,1.8716919750126737,1.7765372710926426,1.7844547301038791,1.827505256956829,1.7283012413541283,1.737145067264574,1.6679687793780797,1.7078581842748295,1.9005523660403623,1.830647601837146,1.7683124927653353,1.7448590657379823,1.7239978182555156,1.6819090665711902,1.631826855942195,1.6052175231007237,1.6598973163793762,1.8407905137231058
42-2801840,,,,,,,0,1.0016774393001702,1.0042836769501273,0.9989585677356327,0.9981035418205,1.0225613705920293,1.2021808833194743,1.5771572930940099,2.0599538733165517,2.825842759900711,3.2610275081188567,3.4930123002697826,2.8228368033133306,2.2624932130447113,2.0973375521064823,1.9371887735312991,1.8490938481087644,1.7705412106922487,1.7417719240251737,1.6932064111170895,1.741083213748472,1.653120349440431,1.665419621991718,1.6029742307029342,1.6477853913059093,1.8365827886404649,1.7717093802194641,1.7149340860089533,1.6926051173212227,1.6730231007830971,1.6345836251634516,1.5884291097657346,1.563383920418399,1.6176308087982,1.7949072067399556
43-2805656,,,,,,,,0,1.0065078465477144,0.998101538800252,0.9973479135548127,1.0254295392144221,1.2313103117872999,1.677498956833886,2.082126375892024,2.6002660258873935,2.6694770613681293,2.7601841843411568,2.3465829697436336,1.9698495196310206,1.8532415405282188,1.7374345871636745,1.6723979472708934,1.8193977073882341,1.785144397040528,1.6950701404439101,1.6191372055907527,1.5489859319020158,1.565504765029924,1.5141728631791307,1.5636574155839378,1.7431813103564955,1.6873545889257988,1.6379920173405695,1.6190083817208047,1.6016959399669861,1.5690567399539288,1.5285047612832,1.5065587551569897,1.5593099894615625,1.7285345679938358
44-2803799,,,,,,,,,0,0.9875262123104676,0.9911414575935176,0.9990993056465345,1.2748760026330055,1.8451673295106132,2.3484408714844083,2.060818250220061,2.0366854808120105,2.155987410599109,1.9196102170272171,1.6868967054812651,1.6116004803740607,1.5350134149910541,1.5857241271090012,1.8833138136970504,1.8412300709612015,1.7376207759358897,1.6165239936946199,1.544727833799288,1.4985312220676041,1.4541202151110755,1.471774267499636,1.6407892242970226,1.5951841804325224,1.5535840873242555,1.5375257788403627,1.5231147018543176,1.5111787687169198,1.475447920807912,1.4562606235557725,1.5078968064718679,1.670837843625286
45-2805020,,,,,,,,,,0,0.9958126385524009,1.0045392840663638,1.0001660982654594,1.4635389756225479,1.9911550129050648,1.77416803468116,1.5867039400973646,1.4789458433382487,1.3994313199224042,1.3126316971484082,1.2831932767045633,1.2776618840498764,1.4785822922305516,1.7669738386111873,1.7342550733410063,1.6448935012624648,1.5369871039808531,1.4744042032103182,1.433926960593851,1.395019019468694,1.3393823476848978,1.484047430463235,1.4512625986673238,1.4213781200373865,1.4094046789947645,1.4308474391297215,1.4682971912669174,1.4356894032595267,1.4177368344610028,1.4695451547195328,1.6306176814685067
