순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2803740,21-2803692,22-2803694,23-2803696,24-2803698,25-2804776,26-2804795,27-2804746,28-2804640,29-2804188,30-2806152,31-2804190,32-2804192,33-2804642,34-2804194,35-2804196,36-2804198,37-2804200
1-2800270,0,0.9992239779422376,1.0013822496112423,1.0020618947973834,1.0038796305455182,1.0049905906216348,1.0047971491228072,1.0023459556744316,1.002590579848442,1.0029062164430518,1.000290903487045,1.001866984442716,1.0019059177210767,1.0017797013166785,1.0017431066769293,1.0032387207562066,1.0031300669993968,1.0021303360427278,1.0019268334535498,1.0012856142934914,1.0003764842646263,1.0003631225930143,1.0042943617568292,1.0010002854289977,1.0014319039981168,1.0016264444069483,1.0015768405756762,1.0009036820243975,1.0012837716407164,1.0019356857223576,1.0018911846636267,1.0018844327415568,1.002112447700832,1.0016948057326467,1.0013741628522324,1.002580816683392,1.002511141280185
2-2800268,,0,1.0039856855786276,1.004193236448981,1.0076051987443617,1.0086678491798389,1.0075058514858988,1.0031170696066471,1.0033351109800113,1.0037140901306232,1.0002341552277305,1.0022064606969892,1.002189371347819,1.0020103491210965,1.0019386516872628,1.0036401104498378,1.0034806942867076,1.0023400058670322,1.0020834223729105,1.001363586391577,1.0003655913640055,1.0003513648371758,1.0046290918792224,1.0010432526776192,1.001508911829031,1.0017175407816823,1.0016515673827533,1.0009306981566457,1.0013342556420235,1.0020257028933792,1.0019772364101143,1.0019668381915379,1.0022072079149686,1.0017629452809929,1.0014227817027102,1.0026941549277912,1.0026174220747535
3-2800264,,,0,0.9979549906217147,1.0052962351982582,1.007588681687158,1.0064266569818756,1.0017412051030326,1.0022191576711525,1.0027182743169498,0.9990403207855506,1.001358096644614,1.0015105180040658,1.001396910022461,1.0014037254580779,1.0032306884215798,1.0031025446191377,1.001924818878949,1.001721702442818,1.001014356330047,0.9999928681998285,0.9999910642070534,1.004417981287359,1.0007347842427323,1.0012237862928257,1.0014440221943433,1.0014161127927315,1.0006902614123803,1.001109682116873,1.0018211461247541,1.0017744970148805,1.0017716918003339,1.0020192984253722,1.001572307361419,1.0012309326090376,1.0025292328327498,1.0024560941832674
4-2807245,,,,0,1.0221610511634738,1.0154400237498764,1.0043958089839993,0.9996029701469918,1.0005951151972987,1.0013029286691482,0.9973901604128446,1.0002364954426946,1.0006490685717127,1.0006319175576164,1.0007492429291596,1.0027408635462245,1.0026546698615708,1.0014303857196012,1.0012966053021324,1.0006056673562198,0.9995551457841146,0.9995692609890816,1.0041800540699832,1.0003770973686414,1.0008949070919018,1.0011293555999323,1.001147453048606,1.0004154455983727,1.0008538847646278,1.0015895241934822,1.0015450098589258,1.001551187137173,1.0018074493486013,1.0013570293415839,1.0010140785454558,1.0023446908875528,1.0022755428751033
5-2800262,,,,,0,1.0117446684855433,0.9999186015750596,0.9970065141901197,0.9986501247922887,0.9995749142226767,0.9957674858086715,0.999034757190536,0.999739637397752,0.9998374776971999,1.0000763561286752,1.0021762383878463,1.0021461477843299,1.0009128282887705,1.0008604276480402,1.000204417466926,0.999147099329472,0.9991765051942194,1.0038830966189263,1.0000329360098559,1.000570508271922,1.0008153295546938,1.0008809531013263,1.0001536132795412,1.0006050012406984,1.0013548314211351,1.0013132092875616,1.001328693616898,1.0015904741514496,1.0011425659584205,1.0008023184983184,1.0021495865968364,1.0020857857035035
6-2807367,,,,,,0,0.9899104785520819,0.9931032198153664,0.9960807388389358,0.9974158708064288,0.9936064389797598,0.9976273823936489,0.9987396866260547,0.9989805547570724,0.9993690022798126,1.0016420165143551,1.0016683842687737,1.0003975891239887,1.00043022896891,0.9998000165474283,0.9987194862491701,0.9987661337923179,1.0036395186736553,0.9996864480981452,1.0002516451662649,1.0005102439730036,1.0006244518893315,0.999894003038941,1.000363205862034,1.001134676855269,1.0010954347728458,1.0011200843235886,1.0013897050585423,1.0009399084044297,1.0005993313693031,1.001974634777562,1.0019151886571673
7-2800265,,,,,,,0,0.9945584811646312,0.9979432120326736,0.9994066077622954,0.9943095283886831,0.9987890997380754,0.999703565934021,0.9998235620785403,1.0000988298805689,1.0024706536001797,1.0024031550294328,1.0010221483789234,1.0009456195941886,1.0002272121686575,0.9990875791303528,0.9991215209680843,1.00416111095111,1.0000405828589387,1.0006125089123086,1.0008718024057461,1.0009319469898907,1.0001654047054949,1.00063836090498,1.00142293028203,1.0013783340912517,1.001391799106702,1.0016643165994439,1.0011947666962195,1.0008388848182592,1.0022402872188556,1.0021710730740343
8-2803682,,,,,,,,0,1.004600232458555,1.0061718214251614,0.9941308751234592,1.00087877309756,1.0013262319758258,1.001173336905572,1.0012293027181742,1.0039234297286324,1.003651097753825,1.0019950405981985,1.0017157460673316,1.000821381410634,0.9995453841880753,0.9995627236738306,1.0050350595781414,1.0005144362755671,1.0011150031954041,1.0013831889210885,1.0013607157410829,1.0005212941915527,1.0010115261496209,1.0018332498404119,1.001779456922626,1.0017760339823245,1.0020583602213173,1.0015494427840697,1.0011640196049303,1.0026306713230426,1.002545028544403
9-2807369,,,,,,,,,0,1.0100101595649313,0.9881164284270917,0.9996307218874214,1.0007009677443852,1.000659701066937,1.0008391043888345,1.0038537393176525,1.003567571757881,1.0017789459466515,1.0015273619726022,1.000608659284585,0.9992714533627446,0.9993022011333302,1.0050561571810417,1.000326618600444,1.000961439587996,1.0012449089816282,1.0012459830803253,1.0003852660079708,1.0008958582292287,1.0017465194964095,1.0016925006381057,1.001692914675876,1.0019846125967702,1.00146422541382,1.0010711262031253,1.0025784302971967,1.0024923143327265
10-2804135,,,,,,,,,,0,0.9813827281896697,0.9979786233473757,0.9999112831935515,1.000048353372306,1.0003828176568885,1.0035827562101436,1.0033267546578475,1.0014899169607374,1.001294294329427,1.0003868534678373,0.999027920929889,0.9990706975630924,1.0049557457806888,1.0001408630938262,1.0007951954494068,1.0010880342437987,1.0011170223231887,1.0002520230094833,1.000774074773527,1.0016390855423565,1.0015861730781257,1.0015914658214808,1.0018881287318697,1.0013653549015271,1.0009710743749825,1.002496834051823,1.00241264474107
