순번_정류장ID,48-2801317,49-2801280,50-2801115,51-2800857,52-2800855,53-2800853,54-2800851,55-2805991,56-2805932,57-2806000,58-2801156,59-2806243,60-2806241,61-2806215,62-2807267,63-2807077,64-2807079,65-2806418,66-2806633,67-2806604,68-2806745,69-2806743,70-2805680,71-2800575,72-2800562,73-2800555,74-2800541,75-2800530,76-2800523,77-2800519,78-2800517,79-2800515,80-2804977,81-2800507,82-2800503,83-2805796
48-2801317,0,0.9992773390193254,1.000478506609021,1.002439463376684,1.0561452781878384,1.0405656744765621,1.0651303295488928,1.191251198539757,1.1803511299856135,1.1805600842778918,1.3587710291396755,1.2883036887636423,1.2650090841273596,1.232150964950266,1.2503726415429737,1.273771821034805,1.2574339101341774,1.2505094657504332,1.2886376899995762,1.3404278479386365,1.345438927905671,1.414495433789632,1.487531687713257,1.4666803434665487,1.4530362467788034,1.4388205237145226,1.5376828659102262,1.5049556468612209,1.4880886466482104,1.4740832532850867,1.465029804131204,1.4559861008798638,1.5385534196240134,1.5241720952768996,1.511462435352522,1.505556147363752
49-2801280,,0,1.0015530408825117,1.003763695809519,1.0763916328496816,1.0516096825245091,1.0382494909981013,1.132984260140661,1.124460660703368,1.1246695365515444,1.2725296670608135,1.2166061168259357,1.1984471457917782,1.1728736595613158,1.1543014244832226,1.1486142425469839,1.140200992579661,1.145709155395636,1.2426090068661717,1.2988879730110834,1.3048913401782032,1.3780682089072014,1.4525494103528536,1.4326938051639249,1.4197323904400412,1.4689817129408076,1.5760771908304958,1.538501396609742,1.5193407517365174,1.503701978099607,1.4933324916065065,1.4835035243119157,1.5716323429713925,1.5552865431703324,1.5410158012217434,1.534536997208283
50-2801115,,,0,1.004136454632408,1.1244142455482662,1.0721008399547,1.048878189477248,1.167028125175094,1.153805415639624,1.151217179189698,1.1901897200871419,1.1484132757547587,1.1352558684687097,1.1167423699276304,1.1036121598284532,1.0998032865593323,1.0940603085430345,1.1005580407686775,1.2011738905519176,1.2627438021096609,1.2697771057991318,1.3483515747471506,1.425059751650441,1.405677960811758,1.3930683709764535,1.5077960941093145,1.6252528753519035,1.5814813881838294,1.5591701430663538,1.5408658427136155,1.5291519756870586,1.5176258563583471,1.6131028673631354,1.5945547791364159,1.5781845307393128,1.5705277127189383
51-2800857,,,,0,1.0244531328450697,0.9956961015225815,0.9934031990325104,1.00919479238842,1.0076793523730587,1.0079014360238936,1.0091324778365636,1.0075790399470652,1.0072831065920933,1.0060645485924617,1.0055522536920485,1.0059337421035228,1.0060841974775276,1.0141889002561277,1.1158420242788936,1.1849026666246605,1.1938101718587464,1.2791624468136988,1.3562153417526612,1.3395949504719602,1.3437849620663644,1.4669518998467974,1.5876372773890983,1.544933631097401,1.5232957597570898,1.5055676104352422,1.4942254501492864,1.483130098868367,1.5809113575582032,1.5627462168661062,1.546783405666966,1.5393653042698923
52-2800855,,,,,0,0.9767350477728091,0.9837148923741754,1.0059403875204893,1.0044760121743574,1.0051909831995893,1.0070763389236455,1.0058924790922215,1.0057444254631114,1.0046647727791103,1.004293503428483,1.0047578624926945,1.004997584657237,1.0135920512936871,1.1212576143403554,1.1937052941405413,1.2028869541063012,1.291654204985663,1.3731057117210332,1.3548627001659883,1.3430726408288027,1.3538614477497426,1.4649482929887132,1.4323306664289313,1.4161425247428931,1.4024149894219242,1.3938609436367493,1.3852640545575539,1.4765763689074822,1.4622111465122083,1.4498580120165225,1.443966549554026
53-2800853,,,,,,0,0.9899853233186566,1.01990282390585,1.015785537484013,1.014594892916678,1.0148294032004224,1.0111027791293397,1.0103075674382727,1.008310274790187,1.0073895484434083,1.0077437514790744,1.0077834518445887,1.017156039254987,1.1355305831433897,1.213399950103331,1.2228983635603283,1.3176462098328885,1.4062762993592453,1.3848530765806693,1.3710908872042713,1.3497773241774487,1.3373846160365679,1.3146450885847176,1.303072791410233,1.2935457725281705,1.287475198211589,1.2816392248440873,1.3671133107546198,1.3563766362480771,1.3471440498609892,1.3430762425452525
54-2800851,,,,,,,0,1.0226883851731383,1.0145802278949962,1.0130801363086732,1.0138801590313846,1.0096124770548427,1.0088693142864316,1.0068282223667382,1.0060150556679472,1.0064955928183454,1.0066444681632785,1.0171380803633832,1.1496932277709995,1.234783483602663,1.244693867228697,1.34659555315648,1.4450515575556528,1.4193987129439578,1.4030484630797389,1.3780607210015157,1.3630081033921118,1.336760265031953,1.3236647263841161,1.3127924562816138,1.3057254002626244,1.2989157211008246,1.3908204345513435,1.3786547902835382,1.3680163520788098,1.3633778936312761
55-2805991,,,,,,,,0,0.9919408244838107,1.0027087200212124,1.0090041720932796,1.0058495996567878,1.0056018734331102,1.0039562280201564,1.003545767878592,1.004256582594012,1.0046353690859597,1.0164596014428036,1.1656360600149605,1.2587489190520103,1.269004673571203,1.3791242937853108,1.4882602216260796,1.4574408871031443,1.4379726692538732,1.4086267317030523,1.390414346249451,1.3601257947639709,1.345101292906465,1.3327187903816538,1.324719935605227,1.3171793030813912,1.4156118411229437,1.4018476362378538,1.3900067586596827,1.384726480554045
56-2805932,,,,,,,,,0,1.0094949916527545,1.0132236721862777,1.0074478052346616,1.0068657296102708,1.0047895096616464,1.0041954424406692,1.0048982504004087,1.0052314332427972,1.0175821825653575,1.1738125630090477,1.2700014812679452,1.2803142973684654,1.393438942514946,1.5071364015283633,1.4739965373438402,1.4531388504938303,1.4218704427024604,1.4020020843560232,1.3702043487929962,1.3543455912920708,1.3411132767071066,1.332915227029684,1.3249880077675877,1.4258744318941436,1.411641218920685,1.39921805412461,1.3936663695652196
57-2806000,,,,,,,,,,0,1.0059465076482337,1.0036555137885086,1.0038389397542902,1.0023602879256923,1.0022213228848886,1.0031361240846683,1.003683863121489,1.0170278452710684,1.1856496855684149,1.2873081780919966,1.29772982209459,1.4160504430963006,1.5376240556777445,1.5004391045295902,1.477183782731287,1.4426295447857769,1.420623886364423,1.385644792101193,1.368405322702302,1.3543037454327778,1.3452514348896527,1.3366936625784387,1.4422088500353334,1.4266492444093803,1.4132697191319152,1.4072742383794437
