순번_정류장ID,30-2801636,31-2801601,32-2801564,33-2801501,34-2801450,35-2804871,36-2801383,37-2801347,38-2801317,39-2801280,40-2801115,41-2801098,42-2801070,43-2801041,44-2801025,45-2801029,46-2801014,47-2801002,48-2800982,49-2800836,50-2800968,51-2800965,52-2800843,53-2800842,54-2800989,55-2800979,56-2803594
30-2801636,0,0.9987536155310344,1.0025208282224587,1.0022211221832424,0.9984632866492036,0.9985576644063436,1.0006978919516236,1.0065417501537484,1.0011953686263773,1.000899492862613,1.000995564546814,1.0008507888957012,0.9996422338688623,1.0002349870778278,0.999841617730108,1.0006657644549568,1.001329434513245,1.0016577227876737,1.0388914639053435,1.1078699055275907,1.1588963724216734,1.1528720153059733,1.1566656855781419,1.3182794287797055,1.437496619493739,1.4124812992116254,1.4009430529070375
31-2801601,,0,1.0030120886350717,1.0022535184651507,0.9974990172169362,0.9978350496441978,1.0004644798728124,1.007149636071996,1.0010816225230743,1.0007757151945824,1.0008995080894816,1.000751114266,0.9994612894299741,1.0001076892616196,0.9997015371455368,1.000579842865145,1.0012840086166652,1.0016315023039768,1.040823664558134,1.113500401891942,1.1670699145532704,1.1602440013796074,1.1640559536199397,1.3347764977965764,1.4610287346189281,1.4333938609605812,1.4206415992895929
32-2801564,,,0,1.001841710117743,0.9961317534755946,0.9969021195599574,1.0001096970988856,1.007635723111707,1.0008891039242866,1.000593261597754,1.0007567430890483,1.0006107258096277,0.9992555773359469,0.999953399661149,0.9995417117896533,1.000467840596198,1.0012082968935672,1.0015730404369947,1.0423962579503572,1.1181567969724338,1.1409902756668553,1.1350606314761595,1.139686097103765,1.3105955905709148,1.437671967269814,1.4110590180327183,1.3988565145460423
33-2801501,,,,0,0.9913273063152903,0.9944465035306956,0.9995112525097559,1.009235195872982,1.0006741812634474,1.0003729778811254,1.0006021347282499,1.0004521016464765,0.9989463317104519,0.9997483136354711,0.9993169721279567,1.0003402764594223,1.001152476010347,1.0015501045976296,1.0457607540916853,1.1279461754549132,1.1358043759321443,1.1299207335733814,1.1345446005258042,1.3161795964681113,1.45204608988351,1.4229806808618752,1.409642301822775
34-2801450,,,,,0,0.9930899972137085,1.0023543819711889,1.015960316075479,1.0025918110102396,1.0016870553053907,1.0016561786429805,1.0013622151014128,0.9995314013500105,1.0003897730093836,0.9998294525292112,1.0009496210116677,1.001820361048987,1.0022353038197085,1.0512478656782283,1.142618266723601,1.1502084064385498,1.1428918557254968,1.1480578842338842,1.3496811629980643,1.5016082397819488,1.4656709238537005,1.4495026148187478
35-2804871,,,,,,0,1.0110166539108298,1.0277399277912898,1.0058286252259943,1.0036356456811004,1.0030691131172889,1.0025544603507004,1.0003706817487008,1.001228887245128,1.0005076423789303,1.0016914894824513,1.002591544771054,1.0030075359337374,1.056046127591858,1.1551699306096674,1.1626205763348063,1.153932083471852,1.1589115244583208,1.3777886999926252,1.5433930879444275,1.5011587186919102,1.482445082203372
36-2801383,,,,,,,0,1.048232873396272,1.0028551663417395,1.00127398147287,1.00136615473568,1.0010124289900495,0.9986471378551873,0.9998570088716002,0.9992403281570699,1.0006444634187721,1.0017125746926892,1.0022124255308025,1.060402470814735,1.1693826818566255,1.1759952831588,1.166156317489279,1.1711703661056398,1.4115435049449658,1.5946694955110152,1.5439469268438473,1.521867531760877
37-2801347,,,,,,,,0,0.9629927143106062,0.9846919513428677,0.9914406251668834,0.9927686629539544,0.9911025511169772,0.993612334036998,0.9938952594817337,0.9958467658973146,0.9973854643576033,0.9981559060937482,1.0614454727618825,1.179981381449394,1.1864517296527455,1.1750034116503636,1.180375796733032,1.4414324707234027,1.6412734570189909,1.581962618509227,1.5565492976991104
38-2801317,,,,,,,,,0,0.9992773390193254,1.000478506609021,1.0001538362361988,0.996991131168862,0.9988868085799179,0.9982773741704133,1.0001060643132644,1.0014584080898634,1.0020777694479617,1.072090197762618,1.2039825860676128,1.2005511448423802,1.187597114712968,1.1798057252362424,1.4151478140378697,1.6238525486033835,1.5633458360311283,1.537750120465058
39-2801280,,,,,,,,,,0,1.0015530408825117,1.0006663617345837,0.995955161618259,0.9987515622573672,0.9980094918046798,1.0003040899385132,1.0019243594701794,1.0026344108314527,1.0860449329779935,1.2442983140393498,1.2351833367152365,1.2177665467048129,1.2071838716213918,1.4427862067623893,1.6853320854368348,1.6083414567904832,1.5773110650466715
