순번_정류장ID,1-2805045,2-2803524,3-2803525,4-2805055,5-2802388,6-2806726,7-2805771,8-2807230,9-2807357,10-2807447,11-2807445,12-2803579,13-2802358,14-2804867,15-2802347,16-2805062,17-2802383,18-2802381,19-2802387,20-2802384,21-2802603,22-2802361,23-2802362,24-2802595,25-2802598,26-2805538,27-2802587,28-2802580,29-2802578,30-2803629,31-2802575,32-2802567,33-2802553,34-2802543,35-2802525,36-2802513,37-2802490,38-2802458,39-2802446,40-2802433,41-2802422,42-2802418,43-2802415,44-2802398,45-2802396,46-2804816,47-2802864,48-2802824,49-2802618,50-2802176,51-2802169,52-2802154,53-2802137,54-2802117,55-2802074,56-2802046,57-2802029,58-2802013,59-2802003,60-2802033,61-2802057,62-2802105,63-2802127,64-2802131,65-2802148,66-2802155,67-2806098,68-2806513,69-2807111,70-2806524,71-2806523,72-2806522,73-2806521,74-2805659,75-2802210,76-2802213,77-2802220,78-2801901,79-2805900,80-2801903,81-2803532,82-2801819,83-2803807,84-2804958,85-2803818,86-2804899,87-2805043,88-2804852,89-2804854,90-2805422,91-2806045,92-2806046,93-2805420,94-2802323,95-2803539,96-2803540,97-2802319,98-2802316,99-2802312,100-2802309,101-2802565,102-2802545,103-2802546,104-2802562,105-2802571,106-2802576,107-2802581,108-2804851,109-2802597,110-2802594,111-2802591,112-2802596,113-2802604,114-2802385,115-2802386,116-2802380,117-2802382,118-2804909,119-2802345,120-2802359,121-2803520,122-2807446,123-2807448,124-2807358,125-2807231,126-2805770,127-2806725,128-2805822,129-2805054,130-2803522,131-2805654
1-2805045,0,1.022320867773786,1.0100912385143006,2.6970182638918248,2.369330953445566,1.9551205309038155,1.8361406304437626,1.591485847831732,1.8325423188055276,2.201653152789405,2.5883603737652168,2.451969138713592,2.1727562673054392,2.564490186944637,2.86191162109375,2.471950428543709,2.232123390503827,2.150290421668239,2.3610816952227602,2.9664034054129167,2.874463786255968,2.6896213982694057,2.4934427039112186,2.5353536769759444,2.485668900275916,2.660282220325657,2.2096155156763753,2.104934173795587,2.051483325929348,2.135025356005082,2.121837528552638,2.0632372801710592,2.0056471364986916,1.9585415457791688,1.9338965120714529,2.032509745325764,2.0121731726671372,1.9477496173409565,1.9006525401355392,1.9102588258639641,1.8839271346347826,1.8558647250141378,1.8675248874794543,1.9344463277457982,1.890880129860776,1.848589917668865,1.8152118401334165,1.7971767287311868,1.7986947019526631,1.7876041109735492,1.7636762408540143,1.7355284629536687,1.700498680613188,1.6726300564971748,1.658400020530639,1.6413027536076195,1.6248262758961847,1.6055064069397327,1.5954672154749334,1.690575830758811,1.7165299842296409,1.7893976604871453,1.8404253976725,1.8576993578528347,1.9362755746834952,2.0231092840281883,2.0210291302752057,1.9436246781456168,1.9244064957153184,1.9433803119124977,2.0139284652321634,2.0705702091319464,2.1085085241972976,2.224620097466123,2.621384331678321,2.66360129852211,2.7307278109499116,2.823711573586526,3.0675385592593307,3.1480058382261786,3.2243120080097643,3.216231068747707,3.1614373824812483,3.19608198014399,3.314835890562283,3.437054323831462,3.5265957358337685,3.6674779642222015,3.7726936467794285,3.8470799648329392,3.9118377875424835,4.102378140390536,4.23276797682497,4.3081327810247965,4.485168049716534,4.7986490733683445,5.037059647652863,5.470748535850078,5.8376061381577955,6.325125062185831,6.953093294220613,6.393658895955035,6.403998346188699,6.786915599053711,7.162863077769107,7.553825847931434,7.8055305550961185,8.970101453222574,12.068813770594105,12.617359665425473,13.374333709944615,14.937340701585772,17.088387929467366,17.666725005992866,15.124271649015144,14.52966303949412,15.68271776604649,19.327797565043756,24.140157884640633,21.848394740651973,27.7403034191856,31.502646597609992,29.331338508704217,26.314263828599564,27.34411950897136,35.54905114380578,45.169911401508244,66.86844387684556,77.15219931887434,57.56538682252922,90.11121047820505
2-2803524,,0,0.9832708890052069,0.9858152773785918,0.9922573154940421,0.9961046709344853,0.9985705434638046,0.9994574789835228,1.196367183870668,1.4199158640089502,1.6585090578752415,1.960759002261418,2.0634661150617988,2.7003236906808543,3.071734684312088,2.5674864244059887,2.2786220155111074,2.1866554527614244,2.4247664288184807,3.1341294796785344,3.0160645665781933,2.7935881463751255,2.5626490987960753,2.6071139502861165,2.4922944762153767,2.350003632069091,1.9978672029445723,1.9153576796728584,1.871724574295489,1.9478603920293773,1.9398530247759656,1.8921980567551282,1.930622950492303,1.886261173986825,1.937920570063763,2.0418185765940398,2.020228154889687,1.9521716451218076,1.902700743223408,1.865547228216274,1.840039581065341,1.8128954999465514,1.7820352302493356,1.8205782225113678,1.783245634665961,1.7469080255105733,1.7698822836811927,1.7528857256719368,1.7363125871694354,1.726690776489917,1.704561074403934,1.6786570862683499,1.646223969209868,1.6210027817820687,1.6081417308034016,1.5922646060649484,1.5771132382557191,1.5593079662156926,1.5503650762582102,1.6436849074316975,1.6690427189228212,1.7406471095851792,1.7914569015832693,1.8091514659678958,1.8861416017100088,1.971214305460607,1.9701685649376395,1.8968933037169915,1.8785044849962984,1.874489877206063,1.9423602782777087,1.997038580779275,2.0333862191109136,2.1451780186281244,2.525623169107114,2.5662343180408107,2.630446320927834,2.7193513841342885,2.9521016601224437,3.028230784407678,3.1017967930572587,3.094986998314469,3.0442048559848938,3.077984210141944,3.1908819079350264,3.3080020582100107,3.3936189276764828,3.5268476231946364,3.626736173856544,3.6972782142750247,3.758654038669071,3.9390651010469258,4.062365069516848,4.135381986982486,4.302894916700701,4.597909702934139,4.823128574541384,5.231117887384291,5.573257590153628,6.027085158076267,6.6128444277790726,6.100702441499252,6.11310722675343,6.46914371885413,6.81764512318677,7.176519429346024,7.4095967788676464,8.476326253206539,12.779769322895378,13.760227986457622,14.673109314184392,16.59386650006334,19.315521035749747,20.06317127609043,16.777762890400194,16.02460870704034,17.450609798592232,22.1383229779098,28.74502551441104,23.53324529531994,25.187235998922038,23.900859355549596,22.64558175734768,20.800623990357987,21.485623256734772,26.375215934037705,31.455802385768585,40.90149419400235,78.6544575289518,175.95738329064645,442.65253270989695
3-2803525,,,0,0.9871894539895328,0.9948057147879414,0.9987941269435773,1.001419902492333,1.0016702279051397,1.2252561336217802,1.485953948721848,1.7692029772976816,2.1264013865060747,2.234607857525942,3.0280337530224655,3.503154519153683,2.8037824330536574,2.4338921778623184,2.316658543031681,2.5926170376486093,3.4457647279598156,3.2842251937343345,3.0018856471307975,2.717577688301074,2.7662871449266024,2.6273871595348735,2.459401313033089,2.057826369100588,1.9641065804663376,1.9169514613154681,1.9983168476590605,1.988219793643978,1.9360057545136347,1.9755790579403563,1.927245435294636,1.9803819276385035,2.0900453865196593,2.0663738770216065,1.9922872906183684,1.9387246935512834,1.8986457070261442,1.8712046368019284,1.8420626155739648,1.8091997592883526,1.8477818890922333,1.8076135842667895,1.7690343618792608,1.7922018635928514,1.7740428047626662,1.756588605622557,1.7463354851378796,1.723160418586285,1.6956660221723703,1.6618842707616504,1.635242028513364,1.6217555203906562,1.6051785488826302,1.5894778762350927,1.5708145705718866,1.5614487811900712,1.65707652614002,1.683200880913526,1.7564522794300597,1.8084171272798375,1.8262844892847319,1.9056850988410854,1.9930826923471239,1.9914849075314758,1.9152159362069943,1.89609348026605,1.8917835868106856,1.9613954771640456,2.0173870945823906,2.0545839358307134,2.169513070832032,2.5621113142092,2.6039107842050404,2.670156631649777,2.7624962570599587,3.004179359589092,3.083975882167138,3.1601580261248734,3.1526161879610926,3.0993096905507467,3.133659751710693,3.25184737839287,3.3733015639670936,3.4619696499517865,3.602700031004674,3.7069583033514966,3.779742100284382,3.8445396765984854,4.03501532204787,4.164402780318482,4.240697345855647,4.416252658863239,4.731275614360685,4.968546366676289,5.4013874300951485,5.768572166265748,6.257212841858669,6.888412036780025,6.328298051595299,6.340075614309123,6.725676631025749,7.102605361355463,7.494890171437254,7.748476980560844,8.926351512963977,13.834375848538,14.991539212819903,16.09363344503101,18.414149902005466,21.849768126432153,22.778965264655973,18.608229156021615,17.670455496825934,19.42169633638586,25.412858084448356,34.497387790158626,27.164164327313163,29.343404484801315,27.552775695611274,25.86661160511754,23.46216047469949,24.315577078288932,30.774578551547812,37.92344208748326,52.55971554257507,137.1804320862719,307.27564072962355,130.18776027960422
4-2805055,,,,0,1.0032262176966986,1.0061518614775788,1.0089087404718766,1.0065776743546964,1.3050411253306609,1.6799469905873574,2.110018934542896,2.035819851162061,1.847094964425387,2.51836153218388,2.921565693942701,2.4108333679866742,2.1320609774030688,2.043616860263714,2.2905400424617635,3.034381275272692,2.9150007768118003,2.689111903149741,2.4561994564845655,2.506109543594747,2.392101459447859,2.4912596119173886,2.0579317559290304,1.9606908595533994,1.9107629970341387,1.995528631779329,1.9857585933202702,1.9310104716755558,1.878000025346491,1.834537521858097,1.8712338905778745,1.976638826384286,1.9559103406121765,1.8904206045135161,1.8429484818996056,1.8073878149943372,1.7830161324515141,1.7573418598775996,1.7695437897491384,1.8418494224471027,1.8012346027953308,1.7619329879311676,1.7324968739771422,1.71581391747852,1.7186360522440016,1.709027055329577,1.686760251819362,1.6605513970864116,1.628223756816003,1.603142354213685,1.5902464736735802,1.5745451323767414,1.5594852942909083,1.541798584036589,1.5329131179592606,1.627933195786413,1.6539027788238398,1.7268449235705876,1.779146240152108,1.7972209235477958,1.87607705223807,1.9631997925246325,1.9621179311541208,1.8876424603491284,1.8691194749083022,1.8890511264243361,1.9597099163718763,2.016829418755276,2.0549991068275584,2.1721650623333844,2.5732015410535367,2.616046306440332,2.6842245731625107,2.7790393654187957,3.027706756977174,3.109676120129974,3.188193011670557,3.18019396048933,3.1242930718603006,3.160178552294333,3.2814792536189095,3.4073825594580622,3.4997637657082143,3.64441857197552,3.7529209330695026,3.829316750621173,3.896673710366795,4.094024526034936,4.229406188622437,4.308291204178604,4.491593550058603,4.819777311215999,5.069131516249794,5.527154415377873,5.916356980395083,6.436953198089332,7.111746451373716,6.506264423662811,6.516537740521047,6.927392033595587,7.331701716336359,7.755727282469317,8.031555606127574,9.31434847512398,13.273917130861971,14.347997234750224,15.364927492232836,17.51440823666887,20.63714041880493,21.49065134473776,17.70606420226687,16.85631125986134,18.466826061440443,23.88568297382471,31.894055157673098,25.50194978535843,33.087980368078306,38.67141054571863,35.31855350689082,30.900867205736056,32.324581247793134,44.84374341171343,61.83630579690598,113.28587071017641,219.39753591535415,100.3991800670958,55.94358296341285
5-2802388,,,,,0,1.0100826907818163,1.0140718501344226,1.008058153950186,1.4363245581317967,2.0472274425601626,2.830205138908959,2.5173615073265356,2.063944386386899,1.7924833752832807,1.962521774913591,1.7553604970065821,1.6304403329585404,1.6658457110412357,1.9295896938857928,2.278797099876635,2.2337337784683458,2.111030843868409,1.9988003649868054,2.2521294639716545,2.5178827159582475,2.744206994180255,2.178506802121413,2.058777276946522,1.9986271964656603,2.09468870632322,2.08138659201576,2.015401113233458,1.9527083256164264,1.9023027784581887,1.8274408740334258,1.7864454450544582,1.7710377005311506,1.7236774720356838,1.7961139865352922,1.8587757716740805,1.8314687460363155,1.802305057616284,1.8158379895624415,1.8907708827420269,1.8457786681376425,1.8020582186123784,1.768347092429831,1.7505035854848252,1.752310163468039,1.7415954692817162,1.7173889287413646,1.6889011454626999,1.653890236075032,1.6265787927978643,1.6123446068900995,1.595451780664531,1.5792631928673964,1.5603103323242098,1.5508163993577762,1.6497650508723514,1.6770006623644407,1.7532756810054806,1.8072875969164413,1.826176948703224,1.9086937572822416,2.00004608416704,1.9982521750328668,1.9183953662028854,1.898593029615767,1.918850327358071,1.9928197721420795,2.052454162585279,2.092461060054851,2.215625952815337,2.6394258374367743,2.684927746284039,2.757436701449857,2.8581878880545624,3.1238527855238045,3.2121912286053353,3.2966693024939495,3.2871854060291197,3.2256976284211962,3.263784257120121,3.3942601150285587,3.528898912542246,3.627855286125099,3.78536759181831,3.903265237785728,3.9864742157679,4.059963878219259,4.2758989271571926,4.424576407331479,4.509040416006908,4.711360067486112,5.074565596348329,5.351257533442388,5.866432255380499,6.308449815203319,6.9060867968193005,7.6857682142742965,6.9666485965837825,6.976213644123749,7.450761492863612,7.923447393684036,8.4206687542064,8.745916219317703,10.295651962311162,14.758694701015996,13.756900257625396,13.030727986121,14.58070520790051,16.734964144130814,17.309338139175765,16.091671488238052,14.807155744586707,15.334876049162752,18.987578654667132,23.858299011532118,32.79899629622816,48.732666318420556,61.61774671351356,53.28332958360827,43.67543781810065,46.43114594841883,77.54165746500297,147.79274167305854,237.4499309552274,81.06125942741359,51.63292225752508,36.815431103554054
6-2806726,,,,,,0,1.01073229086559,1.0043468103810311,1.6358462301273329,2.739021811883459,2.3925764186169247,2.0321619915508005,1.738192792090581,1.556191474004138,1.6028157180062812,1.4821710158012233,1.4081543124902274,1.514342947202522,1.757086007165103,1.9722313516905452,1.9505902817960168,1.8622922479953372,1.857392681225233,2.093991214084407,2.340931188732945,2.554705467799485,2.0591297670347806,1.9533076826671578,1.900045949127667,1.9916870887349554,1.9812247802259206,1.9225049415912816,1.866142800165116,1.820620083368062,1.753306444717897,1.7166430235910684,1.7028700902092688,1.6602198301873257,1.731306263273956,1.792753350933858,1.767535242096291,1.7410666260157437,1.7552945261967725,1.831646446720041,1.7896289457226704,1.7491631070947686,1.7192571247181403,1.7023766526955508,1.7053924661981517,1.6954980668077937,1.6729867205798294,1.646321043785319,1.6136089876879514,1.5883997684286657,1.5754571822275156,1.5596678957876435,1.5445629934069747,1.526841976546581,1.5180330761744008,1.615340593457503,1.6419747741328083,1.7168621073412291,1.7708216931184033,1.7894928213045842,1.8706491297395769,1.9604796038753005,1.95941194880014,1.8829347014813373,1.8639697293348867,1.891336191269082,1.9645567608347672,2.023430189664923,2.0630046878422132,2.18485562118703,2.6160658473597014,2.6614221469785875,2.733458566535926,2.8344230127298,3.0994376378204516,3.1875833070441852,3.2716319103095595,3.2623656182286727,3.2013336745675405,3.239443759643182,3.3693170969368933,3.504591283233029,3.6038192405930083,3.7603522611144795,3.8776845476711013,3.9612540459325687,4.034683654865449,4.250501797207875,4.399147614784934,4.4838995020848476,4.685705755715332,5.050492720901244,5.326966603970019,5.843108542926863,6.179017961141671,6.759026126574566,7.515715946107141,6.824211179253905,6.833326765193295,7.293645353573195,7.750077936991238,8.234198026597955,8.548560405887041,10.037705524159145,14.303274828373478,13.355114893539149,12.66917780265616,13.497896545179415,15.346600344775824,15.845107599098117,15.584138824917407,14.369893482398627,14.18120486915046,17.298437431939437,21.56004539287893,31.06443895306692,45.228113303781036,83.97416807263207,86.31120300606587,63.38674128957008,69.11714125023433,171.6999842653276,228.92122786261785,129.98542171260382,51.414886371353354,37.764026841335884,29.164271353000384
7-2805771,,,,,,,0,1.0023610661257807,1.4586964366817743,2.548587461376668,2.240480268088417,1.7549702807088807,1.5503796628916535,1.4194396429388665,1.4727913529307182,1.3797154748434846,1.32294514224466,1.4249341862937495,1.653125545655019,1.8594014805884058,1.8455265038380209,1.7692639863652264,1.770526655041869,1.9950369410847408,2.2282764223582445,2.432274103903884,1.9831183656996532,1.886588016182297,1.8376517293088088,1.9255829304054408,1.9175929512175716,1.863479350029022,1.8113598824525305,1.7687197246263517,1.7062688452525314,1.6729548797523637,1.6604802482366552,1.6204638455646323,1.689951644505106,1.7510466963826639,1.7269346173677724,1.7023292388365316,1.7172806465895278,1.7940701323064503,1.7543333590747188,1.7162042081835702,1.6883376674127466,1.6721628133683812,1.6758669484559656,1.6669314139908746,1.6452205593393763,1.6197573291044791,1.5887706531441468,1.5647824568575124,1.552628463842398,1.5374382566724503,1.523148368411676,1.5062216001212105,1.4979167984834638,1.5938115224349292,1.620084998771801,1.6939301231921973,1.7476415510684737,1.7663021965239702,1.8464596820833072,1.9350130390112543,1.934410290662239,1.8602120485140883,1.8418202204492922,1.8943580100435917,1.968125285418475,2.0277162466343412,2.0676910592146047,2.1906569307391237,2.6270391519100436,2.673000859914108,2.746273159740973,2.8484184216212505,3.117774635895195,3.207042352306007,3.292774004506907,3.2828437622811,3.2208628782383286,3.2591852226213187,3.391572052528166,3.529063989518936,3.6300681895821234,3.7895464457521566,3.909621320381186,3.994428904336402,4.068890856954264,4.289807924651881,4.441780446099556,4.528545974785592,4.734423758553621,5.107592139958396,5.392603167521747,5.922846329857562,6.0764648217908155,6.640787164502793,7.376678135540028,6.708440069017251,6.718119689718171,7.1656588983701335,7.608791640964243,8.076503591292843,8.382438446472465,9.820059531786725,13.904608004800721,13.005333911444602,12.35285514413178,13.141396580466596,14.899065350475153,15.378161011193626,15.136053823122765,13.986133389557487,13.800080817006215,16.76097563271933,20.76149156199293,29.53683345804528,42.118071664115085,88.14756599366923,90.70687799120633,65.65001181652735,91.07200308505946,190.32563183488958,263.3871114623512,89.74168419040333,43.66920281867803,33.411502862589245,26.50037298652112
8-2807230,,,,,,,,0,0.9812925707603078,0.9960902738868197,0.9760490310964867,0.998366259471711,1.0006727322744198,1.0002727194241587,1.0693133244121584,1.0555283027119116,1.0484076791354147,1.134518957866379,1.3150542530564335,1.492845150350322,1.5015477867847005,1.4596908647487061,1.479698262154912,1.663185145172181,1.850349247685185,2.0205367701841763,1.7232428727692097,1.657678008458285,1.6225292083972955,1.699381265450746,1.6977727067819068,1.6594022374053452,1.6213077904252833,1.5906979087791278,1.5445319465187957,1.5203709040946898,1.5113061954477651,1.4822763272967847,1.5476313652846354,1.6043320418591815,1.586047542404358,1.5666743519741544,1.583572676311084,1.6610646505345574,1.6293220910205541,1.5987338220009621,1.5786257031409427,1.5656784125453012,1.5711333614418332,1.564135053973189,1.546674743850432,1.5253366197703437,1.4999745497022394,1.4807750570577538,1.470974897361527,1.4583461877479063,1.4464401214026295,1.4324541382929843,1.4258436821144587,1.5168904975143869,1.5417962793772462,1.611810038054353,1.664422386757517,1.6828438786068,1.758525523603375,1.8421595468327132,1.904712484517103,1.8436770548283783,1.8397754004100004,1.9312420666146748,2.009226644710795,2.0720794269784375,2.1142622938219184,2.2451304514633468,2.712189244070236,2.7614657944890477,2.8405683979512983,2.9510966548039055,3.244144432950363,3.3417885629019617,3.4349538774703183,3.423228365974176,3.353089454462845,3.394725423495319,3.5397998532544164,3.6895119148216997,3.8003047320815497,3.976760765957202,4.11012383309331,4.2056689936867055,4.28940521031417,4.536069612568193,4.708013060750738,4.802078711985688,5.035556647900828,5.461831177941155,5.7871912931479335,6.405208904233446,6.36736555189625,6.186059685317792,6.84060210727259,6.261091664639123,6.2727405165137355,6.670888608699672,7.0627986838624475,7.473885666976567,7.741301232904541,8.98746866402512,12.403059110665827,11.680097236482506,11.149450927977092,11.808756573597178,13.242075045207951,13.628400767419881,13.45218065880825,12.533195450075604,12.394804616679169,14.783920169955728,17.885726633893498,24.200393371034387,32.02410852206182,53.789765837200235,79.548252081638,121.7947304981067,424.25569823990577,110.33651572080069,65.81257109148909,44.36761370223558,29.162789855593065,24.202994553634852,20.362248860188068
9-2807357,,,,,,,,,0,1.0298329946974576,0.9709877802154234,1.0069025055660588,1.0067004609304007,1.0051431592939601,1.09043728087954,1.0697118877761502,1.0595064663511742,1.1597606504496836,1.3755592409542898,1.587541221896836,1.5913147721480063,1.5347519128569151,1.5525695188378237,1.7711802921203834,1.9994884372928874,2.2063990492082093,1.8129603473530025,1.7298567303527086,1.688508117465627,1.7745052562949917,1.7704468139847342,1.7236247908678586,1.678475462607627,1.642426222097168,1.588237696643327,1.5606264433156716,1.5495908406758647,1.5159542693613053,1.5861407340750766,1.6471450052890866,1.6260543512063261,1.604844732324868,1.621572599842637,1.7028763721926585,1.6672933188176704,1.6328362130319805,1.6095916973968134,1.5953905074422212,1.600413472025524,1.5923435479274364,1.5729649035337716,1.5500930306611855,1.5220744046853136,1.5012549639503356,1.4903112746667466,1.4767696449094943,1.463787750644576,1.4488257782475835,1.4416110690211417,1.5366298460839307,1.5626621977685953,1.635957436007504,1.6903931775738095,1.7095337198459153,1.7889625296492093,1.8769317571223998,1.8773813054508595,1.807155161071234,1.7931203935366784,1.8823213333981819,1.958681473187161,2.0202377559648332,2.0614166613078497,2.1889870174663617,2.6441766825864628,2.6923974771030177,2.7693840405914645,2.8769282820292568,3.1611362347348844,3.2562755817016624,3.346612830229831,3.335951823096751,3.2693587966930346,3.3101790243738596,3.4506916784090853,3.5969817692195467,3.7054008494457067,3.875651427079582,4.005857715404843,4.097913979602844,4.17846481482853,4.417681068133683,4.582688933223062,4.67567623405375,4.900775895829943,5.313565726900893,5.627951526865385,6.222311714315211,6.186990791132759,6.656393398153658,7.418507503631791,6.725635092044413,6.735500658911754,7.200913103998563,7.658077144626691,8.145103099205029,8.464642181561912,9.97641405960284,14.366134849596522,13.383619571135549,12.675776888909708,13.52659083449416,15.449424120265235,15.96313593266225,15.695280002359302,14.432167412963512,14.23179678585846,17.485442640318126,21.98487574572206,32.354498480010726,44.21727668894507,100.24659306119952,103.55241074961455,83.91476048682374,92.14985740163368,57.89524355775256,63.65812757720133,43.24729640717518,28.585086421719783,23.767544974017095,20.03320118210146
10-2807447,,,,,,,,,,0,0.9278327694666173,1.0004630467209081,1.0033671855254627,1.0025852302929776,1.0975650076616743,1.0729164693528794,1.061751752161226,1.169876868691156,1.4054137960413675,1.6371212081768531,1.6375581513564137,1.5725794260957235,1.588378400231584,1.8265059933107308,2.0783916510497775,2.306516926297146,1.8565968261491252,1.7653618298115075,1.7182213760016034,1.8108782141801225,1.8054704423150738,1.7546832563475772,1.705684555770291,1.6658185134344234,1.6082742699394224,1.5776768924119062,1.5663608395977051,1.5310190143520104,1.6042264112253322,1.6666589270270185,1.6449530456522874,1.621374510159333,1.638499549976339,1.7217470278565699,1.6836203625391997,1.6476183001344769,1.6230769940118654,1.6082172482229617,1.6127862506097421,1.6044488544364806,1.5845460367720672,1.5603410793673025,1.5313686815602283,1.509710906891319,1.4985938663965817,1.4843533111670095,1.4711585977131054,1.4553883668566518,1.4482193470753026,1.5450687643784873,1.571504261284415,1.646309893349972,1.701646600308382,1.7211963167839723,1.8023675654723956,1.892205642111515,1.8925302088169342,1.8196426856554015,1.8017273953536475,1.844037821903523,1.918385806191296,1.9783846559080034,2.0184845539668603,2.1426626252533274,2.5846555373311406,2.6311422646917264,2.70568878227512,2.8097624276782054,3.0849909250758816,3.176455388635374,3.2645086985473535,3.25489634662536,3.1910533023747663,3.2311345122522632,3.366690762793045,3.507867825785172,3.611921110014838,3.776507648531247,3.900690405117777,3.989016683439095,4.066254026190782,4.2953674821565375,4.45435654455274,4.544175609592625,4.760763564885354,5.1528801443281935,5.452655289158697,6.015689738809199,6.26799376112368,6.890393815543511,7.705726319912999,6.955456781176352,6.961774003239951,7.459613583111349,7.9553238395827375,8.482966694098735,8.830652623267857,10.49115267895004,15.453119199454486,14.310881274042485,13.496330260668614,14.468027057405788,16.685297841507712,17.288348869844622,16.950970483926582,15.473268548479094,15.241806992619374,19.03029835229949,24.49122682820221,38.101350195141514,55.61664391445801,187.3892665516531,198.1667664496386,106.44886107189305,64.52179534959517,78.13567535410125,88.84737009951361,53.369723136483074,32.56792675088933,26.413693161650624,21.846391422875246
