순번_정류장ID,1-2805030,2-2803527,3-2806022,4-2805205,5-2802589,6-2802565,7-2803502,8-2807466,9-2803415,10-2805157,11-2805161,12-2805163,13-2805165,14-2803483
1-2805030,0,1.0037800898117673,1.005476456787343,1.1684580681522512,2.2371862452517184,2.263048694707658,1.382317694593457,1.3131960035034262,1.2588935186343497,1.242107479351068,1.234035918324021,1.2263983047359504,1.2246451561205118,1.2063050915568767
2-2803527,,0,1.008459930628917,1.094487189031306,2.980953584877684,1.6011957264881325,1.284201209484238,1.2330203684214707,1.19301416928647,1.1803154331710997,1.174532076697634,1.1687219823748902,1.1676182104909387,1.1539051418252269
3-2806022,,,0,1.0007583811835747,1.236103054065002,1.1224036930868315,1.2172092844903686,1.1784481986731483,1.148255772998447,1.138362298259919,1.1341002409936176,1.129700689560238,1.128965378067647,1.1184853483591763
4-2805205,,,,0,0.9982946317783337,1.048543418908432,1.2160718168212514,1.1765670187010655,1.146063550862556,1.1361836932747853,1.1318600949147783,1.1274250628462033,1.1267000771499058,1.1162910189964097
5-2802589,,,,,0,1.0658139962339401,1.1831778824063508,1.149181762699285,1.123292319679887,1.1146822886422019,1.1111576670675485,1.107412207991953,1.1067985983472524,1.0979699952904673
6-2802565,,,,,,0,1.1657489390408133,1.1315803510201523,1.1067982290366463,1.098591814006818,1.0954123915864145,1.0918629609929986,1.091406398640404,1.0832892913044447
7-2803502,,,,,,,0,0.9985104050895803,1.0016425714937345,0.9991127004702564,1.0007629444888868,1.0001475305057554,1.001514687067269,1.0010692360560942
8-2807466,,,,,,,,0,1.0042895882673337,0.9993590744306255,1.0018468801758036,1.0009133716419985,1.0027792077202151,1.0018810479987679
9-2803415,,,,,,,,,0,0.9866616982795443,0.9980520456081966,0.9969369688460104,1.0012443142996583,1.0003413226110525
10-2805157,,,,,,,,,,0,1.0171294703609777,1.0058692350084046,1.0122265454815513,1.0050962432423125
11-2805161,,,,,,,,,,,0,0.9937180584463695,1.0082205410918226,1.0019449630082307
12-2805163,,,,,,,,,,,,0,1.053424717156485,1.0045810037045966
13-2805165,,,,,,,,,,,,,0,0.9989844582809477
14-2803483,,,,,,,,,,,,,,0
