순번_정류장ID,22-2805706,23-2803164,24-2803680,25-2803677,26-2806803,27-2806565,28-2805474,29-2805475,30-2803187,31-2803763,32-2806559,33-2807429,34-2805183,35-2805459,36-2806489,37-2805460,38-2805184,39-2805185,40-2807473,41-2807475
22-2805706,0,1.0007398662864089,1.0005286890917078,1.0009805228647266,1.002364188901538,1.0015432771201975,1.0007872403237261,1.0015410374420657,1.001766276208042,1.0022252193794527,1.0024811676929197,1.0102838088338697,1.075577987912694,1.0708280855802321,1.066317704351056,1.0632856822230707,1.057917561351294,1.0499877997603864,1.1272360338368586,1.3489850326498027
23-2803164,,0,1.0001497438536475,1.0012396486193964,1.0044495317268873,1.0026638075795444,1.001373760222235,1.002296108476579,1.0024334267737984,1.0029215330803811,1.0031968174824826,1.0126753441723964,1.0907206747934517,1.0837538103412567,1.0774603939343268,1.0732056488296255,1.0662970807098824,1.0561670979615643,1.1430902543488075,1.3970221489050736
24-2803680,,,0,1.0028523547530404,1.0074805741348078,1.003818615289755,1.0018197523046608,1.0028743142325995,1.0028958570939113,1.003392900533933,1.0036773920333255,1.0144418181666786,1.1017424140733898,1.093342987490802,1.0855653703947925,1.0803105849809387,1.0718814388751552,1.060140485526885,1.1535261818829659,1.4299608258234724
25-2803677,,,,0,1.0116848743429208,1.0042516708505167,1.0014824043497457,1.0028792020199564,1.0029027468595177,1.003463032041853,1.0037757468995832,1.0156622268388251,1.1106041572515875,1.100727937127748,1.0916786880617513,1.0855848629043794,1.0760582034310335,1.0630249862706325,1.1613464591645906,1.4551428411088738
26-2806803,,,,,0,0.9969762934744583,0.9957586116893616,0.9981866243576288,0.9998523389627858,1.001148023281327,1.0017236813452672,1.0154284374694658,1.1207263903900329,1.10888965450126,1.0979316923322409,1.0910674507891507,1.079993215174396,1.0655035614237316,1.1700070835211538,1.4850236334401037
27-2806565,,,,,,0,0.9941233061623249,0.9987845948077779,1.0006414768900715,1.0020021135315476,1.0025883977271866,1.0182787983181636,1.1362819021877981,1.121423493785952,1.1082657293846467,1.0995492690389281,1.0867495220469088,1.0700575844597136,1.1814138582349132,1.5225445443432524
28-2805474,,,,,,,0,1.0014974055820676,1.002315165000986,1.0034192666082258,1.003916665252673,1.0214183832762815,1.1509623659743897,1.1330058803792509,1.1173855283813103,1.1071350188215534,1.0925035904563352,1.073839001555543,1.191082152736753,1.5543464869199088
29-2805475,,,,,,,,0,0.9995355357816744,1.002332958070698,1.0032024058033608,1.0258655988532432,1.0513087781368269,1.0447788825553044,1.0396094308831045,1.0369556864500438,1.0316781129158499,1.0248344715221687,1.1447327570989594,1.516391016243476
30-2803187,,,,,,,,,0,1.0060016347736511,1.0064330837429234,1.040999977426703,1.0679809608439168,1.0569933735389652,1.04871281567716,1.0443874625130523,1.036997870898569,1.0280504701813977,1.1639853960886422,1.5986944305692605
31-2803763,,,,,,,,,,0,1.0073162681531467,1.0683051516708073,1.0881530411662195,1.0702115419557343,1.0576606221651736,1.0512379763307367,1.0414742773129817,1.0304170811005182,1.1817550276064963,1.6806062609328631
32-2806559,,,,,,,,,,,0,1.102752143778117,1.1024800000692714,1.0786141151104653,1.0628448897293117,1.0549710197443853,1.0437035243734203,1.0314337522031878,1.191579288434631,1.7287802676894692
33-2807429,,,,,,,,,,,,0,0.995318766484807,0.9966471942394834,0.99866882734022,1.0015433162895524,1.0012069790638063,1.000394399902448,1.17122118240204,1.7556313453510477
34-2805183,,,,,,,,,,,,,0,1.0000028521393898,1.0025753717567563,1.0028718174804363,1.0019089161057182,1.0005715777587492,0.999011822833951,1.2121392830193443
35-2805459,,,,,,,,,,,,,,0,1.0047812603940443,1.0041556532071663,1.002395513036615,1.0006532449070447,0.9988899570397594,0.9989853037557131
36-2806489,,,,,,,,,,,,,,,0,1.0034728246797446,1.0013841182026577,0.9998224098151783,0.9979036609368099,0.9982403691012839
37-2805460,,,,,,,,,,,,,,,,0,1.0000576378646868,0.9989982788005399,0.996894662262481,0.9975419759534776
38-2805184,,,,,,,,,,,,,,,,,0,0.9984123670614844,0.9956321387971635,0.9968725697345225
39-2805185,,,,,,,,,,,,,,,,,,0,0.9883784522832922,0.9954395862717443
40-2807473,,,,,,,,,,,,,,,,,,,0,0.9993518241616678
41-2807475,,,,,,,,,,,,,,,,,,,,0
