순번_정류장ID,33-2803402,34-2803401,35-2803398,36-2803385,37-2803384,38-2805647,39-2805047,40-2803567,41-2803569,42-2803391,43-2803573,44-2803572,45-2807547,46-2807522,47-2807539,48-2807536,49-2807530,50-2807491,51-2807490,52-2807496,53-2800944,54-2800841,55-2800840,56-2800985,57-2800838,58-2801072,59-2801110,60-2801301,61-2801388,62-2801524
33-2803402,0,0.9928834654480745,0.9872939032330895,0.9947820932197874,1.0036418734818529,0.9977896246630893,1.0121394543607356,0.9994269415703272,1.0016116451887196,1.0011562617872884,0.9991307821588777,0.9992944537461812,0.9989432546173495,1.0190424080546865,1.0201950894519893,1.019458063388911,1.0172889335232476,1.016291811514068,1.0136211192027595,1.0147834753294431,1.1017829150823655,1.1036510377940894,1.109811844811973,1.1150131768081317,1.1433159683165386,1.1888161732997788,1.216460067281759,1.2385593170284683,1.232674131367669,1.227430016393129
34-2803401,,0,0.9804301431927406,0.9958614579817753,1.0078873896061225,0.9993884647223006,1.0165501969039306,1.00067100515613,1.0027980018192055,1.0023209286548693,0.99977411146178,0.9998915951538054,0.9995961847359114,1.020318984724539,1.0213486901951363,1.0205653753623782,1.0181764943053901,1.0170136229436892,1.0142012492172214,1.0153319348008567,1.10391700199172,1.1057857842723577,1.1120168728217525,1.1172641103815157,1.1461328381508484,1.192607271117335,1.2208418220642168,1.2433874853656688,1.2372695012168404,1.2317775692611914
35-2803398,,,0,0.9920200648958533,1.011289142247467,0.9990021108690137,1.020143229464585,1.0007038702217659,1.0028522254054377,1.0025139568557158,0.9997102583047214,0.9998437511203314,0.9993921254509552,1.0210044775317302,1.0220764520202388,1.0211558872335191,1.018705221371459,1.0174305613129737,1.0144927708116986,1.0156148165453356,1.1055033682049313,1.1073745352123867,1.1137526036345218,1.1190316701316352,1.148367870206689,1.1956552467429813,1.2244153332083128,1.2472284918367837,1.2408831771811535,1.235257321171255
36-2803385,,,,0,1.035181316292902,1.004129386693644,1.0299242547103944,1.0026625848558548,1.004977585620438,1.0038120440598506,1.0006396222365315,1.000516042711339,1.000115470956327,1.0224791235579387,1.0233251586904193,1.0223418907906228,1.0196427716821281,1.0182267290389664,1.015041955770294,1.0161689698445298,1.1077157259947088,1.1095848779392223,1.1160344001584332,1.1214540023142894,1.1513449355724414,1.1995395805072788,1.22894876158269,1.2521449989715805,1.2456617544475321,1.2397005696901418
37-2803384,,,,,0,0.9590259234534936,1.0285343173479575,0.9939619760765969,1.0001240114472105,0.9999073175228032,0.996909406632957,0.9974205120964967,0.997266227474562,1.0219647970235244,1.022962324183231,1.0219725001498359,1.0192209627711117,1.0177871880953415,1.0146480981252501,1.0158018898793206,1.108856940332771,1.1107354050863307,1.1172426233328292,1.122700114389919,1.1531019832617004,1.2021314426581213,1.2320082997166146,1.2556338590111416,1.2488845223675022,1.2426875331666456
38-2805647,,,,,,0,1.0571067266706915,1.0024651170033494,1.0052360042502528,1.00401435510584,0.9999519673503091,1.0000929292459955,0.9996711178877932,1.0237695461040595,1.0246178463180189,1.0234787273121915,1.0205356640564578,1.0188549694255762,1.0155322200392018,1.01656670788072,1.110497622591539,1.1123678327702,1.118932399641096,1.124431050804169,1.1551841406100092,1.2047629622063118,1.2350456919716604,1.258917541546186,1.2519708238456142,1.2456378210008263
39-2805047,,,,,,,0,0.9231325977214513,0.9827279885174093,0.986841954417246,0.9860722462830909,0.9884711085504817,0.9892959659427235,1.0212695356158679,1.022433664840663,1.0214000971774373,1.0184834316011786,1.0170857138263774,1.0138994066738802,1.0152324368640795,1.1119588421169235,1.113819056820985,1.1205815832657167,1.1262088847688243,1.1578480327894674,1.2088515054853997,1.2399567057141634,1.2645032117895654,1.2572170647964085,1.2505319176564609
40-2803567,,,,,,,,0,1.0081320603578334,1.0051026598637545,0.9987142865240488,0.9991426740111468,0.9986976700300164,1.0266145621615834,1.0272550357397177,1.0257698139820746,1.0223170126233772,1.0201773139853083,1.016398178010133,1.0174332364518281,1.115622258782334,1.1174160123507368,1.1243469785550821,1.130040418997501,1.1622621466964533,1.2144318718891496,1.2462269650052658,1.271178417843282,1.2636480235980063,1.2565302846250472
41-2803569,,,,,,,,,0,0.9988844943258817,0.9903218402690641,0.9935587945706449,0.9939798043560258,1.029321985196893,1.0297131325545918,1.0278239229695751,1.023794218758486,1.021184850473041,1.0169577316376992,1.0179428202791592,1.1206583186398937,1.12251259702717,1.1296476093440824,1.1355063857498697,1.1693376336867418,1.2241532867299965,1.257620849116261,1.2837006364905477,1.275374027485218,1.2674923911401286
42-2803391,,,,,,,,,,0,0.9804756431399333,0.9893763321262938,0.9910093862829377,1.0313156405355777,1.0314723395454413,1.02929493796735,1.0248867930166163,1.0219430918882475,1.0174229404897859,1.0183783707071032,1.1234090597343283,1.1252525295860352,1.1325272816157825,1.1385239453288734,1.1731015652974364,1.229342632241542,1.2636885345080997,1.2903527517434745,1.281679580306374,1.2734598234266417
