순번_정류장ID,24-2807210,25-2800306,26-2800305,27-2800402,28-2805665,29-2804856,30-2800418,31-2803564,32-2800309,33-2800480,34-2800491,35-2800494,36-2800496,37-2806801,38-2806794,39-2806796,40-2806798,41-2806792,42-2805387,43-2800921,44-2800916,45-2806929,46-2800913,47-2800908
24-2807210,0,1.0000297542890808,1.008953210593517,1.0077359895913698,0.9937675317445023,0.9926025951938521,1.0017981917383878,1.0051545315533927,1.0021179958623503,1.004593456036358,1.0030664982278346,1.002297879809449,1.0042686346863468,1.0036061682822832,1.0039177913378652,1.0050170116883537,1.0044291403696795,1.0040156212641247,1.0046249526685311,1.0060489570085616,1.00609366501478,1.006003884800437,1.0059110509070666,1.0057387419407053
25-2800306,,0,1.015756211976173,1.0113643368281844,0.9919505916194299,0.991130781177586,1.0020725359901184,1.0054377243110604,1.0022134649731955,1.0047911712923658,1.0031899798384951,1.0023827225900086,1.0044136141628064,1.0037187598413653,1.0040294492618884,1.0051513837258987,1.004538095641633,1.0040987783991624,1.0047131453663911,1.0061568469136701,1.006196360144077,1.0060994445574079,1.0060030593427025,1.0058256964387424
26-2800305,,,0,0.9897606978322718,0.9719059076595554,0.9793588947359225,0.9962673148371921,1.0039194956913182,1.00077026226519,1.0035818685491666,1.0019697476398157,1.0012239352219823,1.0034531925416834,1.0028083478858765,1.0032140960791933,1.0045958949365388,1.0038556046442073,1.003514597812657,1.0041926589697003,1.0057055481922101,1.005771412455977,1.0056965155805409,1.0056074714844092,1.0054372757566448
27-2800402,,,,0,0.9607812260984586,0.9764255736810274,0.9975065674617379,1.0046496517232024,1.001229367788575,1.0041250519961553,1.002417286018409,1.0016075700881695,1.0038691473631787,1.0031711174740918,1.0035529984999583,1.0047742718227828,1.0041590966471947,1.0037619082818232,1.0044305043876414,1.0059506538293246,1.0060034441736623,1.0059141971407597,1.0058187990948537,1.0056405348176434
28-2805665,,,,,0,0.9893607919142018,1.013701239182449,1.0086103454130828,1.004132713151858,1.0070447313925293,1.005021590249042,1.0039264861615957,1.0060788618458316,1.0051510645505384,1.0053561592702012,1.0065025355293133,1.0057126486029042,1.0050398485811438,1.0056170375972657,1.0070932527262917,1.0070803470736103,1.0069258596386947,1.0068038389935559,1.0065943335509282
29-2804856,,,,,,0,1.041517695823148,1.0109699592656416,1.0055370167090096,1.008613203326369,1.0063032802082663,1.0050008904191718,1.00718436256063,1.0060962463461718,1.0062155348999515,1.0073576130233275,1.0064530027103518,1.0056247004484495,1.0061696554070159,1.0076527581392662,1.0076057120503716,1.0074153130942223,1.0072777836514235,1.0070491921583566
30-2800418,,,,,,,0,1.0072996540951822,1.0022723494303312,1.0058445686004407,1.0035869186669963,1.0024812811260129,1.005075727292452,1.0043739554404316,1.0044740097218954,1.0057984951154992,1.0050064792930073,1.0044136161830775,1.0050859497087652,1.00669099954978,1.0067022736515974,1.00656290374677,1.0065479931782246,1.0063354451818995
31-2803564,,,,,,,,0,0.9867655469374057,1.0024444303868478,0.9969285027252323,0.9959817054601124,1.0027501977589277,1.0018790647188394,1.0028624901314924,1.0051934483614486,1.0040756060179836,1.0034868014053338,1.0045033503414396,1.0066619185072898,1.006678575072368,1.0065045635526275,1.0063569990174743,1.0060992137773301
32-2800309,,,,,,,,,0,1.0311323123273912,1.0022714305239475,0.9982538359556259,1.0076905542627885,1.0052332690335088,1.0057101915973299,1.008186703480119,1.0063147762551563,1.0049927999434038,1.005927555163839,1.0081726313807404,1.008058723700215,1.0077506801523048,1.007546500917619,1.00721968098787
33-2800480,,,,,,,,,,0,0.9748809976964765,0.9855485403716601,1.0020281879492798,1.0001821917808218,1.0020231858209785,1.0053175616447183,1.00385461361858,1.003215384814286,1.0044449237011484,1.0069387350511076,1.0069327786094144,1.0067142664788546,1.006541202201779,1.0062459442941154
