순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2804748,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2806302,21-2804028,22-2804703,23-2804021,24-2806407,25-2804018,26-2806405,27-2804017,28-2804015,29-2804013,30-2804010,31-2804009,32-2804007,33-2804005,34-2804003,35-2804001,36-2803999,37-2804768,38-2800288,39-2804793,40-2800291,41-2807413,42-2800297,43-2803996,44-2803994,45-2803951,46-2803953,47-2803955,48-2803957,49-2803959,50-2803961,51-2803963,52-2803965,53-2803967,54-2803969,55-2803972,56-2803867,57-2806359,58-2804721,59-2803870,60-2800254,61-2803874
21-2804028,,,,,,,,,,,,,,,,,,,,,0,1.0034153491482973,0.9835737275574764,0.9934062941419999,0.9949164746691701,0.9936894382243304,0.9966927028358314,0.998523815920751,1.0008288862499934,1.0017382188292963,1.0006752168933406,1.0007159466528992,0.9997200838283533,1.0005118481833797,1.0007878917266875,1.000425999310464,1.0870849453416822,1.306051401177301,1.279194168177709,1.2528502375823698,1.2373231184509534,1.2860417406392866,1.3134452465447533,1.2980872927005926,1.295908650744659,1.2752991500601734,1.3486743593203117,1.5306023948690333,1.6776856775950824,2.0148055040972035,2.12005873096099,2.0416837646309722,1.9521862049458996,1.905346353915368,1.833538116732768,1.8042795584344262,1.7665717133413505,1.6626101554354489,1.639914525734787,1.6288466585028671,1.6117558065761353
22-2804703,,,,,,,,,,,,,,,,,,,,,,0,0.9632777405865859,0.9893190041918164,0.9925674293715683,0.9919099564095334,0.9957260322559742,0.9979434291040241,1.0005808653756931,1.00159967803256,1.000479921754529,1.0005410848751748,0.9995041200123708,1.0003537831164884,1.0006572247423176,1.0002895904758446,1.0020751658319451,1.2035062139406756,1.1861663308415402,1.1687735081497859,1.159159219623358,1.2115196514798021,1.2374436763486059,1.2260347965952834,1.2304075497745084,1.21456965683047,1.2860004305082464,1.4579883500297754,1.5965487620256733,1.9123493966688414,2.0114955453195607,1.94300508099244,1.86435996343059,1.822971518706344,1.7594761504949712,1.7337335992767802,1.7002346251370337,1.6072068404310167,1.58682547161992,1.5768634726617923,1.5615557824052817
23-2804021,,,,,,,,,,,,,,,,,,,,,,,0,1.0066300765554559,1.003415489541523,0.9981450044526231,1.001034172947369,1.0024926731962183,1.0044405918379846,1.004103395024379,1.002534397596672,1.0023998887425454,1.0011089854822384,1.001891618106321,1.0020709336922027,1.0015622590763633,1.0015344694353934,1.11311050446843,1.1033727246180032,1.0941933951477667,1.0891533694946198,1.144088361258487,1.1690474124885148,1.1611725923335765,1.1709563347573944,1.1593984705537101,1.2287307323407222,1.3918078493644614,1.5227634391468676,1.819679958213685,1.9134098839878784,1.8534643175788443,1.7842737100592407,1.7478937860610546,1.6917007965236632,1.6688652005793383,1.6389250548909375,1.5558625525187963,1.5377083729848284,1.5285999789010076,1.5149014933621847
24-2806407,,,,,,,,,,,,,,,,,,,,,,,,0,0.9993711457319051,0.994011289316624,0.9992082885451355,1.0014756049186833,1.0040369753893712,1.0037202551954236,1.002015731362142,1.0019221573612473,1.0005562519915145,1.0014543570410803,1.0016913691579639,1.0011801662055249,1.0011967273066924,1.0013018164440746,1.0006328190258904,1.000073712358686,1.001154276981282,1.0592863436021276,1.0831886898075989,1.079088051712487,1.095356390056761,1.0889207473746094,1.1466263589066834,1.2975148866359856,1.4181378336470927,1.689402104640421,1.7758476578225764,1.7271699949848107,1.6705715334475963,1.6403823836817075,1.594306511672516,1.5757214230391716,1.5508146413870043,1.4814693947845878,1.4661965799003716,1.4586165551652217,1.4470305867234925
25-2804018,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9906243029757646,0.9991512182222215,1.0019871402930907,1.0048379906945644,1.0043162763595603,1.0023117171958429,1.0021737277811054,1.0006587076912716,1.0016190475578346,1.001855784686427,1.0012954868744341,1.0012982520978144,1.0013982493917615,1.0006908523460798,1.0001032034451558,1.001224498078014,1.0615040880183906,1.0862982595784598,1.0819145930530973,1.0984693688908211,1.0916353712314035,1.0860364194113847,1.2277891899740883,1.3410414107536144,1.5946021759659945,1.6759271707945045,1.6349444046589605,1.5870281400049917,1.5613011012084856,1.521971852276955,1.5065490699803856,1.4849190416035476,1.425407124194356,1.4120917062972032,1.4055195403868586,1.3956906542009129
26-2806405,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.009763461863771,1.0090885779765053,1.010139919993803,1.0081079737875316,1.0048272604469244,1.0043094007515143,1.0022490985320518,1.003194747313675,1.0032740087227028,1.002492773516885,1.002328267107234,1.002322930205816,1.0014811171153257,1.0007774751830907,1.0019290013017905,1.0659140439137702,1.0922658516643033,1.087341280594359,1.1043037296290121,1.096725219660929,1.0905304324315381,1.1261038797433278,1.229023051364518,1.4576522349109644,1.5318319370480882,1.5012176496919118,1.4651185828741489,1.445516748977795,1.4157690176218147,1.4043354227025087,1.3876687863037411,1.3419901364634401,1.331641780384945,1.3265000060451473,1.319097398550628
27-2804017,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0084079328137927,1.0102995935053711,1.0076334483829146,1.0037947879041804,1.0033579598570403,1.001152874620229,1.0023401972475692,1.0025413052189733,1.0017726068227186,1.001703250846396,1.0017719987332738,1.0009236910867678,1.0002327544975986,1.0014869868401397,1.0688679969192079,1.0966174563802613,1.0912314137825019,1.1085985277331827,1.1003933498880647,1.0937062106802111,1.0872481024412448,1.145701945744824,1.3567677466044303,1.425910710158302,1.4023504777104616,1.3745392667447693,1.3591809309009355,1.335980981534336,1.3276044044336508,1.314202615351513,1.2784175998312015,1.270211969390066,1.266105939887893,1.260376922577631
28-2804015,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0116931467868153,1.0073267637195182,1.0025887047976039,1.0023011055135647,0.9999254225736618,1.0014415891804538,1.0018017338035696,1.0010496129683644,1.0010938848065283,1.0012459439868473,1.0003883000834604,0.9997099556040635,1.0010770522287396,1.072195299446302,1.101485284381519,1.0955648988825513,1.1133245377978498,1.1044086372785618,1.0971668421011391,1.090230616115291,1.0867256618651457,1.264784555362002,1.3296581888664318,1.3119353155544633,1.2909457160446602,1.2792756920188129,1.2621916807653786,1.2562331093856325,1.2459533524099744,1.21893126945809,1.212540407843232,1.2094602164421888,1.2270242107618494
29-2804013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0022517990965243,0.9975800318052962,0.9985775703623201,0.9964191767639334,0.9988615656694029,0.9997596192682535,0.9992031364418005,0.9996021883644769,0.9999868534693408,0.999173056108296,0.9985708415151154,1.0001488647199115,1.0770799494261432,1.1087560640647902,1.101977209997839,1.120277238779881,1.110248427027128,1.1021484407392461,1.094481819256581,1.090593211865362,1.1506321142431244,1.2100323663752688,1.1993692033133196,1.1865939114573207,1.1790944221416202,1.1687425660578845,1.1659205012267584,1.1590973407303677,1.142628133203995,1.147368903942656,1.1780803974506417,1.2344206838336145
30-2804010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9933815187829129,0.996675474993294,0.9944085298186407,0.9979248609276061,0.999220728038848,0.9986682521268553,0.9992371577462092,0.9997248263105586,0.9988592879271315,0.9982427270676252,0.9999778044323877,1.0826657142134104,1.1167318588365063,1.1089987215045727,1.1276585842442062,1.1164362923826778,1.107422178228252,1.0989871129946867,1.0946929439770607,1.0861772518861748,1.1173862444868272,1.111644573237286,1.1044607413701781,1.1002206741612122,1.0950035751617098,1.0942958959296816,1.09012788990782,1.0918506127368404,1.151765763246197,1.1832727385502895,1.2416966404504597
