순번_정류장ID,51-2803704,52-2804633,53-2803707,54-2803709,55-2806218,56-2803710,57-2803712,58-2803713,59-2803717,60-2803722,61-2803724,62-2803725,63-2803753,64-2804637,65-2803726,66-2803727,67-2803729,68-2803731,69-2803733,70-2804300,71-2803738,72-2807372,73-2803736,74-2803739,75-2803700,76-2803699,77-2803697,78-2803695,79-2803693,80-2804775,81-2803741,82-2803742,83-2803743,84-2803744,85-2804666,86-2803745,87-2803746,88-2803747,89-2803748,90-2804688,91-2807370,92-2803604,93-2800266,94-2807368,95-2804602,96-2803580,97-2800263,98-2800267,99-2804032
51-2803704,0,0.9963935604113366,1.000317797319973,0.9986706051613239,0.9976101510197728,0.9984993276388442,1.001214492374741,0.9988603753589893,1.0002658356754937,0.9996816165055048,1.0001485718355438,1.0006463693901027,0.9998075523998037,1.0006859841244233,0.9994657070131553,1.0000263853458307,0.9994461216712593,0.9997348921623282,0.9993951044874725,1.000088770303329,1.0000279194451709,1.0004783401274233,1.0004151105682701,1.0003899144440478,0.999532214132361,0.9997230430600115,1.001951642102566,0.9995883229787458,0.9999820243667163,1.0000096260825584,1.0006660150584596,1.1472426110922618,1.198129335659333,1.3022492651200521,1.2935255955934077,1.2768942210562642,1.2668490108583366,1.2622712885034097,1.3351863352193456,1.4172987352729305,1.4437425701187028,1.5090748255639161,1.661213121006875,1.6489940341479028,1.6361901806633075,1.627499294461214,1.6158185654749508,1.6033593881970438,1.5736373020137502
52-2804633,,0,1.0039732283173406,1.000096979583311,0.9981357602179461,0.9993166609914347,1.002841453334387,0.9994285494848718,1.0009239372613203,1.0001831718645595,1.0006548818268823,1.0011512078257627,1.0001969663112897,1.001150834806627,0.9997756932829953,1.000301235305018,0.999664711932972,0.9999638260555485,0.9995907205323636,1.000316445059381,1.0002436860508237,1.0007128939551153,1.0006386896049075,1.0006062143904104,0.9996989933150994,0.9998941947938125,1.0022279562677614,0.9997403516898107,1.0001478830432273,1.000173296150274,1.000846585843947,1.1540158811654837,1.2074105290456432,1.3169628863012537,1.3074095096064309,1.2892465201993153,1.2782880940921815,1.2729563169834435,1.3493709500617346,1.4355423496828787,1.4633449755280574,1.5320194782024115,1.693012898789967,1.6792944370714329,1.665286892874106,1.6558083585390915,1.6430675264555514,1.6296289048396486,1.5972062571437646
53-2803707,,,0,0.9921343537414965,0.9930848086487868,0.9959890064173255,1.0021984647510365,0.9979356786873856,1.0002434378039107,0.9994406308380761,1.000093250830339,1.0007387867641597,0.9996700316217545,1.0007792954526993,0.999265547153894,0.9999766277848893,0.9993057599903432,0.9996453572775887,0.9992610353377547,1.0000574558748043,0.9999898054977064,1.0004985894352239,1.0004270407507656,1.0003983932423017,0.9994403090245808,0.9996559454696246,1.0021294557759806,0.9995124683870883,0.9999480676784329,0.9999791319751488,1.0006979817930703,1.1616146417133657,1.2179803019547228,1.334006861672737,1.3234344807249725,1.303401862443679,1.2913360565711631,1.2851913214805966,1.3654939657549523,1.456457006705428,1.4858697371707377,1.5588153500519517,1.7301160121635157,1.7148876830913387,1.6993919337860885,1.6889432032974294,1.6748984971157597,1.6599481628898038,1.62453895135283
54-2803709,,,,0,0.9937767018730691,0.9980455498283527,1.006047008081556,0.9990398540115376,1.0012318338075192,1.0002109167635203,1.00080790953323,1.0013976967655007,1.0002192262531189,1.00137110828481,0.9997140040154028,1.0003292938474484,0.999608919146882,0.9999474734259816,0.9995319334843118,1.000340236427718,1.0002590459091836,1.0007750505250883,1.0006914497096882,1.0006543752303985,0.9996621039171052,0.9998760661782155,1.0024116550860565,0.9997110324380653,1.000151938157406,1.0001792399123806,1.0009008206697592,1.1659005685254624,1.223843464314228,1.3433210450717603,1.3321807720874193,1.3111106076115593,1.298431704418596,1.279292817332558,1.337700281082984,1.4272381663222982,1.4561870430004278,1.52795663602052,1.6964341923631627,1.6821339429154187,1.667408185536715,1.6574609452903846,1.6441094130756788,1.629906724527222,1.5962474657876047
55-2806218,,,,,0,1.0097589457002252,1.0196364682514176,1.0009047673602236,1.0027319821523104,1.0013005733005733,1.0017977795613355,1.0022936383374175,1.000936373368114,1.002159423266466,1.0002754112616552,1.0007611386386448,0.9999684815716007,1.0003083785880527,0.9998491888186456,1.0006789391728659,1.00057949473851,1.0011079218978811,1.0010083400180287,1.0009600329336614,0.9999182236050449,1.0001316753892442,1.002760073017663,0.9999389676877954,1.000388932097859,1.000411737994947,1.0011405284256205,1.1720953510220342,1.2323518293170859,1.3569117249823837,1.3449152113188978,1.3222867252475425,1.3086910582376223,1.2882895928894187,1.2782325940284802,1.35138732386818,1.378555088790508,1.445785824017556,1.603138443299519,1.591627469873807,1.5792690030134076,1.5708662307723147,1.5597710565604903,1.547702295090242,1.5193300789231605
56-2803710,,,,,,0,1.0263214615621472,0.9995918495847659,1.0021758841704727,1.0007441875312677,1.001367226105735,1.0019594732197408,1.000563328621294,1.0018606317919694,0.999936943946416,1.0005396171907524,0.999743451342811,1.0001025544310533,0.9996460229819228,1.0005049773537413,1.0004110851939634,1.0009553162910185,1.000859707683932,1.0008151749879846,0.9997596376797692,0.9999823591507554,1.0026556177757318,0.999799555620624,1.0002602455951948,1.0002863768809243,1.0010335331083138,1.1742529106314576,1.2353928860679815,1.361901550315021,1.349575541614888,1.3263502350753267,1.3124053418856765,1.2915253305628562,1.281243285029051,1.324888153793779,1.3513337789432542,1.4170152144459494,1.5705829340180524,1.5600064704158207,1.5484438859111478,1.5405611366703191,1.5300425320396267,1.5190081765927979,1.4922963200116712
57-2803712,,,,,,,0,0.9920923575774854,0.9989786550456684,0.9979900685741312,0.9991999657701232,1.0002340677633443,0.9988468250583684,1.0003519681253614,0.9984678307305787,0.9995671991124097,0.9988089147015502,0.9992307772374903,0.9988127150110432,0.9997527142378292,0.9996891368485654,1.0002764654937277,1.0002042432121827,1.000179126836002,0.9991117363339019,0.9993645984440304,1.0021218531081917,0.9992312936390123,0.9997203327646799,0.9997600208168709,1.0005609936780324,1.1772161579964253,1.239700249795361,1.369183064513614,1.3563562669183635,1.3322269869703236,1.3177557912255449,1.2961569810682194,1.2855384015709825,1.286262073865606,1.311955155735599,1.375435893808277,1.523780024877447,1.5143745078316393,1.503931823027108,1.4967814425110415,1.4872696117256472,1.47731172732812,1.453251975915161
58-2803713,,,,,,,,0,1.0051333790606007,1.001662043901626,1.0023864915669123,1.0029832430808305,1.00095085045051,1.0026792607609603,1.0000459770442676,1.0007281135463555,0.9997710549991893,1.000190478292153,0.9996547147581296,1.000640296291353,1.0005267575532477,1.0011394207704032,1.0010237256194245,1.0009678180827792,0.9997800962723165,1.0000279762015778,1.002998496033212,0.9998215472366485,1.0003283564925465,1.0003554410431876,1.0011652651533012,1.191449257120628,1.2593231978003618,1.4007911919848666,1.3857907625692498,1.357755549172414,1.3410145347662394,1.3163410320797717,1.3042863286487327,1.2934465542654316,1.2961947170778512,1.3614563467250447,1.5142974855542115,1.5049275408017906,1.494309320497132,1.4870411974837978,1.477392175189567,1.4671843838447212,1.4428877564061178
59-2803717,,,,,,,,,0,0.9936913271261114,0.9996217935018425,1.0001146868619568,0.9973400013200303,1.000363950980833,0.9971142628788329,0.9992607037678138,0.9982571677933247,0.9988601352988653,0.9983425514012496,0.9995878543690789,0.9995164597394349,1.000260857191184,1.0001719723440927,1.0001422920715741,0.998835256165411,0.9991553756406882,1.0024873415938895,0.9990179557505653,0.9996059470749631,0.9996560059945546,1.000597544008173,1.208692399554093,1.2837337375116618,1.4413539165359077,1.4232627563133056,1.3897538836896413,1.3698791852777712,1.341031949097142,1.327053997690491,1.31449365031392,1.3108583584556026,1.3434214563110538,1.5016914498607903,1.492251263544686,1.481468846452629,1.4740897487198426,1.46431940414137,1.4540078234335858,1.4295291749561505
60-2803722,,,,,,,,,,0,1.0042477337348925,1.0024180323089824,0.998445465867448,1.0020342379488605,0.997798793798094,0.999821935625262,0.9986708906853106,0.9992915396858688,0.9986976691686889,0.9999967217185736,0.9998964404040561,1.0006668875008289,1.0005526439343249,1.0005056861393558,0.9991167535621089,0.9994397027378412,1.002922956948359,0.9992653525264845,0.9998693351765888,0.9999136689728714,1.0008686862616825,1.2178796619057315,1.296564502825442,1.4624769527812258,1.4426943974764248,1.4062202090208802,1.3846637039390617,1.3536050013231065,1.3386163206942292,1.3251547279394476,1.3212637600357748,1.3116377130109846,1.419535500446324,1.4124583860012412,1.4036957779604449,1.3976366637865922,1.3896766787256614,1.3813072427961903,1.3613577343300456
