순번_정류장ID,1-2800435,2-2800309,3-2800480,4-2800491,5-2800494,6-2800496,7-2800499,8-2805303,9-2800511,10-2800514,11-2800516,12-2800518,13-2800522,14-2800531,15-2800540,16-2804975,17-2800560,18-2800569,19-2807222,20-2800563,21-2807520,22-2807504,23-2803214,24-2805065,25-2807232,26-2807362
1-2800435,0,0.9925944944521637,0.9972150360220632,1.0557740589679212,1.0483548789169685,1.0456461319733088,1.0414969778197343,1.0347811015251516,1.0331036390599713,1.0288685166810596,1.0291226490497745,1.0310932892440068,1.02935842973534,1.0277486376956524,1.025751938192867,1.025577713354055,1.0209469918099912,1.019275901444482,1.0186661121367242,1.0176143168951222,1.0152527879990858,1.0135961003000165,1.0093551032063812,1.009086703826998,1.416425138372542,1.4272662001075336
2-2800309,,0,1.0311323123273912,1.0022714305239475,0.9982538359556259,1.0076905542627885,1.0046884016628337,1.00716387345778,1.0074640424076677,1.0027093436371528,1.004554775788868,1.0089600986955265,1.0072908588863683,1.0065035831500544,1.005934224001469,1.0064165408439394,1.0044550551960902,1.0040017286299294,1.00390754085169,1.003248215836512,1.0037336425437358,1.0076120722217985,1.005355595935932,1.0051361163869563,1.4401312001162656,1.451707192354514
3-2800480,,,0,0.9748809976964765,0.9855485403716601,1.0020281879492798,0.9997923029748256,1.0041766066365965,1.0049187452140023,1.000094747697813,1.0021789323705683,1.006978326892462,1.0053159169871584,1.0046705915060525,1.0042708716249509,1.0048580377539058,1.0031805635460593,1.0028533896423102,1.002810922441487,1.0021867795047803,1.0029374637260593,1.0072566826085105,1.0051237457518738,1.004904964802566,1.4426496324557707,1.4542986647316372
4-2800491,,,,0,0.9931056147539843,1.0108906197955365,1.0057294262998062,1.007763491697417,1.0080268449399368,1.0024192057290962,1.0049168636519856,1.0096333784862443,1.0076909084673182,1.0067637049340272,1.0061009775688214,1.0066255306093268,1.0044554213902654,1.0039694083291035,1.0038703638731505,1.0031700690538914,1.0036985416074755,1.0077408110847572,1.0053688341688864,1.0051460524427207,1.4463471818565588,1.4580881972271085
5-2800494,,,,,0,1.0260913780362917,1.012129600396897,1.011413091490717,1.0110593409019117,1.0042305381097991,1.0065845602251104,1.0121903872526132,1.0098435985282455,1.008576492686999,1.0076233082912287,1.0081073814659933,1.005415983524141,1.004784460335674,1.0046373752214004,1.00385851908093,1.0042313622954102,1.008021400492533,1.0055430604517843,1.0053161038561091,1.4515070908608771,1.4633809356053347
6-2800496,,,,,,0,0.9917716716845035,1.0058860568262804,1.0066973534574954,0.9990847833508224,1.0022523083692696,1.0092067043380983,1.0066854060318755,1.005631680504567,1.0049720462056668,1.0056854217247833,1.0034252615396981,1.0030057871926923,1.0029474215366911,1.0022128609598402,1.0030467668199978,1.0075518263286025,1.0052282386851181,1.0050011588003602,1.4571526346591748,1.4691848799122804
7-2800499,,,,,,,0,1.0109102885672916,1.01051403211444,1.000921169176262,1.0044440477732415,1.0122118396797493,1.0091047898081742,1.0075902271082333,1.0065653500670728,1.0072297545192501,1.0043774243773065,1.0038042980461666,1.0036961582617947,1.0028814816479736,1.0035581288593598,1.0078599405816786,1.0053892071064063,1.0051584571477077,1.461509219914043,1.4736532153381503
8-2805303,,,,,,,,0,1.0015866575108723,0.9818057411632888,0.9929278522781935,1.0104942022002008,1.00501741819848,1.0034690236216606,1.0028842883493916,1.0042243910222552,1.0016892911516355,1.0014377492853028,1.0014748820665502,1.000655233000855,1.002130488526514,1.0075016059322421,1.005096409769298,1.0048606850554131,1.476469769251013,1.4890194425274312
9-2800511,,,,,,,,,0,0.9565354623713788,0.985447027494691,1.0160363938262553,1.0066603720939502,1.0040901359740306,1.0031904337308437,1.004769301768197,1.0017016451010154,1.0014231612679971,1.001464783277641,1.0005776192377334,1.0021606532859864,1.0076380409746317,1.0051429682868578,1.0049036854642188,1.4826015094012386,1.4953130793915914
10-2800514,,,,,,,,,,0,1.0458705403641313,1.0397368211766578,1.0164664692044987,1.0089863045097702,1.0061864157337115,1.0076195589723511,1.0029338746608234,1.0023853815495816,1.0023497473422502,1.0013294669987058,1.0027194734660831,1.0079620965764873,1.0053025146417516,1.0050592297671785,1.4874688613670262,1.500305857424043
11-2800516,,,,,,,,,,,0,1.0349074965010496,1.004953590673547,1.0016951804715208,1.0014021852324364,1.003751614078769,1.0006926490400594,1.0005906515422425,1.0007091173805218,0.9997944371682487,1.001762865361235,1.0076256225898939,1.0050978548738694,1.0048554520097843,1.4896364362214556,1.5025364079291321
12-2800518,,,,,,,,,,,,0,0.9753220624979718,0.9905612656334766,0.9953442488128329,0.9991605405732009,0.9982632398844592,0.9986922549981778,0.998989368575301,0.9981871232193128,1.0008025875409647,1.0073145577102471,1.0049056543904553,1.004663618055778,1.4924891141723444,1.5054699664579145
13-2800522,,,,,,,,,,,,,0,0.9983727080688175,0.9998209860042503,1.003332153195743,1.000036802221516,1.0000762440758673,1.0002566309111642,0.9992962399480654,1.0015712020160468,1.0076875372776568,1.0050997379280149,1.0048541488017635,1.4957897172947232,1.5088533615568809
14-2800531,,,,,,,,,,,,,,0,1.0009441492785842,1.0059052599651261,1.000332933255255,1.000299185281533,1.0004767594331414,0.9993930848188602,1.0017712411535469,1.0079044277430367,1.0051869682186578,1.0049373257192362,1.5020609847367072,1.5152892291621463
15-2800540,,,,,,,,,,,,,,,0,1.0159740095722118,1.0001508556905516,1.0001682061597446,1.0003938030482034,0.9991508631941417,1.0018441331216268,1.0081202331004286,1.005259257691233,1.0050046466137132,1.5103584453458385,1.5238055851278143
16-2804975,,,,,,,,,,,,,,,,0,0.9974288013209609,0.9984107922796078,0.998900693014142,0.997748480351298,1.0012044427751667,1.007998389295844,1.0051685451421448,1.0049127628379553,1.514425051275857,1.5279827339933463
17-2800560,,,,,,,,,,,,,,,,,0,0.9988378356945777,0.9998098410101394,0.9973465615801824,1.0022847472988166,1.0089711338531249,1.0055301654908304,1.0052573111526264,1.5403285906801347,1.5545660974378517
18-2800569,,,,,,,,,,,,,,,,,,0,1.0019584435209672,0.9957644574153908,1.0031231760548742,1.0095530708710878,1.0057255066039317,1.00544250042252,1.5556491149181995,1.5702891712469313
19-2807222,,,,,,,,,,,,,,,,,,,0,0.9900482248297907,1.0032668149227149,1.0097556414085533,1.0057759152124863,1.00548858052032,1.5628280001224157,1.5776577415344082
20-2800563,,,,,,,,,,,,,,,,,,,,0,1.0053122563345993,1.0103421803500399,1.006007318960296,1.0057130797553655,1.5709897362149046,1.5860306409690885
