순번_정류장ID,1-2805705,2-2805970,3-2803298,4-2803190,5-2806539,6-2805457,7-2805458,8-2805183,9-2805459,10-2806489,11-2805460,12-2805184,13-2805185,14-2807473,15-2807475,16-2807477,17-2806541,18-2806543,19-2806627
1-2805705,0,0.999780778427211,1.037995639905755,1.2230382135897448,1.6421610753188687,1.3789036506568033,1.448567992032205,1.6476060121058584,1.607006914723182,1.5654559079724117,1.5336499710114908,1.4884461010491872,1.4230891763953337,1.5096132763837207,1.7704647507494562,1.9651738039045923,2.160643436890692,2.648926206516875,3.2545601208909316
2-2805970,,0,1.0154571296731618,1.1963458635072546,2.1674913898608685,1.4440835422599447,1.4020805770412903,1.344856007651091,1.320945897176337,1.2972939348405228,1.2793233890447884,1.2536886082630803,1.2173021436440028,1.2054395231241664,1.4325971858909974,1.601617114046527,1.7713144298586785,2.194909578276283,2.7256020528934095
3-2803298,,,0,0.9841038744948896,1.0002009056756742,1.004730973723397,1.0044995724734023,1.0026959603729773,1.0024993137872737,1.0026785757124173,1.0034504951240122,1.0031261758404233,1.00243059656393,1.001678267811119,1.21546989545178,1.3754610089750114,1.536937885351433,1.9438340698773948,2.4659380667118556
4-2803190,,,,0,1.008350828795944,1.0073181857697817,1.0067762117096735,1.0044608736408314,1.0041107416000956,1.0041670035538348,1.0048834127402015,1.0043954299596527,1.0034695221474352,1.0026241215942393,1.2275004354536057,1.3972541345996397,1.569871523549217,2.0106349387123443,2.5861013377192714
5-2806539,,,,,0,1.0069621954668888,1.0063113289197119,1.0035397772471752,1.0032025026027982,1.0033607468391577,1.0042707865365206,1.0037782796283627,1.0028408026927604,1.00193300114714,1.2573203169785523,1.4548143544674146,1.6599349789656401,2.204190929267951,2.9532406419514605
6-2805457,,,,,,0,1.0024512858864099,0.996040456992858,0.9970378474929393,0.9987956441167216,1.0014412525041245,1.0011457818214202,1.000383494541142,0.9992240833216592,1.2746410585975698,1.582688634720963,1.9328052595435643,3.0475461276054663,5.126207808339308
7-2805458,,,,,,,0,0.9922837909395791,0.994969249912185,0.9978012126859087,1.0012230650143539,1.0009338706033941,1.0001523744731835,0.998901438972276,1.3044346775910403,1.6559120264355869,2.0684734497775916,3.4828891117152234,6.5497849041144764
8-2805183,,,,,,,,0,1.0000028521393898,1.0025753717567563,1.0028718174804363,1.0019089161057182,1.0005715777587492,0.999011822833951,1.2121392830193443,1.5822640231468568,2.0290674352518576,3.6704230458835774,7.870952594420243
9-2805459,,,,,,,,,0,1.0047812603940443,1.0041556532071663,1.002395513036615,1.0006532449070447,0.9988899570397594,0.9989853037557131,1.2932048766377686,1.6388111606734386,2.803826849760478,5.270520031135484
10-2806489,,,,,,,,,,0,1.0034728246797446,1.0013841182026577,0.9998224098151783,0.9979036609368099,0.9982403691012839,1.0278541990135122,1.2934943207683696,2.1262967792235137,3.6717847908034513
11-2805460,,,,,,,,,,,0,1.0000576378646868,0.9989982788005399,0.996894662262481,0.9975419759534776,0.9964657007184923,1.049178379885332,1.690203761109525,2.7926616733474288
12-2805184,,,,,,,,,,,,0,0.9984123670614844,0.9956321387971635,0.9968725697345225,0.9956763169712847,0.9964159003458706,1.203256769876367,1.9205823666137456
13-2805185,,,,,,,,,,,,,0,0.9883784522832922,0.9954395862717443,0.9938689760293349,0.9953627059881558,0.9989852149314775,1.0624434463855223
14-2807473,,,,,,,,,,,,,,0,0.9993518241616678,0.9957303813673709,0.9971318678803228,1.0007597530230818,1.0035696177093927
15-2807475,,,,,,,,,,,,,,,0,0.9900171999504913,0.9952620625357596,1.0013679170216152,1.0047217425707429
16-2807477,,,,,,,,,,,,,,,,0,0.9963971069742757,1.0040360126609276,1.0069024377710403
17-2806541,,,,,,,,,,,,,,,,,0,1.007808536371309,1.0092642863866927
18-2806543,,,,,,,,,,,,,,,,,,0,1.0104808196579667
19-2806627,,,,,,,,,,,,,,,,,,,0
