순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2805949,6-2800371,7-2803055,8-2802647,9-2802648,10-2802649,11-2803050,12-2800814,13-2800793,14-2800785,15-2800766,16-2800748,17-2800721,18-2800697,19-2801603,20-2801583,21-2801565,22-2801546,23-2801527,24-2801514,25-2801509,26-2801497,27-2801482,28-2801492,29-2801524,30-2801602,31-2806837,32-2801647,33-2801634,34-2801686,35-2801182,36-2805798,37-2805799,38-2805800,39-2805801,40-2807214,41-2804429,42-2804431,43-2800165,44-2803661,45-2801697,46-2801724,47-2801915,48-2801923,49-2801926,50-2801922,51-2805271,52-2805273,53-2805275,54-2805278,55-2801967,56-2801973,57-2801984,58-2802009,59-2802047,60-2802054,61-2802098,62-2802129,63-2802158,64-2802168,65-2802175,66-2801848,67-2802825,68-2802870,69-2802906
1-2805726,0,0.9427561043740694,0.9553776213878155,1.139410114108486,1.5899663168458478,1.4936221480244856,1.4211217213753975,1.4237764094670002,1.351573723687772,1.3166585348730055,1.2820940356738624,1.3720715301666073,1.4831721015493882,1.4604027639321018,1.412905707060833,1.4104851801922034,1.6343824818225865,1.685290618843467,1.5636294709292204,1.53053839827223,1.5078965692275927,1.4850957218171432,1.4553901625109917,1.4390809942911342,1.429513089516678,1.4107673002376406,1.3894007821843095,1.3737773216927596,1.3604045466144241,1.3425803619031085,1.3333970269006707,1.3635826008670373,1.3527756255885088,1.3440610479248671,1.3376035703491054,1.3245087722829894,1.3177273895458226,1.3135359177046568,1.3092293476103969,1.3023847395685417,1.3241553445574141,1.3764544472713554,1.3681587763124141,1.4431724476142367,1.4236950780643227,1.4573405750687243,1.740407309148576,1.9374462342966903,1.9716365194704888,2.0793494107152903,2.210947989917829,2.2984913499178,2.34826056721442,2.451075697341566,2.5144387519535987,2.6411125043138153,2.7297095597011736,2.689039980565749,2.6201386042130324,2.757385522315499,2.9297441042485226,2.8494206080940296,2.7435671538278252,2.6880883387284515,2.7421169422864735,2.8529481315635152,2.9451628490363233,2.879541674809514,2.9328379225337393
2-2805739,,0,0.9633030465334819,1.246925529869596,1.780514404611139,1.6222102908277403,1.5128134820435624,1.4959787068869912,1.4020966403563886,1.3579910924620824,1.31460593398601,1.4136552348097875,1.5330531586761256,1.5057554583820272,1.449580304815217,1.4454622261049608,1.691185462951684,1.7459739611277352,1.6043303661262054,1.5667021940195318,1.541033298567299,1.5153429113446049,1.4820793049866896,1.463940184501553,1.4534827516767588,1.4328093704214981,1.4088839774122928,1.3923299446882302,1.3775462984077178,1.3577830844864376,1.3481318369404531,1.3795036328376011,1.3676575235671278,1.3576628564495916,1.3505874233153015,1.3366575999410457,1.3293886904124164,1.3247901085208953,1.3203046767006053,1.312849972505908,1.3353551714636651,1.3896556628312047,1.3800705865257235,1.4575160001530516,1.4369154306104686,1.4714089043272756,1.765051633638615,1.970109640497934,2.006229518379678,2.1185634278541516,2.2566662622690834,2.3492890540983344,2.4008442035377717,2.509905514157229,2.5766104071337668,2.7108031741278626,2.804524451671029,2.7603476790115127,2.686330686905679,2.830613016618784,3.0142822661667767,2.92633314866528,2.8122591232109695,2.7521308236426987,2.808594521890958,2.925414792064414,3.0226372282297427,2.9521973495819083,3.0074156690364267
3-2800372,,,0,1.5502297983262452,1.7330671193095024,1.5684494911318971,1.4598485921782893,1.4541475290253896,1.3628080341496571,1.3208272771005012,1.2807002317222949,1.383743150812932,1.5095151993135565,1.4824047259330366,1.4269432673183764,1.481164790214839,1.7508911729809509,1.809295419858024,1.6456972858949988,1.6031428716420244,1.5742162494443654,1.5454448155107259,1.5084239458829638,1.4883700257136192,1.4767772780562924,1.4543323109375956,1.4281318944771764,1.4099138297052878,1.3938733956971328,1.3726260248608004,1.3622051426884663,1.367365534370023,1.3650569334780729,1.3465289135449994,1.3395756397460556,1.3257912582216382,1.3186737610605055,1.3142822697367476,1.3098941855389779,1.3118412628778189,1.3428215240412156,1.398610939453123,1.3881797256322397,1.4674689474936968,1.4460084492529621,1.4638546170886209,1.7606548747658481,1.9680438814115204,2.004643218150102,2.1187652463132287,2.258986094732178,2.35313226647418,2.4052912993238156,2.5162783451363158,2.584215286743582,2.721342322314263,2.8165915713640763,2.7716898874546385,2.6959614770473896,2.8427330926914087,3.03008940788504,2.9396039496616972,2.823260012188121,2.7618329819362364,2.81862091443228,2.9375932699810354,3.0376609211796617,2.964926311181372,3.0212628254644933
4-2800317,,,,0,0.9991152199797741,1.001072627287913,1.0015597992678813,1.0897892647872995,1.0678484147912302,1.0588773351299743,1.0549340086194163,1.1484724011842897,1.2761530541455957,1.262275475339507,1.3268253168539468,1.476026886955173,1.7675605644044312,1.8304986781153278,1.65182811434492,1.6063098582759665,1.5755776660766243,1.5451874385998923,1.5063397715377311,1.485412142338593,1.473361365662067,1.4500809077973462,1.4228425751324565,1.4043218541884057,1.3877079872374696,1.366053418039871,1.3556242080767615,1.3413004221108114,1.3587678645887178,1.3402880137396187,1.3332540801005217,1.3194761810669557,1.3121794065237824,1.307880304253459,1.3034691486865706,1.3055979147554668,1.3370846643440102,1.3944080688736158,1.3840635088570326,1.4654519504691133,1.4434419313343505,1.4232867994387577,1.6752127592371628,1.8707819560592385,1.9046360134290659,2.011772419119676,2.1430646878066892,2.2312154052778728,2.280405559833042,2.3840949510301015,2.4473415164271612,2.5747811119059745,2.6641488622180645,2.623824906175733,2.5564242852179464,2.693250290542096,2.8694192987030136,2.7885583488725474,2.6851511447663783,2.630178454054474,2.6846594072170107,2.795472989809501,2.8891966497670714,2.8235001490469185,2.879118006707187
5-2805949,,,,,0,1.0096269554753308,1.006780621275857,1.1133012464185437,1.06846103930565,1.0538424992174498,1.0488726529519183,1.2320196461227555,1.4196232240604227,1.3888163012501706,1.329502012048719,1.3056832079727356,1.2750929455087439,1.2556888560631274,1.2071483022772347,1.193523226407073,1.1851070951870344,1.1764947257482101,1.1653678251731456,1.1590211069041245,1.1559942261541463,1.1483985691166132,1.140281550121975,1.1341276322022527,1.1288584002978672,1.2057213926962642,1.2742463926713945,1.3205522622768282,1.3092671382425536,1.3023036938342993,1.295545895543093,1.2823208398581174,1.2755462678259255,1.2713410752614573,1.2672037374854535,1.2602134478299098,1.2850884406178114,1.344401293241648,1.3377908869525394,1.4225322089946033,1.401447451646193,1.4398145274269163,1.7632689441973135,1.9937908823445398,2.0345878632695737,2.16315695833429,2.3226307107381765,2.4306719280582336,2.4909380863063,2.6194122259292043,2.6991040510965436,2.8600795154072043,2.9726763480784895,2.9166595038266143,2.8238187462281528,2.9966741314577656,3.217537398790618,3.105572893397947,2.9628538432146736,2.8884991771596638,2.954001059519824,3.0927325370799084,3.2091188981730427,3.120400438733853,3.183264184922606
6-2800371,,,,,,0,1.0040591197344286,1.1482690785754663,1.0813674389052959,1.0617123293392665,1.0543526596596213,1.2646483990777682,1.4747139669524971,1.4356756407457683,1.3625988682929537,1.3338636174373495,1.297434567927007,1.274721055135606,1.2193362766420632,1.2041429333292035,1.1947451987727946,1.1851961064151442,1.1729311362258208,1.165992950974845,1.162822410300981,1.1542554824642777,1.1454682107119891,1.1391568615161523,1.1333524369637054,1.2132370246962174,1.2847147097848377,1.3328305448316804,1.320667985925861,1.3125817831324391,1.3053565330568913,1.2912296013684137,1.2840089006270523,1.2795423858532935,1.2751403707842024,1.2679555863416014,1.2933902853395722,1.3547596341084591,1.347024123396683,1.4344220252344968,1.412364186446626,1.451567827556176,1.7865933074824245,2.0268443182731786,2.0690240183212683,2.204128765734943,2.3710880551365525,2.4855545652635067,2.5490363260902873,2.684956328810225,2.7686804395245677,2.939705959112657,3.0592165806901206,2.9990912621336823,2.89748809616821,3.0808981482764044,3.315221151076199,3.1929692205048297,3.0390174196381015,2.9592107321454697,3.027378872605487,3.174680292740818,3.29725817376625,3.2019085723309426,3.266266402493684
7-2803055,,,,,,,0,1.0216498791326658,0.9951654791122031,0.9913168037667986,0.9999210910274308,1.0783694597773998,1.2981367467325209,1.27388780852897,1.228095642195134,1.210468009285809,1.1887033773202118,1.1750044928583974,1.1402204418397417,1.1302165131351354,1.1244976475401731,1.1185667491022204,1.1109519308085298,1.1064772572307005,1.104708563293667,1.0989590936287794,1.0934237516164573,1.0893014974467221,1.0855787148131533,1.1636163123592715,1.2330861058895655,1.2807363818279256,1.270556526406506,1.2666566223411124,1.2603825721400113,1.2483541932166882,1.242282723121173,1.2384798567272235,1.2347885279109985,1.2290966863865371,1.2540540676231868,1.3137287797100543,1.3098595260497474,1.3957433070012457,1.3760538466610535,1.4154213238479805,1.7434713659560264,1.978414115509311,2.0200930718485473,2.1516470418516525,2.31523403273241,2.426322448137629,2.4883890334335494,2.620899085651875,2.703246300721641,2.8699355592639533,2.9867322944734425,2.928387903239981,2.8319482799999554,3.0110049394556255,3.240285011316504,3.1233875727940514,2.9749927543667076,2.8979329778294436,2.964363187497933,3.1081622831899445,3.228604687562971,3.136390364878728,3.2006498049538625
8-2802647,,,,,,,,0,0.9568828414914295,0.9649835878335183,0.9879943378712376,0.9908468684660862,1.0234807844118226,1.020670240493943,1.0150957137455985,1.0141764428792535,1.0147813131940997,1.0149449257111784,1.0120882893141638,1.010177577267315,1.010265727678041,1.010053607442564,1.0098147868682625,1.0092476168873097,1.0101713829481103,1.0084469002930427,1.0082515315472709,1.0073591337556616,1.0068737274098236,1.0899678287261179,1.1580977093748475,1.2067753616185475,1.199163510636003,1.2004431611005613,1.1956214647592753,1.1868316070508105,1.1822853434754346,1.1793598410038322,1.176618835855931,1.1723685370082488,1.1970135045480776,1.256260953128821,1.2574615113317988,1.3430655065016044,1.3259603679936838,1.377107897259995,1.7070885486969414,1.9442561985912694,1.9859610387365534,2.119190241821271,2.2852202926779333,2.398820626590804,2.46147111463943,2.5973324050087996,2.680739822212958,2.8522040725657156,2.972155673717097,2.9125116232110404,2.8133737174081377,2.997719961990131,3.233492360351782,3.1121959399981147,2.9741599735565782,2.925633918641431,3.1104185656818157,3.2722497516673754,3.406885616436163,3.299580021117872,3.401135378575561
9-2802648,,,,,,,,,0,0.9771644576598234,1.007040838667302,1.005593628889577,1.0091258416128532,1.0071248093371545,1.0031900927155128,1.003233981684469,1.005364200381307,1.0064063755352153,1.0051742010555134,1.0035780318352927,1.0040242688458054,1.0041370987399039,1.004317811220845,1.0039410711867727,1.0049124462935606,1.0036392734624104,1.0035813636173505,1.002843278399874,1.0025130766876047,1.0986851470075345,1.1717356473225395,1.2236806320596119,1.2147462068158361,1.2148225465012552,1.2096644769332254,1.1995360467435405,1.1942623270449846,1.1911208822200785,1.1880294542212244,1.1832038426928044,1.2091934384653655,1.271736326824102,1.2715170085371434,1.3618724285925103,1.3427693955605973,1.3965356369351958,1.7462895523762947,2.000633739137788,2.0455988142143107,2.1902574037418145,2.3703445164967634,2.493975937302047,2.5638883678145485,2.71206919613001,2.8051343185159228,2.9957330913549214,3.1288666033697425,3.0586530676427617,2.9461568766114397,3.149708837554558,3.4111878191092404,3.2716676367104154,3.111471756696234,3.0552743387057655,3.2593221422105962,3.4392071136060305,3.5889599460197874,3.465449226706425,3.570492145831048
10-2802649,,,,,,,,,,0,1.027557891992875,1.0171352546016563,1.0159936161477747,1.0128129211418302,1.0070450350916405,1.0066892113983659,1.0085524776825794,1.009380754379321,1.0073414430641048,1.00546851776091,1.0058376411786591,1.0058518321568395,1.005909225150674,1.0054407839435036,1.0064206818064982,1.0048420412448045,1.0047036276179981,1.0041725235751957,1.0034914747116142,1.1043790532947335,1.1809200334527215,1.235293863437999,1.2256541188452577,1.2248010140318144,1.2190271903808167,1.2080180941642218,1.202448012557758,1.198916955358699,1.1955720788895787,1.1903322251100936,1.217427946618756,1.2824658440775618,1.2811825075159158,1.3746523982015235,1.3543224116333974,1.4096520045882026,1.7739794302509078,2.0410316464025375,2.0889574606144516,2.2412677708901443,2.4330473371280865,2.5648631474928116,2.63858529863894,2.798168941111292,2.8982040550960178,3.10278316696066,3.246208507055286,3.1692854767896894,3.0438370240550774,3.2629169170759753,3.5444505733828766,3.389660051887784,3.2134813435171856,3.1507592466761376,3.369672771301496,3.5641786487603335,3.7241414976564173,3.5884033052580735,3.6989151471338055
