순번_정류장ID,1-2800977,2-2800972,3-2800963,4-2800960,5-2800966,6-2800979,7-2800990,8-2801011,9-2800891,10-2800844,11-2800890,12-2801047,13-2801050,14-2801053,15-2801061,16-2801067,17-2801079,18-2801104,19-2801265,20-2801273,21-2801294,22-2801314,23-2801348,24-2801369,25-2801402,26-2801437,27-2801457,28-2801477,29-2801517,30-2801541,31-2801577,32-2801607,33-2801626
1-2800977,0,1.0038775533703337,1.0090435435435436,1.0466850679100672,1.149714282180361,3.134322716496009,2.899464389557126,5.171731802013344,3.8085823350584227,3.2198901497010346,2.882162402192432,2.735990535613891,3.177790735440198,2.8554588890891726,2.5513094121431483,2.387174594965586,2.180908048622126,2.02354923434813,1.8780628136842217,1.8517989419321152,1.75177067651748,1.6900330865821491,1.6273244247827003,1.5931342821673717,1.5517761897152802,1.516853207022271,1.4964381699243792,1.4799276937664758,1.4449242180402726,1.4145220652461017,1.4749018221006762,1.5308207436357797,1.5144910210320477
2-2800972,,0,0.9989988134084843,0.9983149042151541,1.2212537670992856,7.580861185280668,4.969695508493101,2.942464799337399,2.231734509468061,2.035616133195476,1.9249662486031458,1.8739585123472313,2.1404734123306,2.0093492448468395,1.875379488389174,1.891593841578325,1.9429009168100455,1.8203976908274533,1.684224255224753,1.6676467186435757,1.5915483677692506,1.5441237879638932,1.496077007389379,1.4697550347584991,1.4375664220965163,1.4106188059439444,1.3950903104952654,1.3824699425853642,1.3544077316032535,1.330819315502654,1.3893785347566308,1.4443540024733137,1.43098539122822
3-2800963,,,0,0.9935724201218634,0.9982619971723683,2.806030967336876,2.5844480050054535,1.9418432885759136,1.5874766477154394,1.5002671302838404,1.4609741778659917,1.442537556634164,1.6436347343150162,1.5794280804956466,1.5110293526904726,1.586847439845107,1.6485623224267183,1.5697252058827107,1.48075251971917,1.4724993234371564,1.4211236317514315,1.388593050087495,1.3558536181487002,1.337778364963387,1.3152421767714044,1.2966954766026366,1.2863124409383953,1.2777969256616668,1.2571282307189318,1.240767709479563,1.2968958542244493,1.3503757770474396,1.3402100190847652
4-2800960,,,,0,1.0047054797450485,1.129288670527194,1.3262005027034365,1.2285813342831267,1.1583158617873794,1.1286412827886059,1.128302716019906,1.1284197904605684,1.284361933629075,1.2601100371401952,1.286781640617763,1.4838746405190266,1.5520231808678324,1.4834383832366527,1.4078589893496518,1.4022163111735422,1.3580565588048736,1.330040076330138,1.3021308582994837,1.2867228043826526,1.267350048084501,1.251383276241127,1.2430470341130386,1.2359683032619306,1.2176124344093948,1.2040645575831916,1.2601354157238314,1.3138882834461716,1.304784183916266
5-2800966,,,,,0,1.0009361174635063,1.0025383649481776,1.027225583805617,1.0206560306317805,1.0054852743639606,1.0161586382051802,1.0216643999239288,1.1696689894556913,1.1557941718065698,1.2849142418233244,1.4967109933523164,1.5683134138795713,1.4940110652118768,1.412224744912943,1.4061335624256128,1.3595909098910381,1.3303216038888774,1.3013612052490795,1.2854585287950686,1.2655416006100069,1.2494720144657439,1.2407175071750716,1.2335221991496093,1.215067803042352,1.2011568894050957,1.2585833126944557,1.3136617954984633,1.3043472262391904
6-2800979,,,,,,0,0.9953070429568832,1.003062019993926,1.0043770107920087,0.9863113325031131,1.0023980051848393,1.010292978956322,1.201972993248312,1.1807877597736827,1.1576728721858844,1.3570431989287681,1.4421343298783647,1.38019146681789,1.3139345704911143,1.3115272817139259,1.2740215194161144,1.2504934407006412,1.2278237097902578,1.2154240796603972,1.1996569404121542,1.1873810785396908,1.1810537047181722,1.1758088941156328,1.1606771211300089,1.1502910794274908,1.2087579926785497,1.2653147543462477,1.2573055637017607
7-2800990,,,,,,,0,1.0135858542401632,1.009098985146322,0.9844708938943592,1.005164058838452,1.014811480505005,1.2590106148052158,1.2250051419361352,1.1905140526808566,1.2738635990567235,1.3703219067858106,1.315017531177295,1.2574757668679466,1.2573727618487744,1.2249691582475188,1.2046971484248454,1.185639570202749,1.1752542067043705,1.1618605241821254,1.1517763724599708,1.1468653648062694,1.1427553291007047,1.1294997327799081,1.1211537303982078,1.180718802527663,1.2386215873068034,1.2313022611514735
8-2801011,,,,,,,,0,1.0061007516667795,0.970246861868151,1.0018914946031503,1.0152373102695296,1.3555224977220708,1.2930111087606782,1.2364166052754946,1.2077301646811296,1.2844154754778416,1.2386098678422566,1.192736756885657,1.1955702094583602,1.1696269900234249,1.1533829150849726,1.1387144421546642,1.130743801923882,1.1201685423816288,1.1126607942327975,1.109401633823591,1.1066086514062996,1.0955178878253256,1.0895074474515256,1.1503336378388531,1.209780259939841,1.2032409503696648
9-2800891,,,,,,,,,0,0.872503006740693,0.9960327434336049,0.9958008854654562,1.39634445697605,1.2851518975604925,1.2065602120748404,1.1726297120040214,1.1374191559153164,1.1119497834465863,1.1105812165772164,1.1169332590314611,1.0996534873110761,1.088738245933843,1.0799060518290615,1.0751175729096452,1.0681993536681178,1.064063722773997,1.062986870374791,1.0619203205495134,1.053523725067463,1.050522857204757,1.1141285155172624,1.1767053640174017,1.1710009844825529
10-2800844,,,,,,,,,,0,1.1249007890190952,1.074143452776603,1.0416607328695844,1.0331557263801747,1.0241674602087252,1.0205971900384567,1.0145743293749736,1.0114178832800969,1.0517973389542314,1.0608513727990763,1.0519876217488113,1.0456733006573853,1.041507096856367,1.0391832480863699,1.035085298970675,1.0334048142403536,1.0335903470478942,1.0337262231833304,1.0276014605469623,1.0266453520612708,1.090405279768895,1.1533912198845089,1.1484786872198387
