순번_정류장ID,37-2805706,38-2803680,39-2803677,40-2806803,41-2806565,42-2805474,43-2805475,44-2803187,45-2803763,46-2806559,47-2806627,48-2806557,49-2805189,50-2805463,51-2805464,52-2806562,53-2807024,54-2806560,55-2805477,56-2807022,57-2807020,58-2807018,59-2806532,60-2805511,61-2807025,62-2805522,63-2807015,64-2807027,65-2803162,66-2805974,67-2806807,68-2807439,69-2805702,70-2805700,71-2807331
37-2805706,0,1.0005286890917076,1.0009805228647264,1.002364188901538,1.0015432771201975,1.0007872403237261,1.0015410374420657,1.001766276208042,1.0022252193794527,1.0024811676929197,1.0786126069391002,1.1078599822957276,1.0989385345225804,1.0922048265894986,1.084272595334334,1.0806260178433003,1.073177214261424,1.0721396335129756,1.1284025285469466,1.2733199621836002,1.4624229094910888,1.6814097151107086,1.8240529787476611,1.96861296225959,2.074039101277903,2.2217871665575917,2.559160888932041,2.879714744102453,3.1342681364579414,3.033825171808614,3.155147123064684,3.0570730052958552,2.928299159874633,2.8560936377827497,2.442382731474851
38-2803680,,0,1.0028523547530404,1.0074805741348078,1.003818615289755,1.0018197523046608,1.0028743142325995,1.0028958570939113,1.003392900533933,1.0036773920333255,1.110225402752056,1.1460926304137882,1.1302077643560016,1.1187479444321193,1.1061273669906786,1.1005046462487444,1.0890132470882057,1.0874128580528424,1.1556192061157118,1.3355170438778872,1.5774966242275816,1.8706554636015136,2.0681766957396426,2.274969489615046,2.43043903611406,2.653496442138524,3.1911484286034946,3.7363764405179483,4.185807139966852,3.9671688584324047,4.105271544169262,3.90443569804023,3.654584144509149,3.519473411559089,2.813142805713434
39-2803677,,,0,1.0116848743429208,1.0042516708505167,1.0014824043497457,1.0028792020199564,1.0029027468595177,1.003463032041853,1.0037757468995832,1.1215720676673755,1.1594300136920384,1.140673083235543,1.1273575807034955,1.112986994681546,1.1066502529326818,1.0937348490587886,1.0919408196792264,1.163821075414675,1.3547864447259188,1.6141999947776111,1.9323975637174795,2.1501342201152274,2.379991451562332,2.5543902755585384,2.8069736981079965,3.4278046332392957,4.073298125225982,4.614219617973518,4.335397490448073,4.473702506782098,4.223907356878947,3.919043925734529,3.7564302148253277,2.9325691156836524
40-2806803,,,,0,0.9969762934744583,0.9957586116893616,0.9981866243576288,0.9998523389627858,1.001148023281327,1.0017236813452672,1.1351802863729352,1.1755292130796433,1.1528421820235162,1.1370781311154479,1.1204713548378158,1.113243896805954,1.0985984289699129,1.096574869286893,1.172952636461829,1.377605433196693,1.5192080469295641,1.8201508603414138,2.0261107193271446,2.241933509148507,2.405646536131318,2.642198954750374,3.220548504778459,3.818692351870172,4.319375487417863,4.070979432087838,4.21660145121331,3.9917195516030683,3.7155972998161837,3.5678271784141824,2.812850274305163
41-2806565,,,,,0,0.9941233061623249,0.9987845948077779,1.0006414768900715,1.0020021135315476,1.0025883977271866,1.1566208232178516,1.1990782039845376,1.1704460605733706,1.15108396326158,1.1312834053654723,1.1228020198990598,1.1057234838610959,1.1033768852072927,1.185006944029713,1.4060385047598938,1.4916604703790513,1.7996332624885494,2.0114648754843145,2.2345549655850543,2.4045494279885524,2.651357117318489,3.2607204039622566,3.899494494731688,4.439780741043051,4.167256254568212,4.316705187370277,4.072678343400089,3.7758077469181526,3.618063779204154,2.824569718316476
42-2805474,,,,,,0,1.0014974055820676,1.002315165000986,1.0034192666082258,1.003916665252673,1.1778438704436565,1.22139806333038,1.1866362579002132,1.163707635461111,1.1405521130275746,1.1311928131273052,1.1118708138383935,1.1092304680164145,1.1952664915816495,1.4303000912775075,1.5201646136249736,1.8522887094972853,2.08273050366034,2.3290349300282243,2.5172989612604746,2.794240969324736,3.492094070286267,4.243655642969495,4.89166388737563,4.546516851729208,4.693877646044918,4.393360761185033,4.03508509733155,3.8474726567301003,2.933138659849335
43-2805475,,,,,,,0,0.9995355357816744,1.002332958070698,1.0032024058033608,1.19059826979936,1.2707481506212506,1.2203250965837522,1.188890299180891,1.158792738079741,1.1466149717813998,1.1228999490676848,1.1196610466231354,1.214177919973591,1.4774996141967773,1.4171749299605054,1.6197706862407244,1.8156757825491725,2.0225699535433628,2.1796758195973847,2.407544596586616,2.9685089483812224,3.55614877199531,4.05534172050323,3.81702186027919,3.9798161667643432,3.76393808548771,3.5001103579837163,3.359760377210354,2.65056560640917
44-2803187,,,,,,,,0,1.0060016347736511,1.0064330837429234,1.296342849906296,1.382743837084673,1.289239970984383,1.2367730612383858,1.192076737335649,1.1746766077575042,1.1417916594864275,1.137421666756712,1.2460314564191297,1.5572514125018164,1.4763250183716974,1.4213888030059298,1.467530560699884,1.6249824451935,1.74224390606918,1.9101811399734334,2.309786036058439,2.71291874823323,3.049991469206902,2.919799852070675,3.0861238681539134,2.9612766358909726,2.8027657201626757,2.71661228323035,2.2566442488313214
45-2803763,,,,,,,,,0,1.0073162681531467,1.5083375029023474,1.5558909650427382,1.3777050501263561,1.2926412211753964,1.2273515166206543,1.2033936108156331,1.159400853842766,1.153791712334554,1.2766588762814632,1.6376115056713847,1.5336388132511807,1.4654718158661622,1.4345965946163597,1.4085403413485904,1.4807347140386196,1.6174538887314087,1.936377332719328,2.251881651994811,2.514608187016955,2.4303715479199712,2.5923236214576275,2.5084902795895916,2.3992822737219277,2.339282678287974,2.0080020520532735
46-2806559,,,,,,,,,,0,1.7816089039880334,1.7124409023010825,1.4432040760616327,1.3300937584107897,1.2492240654062474,1.2206730941096369,1.1698981541950801,1.1634820157499803,1.2945641113781663,1.6853465268608125,1.5669544380652154,1.4905230578271689,1.4562884488550234,1.4276475843014527,1.4105495019639296,1.4947589044624259,1.7828767552253375,2.0657707193275683,2.301261000080531,2.2330249975657703,2.3919390915018246,2.322820678929856,2.2316617043352727,2.181388805080007,1.8997736128211582
