순번_정류장ID,19-2805618,20-2805619,21-2800456,22-2800452,23-2800451,24-2800445,25-2805599,26-2800437,27-2805620,28-2805621,29-2805622,30-2805623,31-2805624,32-2805625,33-2805626,34-2805627,35-2805628
19-2805618,0,0.9971876107579641,0.9971563762793427,1.0035851202677435,1.0038564252697797,0.9971976883577973,0.999616718149152,0.9964926940224657,1.0019451009782527,1.0006814874328727,1.0014821810286916,1.001442327175856,1.0011291538464027,1.0013197686227686,1.0001699580633814,1.0009260533022948,1.0010852633055496
20-2805619,,0,0.9971042545183616,1.0050004861074169,1.0051007495920659,0.9951724727192832,0.9987978800393484,0.9947375907786623,1.0019725535530215,1.0005072617384045,1.0014388063943878,1.0013999688289257,1.001054786233756,1.0012754955570309,1.0000340882040948,1.0008598541011595,1.0010332523213628
21-2800456,,,0,1.0122206029533123,1.0096788308007574,0.994476498830822,0.9992914810955293,0.9941491261409061,1.0026039176309332,1.00085981409554,1.0018253224622196,1.0017286310728708,1.0013378290847676,1.0015200004322276,1.0001887660861755,1.0010390577597001,1.001213577473041
22-2800452,,,,0,1.005416277059332,0.9829392759695411,0.9932423995478504,0.9873981873745787,1.0010145219413586,0.9994076919280077,1.0007020161524431,1.0007705612880013,1.0004123025590226,1.0007870419034868,0.9994515053477693,1.000423425524091,1.000631710415335
23-2800451,,,,,0,0.9686701029773479,0.9885204488766683,0.9822261460835569,1.00053189536987,0.9989113574900887,1.0003764362279306,1.0005022954324694,1.000144679611718,1.0005893716971674,0.9992247426585633,1.0002534955598297,1.0004758070419446
24-2800445,,,,,,0,1.0196797572107357,0.9934168554389533,1.0040496069088467,1.001199149673605,1.0024172047192048,1.0021884560526362,1.0016645418291166,1.0018112604320706,1.0002190681888306,1.0011947731366206,1.0013878068373103
25-2805599,,,,,,,0,0.9642675995890286,1.0016640869295403,0.9992567377004561,1.0009667003017306,1.001000852076768,1.000544659729754,1.0009527988783713,0.9993974200375649,1.0005042196374614,1.000735383879583
26-2800437,,,,,,,,0,1.0076253175055725,1.0029167290190049,1.0039731718986933,1.0033939570615704,1.0026973599912314,1.0026123080634675,1.0007863535515513,1.0017665558821418,1.0019463879406882
27-2805620,,,,,,,,,0,0.9939318540084771,1.0001118067978534,1.000469356737634,0.9997743625434444,1.0006260372336055,0.9985305814821122,1.0001281485177536,1.0004517719773698
28-2805621,,,,,,,,,,0,1.0077920225818666,1.0041823185236707,1.0024096450033542,1.0023802734385125,0.9994914615147998,1.0011921048617427,1.0014949485359852
29-2805622,,,,,,,,,,,0,1.0011443612787874,0.9993447342113148,1.0009342527817344,0.9978136161169145,1.0001340252716475,1.0005647815312444
30-2805623,,,,,,,,,,,,0,0.9955796081827036,1.00083651559009,0.9967607713184353,0.9998962795019081,1.0004414023025165
31-2805624,,,,,,,,,,,,,0,1.0023395200641696,0.9969709905500452,1.0004433176178702,1.0009921223620848
32-2805625,,,,,,,,,,,,,,0,0.9881186138314766,0.9989337411789749,1.0001080242526632
33-2805626,,,,,,,,,,,,,,,0,1.009029470102146,1.008032063501057
34-2805627,,,,,,,,,,,,,,,,0,1.005613513088957
35-2805628,,,,,,,,,,,,,,,,,0
