순번_정류장ID,1-2806122,2-2806433,3-2806434,4-2806435,5-2806436,6-2806437,7-2806438,8-2806439,9-2806440,10-2806441,11-2806442,12-2806443,13-2806444,14-2806445,15-2806446,16-2806447
1-2806122,0,1.0035461801307528,1.0071683666817943,1.000115006117728,1.0007893812722939,1.0024975473819269,1.104650138847496,1.58424994396958,1.524298879646861,1.4835224795836675,1.4144386336531036,1.3598727262430041,1.3386350216430762,1.3247190304453578,1.3058146820531502,1.4671034274768224
2-2806433,,0,1.0380759573923912,0.9918122549550414,0.9970616213198503,1.000932971872177,1.2235858898567442,2.6288959500346305,2.2417417251285077,2.0222378262715783,1.752060273262598,1.590537956051133,1.5326293668218487,1.500961446081742,1.4570757897650866,1.7232875592228836
3-2806434,,,0,0.9734991779540539,0.9905289979511147,0.9956473374479691,1.25341023470013,3.0538748533655906,2.4738464616209623,2.17152174293158,1.8282627584562978,1.6359702081471985,1.5686911767371208,1.5328347965078277,1.4832300980171487,1.770808496775786
4-2806435,,,,0,1.001995969658189,1.0080786835283375,1.444846232988595,7.372256918750925,3.898977941634589,2.9158212350683725,2.1438063799894826,1.8096884933343653,1.7030889681823655,1.6506228394898614,1.5786586381575578,1.9401696846044736
5-2806436,,,,,0,1.0106459178944114,1.000548384664423,1.3836855723828774,1.268792208268136,1.2237578460638876,1.1615622760201973,1.1223442454524626,1.1132792895504573,1.102796862339556,1.0934080540288107,1.3372986082463687
6-2806437,,,,,,0,0.9909215071904877,0.9820643291133787,0.9788424242131125,0.993763602838683,0.9991337295659272,0.9972341265884275,1.0020576597284785,0.9979679842111338,0.9983469836957165,1.2201987748186949
7-2806438,,,,,,,0,0.9801369656789377,0.9769500148944175,0.9941133626722269,0.9998437181648113,0.9976542865121474,1.0027146714178463,0.998360510633558,0.9987218705037593,1.2330625206440107
8-2806439,,,,,,,,0,0.9687563207770966,1.0123065174982901,1.0128339582244896,1.005372901812081,1.0111127047707062,1.0046307574932754,1.004336095841274,1.3209302058786214
9-2806440,,,,,,,,,0,1.0569655748158124,1.0280323779691356,1.0129468124943506,1.0182774869817626,1.01017354715697,1.0090734688313543,1.3759515360343066
10-2806441,,,,,,,,,,0,1.0133751195017828,1.0018245613127008,1.0106350691722097,1.0018728820488594,1.0019272711155398,1.4332821687051975
11-2806442,,,,,,,,,,,0,0.9903300510670378,1.0088836117511761,0.9956742730394942,0.9971472103378554,1.6642029594447778
12-2806443,,,,,,,,,,,,0,1.0422024558792506,1.0019867559766589,1.0020754109528318,0.9999961679388044
13-2806444,,,,,,,,,,,,,0,0.9247026328685347,0.9750383460737054,0.9839460702208462
14-2806445,,,,,,,,,,,,,,0,1.002215262945217,0.9985613708849601
15-2806446,,,,,,,,,,,,,,,0,0.995487127182065
16-2806447,,,,,,,,,,,,,,,,0
