순번_정류장ID,1-2806423,2-2806421,3-2805953,4-2806634,5-2806428,6-2806770,7-2807112,8-2806514,9-2801853,10-2805585,11-2802147,12-2801897,13-2801895,14-2802108,15-2801822,16-2802049,17-2804800,18-2802084,19-2802107,20-2802126,21-2802120,22-2802068,23-2802032,24-2802007,25-2801994,26-2801979,27-2801967,28-2801973,29-2801974,30-2801964,31-2801955,32-2801952,33-2801992,34-2802022,35-2802038,36-2802672,37-2802683,38-2802685,39-2802695,40-2802702,41-2802707,42-2802715,43-2802729,44-2805440,45-2802632,46-2803129,47-2803120,48-2805594,49-2803115,50-2803134,51-2803231,52-2803226
1-2806423,0,0.9463814284205709,1.0009621047542254,1.000036913039148,1.0240087128434463,1.380415193002087,1.3033085969916223,1.2705877589569787,1.4151397542859152,1.6393271105087017,1.6589594418585867,1.6258570341332257,1.7177617156946001,1.6532502343960436,1.5894752601520468,1.5028322715845521,1.4645444364837612,1.440281015756321,1.413267279131262,1.4502814685686347,1.635332433882527,1.5856382765771755,1.597639155447664,1.6978798871679772,1.643389436438772,1.6074572315277262,1.5802984687561452,1.555884868686258,1.5178817960734858,1.4930963763095733,1.4642761084205884,1.4394211199370497,1.401548318532597,1.3836923200486837,1.3644868420185132,1.3513426205462002,1.3339511623333087,1.3263736407385003,1.3155518154042918,1.3079684491507,1.2988118056285405,1.2938299374628361,1.281392757651401,1.2779781890640816,1.2725376498692693,1.2663883204246569,1.2615878087142551,1.2575978633652385,1.2522791740676016,1.2469790602418716,1.2864736103330727,1.279552074844046
2-2806421,,0,1.0685135905376313,1.0167430968518558,1.040322506073651,1.4881301239890863,1.3726948414470748,1.325011082909792,1.4891602606502914,1.760523529158261,1.7727320626442802,1.687776615000054,1.6427165998979185,1.583068079999604,1.525102375789689,1.4461565977248496,1.4116456697516313,1.3895742507778295,1.365341671278362,1.4896543472919501,1.6905754993796345,1.6324568202852496,1.6024960289052685,1.559384261957761,1.5178231040564376,1.4903630488815247,1.469364901692124,1.4509542314990513,1.4201970194061482,1.4012578255968342,1.378159685724414,1.3587333934913601,1.3293440495588669,1.3147696311401293,1.29927423334324,1.2892959119648635,1.2749824929456872,1.2687694022730749,1.2601578224732435,1.2542182103464534,1.2916207513671594,1.2870177712064832,1.274468516540452,1.271007601782001,1.2659213240238358,1.2595515033687528,1.254918927103124,1.250789163002546,1.2457220615557203,1.2541404661239035,1.2946513987534423,1.2874365853767362
3-2805953,,,0,0.9993410214168039,1.0345565008962505,1.5921610665284183,1.4260903138920682,1.362704634067117,1.5506782998727344,1.874410515102106,1.8770361958103328,1.7676905338935927,1.7113386988307266,1.6385918246225024,1.5687369027297837,1.4765195349704738,1.4368862138564853,1.4119388883564128,1.3846156022169467,1.518033938725538,1.733669829248737,1.6679278320218176,1.6344244672874721,1.5865187250298824,1.5401940980452147,1.5105378874151825,1.4872484907782728,1.4671785197807243,1.4345704104519028,1.4137877203534264,1.389481735545627,1.368744737800809,1.337212064696066,1.3221410277880146,1.305846936159789,1.295069794907839,1.28034765867368,1.2738644064759452,1.2648615390647138,1.2586505826699717,1.2970676043739924,1.291923852630697,1.279099236777059,1.275490889308879,1.2700042692848463,1.2636964203127015,1.2587860502928518,1.2546079278102071,1.249176265495333,1.2577838002726365,1.299225465570956,1.291655769240726
4-2806634,,,,0,1.0077535701690203,1.0132861345102464,1.0009216685846398,1.0054494475734443,1.1566964408561318,1.4423969269401675,1.4899315161305973,1.4285059421026394,1.396296015010722,1.353006879935967,1.3149329629512565,1.2619637420508627,1.2402026461229274,1.2254368192362768,1.210532038254604,1.3760832008633417,1.5973942743777592,1.5420052241719482,1.5136511403807948,1.4734658819429691,1.4345547913864216,1.410842480140893,1.3911343390325779,1.375260927185967,1.3477485350236607,1.3308571788723336,1.3109596877084815,1.2943035252333468,1.2691178338684281,1.2568381764035916,1.2434698630364884,1.2351176815128868,1.2231068513703791,1.2177332281725515,1.21060247746219,1.2058142903429196,1.2447213751750688,1.2404041458604746,1.2296636467466988,1.2268708820068557,1.2223042830733646,1.2169372530512164,1.2129543989333258,1.2093123829936432,1.204795637144924,1.2145292483867864,1.2559868125018987,1.2494341857675226
5-2806428,,,,,0,1.0218624120458137,0.9958934359543887,1.0042113976428617,1.2247652313927184,1.6811998530839358,1.7145694812063388,1.5885743884953554,1.529017920021289,1.4556895242617878,1.3928843670688813,1.31390118775302,1.2828252962722857,1.2628293885571855,1.2425842513085639,1.4388560007391988,1.7013491838852723,1.6257496418358799,1.5882828910329836,1.5360721298715085,1.486830378681549,1.4566409318980555,1.4326243653087345,1.4128603179042527,1.380064527361923,1.3598667881788689,1.3364103731756436,1.3168555673254543,1.2876220303889023,1.2736213453486513,1.2585182399735289,1.2489875753946595,1.2355588322603335,1.2296021516691076,1.221634713609591,1.2162689400955804,1.2573706204198698,1.2526851477482475,1.240762057322553,1.2376533933989036,1.232430918558483,1.2265647895349348,1.2221875547717576,1.2183343523578736,1.2136017761827624,1.223212792432193,1.2667392026032678,1.2596925703517592
6-2806770,,,,,,0,0.9724174897407715,0.994847264909167,1.1386957299824698,1.7067981123908345,1.7433094384707288,1.5875375268331708,1.5183079737379703,1.4986859105897665,1.4186820572342747,1.324332397972535,1.2886811330570604,1.2662485264224774,1.2438300149575396,1.4843799512731979,1.781086202725587,1.6874889299224847,1.6422198033904067,1.5800028424948867,1.522457898856733,1.487189593924096,1.4598773244503764,1.4371749765292787,1.4004771164240666,1.3778826599324914,1.351891829219999,1.330311489748798,1.2983127557629393,1.2831585784449542,1.26690733519069,1.2566116554029994,1.2422676771998424,1.2359373347113107,1.2274418547680985,1.2217164963357405,1.2641113577573218,1.2591281726555978,1.246532567750692,1.2433401449153565,1.2379373446288564,1.2317554009418163,1.227131432850699,1.2228905530104694,1.217824019037168,1.2278008022258486,1.272385822752225,1.2649828477092107
7-2807112,,,,,,,0,1.0267040136349033,1.0057135789267888,1.0094630283973869,1.098269840034315,1.4733208531465458,1.6998653423741763,1.6764688536981431,1.5370348150998028,1.3932364168202802,1.3423687357434881,1.3121138966501886,1.2819820682327903,1.5650282574939198,1.9142230273344603,1.788696353930858,1.7300674372677332,1.6510678400992065,1.5799538449794788,1.5364070862741348,1.5038947861553253,1.476486185037085,1.4337401215091161,1.407406969759633,1.3774969975059268,1.352776479191242,1.3164999811325286,1.2995798167555117,1.281576068898207,1.2700824831203477,1.2543355175307573,1.2474359732261673,1.238116051102259,1.2318204693054093,1.2759580658156031,1.2705185207181569,1.2569079877722424,1.2533034371769625,1.2475870182681934,1.2410402762291814,1.2358267750980814,1.2315027004954555,1.2261610156161642,1.2362880080872967,1.2824334426279236,1.2743866409501192
8-2806514,,,,,,,,0,0.9928023712868096,1.0021732647101378,1.1205097952808551,1.6320679295876062,1.953214875337813,1.8792206985465203,1.6541926514144414,1.4518371061947892,1.385213262593434,1.3473495352055045,1.310018726663593,1.6321758211502748,2.0305764372010646,1.8730253334771174,1.8016184709048997,1.7070932112187165,1.6239011585033951,1.573190828027276,1.5362899114814281,1.5049653050059066,1.4572961979754713,1.4279770949438129,1.3949915400460462,1.3678520858338272,1.3283513424766162,1.3101238447292338,1.2908385688967738,1.2784843748662431,1.2617349748691347,1.2544316535183975,1.2445346450369044,1.2378448310084815,1.2834265514122327,1.2776621223008928,1.2633308464985447,1.2595149849689613,1.2533866661629036,1.2465165819915343,1.2411476254823564,1.2366272329743409,1.230929088954963,1.2410888175097192,1.2882675654256543,1.2799570670721814
9-2801853,,,,,,,,,0,1.0179692787846883,1.2482325869584732,1.3636250209947933,1.7638798671929787,1.7120547038412601,1.5006266280847491,1.3274464536527757,1.275138961820554,1.2448733221994268,1.2169210975722329,1.2017157174825215,1.5153105888465022,1.4492377077145644,1.4170737954405062,1.5237409662915784,1.462947339456562,1.4276802503500416,1.3999401153164035,1.378180164568139,1.3420051999378695,1.3206600881163395,1.2962801245873041,1.2765979050484588,1.2479634892344864,1.2343161125794977,1.2196912930642831,1.2109844873636828,1.1982911352246017,1.1926266971691575,1.185388890425089,1.1806670015897653,1.1825783459345736,1.1792259159381882,1.170057908366221,1.1678798446843497,1.1641727241775657,1.1598718464080502,1.1567284851132953,1.153749143992911,1.1502172428640391,1.1618925696250362,1.2066024591120947,1.2011353923010883
10-2805585,,,,,,,,,,0,1.1235103820413248,1.269818004640742,1.2026721577964754,1.1377690819384563,1.1087257212834172,1.0719864168991986,1.0627468462190397,1.0540433273979948,1.0490928155592916,1.0474458772768727,1.3256264891724305,1.2875069208941794,1.2679273290783284,1.3808268676831588,1.3381767306421646,1.3151326621029051,1.2948027159742619,1.2805571672939906,1.253618071325512,1.2385579464953254,1.220961723705025,1.2071048485665288,1.186921078158596,1.1768470883878306,1.165858168071405,1.1599493895991089,1.1504030666581408,1.146014429305396,1.1408181799705415,1.1375974765040493,1.1375761887732518,1.1352391137065643,1.12825625973107,1.1269225771456208,1.1241928099172838,1.120985322544443,1.1188832178816475,1.1164710403189504,1.1139553818725292,1.1258299401699225,1.1695122265647744,1.1651460093361603
