순번_정류장ID,42-2805764,43-2803452,44-2803434,45-2803436,46-2803437,47-2803431,48-2803435,49-2800899,50-2800896,51-2800894,52-2800892,53-2800403,54-2800419,55-2800430,56-2800432,57-2800435,58-2800440,59-2800446,60-2800393,61-2800472,62-2800478,63-2800482,64-2800488,65-2800481,66-2805944,67-2803595,68-2800468,69-2800465,70-2800462,71-2800460,72-2800453,73-2800445,74-2800437,75-2800416,76-2804855,77-2800343,78-2800303
42-2805764,0,0.9974705303425025,0.9971111056258065,1.0025061100981494,0.9985221992605835,1.0008902573511975,1.0036904973461296,1.0626239690923545,1.063104703014025,1.0704699896536458,1.0675616385411095,1.0586640630463642,1.0583464604381294,1.054162324338554,1.054717397146883,1.0531433351997306,1.048571443319585,1.047768495477234,1.0476657219793735,1.0755426186850812,1.0747978230506146,1.074064159660976,1.0965876011593,1.102878557479813,1.1235994675041567,1.153243632874554,1.1506338907430462,1.1490502035946553,1.1462367612495237,1.1442370988384427,1.140667029373845,1.1435403913959323,1.1817418202151944,1.2604624846546717,1.2544764326787614,1.2491485199047758,1.247710095796645
43-2803452,,0,0.9965833561254303,1.0070637850652553,0.9990817466902149,1.002289330553085,1.0056126955576101,1.0675966411801998,1.0677847066491974,1.0755532561352654,1.0721589754615095,1.0622489959839359,1.0617330635407196,1.057057297446776,1.057539951926163,1.055904640565144,1.0509882394454553,1.0501000532638458,1.049838336087327,1.0788404100273186,1.0781012983454337,1.0772279208075481,1.1007935567999498,1.1073052553455391,1.1288331378768233,1.1597743227357644,1.1569640238106254,1.155278070977641,1.1521802394110476,1.1500164547232075,1.1462334267956038,1.149122993465389,1.1888325697731623,1.2708978170433904,1.2645764389208003,1.258665735437252,1.2571049726811347
44-2803434,,,0,1.024097363369467,1.0005138918786418,1.0045063705956154,1.008032420606752,1.0714097553220108,1.0714345723327288,1.0794135611335054,1.0756259985020789,1.0648241480463672,1.0643096042029576,1.0592455989291112,1.0595867756889754,1.0578501771949982,1.0528067098244005,1.0517253595926552,1.0514627940891659,1.0812871741799115,1.080434315407317,1.0795039901783332,1.1038561804966691,1.1105276361258956,1.1326954845448431,1.1645164621787734,1.1616288046766805,1.1597414516361655,1.1564801723680675,1.1541931653097866,1.1502712395950834,1.1531685542395278,1.1940282659123431,1.278471507757029,1.2717938313486141,1.2656231731261423,1.2639699385554537
45-2803436,,,,0,0.9876662566310448,0.998348894457874,1.0048597161925743,1.072896644089516,1.0728525392476178,1.0810103111729534,1.0770120472051663,1.0658684444512012,1.065218590535596,1.059960566211051,1.0603651521371777,1.0585737180517567,1.0533312978356766,1.0522751546743918,1.0519150515938052,1.0822819080533388,1.081474280055416,1.0805127367320182,1.105252886487644,1.1120316013962395,1.134608913352665,1.167112974921237,1.1640594561630269,1.1621685753152167,1.1588075950700554,1.1564460305904125,1.1523321026406737,1.1553091664669048,1.196901168327347,1.2829119298635088,1.2760103882847906,1.2696327659289792,1.2678486140946843
46-2803437,,,,,0,1.0129160769513026,1.010219926462667,1.0781827612070278,1.077872914241603,1.086265362330755,1.0816919393835653,1.069427417209666,1.0686431680557429,1.062846505889694,1.063158381910047,1.0612278507738522,1.0557193410759094,1.054494848438207,1.0540314885496185,1.0854124344845097,1.0845458236708594,1.083507316739288,1.109142584133605,1.1161147834131357,1.1394871088019083,1.1731813658181278,1.169929538407383,1.1678672024680776,1.1642920246010644,1.1617683231491964,1.1573839394364682,1.1602938705773136,1.203307080681847,1.292358190605838,1.2849940989157853,1.2782651524918078,1.2763584221037538
47-2803431,,,,,,0,1.0083059043741824,1.0815487563302026,1.0810480518299206,1.0896605623312978,1.0846534124933158,1.071551218558903,1.0706744848983842,1.0644958188368103,1.064752978515556,1.0627238709243865,1.0570152199349845,1.0556840401183678,1.055158238315879,1.0873459048734528,1.0864368782585778,1.085343663218296,1.1116756613472243,1.1188027325612235,1.142796417973943,1.1774199171984243,1.1740165147125907,1.1718246699063803,1.1680867921659668,1.1654405303519662,1.1608521917586878,1.1638390336836988,1.207885914204953,1.2993100875207995,1.2915853778246962,1.284446104871422,1.2825243896499083
48-2803435,,,,,,,0,1.0830242278315168,1.0824060760942888,1.0915103607322663,1.0860602254517437,1.0720759394340618,1.071137662052793,1.064627971367404,1.0648910358191228,1.062770720927624,1.0568200699439219,1.055447078745175,1.0549115375633171,1.0882970530825555,1.0873447810868195,1.0861983723099855,1.113502153396921,1.1208666368644273,1.1457381458622735,1.1816667873902498,1.1780711881565273,1.1757228733120808,1.171780725995874,1.1689834408822888,1.1641444592471162,1.1671666015955016,1.212747837845214,1.3074928366356333,1.2993729797554725,1.2917076626643509,1.2896645815671568
49-2800899,,,,,,,,0,1.071954469820795,1.0131689224590945,1.0150002333439705,1.0000351038901365,1.0042157279829478,1.004355025964769,1.0109743999501029,1.0092215742111408,0.998531493476016,1.0027251173112879,1.0062568269013765,1.074423481425633,1.0728559415966452,1.0710813897517857,1.1134290192842071,1.127426662422382,1.1855078991533246,1.2563459304118185,1.2471173980410564,1.2401658511124158,1.2305850278828947,1.2237130658475148,1.2123628875492236,1.2026129410604276,1.1953437010602446,1.2930967125142272,1.2807365186246862,1.2697141576631539,1.266825282179274
50-2800896,,,,,,,,,0,0.9704100922721,0.9953029089032537,0.9881694516112833,0.9943037274637758,0.9972327411557997,1.005246978889917,1.003711133875894,0.9924495337905774,0.9977391449439458,1.001966169762819,1.074575370948867,1.0729102023349073,1.071030454018298,1.071793538237999,1.1048022300132667,1.1922036601744923,1.267486673723796,1.257349622691173,1.2496118402973302,1.2391605081295605,1.2316580077614074,1.2193311846444173,1.2087995934666,1.2009738735241025,1.3033187662059431,1.2899555086637597,1.2780635738247659,1.2749443447610451
51-2800894,,,,,,,,,,0,1.0178677475990519,0.9933789574122893,1.000320980095188,1.0017758358720055,1.0104120678136932,1.008285046191627,0.995281776544423,1.0007423386492416,1.0050788505547956,1.0841990751896202,1.0821573474364135,1.0798046857548649,1.0758628732891447,1.1161475145498219,1.2117698082228625,1.2943985890914946,1.2824066792236999,1.2729703678879016,1.2607380432693498,1.2519195108248253,1.237558705207051,1.2253986574938858,1.2164055248224042,1.3259104360665948,1.3106075516914917,1.2970215247767363,1.2934479912005439
52-2800892,,,,,,,,,,,0,0.9816620881248006,0.9935709252439537,0.998077859876022,1.0089540591829893,1.0065737763280478,0.9915506037517052,0.9983797005817049,1.0035171894731705,1.0917271759133684,1.0892631698681337,1.0863970524914728,1.0818263001234443,1.1262400846816172,1.2326748478116525,1.32510233869797,1.3106076026753093,1.2989087111102777,1.2843401223488384,1.2738183141156727,1.2568652649143506,1.2426662458748285,1.2322333899056364,1.3508377835599552,1.333081729378828,1.3173822098160461,1.3132469765194597
