순번_정류장ID,1-2800270,2-2800268,3-2804133,4-2804131,5-2806884,6-2806882,7-2806880,8-2806878,9-2806876,10-2806874,11-2806871,12-2804147,13-2804685,14-2804679,15-2804676,16-2804674,17-2804162,18-2804164,19-2805495,20-2805490,21-2807401,22-2805491,23-2805493
1-2800270,0,0.9992239779422376,0.9961187291858999,0.9952337508778037,0.999817947792537,1.0018144828928424,1.0027069992076827,1.0024708234171886,1.004107193947293,1.00415205789155,1.255972118088818,1.3451360989339003,1.285451058239005,1.2502388677538296,1.2334775629626686,1.2688288275033184,1.3675425010101958,1.3224620686270823,1.3053548998411935,1.2890332064546057,1.2732253776547184,1.2605390963358754,1.247739409563607
2-2800268,,0,0.9908859538427937,0.9905046370979234,0.9994396732710604,1.0023641683110842,1.003513476242988,1.0030956803352862,1.0050624347980435,1.0049573147232553,1.3146018422471855,1.420179160434893,1.334921909142882,1.2870209185259305,1.2656891810118442,1.3057366971626145,1.4138613101207815,1.3575467785058861,1.3367392609801627,1.3169415046051522,1.2979728616098987,1.283119980807954,1.2680619321556323
3-2804133,,,0,0.9893506171592771,1.0070254398129777,1.0084719498317234,1.0090310164085223,1.007472282041677,1.0090797613516358,1.0081272367326772,1.075439733614481,1.1883656304518335,1.1513729874414902,1.1318807994606954,1.1203689727892374,1.1600785422941193,1.2772801304202241,1.24057413051388,1.2263613968048732,1.2134846313722107,1.2011389023674506,1.191190041985008,1.1812271944747215
4-2804131,,,,0,1.0143496153838836,1.0125512031704593,1.012351100917929,1.0099070107642536,1.011117960877297,1.0096373035189485,1.0066427528666502,1.0697042958712075,1.056568467234658,1.0512549680544072,1.0447898245695968,1.08344945423042,1.202764282238076,1.1766149664823855,1.166312097190643,1.1572350029478955,1.1485216483901068,1.1412710909386676,1.1341034457741614
5-2806884,,,,,0,1.010641882689083,1.009659869270813,1.0068566583704839,1.00940750340401,1.0080407057581489,1.0050123010449843,1.0051532025947247,1.0040423465887602,1.0062808928281552,1.002218158907444,1.0429056185692498,1.1706522408101827,1.1478505316050698,1.1386072532871272,1.1310215270956003,1.1236400203735455,1.1173777794463922,1.111278001219968
6-2806882,,,,,,0,1.0078632314558793,1.0037368971613219,1.0088446066547672,1.0072773161395463,1.0039417845275462,1.0043107680005303,1.0032542325505183,1.005845365330799,1.001432059264324,1.0458990748295145,1.1841904529071363,1.1579529773579806,1.1473301825544417,1.138560580620338,1.1302508055829983,1.1232967285459614,1.1165403760390447
7-2806880,,,,,,,0,1.000354094788451,1.00425706955891,1.0043318603085827,1.0017710433766698,1.002629633255796,1.0018992562383808,1.0048720991448856,1.0002929604846258,1.047104995624304,1.1918867978865115,1.163252919196424,1.1522338655743367,1.142828229893473,1.1339556219462856,1.1265867954047037,1.119439649788341
8-2806878,,,,,,,,0,1.0068821345405394,1.005536155899323,1.0020041027856827,1.0029153477555395,1.002042965322789,1.0052140939984773,1.0002884637818874,1.0503610618521435,1.203918065407678,1.1720548834579692,1.1597556243319893,1.1493985609454427,1.1396865827234928,1.1315658001993465,1.1239791214237527
9-2806876,,,,,,,,,0,0.9977834758872306,0.9977944385150446,1.0001352410718742,0.9999595486147358,1.0039656291510104,0.9985757061502715,1.0543915450806098,1.2231900060236234,1.1853283756970265,1.170959684181954,1.1590211045215164,1.147937701048062,1.1389681983335795,1.1303231715746003
10-2806874,,,,,,,,,,0,0.9978027439542762,0.999112245248406,0.9992760645179092,1.0041865022990972,0.9978815633411735,1.0628806591116107,1.254950649315783,1.2066005117754686,1.189063885534359,1.174475793202296,1.1611286533557235,1.1505611578595165,1.1405883434784754
11-2806871,,,,,,,,,,,0,1.0010324255127365,1.00014998707008,1.0066691731522333,0.9979086294416242,1.0846858039339418,1.3274509044737555,1.251473047653507,1.2269281537700876,1.2061234288208629,1.187636509424076,1.1735615170113955,1.1602528915236758
12-2804147,,,,,,,,,,,,0,0.999550532033278,1.008703768440994,0.9969698133497197,1.1094621773719817,1.405152713066523,1.2951590902302306,1.2619120162543631,1.2344306426622713,1.2106605090668159,1.1929087847301367,1.1767570058746606
13-2804685,,,,,,,,,,,,,0,1.0190814277959608,0.9949240544566854,0.9958526751539765,1.0004982918799712,1.000695819629508,0.9987112675046256,0.9998246478040452,1.000714073283784,1.0003688417080834,1.0005495728107106
14-2804679,,,,,,,,,,,,,,0,0.9387763276095874,0.965252204877242,0.9927919328451729,0.9959656260203885,0.9938017074452196,0.9957757596618952,0.9975514217338698,0.9972334008173989,0.9977443351247977
15-2804676,,,,,,,,,,,,,,,0,0.9998914520349003,1.004522474754849,1.0032771991553888,1.0001678125027929,1.0014449320955898,1.0026212921376043,1.0017750556010718,1.0018521563480653
16-2804674,,,,,,,,,,,,,,,,0,1.005444167484881,1.0036657668524223,1.00019462133442,1.001572744918759,1.002813975134193,1.0018939702744734,1.0019624304665542
17-2804162,,,,,,,,,,,,,,,,,0,1.0012498393425135,0.9944985248231769,0.998320421232688,1.0009587986657842,0.9998986333492128,1.0002974585772795
18-2804164,,,,,,,,,,,,,,,,,,0,0.9787863443126815,0.9951662184485696,1.000761221141612,0.9991973166089229,0.999909119074667
19-2805495,,,,,,,,,,,,,,,,,,,0,1.00926744591624,1.0098111392076015,1.0050609527096295,1.0044014375557944
20-2805490,,,,,,,,,,,,,,,,,,,,0,1.0103077449390905,1.0029532976798128,1.002804978170936
21-2807401,,,,,,,,,,,,,,,,,,,,,0,0.9941004534325243,0.998623076165956
22-2805491,,,,,,,,,,,,,,,,,,,,,,0,1.0025213115449831
23-2805493,,,,,,,,,,,,,,,,,,,,,,,0
