순번_정류장ID,24-2801601,25-2801501,26-2801450,27-2801383,28-2801347,29-2801319,30-2801296,31-2801275,32-2801270,33-2801255,34-2801250,35-2801248,36-2801246,37-2801245,38-2801244,39-2805070,40-2801261
24-2801601,0,1.0022535184651509,0.9974990172169362,1.0004650269633575,1.0071501065975683,1.001641733212714,1.0908000740229014,1.0728818776757683,1.0698532857418608,1.1047528618737394,1.0970855817430962,1.090719433788423,1.0904048464231793,1.0874253801938858,1.1323553803926603,1.2436565815978322,1.3731210155336178
25-2801501,,0,0.9913273063152903,0.9995120908416433,1.0092358668891757,1.001430940350786,1.006447634581751,0.9980802490547654,0.997784296830512,1.048731227466142,1.0449536472075303,1.0415588462253251,1.0423476825847893,1.0406204611100325,1.052388278094589,1.1659466110797705,1.2989906488044443
26-2801450,,,0,1.0023557994196965,1.01596131315901,1.0035931031238239,1.0094066085229159,0.9986257728464223,0.9982454771220752,1.057736466121131,1.052506194969222,1.0480365753827379,1.048763233842298,1.0465761212767435,1.0595046023174923,1.1885977474333718,1.3421251642801582
27-2801383,,,,0,1.048232873396272,1.0049260105880216,1.0138685692706377,0.9970713773504886,0.9966511622792548,1.075650846619871,1.0667024306824762,1.059681785792233,1.0602067230427126,1.0569915994105366,1.065118666481069,1.2242531850814569,1.4191642479684936
28-2801347,,,,,0,0.9688915372112605,1.001364096252589,0.9861663973515153,0.9865663999621402,1.0799798888898327,1.0692053283373524,1.0610604320950665,1.061595946940116,1.0579568431723956,1.055277345072807,1.1880353059342943,1.3925586718312664
29-2801319,,,,,,0,1.026601758520825,0.9921150689365508,0.9919953537483172,1.1060005491203915,1.088721282353274,1.0766560649602637,1.076616798156051,1.0715607541526464,1.0671744349251273,1.2199290832406735,1.4608770929458317
30-2801296,,,,,,,0,0.9646788578228892,0.9693857259331436,1.0426681944924512,1.034522231594168,1.0284883100519686,1.0308832411964344,1.0280074092553073,1.0300899888774768,1.264472717235409,1.573675048355899
31-2801275,,,,,,,,0,0.9910003653867538,0.9984067275549643,1.000204057024663,0.9992966668754186,1.004638259103265,1.0031649607688757,1.006675205931665,1.1372551967997095,1.482508629219457
32-2801270,,,,,,,,,0,1.0001538092165487,1.0015762242383264,1.0002295454464258,1.0060534823184573,1.0043015349265936,1.0079065663624929,1.003074595291757,1.2905625483479182
33-2801255,,,,,,,,,,0,1.0040090460526314,1.0002983924320858,1.0106785009513897,1.007015850443142,1.0117703711668922,1.0042697519199686,1.0053537827908663
34-2801250,,,,,,,,,,,0,0.996097114262976,1.016305865827103,1.0088746809170503,1.0149570874039957,1.004350584061372,1.0056930296942515
35-2801248,,,,,,,,,,,,0,1.075730375499562,1.0243083446359675,1.0257025019255137,1.0075208330425316,1.0084557615730523
36-2801246,,,,,,,,,,,,,0,0.9811521653936307,1.0110833337602394,0.9956734869226775,0.9999942077069934
37-2801245,,,,,,,,,,,,,,0,1.0269432447896663,0.9996909461550426,1.0034946255022494
38-2801244,,,,,,,,,,,,,,,0,0.96990000942499,0.9908398528792811
39-2805070,,,,,,,,,,,,,,,,0,1.0112536969271644
40-2801261,,,,,,,,,,,,,,,,,0
