순번_정류장ID,1-2806726,2-2806051,3-2806052,4-2806670,5-2806089,6-2805279,7-2803817,8-2804957,9-2801820,10-2801904,11-2804910,12-2801833,13-2802216,14-2802209,15-2805660,16-2806528,17-2806527,18-2806526,19-2806525,20-2801853,21-2802147,22-2801897,23-2801895,24-2802005,25-2801690,26-2800217,27-2800197,28-2800193,29-2800191,30-2800183,31-2800140,32-2803502,33-2807466,34-2803415,35-2805157,36-2805159,37-2805161,38-2805168,39-2805163,40-2805165,41-2803466,42-2806275,43-2806277,44-2803486,45-2803483
1-2806726,0,0.9981904379795136,0.9936871142862194,0.9993581414348602,1.0022023736693995,1.0041409586852765,1.0402184917075792,1.0709028675381758,1.151566735916592,1.1924814955427376,1.1856893854469128,1.1768209029279284,1.1687650944642156,1.1660225931335197,1.1527312767203262,1.147584390761129,1.145782287597981,1.1438650617467132,1.1456375203865352,1.225425112909382,1.226207139891988,1.2549373621269388,1.2703839161720636,1.3735528514247197,1.3348781665389038,1.2986640865943044,1.2803388577283434,1.2823508224974638,1.2777509588481615,1.266530838663307,1.2549454169543017,1.273060277265253,1.2269103480774604,1.1899769123081794,1.1780713520851511,1.1748157849000291,1.172634571378817,1.170163443337262,1.1672040828522166,1.1661068624412396,1.1639379877128657,1.161963131451585,1.1607253658164294,1.1568767528007617,1.1531323547245307
2-2806051,,0,0.9854009833118224,0.9999037208388911,1.003770244993902,1.0046396295890094,1.0436630391246988,1.0765955591862586,1.164042953840785,1.208054815960037,1.2000228354469278,1.1898142353057846,1.1805965763931634,1.177323571196514,1.1619152561658042,1.1561098680027653,1.1541012758205162,1.1518997069499695,1.1534924900363264,1.2200265853578136,1.2210093550795478,1.2507785949207118,1.266795211468839,1.373859715987691,1.334007771027419,1.296890560759314,1.278143505642686,1.2803057084746636,1.2756192103199466,1.264213214234658,1.2524755092280628,1.2709995919013235,1.224349213467743,1.1872793615616222,1.1753619155245516,1.1721173427315672,1.169911514114271,1.1674133792144572,1.1645208498359965,1.1634351457725514,1.1612376684016086,1.1592733640643913,1.1580404691770214,1.154206890555473,1.1505103816373594
3-2806052,,,0,1.0048397159241438,1.0087259715696317,1.005557665073724,1.046286417865897,1.0807688466017553,1.172083415149952,1.218056567113368,1.2095437118135475,1.1981040297273853,1.1881262314146872,1.184686229420269,1.1678064997176154,1.1614804594848678,1.1594324375195009,1.1569550158512913,1.1586473399086339,1.2268596555379085,1.2276471153624928,1.2585085129584999,1.2749214992949405,1.3852955160147105,1.3422346121156337,1.3034062890750853,1.283993781303951,1.2859690098842511,1.2810522867978897,1.2691638169572221,1.2571428311205477,1.2758698724523867,1.2277222546184925,1.1895443686908926,1.1773941585505407,1.1741032603673627,1.1717854649920916,1.1693269916817657,1.1663118669078094,1.1651975839787603,1.1630462065216753,1.1609806863731555,1.159750752864842,1.155839660630737,1.152040364993951
4-2806670,,,,0,1.0202502458818856,1.005534607249806,1.0524685849038167,1.0918929726502717,1.1980605570177305,1.2508285424371997,1.239579381665741,1.2245439826038405,1.2119635107387325,1.2074018196743415,1.185414774221739,1.177634613351385,1.175152728114306,1.1720440328582533,1.1734004571231735,1.210709070109845,1.2335358271832528,1.2445053176027308,1.261964420272531,1.3745690740354732,1.3317430330385491,1.292422117651947,1.2730770456214422,1.2754575609295307,1.270389338136848,1.258820661623627,1.2465861734280692,1.266293843177262,1.2185118989498571,1.181230801256,1.1692700226182924,1.166024605107751,1.1639292631095082,1.1614389856657046,1.1585063259773256,1.1574490262747879,1.1552540897647159,1.1533739108532426,1.1521528115378181,1.148355660910516,1.1446832272283514
5-2806089,,,,,0,1.0048767003163503,1.0539540920377128,1.0948318750911792,1.2054491064362054,1.2607424793563098,1.2484090161780834,1.2323437322970836,1.2185973996087909,1.2138550134246,1.190378776517111,1.1821487359430047,1.179533778145159,1.1761281528502578,1.1774078629386358,1.2155241757890736,1.2387231294548933,1.2500092055229373,1.267911477601716,1.381624181748595,1.3365367848074006,1.296144766823814,1.2761176666749123,1.2784113462502167,1.2734156371109373,1.2613153027404236,1.248959982325559,1.268809054177567,1.2201110631844294,1.1821863104506762,1.170068275597395,1.1668113444168606,1.164625303363049,1.162136847481918,1.1591691103799713,1.1581271322597548,1.155908054594718,1.1539172214954079,1.152711787002144,1.1488456942633363,1.1451623330300775
6-2805279,,,,,,0,1.004663151427682,1.0041502644433475,0.9983972351201991,1.0006510209070716,1.0004591724276508,1.0036414204047444,1.0019910895482198,1.003045720212299,1.147144839359441,1.1343871986343612,1.1304780364129061,1.1263937797102819,1.1314757199881507,1.1625140942119767,1.247897161584185,1.2395773856077985,1.2342167826128652,1.244938942578971,1.2183052235408631,1.184328706294473,1.168626780449026,1.174096385426068,1.169770763480309,1.1600546734050543,1.1513775098791712,1.1786151797155562,1.140441184262386,1.1131410496306922,1.1042627052418459,1.1022496182794042,1.100771136989249,1.0989874564515147,1.0969706921985352,1.0964443132802866,1.094800606128568,1.0935307934512073,1.0927268048409469,1.0900962844584972,1.0876560860430304
7-2803817,,,,,,,0,1.000790925755334,0.9917242534656784,0.9974807361959689,0.9978432267780604,1.002835620988567,1.0008244770520554,1.0022587446107492,1.1060874916080679,1.0961403113710435,1.0929922645856096,1.0905049749613527,1.0982398494768326,1.1369044533698316,1.2301935903184527,1.2218549866891888,1.2200300860182347,1.2536101066900693,1.2226885974363235,1.186055418602912,1.169383218473641,1.17510947564382,1.1705501117669173,1.1604827166803864,1.1512635665518058,1.1796542765554736,1.139994508395706,1.1120715850303953,1.1030540905922739,1.1010238579590148,1.0995307043049498,1.0977599656656143,1.0956573488635828,1.0951671650748185,1.0935037483029768,1.0922272286132395,1.0913867691331318,1.088769353361057,1.086319296249622
8-2804957,,,,,,,,0,0.9843013680372427,0.9960147344666271,0.9968912648900751,1.0032974325106039,1.0008300842240967,1.0025003326746311,1.0220237814713042,1.0211204073071511,1.020392703102281,1.021934447093461,1.03383867530445,1.1267071867398384,1.1763726629744669,1.1995924014513437,1.2347652483541374,1.2682911508595691,1.2317498257807946,1.1923311719069576,1.174553415183734,1.180317070833307,1.1755181124927567,1.1648925785860986,1.1550655196812776,1.1841073839465603,1.1426867480157046,1.113774202301758,1.1045050067879814,1.1023741160285818,1.1008734024506996,1.0990227728040345,1.0968995341375287,1.0963884019272003,1.094655393972347,1.0933762465676882,1.092514648221419,1.0898030795677425,1.087323033805873
9-2801820,,,,,,,,,0,1.0098022074580164,1.0050950260831584,1.0105362837830483,1.005475430137825,1.0070897294483563,1.0274758480696067,1.0257857831001471,1.0247973060267705,1.026240658837883,1.0391350204313616,1.1401214891786817,1.193757366372135,1.2187068872394595,1.2571721211995264,1.2899779935049214,1.244743651694206,1.2013124179666843,1.1819590759302903,1.1877425582063958,1.1826084568328858,1.1711204819661565,1.1606783033149002,1.1903757351375357,1.1465198621061092,1.1162405238801916,1.1066626081942088,1.1044387379589669,1.1028428563800046,1.1009633732427375,1.098730155506792,1.0981553542848737,1.0963716573638236,1.0951095476248272,1.094218230456717,1.0913859335170233,1.088851874422424
10-2801904,,,,,,,,,,0,0.9992550609988298,1.0108865931594513,1.0041183769742092,1.006350205490963,1.0299494280856083,1.0277137363889708,1.02653128045276,1.0280101945640414,1.0420648258981169,1.1514557489024446,1.2090785518032825,1.2357469105408476,1.2775161999344096,1.3094128470808257,1.255712228589608,1.2086028693468263,1.1878459750860764,1.1936586283800024,1.188228312185932,1.1760509763425033,1.1649550013956333,1.195319534936042,1.1493894200007528,1.1179910857094741,1.1080605673750157,1.1058035664195125,1.1041614993347524,1.1021974535943269,1.099975472157823,1.0994116891888122,1.0975867626048248,1.0962546119260361,1.0953405306743667,1.092439031602809,1.0898103326900048
