순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800317,5-2805948,6-2800371,7-2803056,8-2802651,9-2802638,10-2803669,11-2803046,12-2803045,13-2803071,14-2803082,15-2803093,16-2803107,17-2803121,18-2803113,19-2803106,20-2803048,21-2803109,22-2803227,23-2803239,24-2803252,25-2804953,26-2803256,27-2803249,28-2803230,29-2803233,30-2803234,31-2803237,32-2803241,33-2802745,34-2802737,35-2802629,36-2802719,37-2802709,38-2802703,39-2802693,40-2802688,41-2802684,42-2802674,43-2802665,44-2802662,45-2802659,46-2802650,47-2800819,48-2800815,49-2800810,50-2800806,51-2800793,52-2800785,53-2800771,54-2800764,55-2800756,56-2800736,57-2800710,58-2800705,59-2800697,60-2801603,61-2801583,62-2801565,63-2801546,64-2801527,65-2801514,66-2801509,67-2801497,68-2801482,69-2801450,70-2801424,71-2801411,72-2801401,73-2801160,74-2801367,75-2801346,76-2800173,77-2801259,78-2805069,79-2801243,80-2801242,81-2801247,82-2801249,83-2801253,84-2801083,85-2801057,86-2801043,87-2801010
1-2805726,0,0.9427561043740694,0.9553776213878155,1.9519832588826382,2.354707634739892,1.922113522537563,1.692164308397661,1.6841237274339047,1.7184931531629313,1.7510412772406865,2.0867389500861515,2.2416871846619575,2.3115846551052375,2.434554175732244,2.5305533419496546,2.386618446008248,2.2989431542293044,2.1167855358249636,2.0495898140162585,2.063299387295181,2.042071477886053,1.9310778152643713,1.8674099357383913,1.910196505064815,2.0721160634101485,2.2816209732223904,2.4865194593696027,2.9422099206834087,2.9693992142877277,3.0294956277342795,2.8916754168854224,2.756958761344801,3.234313656950818,3.2472417066649335,3.1015345456193613,2.9916892981977257,2.968863879437176,3.009843852434711,2.860374661633712,2.7842685919897994,2.811266673346632,2.9639154034496933,3.1282651626642823,3.3193014246084322,3.4470789366682637,3.7637976199119563,3.6794222814003614,3.8504139821364567,4.402058934666301,4.817952471407128,4.6139617713640195,4.4470323919962045,4.184950306664202,4.062573284563789,3.970536342909499,3.8765875020259286,4.246269951349214,4.335548222801899,4.580669609052881,3.943568578169553,3.774988935020423,3.6543484307132297,3.534019142637424,3.3771185112418447,3.292684370580426,3.2388433754304904,3.145996885941942,3.032700121529649,2.9317202212169606,2.909566787633267,2.8551146141084653,2.792930278530505,2.746955573566983,2.69147822834736,2.6075621060129164,2.5113209358148243,2.4239890241710014,2.395519484374337,2.372744837241394,2.410039643184381,2.5022802731050606,2.5899804841350105,2.6802635411122835,2.6981075484576658,2.6641653418290776,2.616327866636068,2.5066236397089843
2-2805739,,0,0.9633030465334819,2.523120678339157,2.9120645148701683,2.1522388573395284,1.8174450068568044,1.7916979054027844,1.8276840349136432,1.8580414997274712,2.260974329696204,2.451122992144448,2.5314920094480953,2.6757068949069347,2.7783587160257075,2.5877642104029315,2.4751092214442347,2.243333852787861,2.160889994052703,2.1735212208176873,2.142184073816525,2.0106051159967704,1.9360064586043986,1.9792061977608872,2.1576678077788025,2.3912304302591236,2.620211209369336,3.1417009361637454,3.16662664473124,3.232212930626371,3.065963151940211,2.906080601368141,3.4490263296630044,3.459757516514878,3.2807559190948647,3.1519683623120156,3.1232336799213676,3.164044829905865,2.9919974368729845,2.905109199745647,2.933142338085567,3.1014635439948477,3.28366423444227,3.4966493567682946,3.6395783544407005,3.9973616895028368,3.897281422247951,4.08976390792277,4.722505135597023,5.207217088718638,4.957279536023797,4.758273334038471,4.449172339499935,4.307183609752013,4.199340938375911,4.088210372978442,4.505120026322892,4.605265273536032,4.880624961741077,4.143095726696795,3.9518753236505297,3.815836413469244,3.6809015078808707,3.5060498242704403,3.4124862137160137,3.3534406144584192,3.2512243804082965,3.12614731352444,3.0167915836226213,2.9912352580009554,2.9320719434376237,2.864839747257221,2.8155105807650243,2.755739688057878,2.665302766747193,2.5621256730366366,2.4692513503827658,2.4391739652724684,2.415006134862836,2.45340664528835,2.550125511520753,2.6416018750309913,2.735629825803016,2.753718117306331,2.717322132257858,2.6665845804790775,2.550077746124317
3-2800372,,,0,4.191195637261628,3.0659841351867416,2.1557655827746838,1.7948494955038632,1.7706198661269166,1.809524791964521,1.8428030972669092,2.270448836464646,2.474722777206466,2.560846975983905,2.7153803940127776,2.8238351586249895,2.6164150689144035,2.4952156146500295,2.2506876618961162,2.164051272296897,2.17581373212154,2.1430701508007597,2.0068385455581152,1.9301696738907794,1.9757518378161392,2.158908382371317,2.4013583212786074,2.640400204077576,3.1878053773567925,3.2105030925371576,3.27874740629455,3.1024538339778327,2.9344806116146276,3.503551971512599,3.513815172773179,3.323019054569777,3.187366404908719,3.1558651847296852,3.1972674217353645,3.0174745584319838,2.927015961900218,2.955689339741726,3.1298797742333084,3.3188972896399336,3.5404450794685363,3.6894111043577698,4.063813830313285,3.957693294673199,4.159063451270735,4.825944197480869,5.340685769823162,5.0711491272908,4.858646958456415,4.530242514307551,4.380053145474924,4.266296544027569,4.308197643688554,4.776405832803735,4.8897233382774035,5.197553230521408,4.34829482611316,4.1323621529005825,3.9796773719941174,3.8290880676929353,3.6351763015486624,3.5320002316260295,3.46702630762318,3.3555632334728447,3.2190672762448553,3.0999052512166823,3.07044220712505,3.0068778134307648,2.9341959457545332,2.881535417456712,2.8171549470107484,2.7210695055429936,2.6111992548912446,2.5123627038273573,2.4802796545161065,2.4547543077293468,2.494612127476531,2.5955070639132196,2.6908830639730947,2.7893243980815177,2.8063553415703524,2.768039980372974,2.713981015192438,2.5910491630519195
4-2800317,,,,0,0.9938017763213951,1.0010720033046157,0.9966444395660684,1.074224890987149,1.1286673668898222,1.1969372568282657,1.4873751428289967,1.6230908541974585,1.6973427610195584,1.8313299294491587,1.9513403293234364,1.855040191492177,1.7982228829296507,1.6790715949167374,1.6364724770014545,1.6635606395501887,1.6697398144526794,1.595426633810153,1.554354154659735,1.6091939799249284,1.7600134253637993,1.956793615542388,2.1503640918222895,2.584318483743653,2.622950645602619,2.686847647958865,2.56697725357918,2.4533425875812895,2.9146728116066494,2.9323530772317996,2.808362922629677,2.710106524374251,2.6951787381016894,2.7433978459644166,2.608870520127603,2.540720449605344,2.5701273656946375,2.718424600960143,2.8786051338477345,3.0655723131538553,3.1914010032292937,3.5035244612509455,3.4251301603212916,3.595506026316349,4.14437200196095,4.562147287540511,4.364724165821736,4.201747799441731,3.9474764860107796,3.846428861785025,4.009072127374704,4.316442540763328,4.821554686633813,4.944760969477305,5.279918693846568,4.358383581992242,4.128840814091027,3.9676720743807414,3.8096317016299817,3.607456708065463,3.500482203248217,3.433348783971997,3.318517317857099,3.1781199419535704,3.057390335865659,3.028143120154645,2.963248467254144,2.8899386837201604,2.836375035347655,2.771757072537878,2.674842195356798,2.564756836101916,2.4661850731545965,2.434502725932762,2.409094389994191,2.449555934542353,2.551661078939347,2.648524278068444,2.748658814376088,2.7672779688537026,2.7284904367150977,2.6745579277504046,2.551465651030268
5-2805948,,,,,0,1.0138364152575454,0.9991342191927046,1.0057058233192262,1.066132973869107,1.1106761301810268,1.5046975761129415,1.542904827226939,1.4996223168210316,1.6307567127746132,1.7779275105702306,1.6871947827162017,1.6347914215922799,1.528445174560852,1.4918415256888322,1.5277693051419536,1.5451409539001006,1.4796454203461111,1.4447522713358527,1.5074553924515344,1.6631386400849555,1.8697105592971535,2.0753884667882154,2.543850785217053,2.5869215231360734,2.6574190755903553,2.5285885506739345,2.4299852432279807,2.937533354936705,2.9575675395613596,2.819025855690937,2.718636323544093,3.0081384858968603,3.058756405797987,2.8696755561045997,2.7761209868709567,2.8546238199337517,3.048158601959583,3.260798033268996,3.513581850308439,3.7308520131290366,4.181408892466588,4.050252531776926,4.40078976548324,5.278644249466277,5.991829500513818,5.593276025393098,5.295223343492643,4.849856474447543,4.652056238058407,4.5047775189037775,4.244617443562565,3.97585841732018,3.922172938686818,4.009073656970119,3.4660213068084773,3.322893969860874,3.2208102529238127,3.1190536558493513,2.986539385551167,2.915237320132614,2.8703715029074757,2.7918695290872835,2.6961333557143607,2.6117093781117693,2.560266944651204,2.5164046320386024,2.4656213436079746,2.428531626087215,2.3833755999606323,2.315182125098266,2.2364988069933314,2.1657065501448702,2.1428675149170417,2.1242106200669197,2.1586215362983445,2.2440861082648906,2.3246721997012063,2.4076468975700043,2.430956096326599,2.4023075010314385,2.359384054316171,2.2707395813798255
6-2800371,,,,,,0,0.9844925528289317,1.0003789810425883,0.9976236480504985,0.9971704856178898,1.2484331936541024,1.2957371181734034,1.2717775570779977,1.23249426137774,1.2149290290858235,1.1936553504262015,1.1822026337451403,1.1548189768065649,1.1453873952253408,1.187947045295578,1.226988663834687,1.202690512094284,1.191345048630899,1.2559105883659198,1.3834010004233503,1.5502439830532584,1.7129308780449872,2.0765698811657853,2.4366612154999263,2.5082410069404175,2.389988728770288,2.5592826577762846,3.1622497619951133,3.1807859543456156,2.9995594138902946,2.9974136679134937,3.3642408918380657,3.413376060313689,3.15729487059578,3.0334936905160936,3.12628431095383,3.3659281398744674,3.6333427181871323,3.9567119449876187,4.240286494204765,4.843416898257798,4.649122270256929,5.125565696613658,6.378576630389947,7.4634483109224465,6.792709479064479,6.32652444947415,5.657851442033588,5.370949497050055,5.161658270172214,4.799318435401203,4.435634752911774,4.364326898592037,4.460662519169963,3.7609652728869127,3.5828163700261597,3.4570921847406457,3.3330338572824134,3.173281295148482,3.088198537791092,3.034841831282128,2.942321770709327,2.8298614885467965,2.7319395799120114,2.671655743654598,2.6212345367370844,2.5633866949878663,2.521215749693607,2.4700998824905454,2.393254704766305,2.3052622640427307,2.2264859619138955,2.2011568340213956,2.180578983308187,2.217305201639931,2.3089374919377565,2.3955971932604814,2.485047988363956,2.5081072229978294,2.4762992803334476,2.4241485165235597,2.3309389237775036
7-2803056,,,,,,,0,1.0212810530897496,1.0097572314555892,1.0049777049015756,1.0038540870756794,1.0034858155538315,1.0060376446698815,1.0051960135304232,1.0069235878722653,1.0058060647177836,1.0066989654181098,1.0053026223373944,1.0053950158206184,1.052216514204836,1.1014919078764351,1.093211728012693,1.0871303448728382,1.2758737026558562,1.4206599340868866,1.6126652027826271,1.8034778999564336,2.242472588471169,2.7173221900076037,2.802588388360798,2.6351178514504197,2.875242696219167,3.690711959335513,3.701092404440348,3.4115016967123974,3.3953187369720568,3.8872500281605524,3.9285235461098784,3.5601423016390594,3.3877367311535034,3.501104511050939,3.811518918754764,4.165438531702013,4.603953094215287,4.999632151035675,5.873967505076047,5.55906624064904,5.556219441207076,7.114718035843201,8.533837720505538,7.610418280992028,6.999006197101542,6.149213603649372,5.793981398710462,5.53854676564768,5.102799833117786,4.6740606369272335,4.591028058785278,4.693857896647281,3.895109241942676,3.6962703464969207,3.556940861653313,3.4203286988608856,3.245650505297968,3.1531982028667915,3.0953777535429077,2.996038670506143,2.8748348761130362,2.770249911768552,2.7057157398625575,2.6522082905804942,2.591059398111316,2.546563528147464,2.4927595026453924,2.4121092773306607,2.3201437327627903,2.238109991082026,2.2117963766642097,2.190455652406197,2.2283270489928317,2.3229661759137623,2.41261648965383,2.505295390190945,2.528643607247135,2.4954457659663793,2.4411037275815723,2.344235304064765
8-2802651,,,,,,,,0,0.9842906521514391,0.9912555059669017,0.9943570457122526,0.9949743610696847,0.9997324657821212,0.9998892800249086,1.00318279278143,1.0022668089488946,1.0032057073894887,1.0025252900212334,1.0025063313619744,1.0570194496302827,1.112940718120106,1.1022214103851622,1.0946703351983411,1.307268778541118,1.4734752030960054,1.6979358238741762,1.925702146890932,2.4689487980222475,3.0876443545192447,3.190383604625059,2.9469698458452265,3.2496061342839777,4.371947035404891,4.364727215032073,3.905439586951515,3.673093878147392,4.278038878818333,4.309808859744336,3.8397241772894675,3.6256238935186476,3.666284952445997,4.0207337427088135,4.430521398917126,4.946574733411199,5.036043047084579,5.404376192839815,5.133657377394524,4.743769392785718,5.470115451488462,6.343310542981721,5.840507088258747,5.477502554335579,4.949403827010286,4.720188828229249,4.5516316513089095,4.258090371565702,3.9604301823935013,3.9016311404491693,3.9973942351449336,3.412855782195118,3.2622042281091925,3.155643000774277,3.0501178739492967,2.913734934726641,2.8408169396861105,2.794740163482807,2.715442991290532,2.618496998439669,2.5338087937731237,2.4836256525322993,2.4400395979215665,2.3895302036878636,2.3528084682612507,2.308188566150556,2.2410874694959197,2.1639389465340986,2.0950051821170788,2.072861098405909,2.0547076706123377,2.089655690188435,2.176277276015234,2.258080558074754,2.3424780818640163,2.3679123644289177,2.3395330156573997,2.292990834155694,2.209914709972669
9-2802638,,,,,,,,,0,0.9955400099541006,0.997650465125517,0.9979241443613578,1.00328829565473,1.0026258747657302,1.0057072687775153,1.0043419627768015,1.0056670001029593,1.0036968179671952,1.0039386553718963,1.062514732024892,1.1218237309976296,1.109306909194615,1.1007020543865564,1.3263563704598609,1.5046118493630385,1.7477480558343483,1.9973320592699402,2.604953613402888,3.318245634265345,3.431459285608332,3.135033445356219,3.4774103322197423,4.814225296653759,4.791346073121423,4.206773743340552,3.8768116995449855,4.053342580345694,4.092931359131895,3.6649390286391195,3.4688282617134623,3.510132132137887,3.8440152521714297,4.22858029762994,4.710813158966103,4.796794261964214,4.838359546579534,4.625147197714176,4.309069369532856,4.927354772049841,5.652216122629956,5.259022518671456,4.964886785824277,4.531751267003986,4.339252215992466,4.197570562858843,3.949065750923583,3.69511120994081,3.643488098483299,3.7361638517659133,3.225358950827437,3.092465893094715,2.9977019938174525,2.9030092844788418,2.780766430189601,2.7151349035217436,2.674030205522287,2.6022579716757286,2.5140094687561834,2.437258045117419,2.3925698131961415,2.352553620647874,2.3064553527246585,2.2725248748107534,2.2315188425878585,2.169774952743642,2.098526099866796,2.035018985421525,2.014374065008937,1.9975068925673798,2.0312495609808923,2.1145812650176112,2.1931733926443324,2.274189431813823,2.3004024628176216,2.2739617050438565,2.230566195548272,2.1532508326232174
10-2803669,,,,,,,,,,0,1.0000503067137454,0.999867054536933,1.0079239827028887,1.0054540959797287,1.008529539084063,1.0063746343208269,1.00775309480169,1.005010136061935,1.0047623638369818,1.0718936608991072,1.1377904362898268,1.118274628511815,1.1115536763315683,1.2748195658574302,1.455851128479574,1.704433755354313,1.9615690381736008,2.5959156253847846,3.3562253953074945,3.477044067896224,3.1570565863830393,3.5220064165369913,4.983852326366761,4.953037267974778,4.299472777265667,3.940425683265024,3.795356953680879,3.8437021039980217,3.459158577241877,3.282048852110603,3.124673783128025,3.363108031441744,3.673801879136823,4.057306916619627,4.1316849364686625,4.103922138544518,3.9561032171599413,3.726527238630125,4.218849455777983,4.773219621080498,4.502202784996312,4.287679273105358,3.964250582617901,3.819624331177661,3.7110957543523164,3.5189670208565627,3.3187946127318724,3.2784944914356267,3.366461311022648,2.953165997308271,2.8430459540719073,2.7645128064693787,2.6859671389514292,2.583369227101682,2.5279366473563125,2.4928942515256423,2.431811602347306,2.356784691118861,2.2906515309770508,2.25387591612743,2.21970126112669,2.1793714270937428,2.1501236561120143,2.1143856085592465,2.060483106906961,1.9979167391053292,1.941995108750312,1.9240181189366432,1.9090639114309462,1.9409906643978525,2.019381976024902,2.0931625911472334,2.1691221020340388,2.1964334122234113,2.1728661511496585,2.1341450106230937,2.064993413183212
