순번_정류장ID,15-2802618,16-2802176,17-2807095,18-2807096,19-2807097
15-2802618,0,1.0038351809585915,0.996381581141009,1.015255600878316,0.9948698353448888
16-2802176,,0,0.9927559648305464,1.0190090792431195,0.9927645255021762
17-2807095,,,0,1.0737022092077166,0.9927725155753585
18-2807096,,,,0,0.9270868950166604
19-2807097,,,,,0
