순번_정류장ID,15-2803232,16-2803181,17-2803254,18-2803262,19-2803273,20-2803279,21-2803289,22-2802877,23-2802883,24-2802889,25-2802928,26-2802944,27-2802622,28-2802979,29-2802988,30-2803014,31-2803030,32-2802644,33-2802965,34-2802939,35-2802634,36-2802843,37-2807106,38-2802606,39-2802764,40-2802743,41-2802750,42-2802766,43-2802777,44-2802786,45-2802779,46-2802765,47-2802746,48-2802633,49-2802770,50-2806099,51-2802840,52-2802886,53-2802934,54-2802984,55-2803578,56-2803032
15-2803232,0,1.0582894991146097,1.0025468776586695,0.9962773315142691,0.9973940178189992,1.0022776442185153,1.0015926962573736,1.2895289879101126,1.2703372551917764,1.254562884970112,1.2257174549352243,1.2185275692390396,1.20761564076338,1.1953852944106693,1.1846737189130956,1.1750048351499742,1.1978695501709096,1.1861411839681664,1.6051979811985024,1.7685186966171589,2.1367719820755395,2.470922784911705,2.98187611533008,3.5920425758094074,3.813576411550313,3.508913632135281,3.329401391278843,3.1249544281253225,2.8854250316887438,2.712881611822318,3.116989399293287,3.6355693066412735,4.1313345040833696,4.46017371383624,5.317413034569344,4.649610241190543,4.355117796783169,3.994996608018657,3.8288475729359046,3.6617731714046053,3.4027506672166017,3.465044869701143
16-2803181,,0,0.9418694899400983,0.9722760226918925,0.9784726775778901,0.988693901800995,0.9918948705337021,1.3351851049698231,1.3069895504579663,1.286329082033793,1.2492683640082853,1.23996902200542,1.226686604562545,1.2117352437315063,1.1988343778925106,1.1872826770234393,1.2115745608411337,1.198021226865554,1.663485728505634,1.849442708851011,2.2750854470107957,2.6734803553124795,3.29066823798288,3.383085453042981,3.193644977293063,2.929685700539618,2.8083902682153963,2.853630562209472,2.6521957124873166,2.509210101230348,2.874980926749875,3.34027029955879,3.5102087780740616,3.7626298140147494,4.839028575113442,5.227921480421227,4.829811757689123,4.3656005273566265,4.149208818899922,3.942292950612073,3.6289077291805087,3.6912437967407175
17-2803254,,,0,0.98905115213879,0.9930937438245737,1.002115639760988,1.0012211694817874,1.4223323477053598,1.3759119191060536,1.3464896361158212,1.2948862962764516,1.2817491245770316,1.2645451099733092,1.2449392358499738,1.2283192757564212,1.2135360623259963,1.2379652261439071,1.2216035318668859,1.7418068916870295,1.9555480585783518,2.453139534972021,2.9361889521969236,3.704369135982366,3.804115881314031,3.545475382761337,3.1288485006827513,2.9811244574194036,3.08716423135348,2.8371734345799138,2.660356237528973,3.0831810266668596,3.6333970000767906,3.7570550694593363,4.052604511057234,5.492277801843379,5.98334115850252,5.4224853907107295,4.8145763755761015,4.530406901955697,4.271916241015092,3.8901849665921207,3.9489401723393573
18-2803262,,,,0,1.0036996493769443,1.0162431175386997,1.0074311142989114,1.5013275250652234,1.4216923995564277,1.377897138347625,1.306380676369909,1.2891481825241986,1.2674298077726334,1.2433722478482099,1.2236119031420636,1.2065321071132549,1.2503818229670671,1.2304378473575521,1.8318540134892347,2.0969023316341406,2.7369830590585784,3.40334365311431,4.531041390752866,4.640650513426167,4.206146145470297,3.561600576711781,3.3458303098149695,3.476017791784936,3.1274929531554005,2.885864697335576,3.4169075217747022,4.13831133991269,4.291479864332775,4.696005282301508,6.830826836672892,7.579751063372084,6.586468299437838,5.637827779991078,5.20246547331656,4.835401341907787,4.316728116918297,4.4178342188901345
19-2803273,,,,,0,1.0250385230243604,1.0083332505143063,1.2549078299423209,1.2256652608989322,1.2017075703944393,1.1641895153376514,1.1569049023181477,1.181165054018035,1.1645386274472382,1.1508728363209466,1.1792863609799822,1.2715914560726673,1.2484635836273987,1.7310539176730921,1.9848843581677211,2.5999101792923716,3.235978840018959,4.3142989982949995,4.428520331228417,4.023998455438437,3.4209101717869093,3.218699695345032,3.347300337575263,3.0184472015348094,2.79185946316853,3.306472052012313,4.004398248556832,4.1555529954692085,4.546333002861127,6.601336166235494,7.32547753076744,6.385777317829467,5.479356686474769,5.065005051525561,4.712697786950506,4.2133714680847065,4.696908249189278
20-2803279,,,,,,0,0.999555835158755,1.0022388307007337,1.0006517530958272,0.9988011434624919,1.00784396444274,1.1787059116631668,1.212149134511752,1.1892198216577679,1.1710107474842262,1.2025731639208141,1.3074278445397913,1.2782565789349118,1.4748065304006477,1.6852212221462592,2.0964732888732334,2.5586238943269453,3.3187335626137977,3.434355671377516,3.1958222083802905,2.8163388870141186,2.684284982321241,2.794498308083802,2.5684324112537915,2.4149047404225317,2.8265030091839107,3.3681860922839717,3.4967074480226703,3.791110945955725,5.252901067772536,5.767333572398525,5.201719892317701,4.593250635369595,4.489703435039362,4.212938275415556,3.883440064782734,5.184373045069563
21-2803289,,,,,,,0,1.0098270816852215,1.0032140956379283,0.9994096561307698,1.0125347472459592,1.2938727580141405,1.3412224567125968,1.285532943148061,1.2461235831188258,1.2157067753832411,1.256481427125684,1.226774160766912,1.609812664508439,1.9013153385399812,2.2247479097506693,2.5128356040297777,3.0803969099403634,3.2059801753271477,2.98291741942433,2.6301091878119953,2.508723216453234,2.62111818452089,2.4110723623988104,2.2724926993565666,2.675774972499103,3.209811893869946,3.3408630402477137,3.63302821665617,5.09925888295325,5.625082751299539,5.410623506707624,5.241119977637718,5.613997123491503,5.138799551185201,4.4962176540967365,5.898070391007192
22-2802877,,,,,,,,0,0.9953537555515789,0.9910991151524683,0.9963854356268562,1.0054498170111472,1.0098380794821809,1.0083524765244025,1.0069899472747956,1.007363682888248,1.076659022748221,1.0648520692879266,1.7212001402602948,2.088961256335753,2.487416412726276,2.8577290874691905,3.611960803880259,3.7534583658607157,3.4126902829940624,2.9102546748765907,2.745120708710368,2.876445136537832,2.6022059386347305,2.422577316937706,2.9018639927247225,3.5586404186852802,3.712829042775124,4.084855099967233,6.079277852634287,6.81103903594661,6.416655715792913,6.1303968128406865,6.611332150590937,5.9208622276374285,5.03949108867729,5.754803707574518
23-2802883,,,,,,,,,0,0.9824089568889952,0.9970110148541712,1.0102496495251183,0.9994660569326377,0.9997548674877937,0.999536648445942,1.001151882882782,1.0183786281299059,1.011863212936568,1.8555544514205702,2.3242958826305347,2.6342182392368816,2.3218792044721495,2.845319366599682,2.983080154916248,2.7739686749578865,2.4460671654974533,2.3349360798112198,2.4504906634290227,2.2556205382243992,2.13168326557325,2.5290128689998355,3.059494470651622,3.194257978905875,3.487021458661631,4.97769919801988,5.523864841301633,5.425199637236388,7.193158567774937,7.862875970448058,6.8545300916503225,5.649665788264494,6.142320905551239
24-2802889,,,,,,,,,,0,1.0031801366364093,1.0187077094404031,1.0035269853922704,1.0028468546103657,1.0019894952369088,1.0033672517888035,1.0216698100367483,1.014239149357867,1.9426388791380267,2.4824545612505418,2.8214094351663435,2.4421512390583633,2.5336591542929314,2.6674450662714406,2.5050737834162122,2.242755199807196,2.152804939762374,2.2612621747304424,2.098566757324682,1.9976959368028377,2.35944252390695,2.83657869851871,2.9626710144735426,3.2228168086333318,4.517640226318147,4.993733182479532,5.822692342883489,7.919130911315136,8.706238441602416,7.455751051134353,6.02223282417457,6.565656373043896
