순번_정류장ID,1-2805876,2-2805875,3-2802007,4-2801989,5-2801958,6-2801947,7-2801939,8-2801934,9-2805271,10-2805273,11-2805275,12-2805278,13-2801967,14-2801973,15-2801974,16-2801964,17-2801953,18-2801952,19-2801788
1-2805876,0,1.0105805097366218,1.010787145833914,1.0117047956888898,1.1093504499247566,1.0707104955161564,1.063585673397787,1.052833531756013,1.1599306226025528,1.232410457318658,1.4458788310219026,1.9802611348685615,2.019540045090132,1.84499163277052,1.6620050711260776,1.5684982555839004,1.4682576950965578,1.4187380715648965,1.3757495963347421
2-2805875,,0,1.0109472804910888,1.012022035061601,1.130045422734547,1.0804497494882945,1.0705577496739915,1.0574513630438185,1.174592135445492,1.2525674840557257,1.4887333688466386,2.09915977054771,2.1372485267558345,1.9227570919290602,1.7093896996961215,1.6028512268947486,1.4910991295558165,1.4368145466240203,1.389248718415882
3-2802007,,,0,1.0126342487263482,1.0387894380305849,1.0053782870262113,1.0101132380808642,1.006940137898561,1.140160320610884,1.2846629699061503,1.5582646333387715,2.303703206346583,2.336849230349691,2.0474015397837575,1.7817374181748007,1.6539386493755368,1.5241500727636297,1.4626275082351758,1.4081978102505248
4-2801989,,,,0,1.0738171304296515,1.0000758849216662,1.0088541887667783,1.0048213920014042,1.1806582618497528,1.1380499652963814,1.3600767250382326,2.088669287581155,2.136650006170554,1.8825902273925328,1.6496367131232097,1.5410654857690969,1.431885615232557,1.3804506426629692,1.3396757295749204
5-2801958,,,,,0,0.9115319217845431,0.9702266394017761,0.9783009835353812,1.2138626259768361,1.152899507451561,1.1941548374404476,1.4367345910332188,1.5069310908697096,1.4192712719615466,1.3164727761888775,1.2702692675508833,1.2215406595366174,1.1976192165700967,1.1895964601315316
6-2801947,,,,,,0,1.0278048054011117,1.0097389290275844,1.129558043231908,1.085819780733659,1.1389688538190101,1.2334947616037903,1.3107668271321518,1.2638896735920282,1.196693568923481,1.169390672959051,1.1402171322487173,1.125650838803838,1.1294785827949763
7-2801939,,,,,,,0,0.9930619202991532,1.0002780934653597,0.9922717164767003,1.0647982334341193,1.051834071834653,1.0458821463878034,1.0504132379248659,1.0302409698722261,1.0281123859771795,1.0254017868492498,1.0236519725708084,1.0435313607420982
8-2801934,,,,,,,,0,1.0020610172858513,0.9902808735248669,1.0854185629724273,1.063763680583705,1.054951560165961,1.0582661145305645,1.033997779697867,1.0310715861556556,1.0275775743277853,1.0254571588277568,1.0461819335178597
9-2805271,,,,,,,,,0,0.9684740297741078,1.1491461100569258,1.090392107154054,1.072826901573361,1.0722991050470643,1.0392503504438528,1.0348724674927623,1.0300920592053293,1.0274092989380479,1.0497046062821658
10-2805273,,,,,,,,,,0,1.5398337742072434,1.1707652177376,1.1212805980144491,1.1037344256035702,1.0536669699307157,1.0455181924452757,1.0375539286778945,1.0335410285035498,1.0564781323227683
11-2805275,,,,,,,,,,,0,0.9981826812713436,1.000133056280589,1.0286268865794836,1.0005606306841133,1.0039604981261212,1.0062945430205295,1.0067038051564687,1.036073703924824
12-2805278,,,,,,,,,,,,0,1.003391559049889,1.0467964100341447,1.0013065785226982,1.0052651829975066,1.0075770984328267,1.0078252721260885,1.0399283917850226
13-2801967,,,,,,,,,,,,,0,1.0535379462842511,0.9940153168697848,1.0009287161994245,1.0049052645728904,1.005658242172765,1.0402970177196416
14-2801973,,,,,,,,,,,,,,0,0.9485165691779296,0.9787280527017891,0.992685374403455,0.9961978891915266,1.038065941472893
15-2801974,,,,,,,,,,,,,,,0,1.01537958301334,1.01392905910914,1.0125282936452815,1.0584265985505426
16-2801964,,,,,,,,,,,,,,,,0,1.0129744695319478,1.0114056913225007,1.0683534904224035
17-2801953,,,,,,,,,,,,,,,,,0,1.0006914290455513,1.0949996069190313
18-2801952,,,,,,,,,,,,,,,,,,0,1.0271007742268363
19-2801788,,,,,,,,,,,,,,,,,,,0
