순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2804729,5-2804133,6-2804131,7-2804129,8-2804127,9-2804125,10-2804123,11-2804121,12-2807387,13-2804118,14-2804117,15-2804115,16-2804113,17-2806364
1-2800270,0,0.9992239779422376,1.0013822496112423,0.9961911066608101,1.2819835427488733,1.243719727025551,1.1753692375920095,1.1586999460755036,1.1450231765706445,1.1369422270189045,1.1152539887075392,1.1077898372080712,1.0919069875048721,1.0823875597887787,1.07746611547416,1.0709591454342755,1.0659897911614333
2-2800268,,0,1.0039856855786276,0.9909886288363877,1.6188132477491686,1.46247969310221,1.262263900199593,1.2269212500772047,1.1994719598655117,1.1835534158067091,1.1474607068358582,1.13541189780143,1.1110090494118119,1.0974939870700084,1.0907174611653694,1.0819534542839815,1.0753950355856923
3-2800264,,,0,0.9766798017496661,1.166740930743862,1.1238069420944046,1.0758518054942454,1.0652813945353492,1.058331762786495,1.0556011680416868,1.0424492451609215,1.0391090584028606,1.0328775223243494,1.0285474018313148,1.026380709903818,1.0236591417318015,1.0217498679988886
4-2804729,,,,0,0.9973160372106686,0.9946046031969251,1.0053903805401339,1.0037930739975987,1.0046322423887335,1.0071392794032634,1.0021033402861925,1.002071508604347,1.0028236580205623,1.0019458604733136,1.001520644801261,1.0010970044950835,1.000970536549585
5-2804133,,,,,0,0.9893506171592771,1.0090616608700615,1.006129517132825,1.0067846955110893,1.0096521575250532,1.0030424785209475,1.0029061174395733,1.0035694320806678,1.0024860955280963,1.001972784243418,1.0014597421357216,1.0012894151714153
6-2804131,,,,,,0,1.0151034739960456,1.009967597171735,1.0099047243415133,1.0127392136972204,1.0045842528381417,1.0042561595451804,1.0046381897983288,1.0033274811470676,1.0027148569059916,1.0020909204667834,1.001852759548242
7-2804129,,,,,,,0,0.9948722614154214,1.002610429871848,1.0104117021158683,0.9984748011152098,0.999036465351348,0.9998676261488566,0.9991015130535037,0.998774838457464,0.9985618966259153,0.9986752215787195
8-2804127,,,,,,,,0,1.0096822469464262,1.0182410274146703,0.9993612638622041,0.9998518257016824,1.0004874437066655,0.9995184622786609,0.9991172468842408,0.9988378115564377,0.9989259745914871
9-2804125,,,,,,,,,0,1.0287573019307743,0.9955538013743048,0.9971713395381813,0.999042945732292,0.9982885564309745,0.9979952174195739,0.9978705137474101,0.998089572344554
10-2804123,,,,,,,,,,0,0.9813001955496021,0.988162686903201,0.9946867930899039,0.994958691106916,0.9950847645273588,0.9954518844426667,0.9960176298466313
11-2804121,,,,,,,,,,,0,1.0017481758593885,1.0016292470521586,0.9996235167889046,0.9989816993279892,0.99860884292022,0.9987665150345173
12-2807387,,,,,,,,,,,,0,1.0015870325572795,0.999179728347749,0.9985208248143799,0.99821009773538,0.9984558962276753
13-2804118,,,,,,,,,,,,,0,0.995753080512023,0.9958090056206153,0.9963283561119913,0.9971551896695389
14-2804117,,,,,,,,,,,,,,0,0.9958975097164242,0.9966984338724779,0.9977321822240882
15-2804115,,,,,,,,,,,,,,,0,0.9972128626074187,0.9983475263918469
16-2804113,,,,,,,,,,,,,,,,0,0.9995747589729287
17-2806364,,,,,,,,,,,,,,,,,0
