순번_정류장ID,40-2802708,41-2802731,42-2802755,43-2802776,44-2802813,45-2802853,46-2802903,47-2802942,48-2802439,49-2802449,50-2802370,51-2802459,52-2802473,53-2802495,54-2802517,55-2802506,56-2802514,57-2802522,58-2802375,59-2802504,60-2806677,61-2806675,62-2802558,63-2802569,64-2802560,65-2802555,66-2802556,67-2802553,68-2802543,69-2802537,70-2802364,71-2802544,72-2802548,73-2802365,74-2802570,75-2802571,76-2802576,77-2802578,78-2802585,79-2802374
40-2802708,0,1.0086039183449789,0.9983218386755335,0.9936609539741503,0.9954023816143269,1.0023741799330184,1.0058800147843454,1.005079276370342,1.0028936272129363,1.007226655237426,1.0075478165560174,1.0096623063639163,1.0066084460871736,1.006619885300171,1.0069548408277953,1.0239533536143706,1.0309711191101236,1.029804796825203,1.043568439040095,1.1164528673350391,1.1166205110573602,1.2169305435579127,1.2437841436643986,1.4622034722774477,1.7301531875986902,1.8048570285477583,1.7665194688982233,1.7855464456844878,1.9285914948933742,1.9946916193002322,1.9605087613767738,1.91646087643856,1.8892988824669081,1.8159492705773435,1.8817943491517775,1.9390928578033002,1.9059850390894604,1.9246794468226627,1.9949498096245348,1.969200610409636
41-2802731,,0,0.9838639454733898,0.9854972882264269,0.9902848435284084,1.0007252630891854,1.0048047767125585,1.0040197152397288,1.0023761868830015,1.0071099930995953,1.0074623007706804,1.0097417835787004,1.0064730490727247,1.0064915101883058,1.006851618752387,1.0248891962825415,1.0321399353114005,1.0308683603349955,1.0455076244962567,1.122777487835443,1.1223211469685397,1.2280966139529172,1.2555368011297858,1.4873420669363782,1.7748665219404482,1.8551214550003403,1.8116419722804247,1.8304052405709497,1.9845858141125068,2.0553129686839906,2.0168800216061147,1.9676116289932273,1.9373471894130228,1.855946662957513,1.9260448135112418,1.9871573506563431,1.95060227274585,1.9702350423041264,2.044871679301296,2.016204629767088
42-2802755,,,0,0.9817282627232197,0.9899284277441252,1.0028432121876412,1.0069423600030203,1.0057116671076003,1.0031189007294057,1.008102150139475,1.008429438486113,1.0107623113776356,1.0072258393076752,1.0072085869909917,1.0075608695215277,1.02639035966556,1.0339306384591493,1.032544316093584,1.031003565374221,1.0975471623707653,1.0989891047632434,1.2373973687946187,1.2653356337630572,1.5077106678421057,1.8109380151488172,1.895044358696727,1.8478513503899587,1.8657304765022154,2.02915506967258,2.103839120219697,2.061865465966175,2.0082740234677336,1.9754539660767931,1.887669115080185,1.9609197420875986,2.0245272588090217,1.9851971856893613,2.005831338973886,2.0838886401575825,2.0530686746597504
43-2802776,,,,0,0.997119313422119,1.015035213942639,1.0156240037851967,1.01229845481467,1.005732489385161,1.0110758893866933,1.011284325620819,1.0136050234960512,1.0094476367746248,1.0093120314897985,1.0096148444706512,1.029837543629439,1.037873796706415,1.036243560871951,1.0343661814469074,1.1055997338630326,1.1064873378282383,1.2544868016088846,1.283165390406615,1.5445602044458056,1.8766126877083307,1.9683469605792743,1.9134105806085189,1.9302508038016393,2.109847305421252,2.1918139022814698,2.143069026033896,2.0812771758856847,2.0436413233905633,1.9442402319712426,2.023152588065475,2.0917544288296033,2.0469209371300026,2.068846960582555,2.1533652429920362,2.1182328633839265
44-2802813,,,,,0,1.0495565236726592,1.0275830446864107,1.0192161771223462,1.0071260468164502,1.0131341751755012,1.0132502783216988,1.0156765359742668,1.0108071529771583,1.010578478416565,1.010860176321565,1.0329944020983728,1.0417141572954063,1.039784119191642,1.0375084802384975,1.1151433065233134,1.115274217893014,1.2757159978473305,1.3052489952418347,1.5920781566672566,1.964322196625065,2.066606821489155,2.0003494215972424,2.014467060195391,2.217439165712966,2.309560054227992,2.250941205841467,2.1773381857295573,2.132840137673963,2.016437420270652,2.102881268681501,2.1781455261482416,2.126429989813418,2.149698813827544,2.242447786750965,2.202115219454974
45-2802853,,,,,,0,1.0060405500458645,1.0034141288900214,1.0013453163207973,1.0083938945687585,1.008819291182145,1.0118596757542562,1.007195367358012,1.00717547017682,1.0076174029879479,1.031002391804508,1.040209702206285,1.0382490430846558,1.0359801953901633,1.1171353087303464,1.116896419124212,1.284647779444106,1.31479163210726,1.616414578417923,2.011313272919335,2.120301978437956,2.0467555131938453,2.059799338107648,2.2759210858516203,2.374578685924047,2.3099568616923247,2.2288216523420212,2.180689877162276,2.05452133180746,2.1452885179592633,2.2243899087751333,2.1684807184784893,2.1926874876151605,2.2901681278783563,2.246250406903399
46-2802903,,,,,,,0,0.9991935670446545,1.0002920500111423,1.0088612284090266,1.009329698065493,1.0128027989622561,1.0073549452407715,1.00732144245934,1.0078105028104056,1.0339438351867982,1.0441263003839858,1.0417709138496407,1.038998675209962,1.128362363096587,1.1274236721813495,1.3120201321953269,1.3429191402359186,1.6800184314019653,2.1343315044780593,2.258464322500996,2.166868250621656,2.175143178616866,2.425787095569706,2.5391814517545446,2.4585388215392494,2.3591509277377867,2.2999498638221225,2.148670002049986,2.249841777916028,2.338197082211758,2.2716151974792025,2.298416682792538,2.406880201107301,2.3551996039871295
47-2802942,,,,,,,,0,0.9999340790087198,1.0097538162854263,1.0102069355999495,1.013953067796026,1.0078094061021727,1.0077385230114697,1.0082464397621491,1.036422861766023,1.047311368950967,1.0446275460820706,1.0414325322350717,1.1369683881428947,1.1350732717885237,1.3321045970130754,1.363305712909776,1.7268326359075268,2.2268800652495107,2.3631019375713804,2.256254475574089,2.2596424304687845,2.53775092219687,2.663057204293717,2.5692721163371077,2.454799543545212,2.3871421917863165,2.216269846314459,2.3251275026689395,2.4203413410839225,2.34551949801153,2.373916719182933,2.490777067817746,2.4328437582797084
48-2802439,,,,,,,,,0,1.0673647087093878,1.0458124478294997,1.0428670885393387,1.0171791999101354,1.0155081339831438,1.0157220056000436,1.0700956819423482,1.0888764527631638,1.08026865667716,1.0697884815492913,1.2369775572736819,1.2167161329276706,1.5538153509328163,1.5762158872891283,2.2678594352438877,3.479461682218398,3.8090209908099704,3.3895723545422705,3.283097764665528,3.991972132964467,4.313447570054521,3.9602471455206296,3.577544197231921,3.3719154525540294,2.9133857128743914,3.112993919226074,3.2906508632019706,3.1015366235913273,3.1464681381902135,3.362828325971335,3.2201022555574754
49-2802449,,,,,,,,,,0,0.952743700735308,1.0065733653824012,0.9918599734482062,0.9947800792357201,0.9975993547899549,1.0623231523095282,1.0844101492134104,1.0751014969084776,1.06425011718588,1.2510050336285767,1.2257535757910083,1.600546415693676,1.6187792352894346,2.018709879736973,3.0481988707675844,3.335007131267015,3.0113403508519427,2.9472215338261516,3.551908504531083,3.828267587675611,3.548073039362066,3.239015655989619,3.070696216474975,2.688856131521872,2.870859280319199,3.0326599161336563,2.8726292747326636,2.915343384916402,3.112553004125467,2.9907338242044283
50-2802370,,,,,,,,,,,0,1.0243365489650471,0.9956454479701191,0.9982262010920414,1.000989918638474,1.0743714427247086,1.098437048770029,1.0864717278496585,1.0726311782887434,1.2784914087935089,1.2457310765864706,1.656502047373527,1.6680720770327646,1.8085212500997507,2.679527350716205,2.927583495509176,2.682266005782734,2.650475116705254,3.1635087836949034,3.3993159148296046,3.1808068796360667,2.9351649755996827,2.7994260639577626,2.4855850349267126,2.6504791064971207,2.796842008872666,2.663093128445269,2.703367706885921,2.8818984011288,2.779174176927463
