순번_정류장ID,41-2802708,42-2802731,43-2802755,44-2802776,45-2802813,46-2802853,47-2802903,48-2802942,49-2802439,50-2802476,51-2802513,52-2802490,53-2802458,54-2802446,55-2802443,56-2802431,57-2802372,58-2802474,59-2802487,60-2802530,61-2802544,62-2802548,63-2802290,64-2802292,65-2803631,66-2801866,67-2802304,68-2802312,69-2802313,70-2802327,71-2802334,72-2802337,73-2802335,74-2802587,75-2802580,76-2802578,77-2802585,78-2802374
41-2802708,0,1.0086039183449789,0.9983218386755335,0.9936609539741503,0.9954023816143269,1.0023741799330184,1.0058800147843454,1.005079276370342,1.0028936272129363,1.0029077136860252,1.0764580388573057,1.1370388689504922,1.1480655864266203,1.137907849988049,1.1954213342191837,1.1819991423952763,1.3161667414979235,1.2983314103040198,1.2878067541766283,1.3892447862648747,1.442905153461553,1.4299268127958489,1.4073293206051996,1.3987312630959685,1.3829222143952287,1.3598161667850697,1.3398790867566097,1.3946152559957476,1.489703497552512,1.466865925205997,1.4492601625164545,1.498920887588359,1.5854362979745593,1.7961945194681614,1.9444200120801032,2.0291739802386224,2.1012121090517977,2.0726658919799097
42-2802731,,0,0.9838639454733898,0.9854972882264269,0.9902848435284084,1.0007252630891854,1.0048047767125585,1.0040197152397288,1.0023761868830015,1.0022106313430112,1.0810643255088823,1.1466605393937486,1.1571202526044526,1.1458955699578253,1.2074529514425139,1.1921033235549783,1.335076064363683,1.315043950692528,1.303360369030783,1.4111356733429081,1.4672929907029668,1.4528339253901628,1.4280034700614848,1.4180138606415087,1.4007951760220103,1.3755069103905495,1.3541727813293793,1.4112857533026262,1.5110007203158429,1.4861378040064377,1.466986116276959,1.519068723981672,1.6102024744365788,1.8325244460982557,1.9894576307872354,2.079925992987375,2.156512226572912,2.1247473335779263
43-2802755,,,0,0.9817282627232197,0.9899284277441252,1.0028432121876412,1.0069423600030203,1.0057116671076003,1.0031189007294057,1.002872915808987,1.0857864928742587,1.154860695897253,1.1654674259770252,1.1531149187545118,1.2173284244504188,1.2005063376282348,1.3379355761598646,1.3170548238945416,1.3049254907941052,1.4286521329498594,1.4871132565697796,1.4714202937908825,1.4443688680053475,1.4337484599452548,1.415218444599306,1.3884671394539942,1.3656941469960087,1.4243075272714625,1.5277079092543757,1.5014042329879884,1.4810082388568864,1.5349609975823064,1.6295343689748196,1.860822672775249,2.024750312842735,2.119511733922723,2.199664378130904,2.1655162500824154
44-2802776,,,,0,0.997119313422119,1.015035213942639,1.0156240037851967,1.01229845481467,1.005732489385161,1.0051853274949993,1.0953325290336826,1.171571564067019,1.1817672750754458,1.1669162114240492,1.2362942680110878,1.2165544187702242,1.3656657609895806,1.341383425284362,1.327493404031736,1.4609564425272854,1.5230538830341738,1.505021925894622,1.4741735788503738,1.462208961167119,1.4412228173400647,1.4110622979268597,1.3859918954915424,1.4480193175253981,1.5575604364835316,1.5282899652430115,1.5058132632191172,1.563053944458098,1.6634851557509471,1.9109012010610995,2.087051058623295,2.189522410666743,2.276423342143114,2.2375200529430295
45-2802813,,,,,0,1.0495565236726592,1.0275830446864107,1.0192161771223462,1.0071260468164502,1.006640777136579,1.1070802443336925,1.1924450750073223,1.202191615291573,1.1843355001298523,1.2607336197950132,1.2368199926036543,1.369042731969421,1.3429099151292174,1.3280775757627872,1.5031867041158957,1.5697507442559768,1.548405276594973,1.5122434682725308,1.4978769746643135,1.473547951163151,1.4395103039422386,1.4115527621511228,1.4766672531656249,1.5950429908857846,1.5617911587407907,1.5363181350248758,1.5977892718752775,1.7058287940691568,1.9740175853346908,2.167031391535218,2.2794781008859215,2.374986869510097,2.3303106660893333
46-2802853,,,,,,0,1.0060405500458645,1.0034141288900214,1.0013453163207973,1.0015669221519063,1.1090246273837148,1.200722751688859,1.209970212639128,1.1901705231829325,1.2709748483732872,1.2448571303509388,1.3545825968052012,1.3288557179636529,1.3318945436630494,1.523530081400232,1.592827926209028,1.569903231572967,1.530474624321419,1.515167256271343,1.4889896111523353,1.4527271041097554,1.4231205095192934,1.490070625681627,1.6131133349075233,1.577704988250099,1.5504260153328238,1.6141961950992056,1.7269969724503507,2.0068526554403157,2.2089345597720196,2.32764175549384,2.428109207381478,2.3794707864460087
47-2802903,,,,,,,0,0.9991935670446545,1.0002920500111423,1.0007172197188547,1.124622288592087,1.2309676776190863,1.238247910475046,1.213405780490135,1.3036198994263355,1.270941743789665,1.3906061489780408,1.3593269732232693,1.3643030809581493,1.5799732516463527,1.6554845289677824,1.6271511730007184,1.5800097635053458,1.5611997689676553,1.5298823242399726,1.4881311708652352,1.4540789335519329,1.5262372517347231,1.6601156320199273,1.6194126290888395,1.5879911590528812,1.6572376140552565,1.779788650984366,2.0872749917860314,2.312311892447383,2.4453743697218195,2.557358500159452,2.500103593366785
48-2802942,,,,,,,,0,0.9999340790087198,1.0004777890103216,1.1369812075545656,1.2553283573592802,1.260430041565089,1.2310592266253346,1.3291744580265343,1.2909899271460867,1.4194808530228311,1.383539694133287,1.3880880938491094,1.6216028657521346,1.7015219601651788,1.669129271135337,1.615720105862309,1.5943916856365257,1.559310376475543,1.513238429221803,1.4760331756320386,1.5513550744701343,1.6933801827499864,1.648307660670425,1.6138530341366928,1.6869580165161873,1.817056400489472,2.144176106838269,2.3857663770701123,2.529436220652552,2.6502448982421805,2.586065193094228
49-2802439,,,,,,,,,0,0.9979769247735449,1.3641093061896084,1.7469232659893201,1.6210093640262404,1.4776539911227868,1.6805929160322888,1.5325659675214127,1.4418452080952873,1.4554375839364069,1.6524117936832243,2.119416030081993,2.242520332984869,2.143793398261345,1.995983446569252,1.9393089423931813,1.8537559346015664,1.7542257061744668,1.680473887020643,1.782813987611995,2.0040294249012534,1.911631219872119,1.8436279514251208,1.9540477752359984,2.1565730823597775,2.692590993946049,3.1203655845915295,3.3895001787275563,3.615642189661589,3.4575685455014225
50-2802476,,,,,,,,,,0,1.5599800937253763,2.2574605983868596,1.876678245926613,1.6159882827064451,1.4855360770658095,1.3790871292374085,1.3136119188642041,1.5202827708731146,1.7624547900068213,2.3478836479962135,2.483204560130035,2.3444496636594425,2.1446788748915795,2.068927484566714,1.9592203087455893,1.8361577671674139,1.747410141723856,1.8591585208893953,2.1091694021462564,1.9973491456817332,1.915783273152333,2.03909843522396,2.2674691404750518,2.882425561507829,3.3865999497604653,3.710254105083985,3.982910036440201,3.778925701169979
