순번_정류장ID,1-2800269,2-2804581,3-2804582,4-2800267,5-2804034,6-2804035,7-2804037,8-2804039,9-2804041,10-2804589,11-2804043,12-2804591,13-2804762,14-2806393,15-2806336,16-2803920,17-2804766,18-2806338,19-2803922,20-2804771,21-2807393,22-2803924,23-2807390,24-2800260,25-2800275,26-2804713,27-2803598,28-2803600,29-2800273,30-2803601,31-2804331,32-2803581,33-2800271,34-2805489,35-2807150,36-2804581,37-2804582,38-2800267,39-2804032
1-2800269,0,0.351315,0.64827,0.8276459999999999,0.706855,1.330458,1.5893620000000002,1.945177,2.2729779999999997,2.67198,2.968195,4.0304660000000005,4.1373690000000005,3.8863260000000004,3.897185,4.152801,4.38938,4.698148000000001,5.0054300000000005,5.187925,4.81717,4.5305480000000005,4.262772,4.066912,3.8302339999999995,3.508039,3.325249,2.836948,2.375666,2.16494,1.9932310000000002,1.7355650000000002,1.258117,0.751252,0.37748200000000004,0.351315,0.64827,0.8276459999999999,0.192199
2-2804581,,0,0.297955,0.66304,1.0591700000000002,1.6827729999999999,1.9416759999999997,2.296491,2.625293,3.023294,3.32051,4.38178,4.08815,3.837107,3.8479660000000004,4.103582,4.340161,4.648929,4.956211,5.138706,4.767951999999999,4.481329,4.213553,4.017693,3.781015,3.45882,3.276031,2.787729,2.326447,2.1157209999999997,1.9440119999999999,1.686346,1.208898,0.702033,0.328263,0.0,0.297955,0.66304,0.543514
3-2804582,,,0,0.365085,1.122119,1.7457220000000002,2.004626,2.36044,2.688242,3.0872439999999997,3.3834589999999998,4.445729,4.385105,4.134062,4.144922,4.400538,4.637116000000001,4.945885,5.2531669999999995,5.435661,5.064907,4.778283999999999,4.510509,4.314648,4.077971,3.755776,3.572986,3.084684,2.623402,2.412676,2.240968,1.9833020000000001,1.505853,0.9989889999999999,0.625218,0.297955,0.0,0.365085,0.840469
4-2800267,,,,0,0.757034,1.3806370000000001,1.639541,1.9953560000000001,2.323157,2.722159,3.018374,4.080645,4.44781,4.499147,4.510006,4.7656220000000005,5.002201,5.310969,5.618251,5.800746,5.429991,5.143369,4.875593,4.679733000000001,4.443055,4.1208599999999995,3.9380699999999997,3.4497690000000003,2.988487,2.777761,2.606052,2.348386,1.8709380000000002,1.3640729999999999,0.990303,0.66304,0.365085,0.0,0.636447
5-2804034,,,,,0,0.623603,0.8825069999999999,1.238322,1.566123,1.965125,2.26134,3.323611,3.690776,3.9438199999999997,4.196797,4.452413,4.688992,4.9977599999999995,5.305042,5.55922,5.524025,5.237403,4.969627,4.773766999999999,4.537089,4.214894,4.032104,3.543803,3.082521,2.871795,2.700086,2.4424200000000003,1.9649720000000002,1.458107,1.084337,1.05817,1.122119,0.757034,0.515656
6-2804035,,,,,,0,0.258904,0.614719,0.94252,1.3415219999999999,1.637737,2.700008,3.067173,3.320217,3.5731940000000004,3.82881,4.065389,4.374157,4.681439,4.935617,5.3063720000000005,5.585995,5.59323,5.39737,5.160692,4.839497,4.655708,4.167406,3.706124,3.4953980000000002,3.323689,3.066023,2.589575,2.0817099999999997,1.7079400000000002,1.681773,1.7457220000000002,1.3806370000000001,1.139259
7-2804037,,,,,,,0,0.355815,0.683617,1.082618,1.3788340000000001,2.441104,2.8082700000000003,3.061313,3.31429,3.5699059999999996,3.806485,4.115253,4.422535,4.676714,5.047468,5.327091,5.594867,5.656274,5.419596,5.0974010000000005,4.914611,4.42631,3.9650279999999998,3.7543019999999996,3.582593,3.3249269999999997,2.8474779999999997,2.340614,1.9668439999999998,1.9406759999999998,2.004626,1.639541,1.3981629999999998
8-2804039,,,,,,,,0,0.327802,0.731804,1.028019,2.090289,2.457455,2.710498,2.963476,3.219091,3.4556699999999996,3.764439,4.071721,4.325899,4.696654,4.976276,5.244052,5.4399120000000005,5.67659,5.453215,5.2704260000000005,4.783124,4.320842,4.111116,3.9384080000000004,3.680742,3.204293,2.696429,2.322658,2.297491,2.36044,1.9953560000000001,1.7539779999999998
9-2804041,,,,,,,,,0,0.404002,0.700217,1.762488,2.129653,2.3826970000000003,2.6356740000000003,2.89129,3.127869,3.436637,3.7439190000000004,3.998097,4.3688519999999995,4.648474,4.91625,5.112111,5.348788,5.6709830000000006,5.598227,5.110926,4.649644,4.438918,4.267208999999999,4.009543,3.5320949999999995,3.0242299999999998,2.6514599999999997,2.625293,2.688242,2.323157,2.081779
10-2804589,,,,,,,,,,0,0.296216,1.358486,1.725652,1.978695,2.231672,2.487288,2.723867,3.032636,3.339917,3.594096,3.96485,4.244473,4.512249,4.708108999999999,4.944787,5.266982,5.449772,5.508928,5.048646,4.8379199999999996,4.666211,4.408544999999999,3.9310959999999997,3.424232,3.049462,3.024294,3.0872439999999997,2.722159,2.4807810000000003
