순번_정류장ID,1-2800269,2-2804581,3-2804582,4-2807389,5-2804034,6-2804035,7-2804037,8-2804039,9-2804041,10-2804589,11-2804043,12-2804591,13-2804045,14-2804048,15-2804593,16-2804049,17-2804595,18-2804052,19-2804053,20-2804597,21-2804603,22-2804054,23-2804600,24-2804057,25-2800292,26-2804599,27-2804063,28-2804061,29-2804059,30-2804060,31-2804605,32-2804607,33-2804609,34-2804554,35-2804552,36-2804550,37-2804548,38-2804072,39-2804545,40-2804546,41-2804068,42-2804542,43-2804540,44-2804538,45-2804536,46-2804065,47-2800296,48-2800298,49-2804064,50-2804535,51-2804537,52-2804572,53-2804066,54-2804611,55-2804086,56-2804613,57-2804089,58-2806223,59-2804091,60-2804093,61-2804615,62-2804617,63-2804094,64-2804619,65-2804097,66-2804621,67-2804623,68-2804098,69-2804625,70-2803915,71-2806315,72-2804627,73-2803913,74-2803911,75-2803908,76-2803907,77-2807376,78-2803905,79-2803903,80-2804629,81-2806221,82-2803901,83-2803899,84-2807378,85-2807381,86-2803897,87-2806317,88-2803895,89-2803893,90-2803891,91-2806220,92-2803889,93-2803887,94-2803885,95-2803883,96-2803881,97-2803879,98-2803877,99-2803875,100-2803874,101-2803876,102-2803878,103-2803880,104-2806321,105-2806323,106-2806357,107-2804631,108-2807383,109-2803703,110-2804580,111-2804213,112-2804211,113-2804209,114-2804207,115-2804205,116-2804204,117-2806290,118-2804202,119-2806292,120-2804578,121-2806232,122-2803608,123-2803607,124-2803606,125-2806297,126-2803616,127-2803853,128-2803850,129-2803617,130-2806299,131-2803618,132-2806300,133-2803600,134-2800273,135-2803601,136-2804331,137-2803581,138-2800271,139-2805489,140-2807150,141-2804581,142-2804582,143-2800267,144-2804032
11-2804043,,,,,,,,,,,0,1.062271,2.217076,2.7097189999999998,3.170113,5.2812790000000005,6.198906,7.07436,8.795084,8.951168,9.955625,10.387107,11.673663000000001,12.444544,12.746758999999999,13.266568,13.92725,14.34895,14.639907000000001,14.360206,14.822664999999999,15.086476000000001,15.332932999999999,16.892357,16.434699,15.967162,15.794781,15.410919,15.599231,15.983332,15.813931,15.465654999999998,15.275767000000002,14.545748999999999,14.0297,13.8227,13.056121000000001,13.290660999999998,13.783539000000001,14.054356,14.544285999999998,14.909429000000001,15.760539000000001,16.588739999999998,17.199099,17.664063,18.145008999999998,18.714610999999998,18.969013,19.519505,19.816407,20.582703,21.01003,21.263126999999997,21.891824,22.430244000000002,23.131385,23.434681,23.911984,24.204232,24.462269,24.855991,25.175132,25.629519000000002,26.115134,26.523391999999998,26.801333000000003,27.203869,27.614457,27.136153999999998,26.674734,26.398171,26.140932,25.925654,24.800325,24.620816,24.368995,24.020576000000002,23.722035,23.277442,21.826763,21.123005,20.75662,20.119198,19.692725,19.683403,18.992048999999998,18.681467,17.806099,17.818539,18.674557,19.022122,19.690011,18.30665,16.001305,14.785135,13.9691,15.434688000000001,15.06064,14.884416,14.377270999999999,14.017123000000002,13.526329,13.156964000000002,12.417743,12.185965,11.833662,11.419865,11.166291000000001,10.806577,10.29225,9.963608,9.459399000000001,9.167008000000001,8.615559,8.29616,8.097605,7.701242999999999,7.106773,6.582088000000001,6.314679,5.997478,5.61522,5.153938,4.943211,4.771503,4.5138370000000005,4.036388,3.720447,3.3466769999999997,3.32051,3.3834589999999998,3.018374,2.776996
12-2804591,,,,,,,,,,,,0,1.1568049999999999,1.6494490000000002,2.109842,4.221009,5.138635,6.014089,7.734814,7.890898,8.895355,9.326837,10.613392999999999,11.384273,11.686489,12.206298,12.86698,13.28868,13.579635999999999,13.299935999999999,13.762394,14.026206,14.273663,15.832085999999999,15.374428,14.906892000000001,14.734511,14.350648999999999,14.538960000000001,14.928475,15.072660999999998,14.724385,14.534495999999999,13.803478,13.288429,13.07943,12.31485,12.54839,13.040268,13.312085999999999,13.800015,14.166158,15.019267999999999,15.847469,16.457828,16.920792000000002,17.402738,17.973341,18.226743,18.777234,19.074137,19.840432,20.264758999999998,20.519856,21.149553,21.687973,22.387114999999998,22.69441,23.168714,23.460960999999998,23.718999,24.11272,24.431860999999998,24.887248,25.370863,25.782121,26.059063000000002,26.460599,26.873185999999997,26.393883000000002,25.932464000000003,25.6559,25.398661999999998,25.185382999999998,24.058055,23.878546,23.626725,23.278305,22.979765,22.533172,21.084493,20.380734,20.014349,19.376928,18.948455,18.940132000000002,18.247779,17.938195999999998,17.061828,17.075267999999998,17.931286,18.278852,18.947741,17.564379000000002,15.259034,14.042864999999999,13.22683,14.690417000000002,14.318369,14.142145000000001,13.637,13.274852,12.786059,12.414693,11.675472000000001,11.443695,11.089391,10.679594,10.42402,10.064306,9.549978999999999,9.221338000000001,8.717128,8.424738,7.8732880000000005,7.553889999999999,7.355335,6.958972999999999,6.364502,5.839818,5.572408,5.2552080000000005,4.872949,4.411667,4.200941,4.029232,3.7715660000000004,3.294118,3.7552830000000004,4.129053,4.38178,4.445729,4.080645,3.839267
13-2804045,,,,,,,,,,,,,0,0.505644,0.966038,3.077204,3.9948300000000003,4.870284,6.591009,6.747093,7.75155,8.183032,9.469588,10.240469000000001,10.542684,11.062493,11.723175,12.144875,12.435832000000001,12.156131,12.61859,12.882401,13.129857999999999,14.688282000000001,14.230623999999999,13.763086999999999,13.590705999999999,13.206844,13.395154999999999,13.784671,13.954070999999999,14.306347,14.178692000000002,13.499673999999999,12.983625,12.776625,12.370046,12.603586,12.737463,13.008281,13.49721,13.864354,14.715463,15.542665,16.152024,16.616986999999998,17.097932999999998,17.668536,17.922938000000002,18.473429,18.770332,19.535626999999998,19.962954999999997,20.216051999999998,20.844748000000003,21.383167999999998,22.084310000000002,22.389606,22.865909,23.157157,23.417194,23.809915,24.129057,24.583443,25.068057999999997,25.478317,25.755257999999998,26.158794,26.568382,27.085579,26.627159000000002,26.351596,26.094357000000002,25.879078,24.75275,24.573241,24.32142,23.971999999999998,23.67446,23.228867,21.780188,21.075429999999997,20.709045,20.069623,19.64315,19.248828,18.557474,18.247892,17.371523999999997,17.385963,18.239982,18.588547,19.271491,18.674648,16.371303,15.153134,14.339099,15.800685999999999,15.428638000000001,15.254414,14.745269,14.385121,13.896328,13.524962,12.787741,12.555964,12.19966,11.789863,11.534289,11.172575,10.660248,10.331607,9.827397,9.535007,8.983557000000001,8.664159,8.465603999999999,8.069242,7.4747710000000005,6.950087,6.682677,6.365476999999999,5.983218,5.521936,5.31121,5.139501,4.881835,4.404387,4.865552,5.2393220000000005,5.536585,5.600534,5.235449,4.994071
14-2804048,,,,,,,,,,,,,,0,0.46039399999999997,2.57156,3.4891870000000003,4.364641000000001,6.085365,6.241448999999999,7.245906,7.6773880000000005,8.963944,9.734825,10.03704,10.556849,11.217531,11.639231,11.930188000000001,11.650487,12.112946,12.376757000000001,12.624214,14.181638000000001,13.724979999999999,13.257442999999999,13.085061999999999,12.7012,12.889512,13.279027,13.448426999999999,13.800703,13.673048000000001,12.99403,12.477981,12.270980999999999,11.864402,12.097942,12.231819999999999,12.502637,12.991567,13.35871,14.20982,15.038020999999999,15.647379999999998,16.112344,16.593289000000002,17.163892,17.417294000000002,17.967785,18.264688,19.030984,19.457310999999997,19.711408,20.340104999999998,20.878525,21.579666,21.883962,22.361265,22.651513,22.91155,23.305272,23.624413,24.0778,24.563415,24.972673,25.249614,25.65315,26.062738,26.579935,26.122515,25.845952,25.588713000000002,25.373434,24.246106,24.067597,23.816776,23.468356,23.168816,22.721223000000002,21.273544,20.568786,20.204401,19.563979,19.136506,18.744184,18.05283,17.741248000000002,16.86688,16.88032,17.735338,18.081903,18.764847,19.169292000000002,16.863947,15.647777,14.831743,16.29533,15.923282,15.747057999999999,15.239913,14.879764999999999,14.388972,14.017605999999999,13.280385,13.048608,12.694303999999999,12.282507,12.028933,11.665219,11.152892,10.824251,10.320041,10.027650999999999,9.476201,9.156803,8.958247,8.561886,7.967414999999999,7.44273,7.175321,6.858121000000001,6.475862,6.0145800000000005,5.803854,5.6321449999999995,5.374479,4.897031,5.3581959999999995,5.731966000000001,6.030229,6.093178,5.728093,5.486715
15-2804593,,,,,,,,,,,,,,,0,2.111167,3.028793,3.9042470000000002,5.6249720000000005,5.7810559999999995,6.785513000000001,7.216995,8.503551,9.274431,9.576647,10.096456,10.757138000000001,11.178838,11.469794,11.190094,11.652552,11.916364,12.162821000000001,13.721244,13.264585999999998,12.79705,12.624669,12.240807,12.429117999999999,12.818633,12.988033,13.340309,13.212654,12.533636,12.017586999999999,11.810587,11.404008000000001,11.637547999999999,11.771426,12.042244,12.531172999999999,12.897316,13.748426,14.576626999999998,15.186986,15.65195,16.132896,16.703499,16.956901000000002,17.507392000000003,17.804295,18.57059,18.996917,19.251014,19.879711,20.418131,21.119273,21.423568,21.900872,22.191119,22.451157000000002,22.844878,23.164019,23.617406,24.103021,24.512279,24.789220999999998,25.192757,25.602344,26.120541,25.662122,25.384558,25.12732,24.912041000000002,23.785713,23.607204,23.355383,23.006963,22.708423,22.26183,20.813151,20.109392,19.743007000000002,19.102586,18.678113,18.28279,17.591437,17.280854,16.405486,16.418926000000003,17.273944,17.622510000000002,18.305453,19.627685999999997,17.32234,16.106171,15.290135999999999,16.753723,16.381676000000002,16.205451,15.698307000000002,15.338159,14.847365,14.475999999999999,13.738779000000001,13.507001,13.152698000000001,12.740901,12.487327,12.125613000000001,11.613286,11.284644,10.780434,10.488044,9.936595,9.617196,9.418641000000001,9.022279,8.427809,7.903124000000001,7.635714,7.3185139999999995,6.936256,6.474973,6.264247,6.092539,5.834873,5.357424,5.818589,6.192359,6.490622,6.553571,6.188487,5.947108999999999
16-2804049,,,,,,,,,,,,,,,,0,0.9176270000000001,1.7930810000000001,3.5138059999999998,3.66989,4.674346,5.105829,6.392384,7.163264999999999,7.46548,7.985289,8.645972,9.067672,9.358628,9.078927,9.541386,9.805197999999999,10.051654,11.611078,11.15342,10.685884,10.513503,10.129641000000001,10.317952,10.707467,10.876866999999999,11.229142999999999,11.101488,10.42247,9.906421,9.699421000000001,9.292842,9.526382,9.660260000000001,9.931078,10.420007,10.78715,11.63826,12.466461,13.074819999999999,13.539784,14.020729999999999,14.592332,14.845735000000001,15.396226,15.692129000000001,16.458424,16.885751000000003,17.138848,17.767545000000002,18.305965,19.008107,19.311401999999998,19.788705,20.079953,20.33999,20.733712,21.052853,21.50524,21.990855,22.400113,22.678054,23.08159,23.491178,24.112856,23.652435999999998,23.376873,23.120634,22.904356,21.779028,21.599518,21.347697,20.999278,20.699737,20.255144,18.805464999999998,18.102707000000002,17.735322,17.0959,16.668426999999998,16.275105,15.583751000000001,15.273169000000001,14.398801,14.412241,15.266259,15.614823999999999,16.296768,17.68113,16.508007,15.289837,14.473802,15.937389999999999,15.565342000000001,15.389118,14.881973,14.521825,14.031031,13.659666,12.922445,12.690667,12.336364,11.924567,11.670993,11.309279,10.796952000000001,10.46831,9.964101,9.671710000000001,9.120261,8.927619,9.126174,9.522536,10.118006,10.014289999999999,9.746881,9.429680000000001,9.047422000000001,8.586139999999999,8.375414,8.203705000000001,7.946039,7.46859,7.929755,8.303526,8.600789,8.664738,8.299653,8.058275
17-2804595,,,,,,,,,,,,,,,,,0,0.8754540000000001,2.5961790000000002,2.752263,3.7567199999999996,4.1882019999999995,5.4747580000000005,6.245639,6.547854,7.0676630000000005,7.728345,8.150045,8.441002000000001,8.161301,8.62376,8.887571000000001,9.134028,10.693452,10.235794,9.768257,9.595875999999999,9.212014,9.400325,9.78984,9.959241,10.311517,10.183862,9.504844,8.988795,8.781794999999999,8.375216,8.608756,8.742633,9.013451,9.50238,9.869524,10.720633,11.548835,12.158194,12.623157,13.104103,13.673706,13.927107999999999,14.477599,14.775502,15.540797,15.968125,16.221222,16.849918,17.388338,18.08948,18.393776000000003,18.872079,19.162326999999998,19.422364,19.815085,20.134227,20.588613,21.073228,21.482485999999998,21.759428,22.163964,22.572551999999998,23.355017999999998,23.813438,24.090001,24.037260999999997,23.822982,22.696654000000002,22.517145000000003,22.266323999999997,21.916904000000002,21.618364,21.171771,19.722092,19.019333,18.653948,18.013527,17.587054000000002,17.192731,16.501378,16.191796,15.315427,15.328867,16.183885999999998,16.532451000000002,17.216394,18.600756,17.425632999999998,16.207464,15.393429000000001,16.857016,16.482968,16.306744000000002,15.801599,15.439451000000002,14.950657999999999,14.579292,13.840072,13.608294,13.255989999999999,12.844192999999999,12.590619,12.228905000000001,11.714578,11.385937,10.881727,10.589336999999999,10.037887,9.845245,10.043801,10.440161999999999,11.035633,10.931917,10.664507,10.347307,9.965048,9.503766,9.29304,9.121331,8.863665,8.386217,8.847382000000001,9.221152,9.518415,9.582364,9.21728,8.975901
18-2804052,,,,,,,,,,,,,,,,,,0,1.720725,1.876809,2.881266,3.3127480000000005,4.599304,5.370184,5.6724,6.192209,6.8528910000000005,7.274591,7.5655470000000005,7.285847,7.7483059999999995,8.012117,8.259574,9.817998,9.360339,8.892803,8.720422,8.33656,8.524871000000001,8.914386,9.083786,9.436062,9.308407,8.629389,8.113339999999999,7.906341,7.499761,7.733300999999999,7.867178999999999,8.137997,8.626926,8.993069,9.844178999999999,10.67338,11.282739,11.747703,12.228649,12.799252000000001,13.052653999999999,13.602145000000002,13.900048000000002,14.665343,15.092670000000002,15.346767000000002,15.974464000000001,16.513884,17.214026,17.519320999999998,17.995625,18.285872,18.54691,18.939631,19.259772,19.713159,20.198774,20.608032,20.884974,21.288510000000002,21.698098,22.479564,22.937983,23.214547,23.267076,23.051797,21.926469,21.74696,21.495139,21.146719,20.848179000000002,20.401585999999998,18.952907,18.249148,17.882763,17.243342000000002,16.816869,16.422546,15.731193,15.420611,14.638122000000001,14.625682000000001,15.413701000000001,15.762266,16.445209,17.829570999999998,18.299087,17.082918,16.266883,17.73047,17.358423000000002,17.182198,16.675053,16.316905,15.826112,15.452747,14.715526,14.483748,14.129445,13.717647,13.464073,13.102359,12.590032,12.261391,11.757181,11.464791,10.913341,10.720699,10.919255,11.315617,11.911087,11.807371,11.539961,11.222761,10.840502,10.37922,10.168494,9.996785000000001,9.739119,9.261671,9.722836000000001,10.096606,10.393869,10.457818,10.092734,9.851355
19-2804053,,,,,,,,,,,,,,,,,,,0,0.41517600000000005,1.419633,1.851115,3.137671,3.908551,4.210767,4.730576,5.3912580000000005,5.812958,6.103914,5.824214,6.286672,6.550484,6.796941,8.356364,7.898706,7.43117,7.258789,6.8749270000000005,7.063238,7.4527529999999995,7.622153,7.974429,7.846774000000001,7.167756,6.651707000000001,6.444707,6.0381279999999995,6.271668,6.405546,6.6763639999999995,7.165292999999999,7.532436,8.383546,9.210747,9.821106,10.28607,10.767016,11.337619,11.590021,12.141511999999999,12.438414999999999,13.20471,13.631037,13.885133999999999,14.512831,15.051251,15.752393,16.057688,16.534992000000003,16.824239000000002,17.084277,17.477998,17.797139,18.251526000000002,18.737141,19.146399,19.422341,19.826877,20.235464,21.017931,21.47735,21.753914,21.806442999999998,21.592164,20.464836,20.287326999999998,20.035505999999998,19.687085999999997,19.387546,18.939953,17.492274,16.788515,16.42213,15.782708999999999,15.356235999999999,14.961913000000001,14.270560000000001,13.958976999999999,13.177489000000001,13.165049,13.953067,14.301632999999999,14.984576,16.369938,18.673282999999998,18.805642000000002,17.987607999999998,19.451195000000002,19.079147,18.902923,18.395778,18.035629999999998,17.544837,17.173471,16.43625,16.206473000000003,15.850169000000001,15.438372,15.184798,14.825084,14.310757,13.982116,13.477905999999999,13.185516,12.634066,12.441424000000001,12.639978999999999,13.036341,13.631812,13.528095,13.260685999999998,12.943486,12.561227,12.099945,11.889219,11.71751,11.459844,10.982396000000001,11.443561,11.817331,12.115594,12.178543,11.813458,11.57208
20-2804597,,,,,,,,,,,,,,,,,,,,0,1.004457,1.4359389999999999,2.729495,3.500376,3.8025910000000005,4.3224,4.983082,5.404782,5.695739,5.4160379999999995,5.878497,6.142308,6.389765000000001,7.947189,7.490531,7.022994000000001,6.850613,6.466751,6.655063,7.044578,7.213978,7.566253999999999,7.438599000000001,6.759581,6.243532,6.036532,5.6299529999999995,5.863493,5.997371,6.268187999999999,6.757117999999999,7.124261,7.9743699999999995,8.803572,9.412931,9.877894,10.358839999999999,10.928443,11.182845,11.733336,12.029239,12.795534,13.221862,13.476958999999999,14.105654999999999,14.644075,15.345217000000002,15.648513000000001,16.125816,16.416064000000002,16.677101,17.069823,17.388964,17.84335,18.328966,18.737223999999998,19.014165,19.418701000000002,19.828289,20.609755,21.068175,21.345738,21.399267000000002,21.183988,20.05866,19.878151000000003,19.62733,19.27891,18.98037,18.532777,17.084098,16.38034,16.014955,15.375532999999999,14.949060000000001,14.554738,13.863384,13.552802,12.770313,12.757874000000001,13.545892000000002,13.894457000000001,14.576401,15.960763,18.266108,18.839967,18.024932,19.489519,19.116472,18.939247,18.433103,18.070954999999998,17.581160999999998,17.210796,16.473575,16.241797000000002,15.885494,15.473697,15.220123000000001,14.860407999999998,14.346082000000001,14.017439999999999,13.513229999999998,13.220839999999999,12.670391,12.477749000000001,12.675303999999999,13.071666,13.667136,13.61692,13.34951,13.03231,12.67769,12.256029,12.045303,11.873594,11.615928,11.13848,11.599644999999999,11.973415,12.270678,12.334627000000001,11.969542,11.728164
21-2804603,,,,,,,,,,,,,,,,,,,,,0,0.431482,1.725038,2.4959189999999998,2.798134,3.317943,3.978625,4.400325,4.691282,4.411581,4.87404,5.137851,5.385308,6.942732,6.4860739999999995,6.018537,5.846156,5.462294,5.650606,6.040121,6.209521,6.561797,6.434142,5.7551239999999995,5.239075,5.032075,4.625496,4.859036,4.992914,5.263731,5.752661,6.119804,6.969914,7.798114999999999,8.407474,8.872438,9.353383000000001,9.923986,10.177388,10.728879,11.024782,11.791078,12.218405,12.471502000000001,13.100199,13.639619,14.340760000000001,14.644055999999999,15.121359,15.411607,15.671644,16.065366,16.385507,16.837894,17.323509,17.733767,18.009708,18.413244,18.823832,19.604298,20.063717999999998,20.340281,20.393810000000002,20.178531,19.053203,18.873694,18.621873,18.273453,17.974913,17.52832,16.079641,15.376883,15.009498,14.370076000000001,13.943603,13.548281,12.858927,12.547345,11.764856,11.752417,12.541435,12.889000000000001,13.570944,14.957305999999999,17.261651,17.83351,17.017475,18.481061999999998,18.109015,17.93279,17.425646,17.065498,16.576704,16.205339000000002,15.468117999999999,15.23434,14.880037,14.46824,14.216666,13.854951999999999,13.340625,13.011983,12.507773,12.215383000000001,11.663934,11.471292,11.669847,12.066208999999999,12.661679,12.611463,12.344053,12.026853,11.671233,12.132515,12.343241,12.514949,12.620385,12.142937,12.604102000000001,12.977872,13.276135,13.339084,12.973999000000001,12.732621
22-2804054,,,,,,,,,,,,,,,,,,,,,,0,1.293556,2.064437,2.366652,2.886461,3.547143,3.968843,4.2598,3.9800989999999996,4.442558,4.7063690000000005,4.953826,6.51125,6.054591,5.587055,5.414674,5.030812,5.219123000000001,5.608638,5.778039,6.130315,6.0026589999999995,5.3236419999999995,4.807592,4.600593,4.194014,4.427553,4.561431,4.832249,5.321178,5.687321,6.538431,7.367632,7.975992,8.440955,8.921901,9.492503999999998,9.745906,10.296397,10.5933,11.359595,11.785923,12.040019000000001,12.668716,13.207135999999998,13.908278,14.212573999999998,14.689877,14.980123999999998,15.241162,15.633882999999999,15.953024,16.406411,16.893026000000003,17.301284,17.578226,17.982762,18.39135,19.172816,19.632235,19.908799,19.963328,19.747049,18.622721,18.443212,18.190391,17.842971,17.544431,17.097838,15.648159,14.944401000000001,14.579015,13.939594,13.513121,13.117799,12.427445,12.115863000000001,11.333374000000001,11.321933999999999,12.108953,12.457517999999999,13.140462,14.525823,16.830168,17.404028,16.587993,18.051579999999998,17.679533,17.503307999999997,16.994163,16.636015,16.145222,15.773857000000001,15.036635999999998,14.804858,14.450555,14.036757999999999,13.785182999999998,13.423469,12.909142999999998,12.580501,12.076291000000001,11.783901,11.232451,11.039809,11.238365,11.634727,12.230197,12.179981,11.912571,11.595371,11.23975,11.701032000000001,11.911759,12.083467,12.341133000000001,12.574419,13.035584,13.409354,13.707617,13.770566,13.405481,13.164102999999999
23-2804600,,,,,,,,,,,,,,,,,,,,,,,0,0.774881,1.0770959999999998,1.596905,2.257587,2.679287,2.9702439999999997,2.690543,3.153002,3.416813,3.6642699999999997,5.222694000000001,4.765036,4.297499,4.125118,3.741256,3.929567,4.319083,4.4884830000000004,4.840758999999999,4.713104,4.034086,3.518037,3.3110370000000002,3.422293,3.1887529999999997,3.271875,3.542693,4.0316220000000005,4.397766000000001,5.248875,6.077077,6.6864360000000005,7.1513990000000005,7.632345,8.202948,8.45635,9.006841,9.303744,10.070039,10.496367,10.750464,11.37916,11.917580000000001,12.618722,12.923017999999999,13.400321,13.690569,13.950606,14.344327,14.663469000000001,15.116855,15.60247,16.011729000000003,16.28867,16.692206,17.101794,17.88326,18.342679999999998,18.619243,18.876482,18.83699,17.711662,17.533153,17.281332,16.932911999999998,16.632372,16.185779,14.7371,14.034342,13.666957,13.028535,12.602062,12.20774,11.515386,11.204804,10.422315,10.409875,11.198894000000001,11.546459,12.230402999999999,13.614765,15.920110000000001,17.136279000000002,16.366437,17.830023999999998,18.940226000000003,18.764001999999998,18.256857,17.896709,17.405916,17.03455,16.297329,16.065551,15.711248000000001,15.299451000000001,15.045876999999999,14.684163,14.171835999999999,13.843195000000001,13.338985000000001,13.046595,12.495144999999999,12.302503,12.501058,12.89742,13.49289,13.442673999999998,13.175265,12.858065,12.502444,12.963726,13.174451999999999,13.346160999999999,13.603826999999999,13.860975,14.32214,14.695910000000001,14.993173,15.057122,14.692037,14.450659
24-2804057,,,,,,,,,,,,,,,,,,,,,,,,0,0.302215,0.822024,1.482707,1.904407,2.195363,1.915662,2.3781209999999997,2.6419330000000003,2.889389,4.446813,3.990155,3.522619,3.3502379999999996,2.966376,3.154687,3.544202,3.713602,4.065878,3.9382230000000003,4.415785,4.215167,4.008167,4.119423,3.885883,3.969005,4.239823,4.422248000000001,4.7298849999999995,5.580995,6.409196,7.018555,7.483519,7.964465,8.535067999999999,8.78847,9.338961,9.635864,10.402159,10.828486,11.082583,11.71128,12.2497,12.950842,13.255137,13.732439999999999,14.022688,14.282725,14.676447,14.995588,15.448975,15.93459,16.343848,16.620789000000002,17.024325,17.433913,18.21538,18.674799,18.951362,19.208601,19.42388,18.408792000000002,18.230283,17.978462,17.630042,17.330502,16.882908999999998,15.43423,14.731472,14.364087,13.726664999999999,13.298192000000002,12.904869999999999,12.213516,11.902934,11.121445,11.108005,11.895024000000001,12.244589,12.927533,14.312895000000001,16.616239999999998,17.833409,17.063567000000003,18.527154,19.712107,19.535882,19.028738,18.66859,18.174796,17.806431,17.06821,16.837432,16.481129,16.071332,15.817758,15.453043,14.941717,14.614075,14.108865,13.816475,13.265026,13.072384,13.270939000000002,13.666301,14.262770999999999,14.212554999999998,13.945145000000002,13.626945000000001,13.272325,13.733606,13.943332999999999,14.115041,14.373707000000001,14.631854999999998,15.093020000000001,15.46679,15.765053,15.828002,15.462918,15.22154
25-2800292,,,,,,,,,,,,,,,,,,,,,,,,,0,0.519809,1.180491,1.602191,1.893148,1.6134469999999999,2.0759060000000003,2.339717,2.586174,4.144598,4.23594,3.7684029999999997,3.596022,3.21216,3.400472,3.7899870000000004,3.9593870000000004,4.311662999999999,4.184008,4.661569,4.517382,4.310382,4.421638,4.188098,4.271221,4.542039,4.668033,4.97567,5.82678,6.654980999999999,7.26434,7.729303999999999,8.21025,8.780852000000001,9.034253999999999,9.584746,9.881648,10.647944,11.074271000000001,11.328368,11.957065,12.495485,13.196626,13.500922000000001,13.978225,14.268473,14.52851,14.922232000000001,15.241373000000001,15.69476,16.180375,16.589633,16.866574,17.27011,17.679698000000002,18.461164,18.920583999999998,19.197147,19.454386,19.669665,18.711008,18.531498000000003,18.279677,17.931258,17.633717,17.186124,15.738445,15.034687,14.667302,14.02788,13.601407,13.207085000000001,12.515731,12.204149000000001,11.421661,11.409221,12.198239,12.546804,13.230748,14.615110000000001,16.919455,18.135624,17.365782,18.82937,20.014322,19.836098,19.328953,18.970805,18.480012,18.106645999999998,17.369425,17.138647,16.783344,16.372547,16.119973,15.756259,15.243932000000001,14.915289999999999,14.411081,14.118689999999999,13.567241000000001,13.374599,13.573154,13.969516,14.564986,14.51477,14.247360999999998,13.93016,13.574539999999999,14.035822,14.246548,14.418256,14.675922,14.934071,15.395235999999999,15.769006,16.066269000000002,16.130218,15.765132999999999,15.523755
26-2804599,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.660682,1.082382,1.3733389999999999,1.0936379999999999,1.5560969999999998,1.819908,2.067365,3.624789,3.716131,3.2485939999999998,3.076213,2.692351,2.880663,3.270178,3.439578,3.7918540000000003,3.664199,4.14176,4.65981,4.830191,4.941447,4.707907,4.79103,4.633153,4.148224,4.455861,5.307971,6.136172,6.745531,7.210495,7.691441,8.262042999999998,8.515445,9.065937,9.362839,10.129135,10.555462,10.809559,11.438255999999999,11.976676,12.677817,12.982113,13.459416000000001,13.749664000000001,14.008701,14.403423000000002,14.722564000000002,15.175951000000001,15.661566,16.070823999999998,16.347765,16.751301,17.160889,17.942355,18.401775,18.678338,18.935577,19.150856,19.229817,19.050307,18.799485999999998,18.452067,18.153526,17.704933,16.258254,15.552496,15.188111,14.547689000000002,14.122216,13.725894,13.036539999999999,12.723958,11.94347,11.929030000000001,12.717048,13.066613,13.748557,15.134919,17.440264000000003,18.657432999999997,17.885591,19.349179,20.531131,20.356907,19.848762,19.490614,18.999821,18.628455,17.890234,17.656456,17.302153,16.890356,16.636782,16.276068,15.763741,15.434099,14.93089,14.638499,14.08605,13.893407999999999,14.091963,14.488325,15.083795,15.034579,14.767170000000002,14.448969,14.093349,14.555631,14.766357000000001,14.938065,15.195731,15.453879,15.915044,16.288815,16.586078,16.650026999999998,16.284942,16.043564
27-2804063,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4277,0.718657,0.438956,0.901415,1.165226,1.411683,2.971107,3.432128,3.753336,3.5809550000000003,3.197093,3.3854040000000003,3.774919,3.944319,4.296595,4.16894,4.646502,5.164551,5.37155,5.602130000000001,5.36859,5.408712,5.137894,4.652965,4.961602,5.812712,6.639913000000001,7.249272,7.714236,8.195182,8.766785,9.019186999999999,9.569678,9.867581,10.632876,11.060203,11.3133,11.941997,12.480417,13.182559,13.486854000000001,13.964158,14.254404999999998,14.514443,14.908164000000001,15.226304999999998,15.680692,16.166307,16.575565,16.852507,17.256043,17.66563,18.446097,18.905516,19.182079,19.439318,19.655597,19.890499,19.71199,19.461169,19.111749,18.813208,18.365616,16.917937,16.213178,15.847793,15.209372,14.781899,14.387576000000001,13.696223000000002,13.385639999999999,12.603152,12.590712,13.37773,13.727295000000002,14.410239,15.794601,18.100946,19.317116,18.546274,20.009860999999997,21.192813,21.017589,20.510444,20.150296,19.659503,19.288137,18.550916,18.319139,17.964835,17.553038,17.299464,16.93775,16.423423,16.094782000000002,15.590572,15.299182,14.747732000000001,14.554089999999999,14.752645000000001,15.149007000000001,15.744477999999999,15.695260999999999,15.426851999999998,15.110651999999998,14.754031,15.215313,15.42804,15.597748000000001,15.856414000000001,16.114562,16.575727,16.949497,17.24776,17.310709,16.945624,16.704245999999998
