순번_정류장ID,28-2801135,29-2801131,30-2801122,31-2801119,32-2800848,33-2801098,34-2800857,35-2801090,36-2800884,37-2800883,38-2800881,39-2801085,40-2801100,41-2801108,42-2800852,43-2800845,44-2800854,45-2800833,46-2801087,47-2801055,48-2801035,49-2801027,50-2801017,51-2801015,52-2801008,53-2801000,54-2800986,55-2800974,56-2800963,57-2800960
28-2801135,0,0.21518299999999999,0.6562600000000001,0.8543350000000001,1.254254,1.605256,1.488248,1.354731,1.6320709999999998,1.5123090000000001,1.357175,1.1527020000000001,0.9510149999999999,0.876922,0.778726,0.953975,1.2516209999999999,1.604301,1.7398740000000001,2.452243,2.881793,3.049465,3.3383800000000003,3.5178559999999996,3.754059,3.88369,4.019921,4.174629,4.365872,4.335075
29-2801131,,0,0.44107700000000005,0.639152,1.039072,1.390073,1.273065,1.139548,1.416888,1.297126,1.1419920000000001,0.9375190000000001,0.7358319999999999,0.6617390000000001,0.563543,0.738792,1.0364389999999999,1.389119,1.524691,2.23706,2.66661,2.835282,3.1231970000000002,3.3026730000000004,3.539876,3.668507,3.804738,3.959446,4.1496889999999995,4.121892
30-2801122,,,0,0.198074,0.5979939999999999,0.948995,0.831988,0.698471,0.9758100000000001,1.17955,1.169316,0.964843,0.7631560000000001,0.689064,0.590867,0.766116,0.5953609999999999,0.948041,1.0836139999999999,1.795983,2.225533,2.393205,2.6821200000000003,2.862596,3.097798,3.22743,3.364661,3.519369,3.7086120000000005,3.680815
31-2801119,,,,0,0.39992,0.750921,0.633914,0.500397,0.777736,0.981476,1.1366100000000001,1.162917,0.961231,0.8871379999999999,0.788941,0.66681,0.397287,0.749967,0.88554,1.5979079999999999,2.027459,2.195131,2.483045,2.663521,2.899724,3.029356,3.1655860000000002,3.3202949999999998,3.5105370000000002,3.4807410000000005
32-2800848,,,,,0,0.351001,0.691617,0.752867,1.030206,1.233946,1.3890799999999999,1.562837,1.361151,1.287058,1.094529,0.9192799999999999,0.6497569999999999,0.479563,0.48562,1.2119879999999998,1.6275389999999998,1.7952110000000001,2.084125,2.263601,2.499804,2.629436,2.765666,2.920375,3.110617,3.0818209999999997
33-2801098,,,,,,0,0.340616,0.6594760000000001,0.936815,1.140555,1.2956889999999999,1.500162,1.31576,1.241667,1.0011379999999999,0.825889,0.48124300000000003,0.12856199999999998,0.13461900000000002,0.8609879999999999,1.347538,1.51521,1.804125,1.983601,2.2198029999999997,2.3494349999999997,2.485666,2.640374,2.830616,2.80182
34-2800857,,,,,,,0,0.41486000000000006,0.6922,0.8959389999999999,1.051074,1.2555459999999998,1.071144,0.997051,0.756523,0.581274,0.311751,0.37556999999999996,0.381626,0.963995,1.450545,1.618217,1.907132,2.086608,2.322811,2.452442,2.588673,2.7433810000000003,2.933624,2.904827
35-2801090,,,,,,,,0,0.281339,0.485079,0.640213,0.844686,0.710284,0.728466,0.6230060000000001,0.44775699999999996,0.178234,0.530914,0.7004859999999999,1.378855,1.865405,2.033077,2.321992,2.501468,2.7376709999999997,2.867302,3.003533,3.158241,3.3484839999999996,3.319687
36-2800884,,,,,,,,,0,0.20374,0.35887399999999997,0.563347,0.766034,0.839126,0.9003450000000001,0.725096,0.45557299999999995,0.808253,0.977826,1.656194,2.142745,2.3104169999999997,2.5993310000000003,2.778807,3.0150099999999997,3.1446419999999997,3.280872,3.4355809999999996,3.6258230000000005,3.5970269999999998
37-2800883,,,,,,,,,,0,0.155134,0.359607,0.562294,0.635387,0.880916,0.9288360000000001,0.659313,1.011993,1.181565,1.859934,2.3464840000000002,2.5141560000000003,2.803071,2.9825470000000003,3.21875,3.348381,3.4846120000000003,3.6393199999999997,3.829563,3.7997660000000004
