순번_정류장ID,28-2801135,29-2801131,30-2801122,31-2801119,32-2800848,33-2801098,34-2800857,35-2801090,36-2800884,37-2800883,38-2800881,39-2801085,40-2801100,41-2801108,42-2800852,43-2800845,44-2800854,45-2800833,46-2801087,47-2801055,48-2801035,49-2801027,50-2801017,51-2801015,52-2801008,53-2801000,54-2800986,55-2800974,56-2800963,57-2800960
38-2800881,,,,,,,,,,,0,0.204473,0.40715999999999997,0.480253,0.725781,0.9010309999999999,0.814447,1.167127,1.336699,2.015068,2.501618,2.66929,2.957205,3.137681,3.3738839999999994,3.503515,3.6397459999999997,3.794454,3.984697,3.9549
39-2801085,,,,,,,,,,,,0,0.20268699999999998,0.27578,0.521309,0.696558,1.01892,1.3716,1.541172,2.219541,2.706091,2.8737630000000003,3.1616779999999998,3.3421540000000003,3.578357,3.707988,3.8442190000000003,3.9989269999999997,4.18917,4.159373
40-2801100,,,,,,,,,,,,,0,0.07409299999999999,0.31962199999999996,0.494871,0.834517,1.1871969999999998,1.35677,2.035139,2.521689,2.689361,2.977276,3.157752,3.3939550000000005,3.523586,3.659817,3.814525,4.004768,3.975971
41-2801108,,,,,,,,,,,,,,0,0.245529,0.420778,0.760425,1.113105,1.282677,1.9610459999999998,2.447596,2.615268,2.904183,3.083659,3.319862,3.449493,3.585724,3.7404319999999998,3.930675,3.900878
42-2800852,,,,,,,,,,,,,,,0,0.175249,0.519896,0.872576,1.042149,1.7205169999999999,2.207068,2.37474,2.663654,2.84313,3.079333,3.208965,3.345195,3.4999029999999998,3.690146,3.66035
43-2800845,,,,,,,,,,,,,,,,0,0.344647,0.697327,0.866899,1.545268,2.031818,2.19949,2.487405,2.667881,2.904084,3.033716,3.169946,3.324654,3.514897,3.4861
44-2800854,,,,,,,,,,,,,,,,,0,0.35268,0.522253,1.248622,1.7351720000000002,1.902844,2.190759,2.371235,2.607437,2.737069,2.8733,3.0280080000000003,3.21825,3.188454
45-2800833,,,,,,,,,,,,,,,,,,0,0.169573,0.895942,1.382492,1.5501639999999999,1.839078,2.018555,2.254757,2.384389,2.520619,2.675328,2.86557,2.836774
46-2801087,,,,,,,,,,,,,,,,,,,0,0.7263689999999999,1.212919,1.380591,1.6695060000000002,1.848982,2.085185,2.214816,2.3510470000000003,2.5057549999999997,2.695998,2.666201
47-2801055,,,,,,,,,,,,,,,,,,,,0,0.486551,0.654223,0.9431370000000001,1.1226129999999999,1.358816,1.488448,1.624678,1.7793869999999998,1.969629,1.9408330000000003
48-2801035,,,,,,,,,,,,,,,,,,,,,0,0.16767200000000002,0.45658699999999997,0.661063,0.897266,1.026897,1.1631280000000002,1.317836,1.5080790000000002,1.454282
49-2801027,,,,,,,,,,,,,,,,,,,,,,0,0.28891500000000003,0.49339099999999997,0.729594,0.859225,0.9954559999999999,1.150164,1.340407,1.28661
50-2801017,,,,,,,,,,,,,,,,,,,,,,,0,0.204476,0.440679,0.570311,0.706541,0.8612489999999999,1.051492,1.0666950000000002
51-2801015,,,,,,,,,,,,,,,,,,,,,,,,0,0.23620300000000002,0.365834,0.502065,0.678773,0.869016,1.0138120000000002
52-2801008,,,,,,,,,,,,,,,,,,,,,,,,,0,0.129632,0.265862,0.442571,0.632813,0.888986
53-2801000,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.136231,0.31293899999999997,0.503182,0.759354
54-2800986,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.176708,0.366951,0.623124
55-2800974,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.190243,0.447416
56-2800963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.257173
57-2800960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
