순번_정류장ID,48-2803875,49-2800253,50-2803871,51-2804720,52-2806360,53-2803869,54-2803971,55-2803970,56-2803968,57-2803966,58-2803964,59-2803962,60-2803960,61-2803958,62-2803956,63-2803954,64-2803952,65-2803993,66-2803995,67-2800298,68-2803997,69-2800290,70-2800289,71-2803934,72-2806662,73-2800286,74-2803932,75-2803596,76-2800283,77-2800281,78-2800280,79-2800278,80-2806663,81-2804031,82-2800260,83-2800275,84-2804713,85-2803598,86-2803600,87-2800273,88-2803601,89-2804331,90-2803581,91-2800271,92-2805489,93-2807150,94-2804581,95-2804582,96-2800267,97-2804032
48-2803875,0,0.31206,0.499163,0.843794,2.260415,2.603423,2.906081,3.585322,3.8936580000000003,4.496512,4.925619999999999,5.2420279999999995,5.971163,6.386332,6.935207000000001,7.481625,7.194142,6.785533,7.09783,7.233561999999999,7.713732,8.25079,8.61993,9.072678999999999,9.435801,10.375848,10.505671000000001,10.221632000000001,10.152330000000001,10.614758,11.302621,11.875862,12.012313,12.958014,13.589915,13.826592999999999,13.791332999999998,13.608543,13.450879999999998,13.910160999999999,14.120888,14.292596,14.550262,15.036710999999999,15.536575,15.910345000000001,16.238608,16.535564,16.900648,16.480026000000002
49-2800253,,0,0.187103,0.531734,1.9483549999999998,2.291363,2.594021,3.272262,3.580598,4.183452,4.61256,4.928968,5.658103,6.073272,6.622147,7.168564999999999,7.506202,7.098592999999999,7.409889999999999,7.5476220000000005,8.026792,8.562851,8.93099,9.385739,9.747862,10.687908,10.192611,9.908572,9.83827,10.301698,10.98956,11.561802,11.699253,12.644953999999998,13.276855,13.512533,13.476272,13.293482999999998,13.137819,13.597101,13.807828,13.979535999999998,14.239201999999999,14.721651000000001,15.221515,15.595285,15.923548,16.222503,16.585588,16.164966
50-2803871,,,0,0.344631,1.761252,2.104261,2.406918,3.085159,3.393496,3.996349,4.425458,4.741866,5.471001,5.886169000000001,6.435045,6.981462,7.529696,7.285695,7.597992,7.733725,8.213894,8.749953,9.119092,9.572842,9.934964,10.875011,10.005509,9.721469,9.652168,10.114596,10.802458,11.3757,11.51215,12.457851,13.089753,13.326429999999998,13.291170000000001,13.108379999999999,12.950717,13.411999,13.622725,13.794433999999999,14.052098999999998,14.536548000000002,15.036413,15.410182999999998,15.738446,16.035401,16.400485,15.979864000000001
51-2804720,,,,0,1.418621,1.76163,2.063287,2.742528,3.050865,3.653718,4.082827,4.399235,5.128369999999999,5.543538,6.092413,6.638831,7.187065,7.630327,7.942624,8.079356,8.559525,9.093584,9.462723,9.916473,10.278595,10.551861,9.662878,9.378838,9.309536,9.771965,10.459827,11.032069,11.168519,12.11422,12.747122000000001,12.983799000000001,12.946539,12.763749,12.606086,13.067368,13.278094,13.449801999999998,13.707467999999999,14.191917000000002,14.691781,15.065551999999999,15.393814,15.69077,16.055854,15.635232
52-2806360,,,,,0,0.343009,0.644666,1.323907,1.632244,2.235097,2.664206,2.980614,3.709749,4.124917,4.673792,5.22021,5.768444000000001,6.563239,6.875536,7.011267999999999,7.4914369999999995,8.027496000000001,8.396635,8.850385000000001,9.212507,9.13224,8.243257,7.959217,7.889914999999999,8.352344,9.040206,9.613448,9.749898,10.695599000000001,11.327501,11.564178,11.527918,11.345128,11.187465,11.648747,11.859473,12.031181,12.288847,12.773296,13.27316,13.646931,13.975192999999999,14.272148999999999,14.637232999999998,14.216610999999999
53-2803869,,,,,,0,0.301658,0.9808979999999999,1.2892350000000001,1.892089,2.321197,2.6376049999999998,3.36674,3.7819089999999997,4.3307839999999995,4.877202,5.425435,6.22023,6.532527,6.668259,7.148428999999999,7.684488000000001,8.053627,8.507375999999999,8.869498,8.790232000000001,7.901248,7.617209,7.547907,8.010335000000001,8.698197,9.271438999999999,9.40789,10.353591,10.985492,11.22217,11.186909,11.00412,10.844456,11.307738,11.518464999999999,11.690173,11.945839,12.430287,12.930152,13.305922,13.634185,13.92914,14.296225,13.875603
54-2803971,,,,,,,0,0.679241,0.9875780000000001,1.590431,2.01954,2.335948,3.065083,3.480251,4.029126,4.575544,5.123778,5.918573,6.2308699999999995,6.366601999999999,6.846771,7.38283,7.751969,8.205719,8.567841,8.487574,7.599591,7.315550999999999,7.246249000000001,7.707677,8.395539999999999,8.968782000000001,9.106232,10.051933,10.682835,10.919512,11.242708,11.269503,11.111839999999999,11.575122,11.785848,11.957556,12.215222,12.699671,13.197535,13.571306,13.901568,14.196523999999998,14.563607999999999,14.140985999999998
55-2803970,,,,,,,,0,0.30833699999999997,0.911191,1.340299,1.656707,2.385842,2.801011,3.349886,3.896303,4.444537,5.239332,5.551629,5.687361,6.167530999999999,6.703589,7.072728999999999,7.526478,7.8886,7.808333999999999,6.91935,6.6353100000000005,6.566008999999999,7.028436999999999,7.716299,8.289541,8.425991,9.371692,10.003594,10.240272000000001,10.562467,10.745256,11.233558,11.69484,11.905567,12.077275,12.334941,12.819389,13.319254,13.693024,14.021287,14.318242000000001,14.683326999999998,14.262704999999999
56-2803968,,,,,,,,,0,0.602854,1.031962,1.35737,2.086505,2.501674,3.050549,3.596967,4.1452,4.939995,5.252292,5.388024,5.868194,6.404253,6.773391999999999,7.2271410000000005,7.589263000000001,7.509997,6.620013,6.335974,6.266672,6.7291,7.416962,7.990203999999999,8.126655,9.072356,9.704257,9.940935000000001,10.26313,10.44592,10.934221,11.396503,11.60723,11.777938,12.035604,12.520052,13.019917,13.393687,13.72295,14.018904999999998,14.383989999999999,13.963368
57-2803966,,,,,,,,,,0,0.429109,0.754516,1.483651,1.8988200000000002,2.447695,2.994113,3.542347,4.337141,4.649438,4.785171,5.26534,5.801399,6.170538,6.624287,6.98641,6.906142999999999,6.0171589999999995,5.7331199999999995,5.663818,6.126246,6.814108999999999,7.387351,7.523801,8.469502,9.101403,9.338080999999999,9.660276,9.843066,10.331368,10.79265,11.003376,11.175084,11.43275,11.917199,12.417063,12.790833000000001,13.119095999999999,13.416051999999999,13.781135999999998,13.360514000000002
