순번_정류장ID,1-2802166,2-2806621,3-2806503,4-2806507,5-2802175,6-2801848,7-2802181,8-2802178,9-2802797,10-2802795,11-2802798,12-2802808,13-2806616,14-2802827,15-2803777,16-2802823,17-2802783,18-2802757,19-2802733,20-2802706,21-2802628
1-2802166,0,0.195946,0.5247609999999999,0.905538,1.254264,1.5346229999999998,1.847293,2.255131,2.480296,2.683771,2.822316,3.006284,3.168482,3.350257,3.588566,3.791114,4.1071230000000005,4.576958,4.769558,5.186504,5.328136
2-2806621,,0,0.330815,0.711592,1.060318,1.3406770000000001,1.6533470000000001,2.061185,2.28635,2.489825,2.62837,2.812338,2.9745369999999998,3.156311,3.3946199999999997,3.597168,3.912177,4.381012,4.5756120000000005,4.992558,5.13419
3-2806503,,,0,0.384777,0.733503,1.013862,1.326532,1.73437,1.9595349999999998,2.16301,2.301555,2.485523,2.647722,2.829496,3.067805,3.270353,3.5853620000000004,4.055197,4.248797,4.665743,4.807375
4-2806507,,,,0,0.34872600000000004,0.629085,0.9417549999999999,1.349593,1.574758,1.7782330000000002,1.9167779999999999,2.100746,2.262945,2.4447200000000002,2.683029,2.885577,3.200585,3.6694199999999997,3.8640199999999996,4.2809669999999995,4.422599
5-2802175,,,,,0,0.28136,0.594029,1.001868,1.227033,1.430508,1.569053,1.75302,1.9152189999999998,2.096994,2.3353029999999997,2.537851,2.8528599999999997,3.3226940000000003,3.5162949999999995,3.933241,4.074873
6-2801848,,,,,,0,0.31267,0.720508,0.945673,1.149148,1.287693,1.471661,1.63386,1.8156349999999999,2.053943,2.2564919999999997,2.5725,3.0413349999999997,3.2349349999999997,3.651882,3.793513
7-2802181,,,,,,,0,0.40783800000000003,0.633004,0.8364790000000001,0.975024,1.1589909999999999,1.3211899999999999,1.5029649999999999,1.7412740000000002,1.9438220000000002,2.25983,2.7286650000000003,2.922266,3.3392120000000003,3.4808440000000003
8-2802178,,,,,,,,0,0.225165,0.42863999999999997,0.576186,0.760153,0.9223520000000001,1.104127,1.342436,1.544984,1.8609919999999998,2.329827,2.523427,2.9403740000000003,3.0820060000000002
9-2802797,,,,,,,,,0,0.203475,0.35102,0.534988,0.697187,0.8789610000000001,1.11727,1.319818,1.6358270000000001,2.104662,2.298262,2.715208,2.85684
10-2802795,,,,,,,,,,0,0.147546,0.331513,0.493712,0.675487,0.9137959999999999,1.116344,1.431352,1.901187,2.0947869999999997,2.511734,2.653366
11-2802798,,,,,,,,,,,0,0.183968,0.346167,0.527941,0.76625,0.9687979999999999,1.397807,1.866642,2.1132419999999996,2.531188,2.67182
12-2802808,,,,,,,,,,,,0,0.162199,0.343974,0.582283,0.7848310000000001,1.213839,1.6826740000000002,1.929275,2.346221,2.487853
13-2806616,,,,,,,,,,,,,0,0.181775,0.420084,0.622632,1.051641,1.520475,1.7670759999999999,2.184022,2.325654
14-2802827,,,,,,,,,,,,,,0,0.23830900000000002,0.44085699999999994,0.869866,1.3397,1.586301,2.003247,2.144879
15-2803777,,,,,,,,,,,,,,,0,0.202548,0.6315569999999999,1.100392,1.346992,1.763938,1.90557
16-2802823,,,,,,,,,,,,,,,,0,0.43100900000000003,0.9008430000000001,1.1474440000000001,1.56439,1.7060220000000001
17-2802783,,,,,,,,,,,,,,,,,0,0.46883500000000006,0.715435,1.132382,1.274014
18-2802757,,,,,,,,,,,,,,,,,,0,0.24660100000000001,0.663547,0.805179
19-2802733,,,,,,,,,,,,,,,,,,,0,0.416947,0.558578
20-2802706,,,,,,,,,,,,,,,,,,,,0,0.14163199999999998
21-2802628,,,,,,,,,,,,,,,,,,,,,0
