순번_정류장ID,1-2801597,2-2801586,3-2801567,4-2801534,5-2801509,6-2801507,7-2801561,8-2801608,9-2801648,10-2801184,11-2801659,12-2801647,13-2801207,14-2801605,15-2801576,16-2801549,17-2801584
1-2801597,0,0.17608,0.333165,0.479933,0.8599190000000001,1.385623,1.744107,2.0240419999999997,2.332651,2.757818,3.134547,3.292419,3.221504,3.012636,2.6593560000000003,2.452086,2.52117
2-2801586,,0,0.157085,0.303852,0.6838390000000001,1.209543,1.568027,1.8479619999999999,2.156571,2.581738,2.9584669999999997,3.116339,3.045424,2.8365549999999997,2.483276,2.276006,2.3450900000000003
3-2801567,,,0,0.146768,0.526754,1.052458,1.410942,1.690877,1.999486,2.4246529999999997,2.801382,2.959254,2.8883389999999998,2.679471,2.326191,2.118921,2.188005
4-2801534,,,,0,0.380986,0.906691,1.265174,1.54511,1.853719,2.278886,2.655614,2.813487,2.742572,2.533703,2.1804240000000004,1.973154,2.042237
5-2801509,,,,,0,0.525704,0.884188,1.164124,1.472733,1.8979,2.274628,2.4325,2.361585,2.152717,1.799437,1.592167,1.6612509999999998
6-2801507,,,,,,0,0.358484,0.638419,0.9470290000000001,1.372195,1.7489240000000001,1.9397959999999999,1.8678810000000001,1.659013,1.305733,1.098463,1.167547
7-2801561,,,,,,,0,0.280936,0.589545,1.014712,1.39144,1.581312,1.510397,1.3015290000000002,0.948249,0.74098,0.810063
8-2801608,,,,,,,,0,0.308609,0.733776,1.1105049999999999,1.4373770000000001,1.7077779999999998,1.498909,1.14563,0.9383600000000001,1.007443
9-2801648,,,,,,,,,0,0.425167,0.801895,1.128768,1.5846129999999998,1.534984,1.4542389999999998,1.246969,1.3160530000000001
10-2801184,,,,,,,,,,0,0.376729,0.703601,1.159447,1.109818,1.237595,1.326865,1.088781
11-2801659,,,,,,,,,,,0,0.326872,0.782718,0.733089,0.860866,0.9501360000000001,0.713052
12-2801647,,,,,,,,,,,,0,0.45584600000000003,0.6452859999999999,0.7730630000000001,0.984333,0.77125
13-2801207,,,,,,,,,,,,,0,0.208869,0.562148,0.773418,0.8773350000000001
14-2801605,,,,,,,,,,,,,,0,0.35328000000000004,0.56455,0.668466
15-2801576,,,,,,,,,,,,,,,0,0.21126999999999999,0.315187
16-2801549,,,,,,,,,,,,,,,,0,0.355513
17-2801584,,,,,,,,,,,,,,,,,0
