순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2807391,15-2803925,16-2807392,17-2804772,18-2803923,19-2806339,20-2804765,21-2803921,22-2806337,23-2806394,24-2803919,25-2804592,26-2804044,27-2804590,28-2804042,29-2804040,30-2804038,31-2804036,32-2804033,33-2800268,34-2800264,35-2807245,36-2800262,37-2807367,38-2800265,39-2800266,40-2807368,41-2804602,42-2803580,43-2800263,44-2807388,45-2804528,46-2804527
1-2800269,0,0.419283,0.773767,1.3496549999999998,1.7318779999999998,1.965875,2.139857,2.3998,2.753507,3.325432,3.528497,3.7989290000000002,4.073614,4.288978,4.538981,4.877078,5.213932,5.009753,4.670338,4.360098000000001,4.122653,3.8933519999999997,3.8883379999999996,4.139817,4.016843,2.921638,2.6406240000000003,2.275571,1.947644,1.581183,1.362624,0.615771,0.7490939999999999,1.018311,1.329267,1.4654969999999998,1.713269,2.002048,1.97717,1.6794939999999998,1.452245,1.29874,1.077742,0.759372,0.6244810000000001,0.36603800000000003
2-2805488,,0,0.354484,0.930372,1.3125950000000002,1.546592,1.7205740000000003,1.9805169999999999,2.334225,2.906149,3.109214,3.3796459999999997,3.6543309999999996,3.8696949999999997,4.1196980000000005,4.457796,4.794649,4.59047,4.251056,3.9408160000000003,3.7033699999999996,3.474069,3.4690550000000004,3.720534,4.0988739999999995,3.340921,3.059907,2.6948540000000003,2.366927,2.000466,1.781907,1.035053,1.111656,1.134594,1.44555,1.58178,1.829552,2.118331,2.093453,1.795777,1.5685280000000001,1.415023,1.194025,0.778122,0.64323,0.384788
3-2807373,,,0,0.575888,0.958111,1.192108,1.36609,1.626034,1.979741,2.5516650000000003,2.75473,3.025162,3.299847,3.5152120000000004,3.765214,4.103312,4.440165,4.2359860000000005,3.896572,3.586332,3.3488860000000003,3.119585,3.1145709999999998,3.36605,3.74439,3.6964050000000004,3.4153910000000005,3.050338,2.722411,2.35595,2.137391,1.3905370000000001,1.46614,1.489077,1.800034,1.936264,2.184036,2.472815,2.447936,2.150261,1.923011,1.769507,1.548509,1.132606,0.997714,0.739271
4-2800272,,,,0,0.382223,0.61622,0.7902020000000001,1.050145,1.403853,1.9757770000000001,2.178842,2.449274,2.723959,2.939323,3.189326,3.527424,3.8642769999999995,3.888874,3.54946,3.23922,3.001775,2.7724740000000003,2.76746,3.018938,3.397278,4.176483999999999,3.991279,3.6262260000000004,3.2982989999999996,2.931838,2.713279,1.966425,2.0420279999999997,2.064966,2.375922,2.512152,2.7599240000000003,3.0487029999999997,3.023825,2.7261490000000004,2.4989,2.345395,2.124397,1.708494,1.573602,1.315159
5-2803582,,,,,0,0.23399699999999998,0.407979,0.6679229999999999,1.0256299999999998,1.5975540000000001,1.800619,2.0710509999999998,2.345736,2.561101,2.8111029999999997,3.1492009999999997,3.486054,3.702903,3.931683,3.621443,3.3839980000000005,3.154697,3.149683,3.4011620000000002,3.7795019999999995,4.558707,4.373501999999999,4.008449,3.6805220000000003,3.314061,3.095502,2.347648,2.424251,2.447189,2.7581450000000003,2.894375,3.142147,3.4309260000000004,3.406048,3.108372,2.881123,2.727618,2.5066200000000003,2.0907169999999997,1.955825,1.697382
6-2803603,,,,,,0,0.173982,0.433925,0.791633,1.363557,1.566622,1.8370540000000002,2.111739,2.3271029999999997,2.577106,2.915204,3.2520569999999998,3.4689059999999996,3.808321,3.85544,3.6179940000000004,3.388693,3.383679,3.635158,4.013498,4.7927040000000005,4.607499,4.242446,3.9145190000000003,3.5470580000000003,3.3294989999999998,2.582645,2.658248,2.6811849999999997,2.992142,3.128372,3.376144,3.6649230000000004,3.640044,3.342369,3.115119,2.961615,2.740617,2.3247139999999997,2.189822,1.9313790000000002
7-2803602,,,,,,,0,0.259944,0.6176510000000001,1.189576,1.392641,1.663073,1.937758,2.153122,2.403125,2.741222,3.078076,3.294925,3.6343389999999998,3.944579,3.791976,3.562675,3.557661,3.80914,4.18748,4.966686,4.780481,4.4154279999999995,4.0875010000000005,3.7210400000000003,3.502481,2.755627,2.83223,2.855167,3.166124,3.3023540000000002,3.550126,3.8389050000000005,3.814026,3.5163510000000002,3.289101,3.135597,2.914598,2.498695,2.363804,2.1053610000000003
8-2800274,,,,,,,,0,0.35770799999999997,0.929632,1.1326969999999998,1.403129,1.677814,1.8931779999999998,2.1431810000000002,2.4812790000000002,2.818132,3.034981,3.374396,3.6846360000000002,3.922081,3.8226190000000004,3.8176050000000004,4.069083999999999,4.447424,5.226629,5.040424,4.676371,4.347444,3.980983,3.7634239999999997,3.01657,3.092173,3.115111,3.4260669999999998,3.562297,3.8100690000000004,4.098848,4.07397,3.776294,3.5490449999999996,3.39554,3.1745419999999998,2.758639,2.6237470000000003,2.3653049999999998
9-2803847,,,,,,,,,0,0.576925,0.77999,1.050422,1.325107,1.540471,1.7904740000000001,2.128571,2.465425,2.682274,3.021688,3.331928,3.569374,3.798675,4.171312,4.422791,4.801131,5.580337,5.395131,5.030079,4.702152,4.3356900000000005,4.117132,3.370278,3.445881,3.468818,3.779775,3.916005,4.163776,4.4525559999999995,4.427677,4.130001999999999,3.9027519999999996,3.749247,3.5282489999999997,3.112346,2.977455,2.7190119999999998
10-2803599,,,,,,,,,,0,0.203065,0.473498,0.748182,0.9745469999999999,1.2245489999999999,1.562647,1.8995009999999999,2.11635,2.455764,2.766004,3.0034490000000003,3.23275,3.803907,4.055385,4.433725,5.212931,5.493945,5.602003,5.274076,4.907614,4.689056,3.9422019999999995,4.017805,4.040742,4.351699,4.487929,4.735701000000001,5.0244800000000005,4.999601,4.701926,4.4746760000000005,4.321172,4.100173000000001,3.6842699999999997,3.549379,3.290936
