순번_정류장ID,43-2804633,44-2803707,45-2803709,46-2806218,47-2803710,48-2803712,49-2803713,50-2803717,51-2803722,52-2803724,53-2804275,54-2806287,55-2806285,56-2804281,57-2806283,58-2804272,59-2804271,60-2804269,61-2804267,62-2804265,63-2806281,64-2804263,65-2804777,66-2803744,67-2804666,68-2803745,69-2803746,70-2803747,71-2803748,72-2807370,73-2803604,74-2800266,75-2804602,76-2803580,77-2800263,78-2800267,79-2804032
43-2804633,0,0.54087,0.804293,1.166159,1.298038,1.492898,2.187416,2.964487,3.3029089999999997,3.7365519999999997,4.441701,4.888432,5.294502,5.586648,5.818903,6.355212,6.679359,7.297386,7.5798179999999995,8.305585,8.879646000000001,9.385267,9.916595,10.473141,10.78236,11.440957000000001,11.911893,12.53668,12.127654,11.571415,11.257507,10.585334,11.078386,11.231891000000001,11.452889,11.701985,12.339432
44-2803707,,0,0.263424,0.62529,0.757169,0.9520280000000001,1.6465459999999998,2.4236169999999997,2.7620400000000003,3.195682,3.9008309999999997,4.347563,4.753633,5.0457790000000005,5.278034,5.814342,6.138489,6.756517,7.038949000000001,7.764716,8.338776,8.844398,9.375725,9.932272,10.241489999999999,10.900088,11.371023,11.994811,11.586785,11.030545,10.715638,10.044464,10.536517,10.690022,10.911019999999999,11.161116,11.797562
45-2803709,,,0,0.36186599999999997,0.493745,0.688605,1.3831229999999999,2.1601939999999997,2.498616,2.932259,3.637408,4.0841389999999995,4.490208999999999,4.782355,5.01461,5.550919,5.875066,6.493093,6.775525,7.501291999999999,8.075353,8.580974000000001,9.112302,9.668847999999999,9.978067,10.636664,11.1076,11.845822,11.632152,11.075913,10.761005,10.089832000000001,10.581884,10.735389,10.956387,11.206483,11.84293
46-2806218,,,,0,0.131879,0.326739,1.021257,1.798328,2.13675,2.570393,3.2755419999999997,3.7222730000000004,4.128343,4.420489,4.652744,5.189051999999999,5.5132,6.131227,6.413659,7.139425999999999,7.713487,8.219108,8.750436,9.306982000000001,9.616201,10.274797999999999,10.745733999999999,11.483956,11.891982,11.438778999999998,11.123871000000001,10.452698,10.944751,11.098255,11.318254,11.569349,12.205796000000001
47-2803710,,,,,0,0.19485999999999998,0.8893780000000001,1.666449,2.004871,2.438514,3.143663,3.5903940000000003,3.996464,4.28861,4.520865000000001,5.057173000000001,5.381321,5.999348,6.28178,7.007547,7.581608,8.087228999999999,8.618557000000001,9.175103,9.484322,10.142919000000001,10.613855000000001,11.352077,11.760102999999999,11.570658,11.25575,10.584577000000001,11.07663,11.230134,11.451132000000001,11.700228,12.337675
48-2803712,,,,,,0,0.6945180000000001,1.471589,1.810012,2.2436540000000003,2.948803,3.3955349999999997,3.8016050000000003,4.093751,4.326005,4.862314,5.186461,5.804489,6.086921,6.8126869999999995,7.386748,7.89237,8.423697,8.980244,9.289462,9.94806,10.418994999999999,11.157217999999999,11.565242999999999,11.765518,11.450610000000001,10.778437,11.271489,11.424994,11.645992,11.895088000000001,12.531535
49-2803713,,,,,,,0,0.777071,1.115494,1.549136,2.254285,2.701016,3.107087,3.399233,3.6314870000000004,4.167796,4.491943,5.109971,5.392403,6.118169,6.69223,7.197852,7.729178999999999,8.285725999999999,8.594944,9.253542,9.724477,10.462699,10.870725,11.376999,11.062091,10.390918,10.882971000000001,11.036475,11.257474,11.50757,12.144016
50-2803717,,,,,,,,0,0.33842300000000003,0.772065,1.479214,1.925946,2.332016,2.624162,2.856416,3.392725,3.716872,4.3349,4.617332,5.343098,5.917159,6.422781,6.954108,7.510655,7.819872999999999,8.478471,8.949406,9.687629,10.095654,10.653894000000001,10.629199,9.958025,10.450078,10.603583,10.824581,11.074677000000001,11.711122999999999
51-2803722,,,,,,,,,0,0.43364300000000006,1.140792,1.587523,1.993593,2.285739,2.517994,3.054302,3.37845,3.9964769999999996,4.278909,5.004676,5.578737,6.084358,6.615685000000001,7.172232000000001,7.48145,8.140048,8.610984,9.349206,9.757232,10.315471,10.630379,10.297448,10.789501,10.943005,11.164003999999998,11.4141,12.050546
52-2803724,,,,,,,,,,0,0.707149,1.153881,1.559951,1.852097,2.084351,2.62066,2.944807,3.5628349999999998,3.8452669999999998,4.571033,5.145094,5.650716,6.182043,6.738589999999999,7.047808,7.706405999999999,8.177341,8.915563,9.323589,9.881829,10.196736,10.730089999999999,11.222142999999999,11.375648,11.596646,11.846741999999999,12.483189
