순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2804336,8-2804260,9-2807394,10-2804761,11-2804759,12-2804258,13-2804256,14-2806229,15-2804245,16-2804774,17-2804243,18-2804242,19-2806329,20-2804240,21-2804238,22-2804236,23-2804234,24-2806330,25-2803714,26-2803715,27-2803720,28-2803719,29-2803711,30-2806217,31-2803708,32-2803706,33-2804634,34-2803705,35-2803703,36-2807382,37-2804632,38-2804441,39-2806362,40-2806950,41-2806363,42-2803610,43-2803612,44-2806226,45-2803613,46-2803860,47-2803861,48-2800256,49-2806225,50-2803862,51-2803865,52-2806899,53-2806359,54-2804721,55-2803870,56-2800254,57-2803874
1-2800270,0,0.789926,1.059143,1.370099,1.506329,1.754101,2.09174,2.173058,2.4028169999999998,2.654356,2.9277279999999997,3.389828,3.882853,4.155791000000001,4.7405919999999995,6.096643,7.0202350000000004,7.870067999999999,8.416091,8.868155999999999,9.429345,9.689347999999999,10.161937,10.876214,11.213678,11.457285,12.391415,12.785565,12.543311,12.426979,12.066065,12.123427000000001,12.554474,13.106122000000001,12.546536,12.904435000000001,11.436073,11.048435000000001,10.834159,10.682592,9.295928,9.322023,9.671348,10.39718,10.627807,10.926234,11.968865,12.480158,12.609499000000001,12.831783,13.358798,13.60147,14.053254999999998,15.420518,15.773610000000001,15.951023000000001,16.261435000000002
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.302815,1.384132,1.613891,1.865431,2.138803,2.6009029999999997,3.093927,3.3668660000000004,3.9516660000000003,5.307718,6.23131,7.081142,7.627166000000001,8.079231,8.64142,8.901423,9.373012,10.086289,10.423753,10.66836,11.60249,11.99664,11.753386,11.637053,11.27714,11.334502,11.764548,12.317196000000001,13.198741,13.63464,12.170278,11.782639999999999,11.564364,11.416797,10.028133,10.054228,10.403553,11.129385000000001,11.358011999999999,11.656439,12.70107,13.212363,13.341704,13.561988000000001,14.089003,14.333675,14.78546,16.152723,16.506815,16.683228,16.992639999999998
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,1.034598,1.115915,1.345675,1.597214,1.870586,2.3326860000000003,2.825711,3.098649,3.68345,5.0395010000000005,5.963093,6.812925,7.358949000000001,7.811014,8.373203,8.633206,9.105795,9.819072,10.156536000000001,10.401143,11.335272999999999,11.729422999999999,11.486169,11.369837,11.009922999999999,11.067285,11.497330999999999,12.04998,12.931525,13.659578,12.193216,11.805577,11.589300999999999,11.439734,10.05307,10.079165,10.428491000000001,11.154322,11.38295,11.681377000000001,12.726007000000001,13.237301,13.364642000000002,13.586925,14.11394,14.358611999999999,14.810397,16.177660999999997,16.529752,16.708165,17.015577
4-2807245,,,,0,0.13623,0.384002,0.725642,0.806959,1.036718,1.288258,1.5616299999999999,2.023729,2.516754,2.7896919999999996,3.374493,4.730544,5.654136,6.5039690000000006,7.049992,7.502057000000001,8.064246,8.324249,8.795838,9.510116,9.847579,10.092187,11.025316,11.420466000000001,11.176213,11.060880000000001,10.700966000000001,10.758329,11.188375,11.741023,12.621568,13.970533999999999,12.502172,12.114533999999999,11.898258,11.748691,10.364027,10.388122000000001,10.737447,11.465278999999999,11.691906,11.992333,13.036964,13.548257000000001,13.673598000000002,13.897882000000001,14.424897,14.667569,15.121354,16.488617,16.840709,17.019122,17.324534
5-2800262,,,,,0,0.247772,0.5894119999999999,0.670729,0.900488,1.152028,1.4254,1.8875,2.3805240000000003,2.6534619999999998,3.238263,4.594314,5.517906,6.367739,6.913761999999999,7.365827,7.928016,8.188019,8.660608,9.373886,9.711349,9.955957000000001,10.890086,11.284236,11.040983,10.92465,10.564736,10.622099,11.052145,11.604792999999999,12.486338,14.082237,12.640402,12.252763999999999,12.036488,11.886921000000001,10.500256,10.526352000000001,10.875677,11.601509,11.830136,12.128563,13.171194,13.684486999999999,13.811828,14.034112,14.559126999999998,14.803799,15.255583999999999,16.625847,16.976938,17.155352,17.463764
6-2807367,,,,,,0,0.34164,0.42295699999999997,0.652716,0.904256,1.1776280000000001,1.6397279999999999,2.132752,2.4056900000000003,2.990491,4.3465419999999995,5.270134,6.119967,6.66599,7.118055,7.680244999999999,7.939247,8.411836,9.125114,9.462577,9.707185,10.641314,11.036465,10.792211,10.676878,10.316965,10.374327000000001,10.804373,11.357021000000001,12.238566,13.835465,12.886174,12.498536,12.28226,12.134692,10.748028,10.772124,11.123449,11.849281,12.075908,12.376335000000001,13.420966,13.930259,14.0576,14.279882999999998,14.808898000000001,15.053571,15.503354999999999,16.873619,17.22471,17.403124,17.711536
7-2804336,,,,,,,0,0.081317,0.311077,0.562616,0.835988,1.298088,1.7911119999999998,2.0640509999999996,2.6488509999999996,4.004903,4.928495,5.778327,6.324351,6.776416,7.338605,7.5986080000000005,8.071197,8.784474000000001,9.121938,9.366545,10.300675,10.694825,10.451571000000001,10.335238,9.975325,10.032687,10.462733,11.015381,11.896925999999999,13.493825,13.223813,12.836175,12.621899,12.472332000000002,11.085668,11.111763,11.461088,12.186919999999999,12.415548,12.713975,13.758605,14.269898000000001,14.39724,14.619523000000001,15.146538,15.391210000000001,15.842995000000002,17.211257999999997,17.56235,17.740763,18.048175
8-2804260,,,,,,,,0,0.22975900000000002,0.486299,0.759671,1.221771,1.714795,1.9877330000000002,2.572534,3.928586,4.852178,5.70201,6.248034,6.700099000000001,7.261288,7.522291,7.994878999999999,8.708157,9.045621,9.289228,10.224357000000001,10.618508,10.375254,10.258921,9.899008,9.95637,10.386416,10.938064,11.820609,13.416507999999999,13.307129999999999,12.919492,12.703216000000001,12.553649,11.166985,11.19308,11.542406,12.268237,12.496865,12.795292,13.837922,14.351216,14.476557000000001,14.698839999999999,15.227854999999998,15.470526999999999,15.924311999999999,17.291576,17.643667,17.82208,18.130492
9-2807394,,,,,,,,,0,0.25654,0.5299119999999999,0.9920120000000001,1.485036,1.7579740000000001,2.342775,3.6988260000000004,4.622418,5.472251,6.018274,6.470339,7.031528,7.291531,7.76512,8.478398,8.815861,9.059469,9.994598,10.387749000000001,10.145495,10.029162,9.669249,9.725611,10.155657000000001,10.709305,11.59085,13.187748999999998,13.534889999999999,13.147251999999998,12.930975,12.781408,11.394744000000001,11.42084,11.772165,12.497997,12.724624,13.023050999999999,14.067681,14.578975,14.706316000000001,14.928598999999998,15.455614,15.700287,16.152071,17.520335,17.871426,18.052839000000002,18.358252
10-2804761,,,,,,,,,,0,0.273372,0.735472,1.2284959999999998,1.501435,2.086235,3.4422870000000003,4.3658790000000005,5.215711,5.761735,6.2138,6.775989,7.035992,7.5085809999999995,8.221858000000001,8.559322,8.803929,9.738059,10.132209,9.888955000000001,9.772622,9.412709,9.470071,9.900117,10.452765,11.33431,12.931208999999999,13.786429,13.400791,13.184515,13.034948,11.646284,11.674379,12.023705,12.747536,12.978164,13.274591000000001,14.319220999999999,14.830514,14.957856,15.180139000000002,15.707154000000001,15.951826,16.405610999999997,17.770875,18.124966,18.302379000000002,18.610791
