순번_정류장ID,50-2805077,51-2800301,52-2804454,53-2800294,54-2806305,55-2804529,56-2807416,57-2806355,58-2803939,59-2803941,60-2804767,61-2803998,62-2804000,63-2804002,64-2804004,65-2804006,66-2804008,67-2804011,68-2804012,69-2804014,70-2804016,71-2806404,72-2804019,73-2806406,74-2804020,75-2804705,76-2804027,77-2806303,78-2800283,79-2800281,80-2800280,81-2800278,82-2806663,83-2804031,84-2800260,85-2800275,86-2804713,87-2803598,88-2803600,89-2800273,90-2803601,91-2804331,92-2803581,93-2800271,94-2805489,95-2807150,96-2804581,97-2804582,98-2800267,99-2804032
50-2805077,0,0.590104,1.0653299999999999,1.5187329999999999,2.025505,2.394908,3.759212,4.380643,4.1755059999999995,3.402703,2.9312099999999996,3.47339,3.8637040000000002,4.247362,4.50419,4.846996,5.142372,5.538918,5.910056,6.3535580000000005,6.649181,6.987235000000001,7.412303,7.6042320000000005,7.333039,7.143517999999999,6.937274,6.507680000000001,6.327085,6.789513,7.477375,8.050616999999999,8.187066999999999,9.132767999999999,9.76567,10.001348,10.323542999999999,10.507332,10.995633999999999,11.455916,11.666642999999999,11.838351,12.096017,12.580465,13.08033,13.4561,13.783363,14.081318,14.446403,14.024780999999999
51-2800301,,0,0.47522600000000004,0.928629,1.435401,1.804804,3.169108,3.790539,4.062391000000001,3.988806,3.517314,4.059494,4.449808,4.8334660000000005,5.090294,5.4330989999999995,5.728476000000001,6.125022,6.49616,6.939661999999999,7.235285,7.573338000000001,7.998407,8.190335000000001,7.9201429999999995,7.730622,7.523378,7.093783999999999,6.914188,7.3766169999999995,8.064478999999999,8.637721,8.774171,9.719872,10.351774,10.588451,10.910647,11.093436,11.581738,12.04302,12.253746000000001,12.425454,12.683119999999999,13.167569,13.667434,14.041204,14.369467000000002,14.666422,15.031506,14.610885000000001
52-2804454,,,0,0.453403,0.960175,1.3295780000000001,2.693882,3.3153129999999997,3.587164,4.359968,3.99254,4.53472,4.925033999999999,5.308692,5.565519999999999,5.908326000000001,6.203702,6.600248,6.971386,7.414888,7.710511,8.048565,8.473633,8.665562,8.396369,8.205848,7.998603999999999,7.5690100000000005,7.389415,7.851843,8.539705,9.113947,9.249397,10.196098,10.828,11.062678,11.385873,11.568663,12.056964,12.518246000000001,12.728973,12.900681,13.158347000000001,13.642795000000001,14.14366,14.51743,14.844693,15.140648,15.507732999999998,15.086110999999999
53-2800294,,,,0,0.506772,0.876175,2.2434790000000002,2.86491,3.136762,3.909565,4.445943,4.988122,5.378437,5.7620949999999995,6.018923,6.361728,6.6571050000000005,7.0536509999999994,7.424789,7.868291,8.163914,8.501967,8.927035,9.118964,8.848771000000001,8.659251,8.452007,8.022413,7.842817,8.305245,8.994108,9.56635,9.7028,10.649500999999999,11.281402,11.51808,11.839275,12.022065,12.511367,12.972648,13.183375,13.355082999999999,13.612748999999999,14.096198000000001,14.597062,14.969832,15.299095000000001,15.596051000000001,15.623864999999999,15.382487
54-2806305,,,,,0,0.36940300000000004,1.736707,2.3581380000000003,2.6299900000000003,3.402793,3.9400760000000004,4.482255,4.87257,5.256228,5.513056,5.855861,6.151237999999999,6.547784,6.918922,7.362424000000001,7.658047,7.9961,8.421168,8.613097,8.926457000000001,9.075384,8.868139999999999,8.438546,8.25895,8.721378,9.409241,9.982483,10.118933,11.064634,11.696536,11.933213,12.255408000000001,12.438198,12.9265,13.387782000000001,13.598507999999999,13.770216,14.027882,14.286029999999998,14.747195000000001,15.120965,15.419228,15.482176999999998,15.117092999999999,14.875715
55-2804529,,,,,,0,1.367304,1.988735,2.2605869999999997,3.0333900000000003,3.570673,4.112851999999999,4.5031669999999995,4.886825,5.143653,5.486458,5.781835,6.178381,6.549519,6.993021000000001,7.288644000000001,7.626697,8.051765,8.243694,8.557053999999999,8.704981,8.497736999999999,8.068143,7.890547,8.351975,9.039838,9.61308,9.74953,10.695231,11.327133,11.56381,11.886005,12.067795,12.556097,13.018379,13.230104999999998,13.401813,13.657479,13.916626999999998,14.377792000000001,14.751562,15.048825,15.112774,14.747689999999999,14.506312
56-2807416,,,,,,,0,0.6214310000000001,0.8932829999999999,1.666086,2.203369,2.745548,3.135863,3.519521,3.7763489999999997,4.119154,4.414531,4.811077,5.182215,5.625717,5.92134,6.259393,6.684461,6.87639,7.18975,7.338677000000001,7.131433,6.701839,6.5222430000000005,6.9846710000000005,7.672534,8.245776,8.382226,9.327927,9.959829,10.196506,10.518701,10.701491,11.189793,11.651075,11.861801,12.033509,12.291175,12.618377,13.079542,13.453312,13.751575,13.814523999999999,13.449439000000002,13.208060999999999
57-2806355,,,,,,,,0,0.271852,1.044655,1.5819379999999998,2.124118,2.514432,2.8980900000000003,3.154918,3.497723,3.7931,4.189646,4.560784,5.0042860000000005,5.2999089999999995,5.637962,6.063031,6.2549589999999995,6.568319,6.718246000000001,6.5110019999999995,6.081408000000001,5.9018120000000005,6.364240000000001,7.052103,7.625344999999999,7.761794999999999,8.707496,9.339398,9.576075,9.898271000000001,10.08106,10.569362,11.030644,11.24137,11.413078,11.670744000000001,12.155192999999999,12.655057000000001,13.028828,13.35709,13.654046,14.019129999999999,13.598507999999999
58-2803939,,,,,,,,,0,0.772804,1.310086,1.852266,2.242581,2.626239,2.883066,3.2258720000000003,3.5212480000000004,3.917794,4.288932,4.732434,5.0280569999999996,5.366111,5.7911790000000005,5.9831080000000005,6.296467,6.4453949999999995,6.23815,5.808555999999999,5.628961,6.0913889999999995,6.7792509999999995,7.352492999999999,7.488944,8.434645,9.066546,9.303224,9.625419,9.808209,10.296510000000001,10.757792,10.968519,11.140227000000001,11.397893,11.882341,12.382206,12.755975999999999,13.084239,13.381194,13.746279000000001,13.325657000000001
59-2803941,,,,,,,,,,0,0.537283,1.0794629999999998,1.4697770000000001,1.853435,2.110263,2.453068,2.7484450000000002,3.144991,3.5161290000000003,3.959631,4.255254,4.593308,5.018376,5.210305,5.523664,5.673591,5.466347,5.036753,4.857158,5.319586,6.007448,6.58069,6.71714,7.662841,8.294742999999999,8.531419999999999,8.853616,9.036405,9.524707000000001,9.985989,10.196715,10.368424000000001,10.62609,11.110538,11.610403,11.984173,12.312436,12.609391,12.974476,12.553854
