순번_정류장ID,64-2807131,65-2807129,66-2807127,67-2806963,68-2807124,69-2806964,70-2806987,71-2806965,72-2806966,73-2806967,74-2806968,75-2806969,76-2806970,77-2807408,78-2806971,79-2807122,80-2806891,81-2806890,82-2806888,83-2807293,84-2806886,85-2804580,86-2804213,87-2804211,88-2804209,89-2804207,90-2804205,91-2804204,92-2806290,93-2804202,94-2806292,95-2804578,96-2803609,97-2806232,98-2803608,99-2803607,100-2803606,101-2806297,102-2803616,103-2803853,104-2803850,105-2803617,106-2806299,107-2803618,108-2806300,109-2803600,110-2800273,111-2803601,112-2804331,113-2803581,114-2800271,115-2804749,116-2805489,117-2807150,118-2804581,119-2804582,120-2807389,121-2800267,122-2804032
64-2807131,0,0.801776,1.512154,2.127654,3.101784,3.2014869999999997,3.571228,4.255829,4.477869999999999,5.034721,5.280426,5.627269999999999,5.943821,6.548836,7.296978,7.885164,9.677054,10.203007000000001,10.779148,11.121310000000001,11.699231,12.061119999999999,12.567264999999999,12.928413,13.417207000000001,13.788572,14.522793,14.755571,15.109874,15.523670999999998,15.776245000000001,16.138959,16.274199,16.649286,16.977928,17.482136999999998,17.774528,18.326977,18.645376000000002,18.843931,19.240292999999998,19.835763,20.360448,20.625857,20.944058,21.629317,22.091598,22.301325,22.474033,22.731699,23.216148,23.262086,23.716012,24.089782,24.418045000000003,24.715001,24.849997000000002,25.001085,24.659463
65-2807129,,0,0.710378,1.3258780000000001,2.300009,2.399712,2.7694520000000002,3.454053,3.6760940000000004,4.232945,4.478651,4.825494,5.1420449999999995,5.747061,6.495202,7.083389,8.875278,9.401231,9.977372,10.319533999999999,10.897456,11.258345,11.76649,12.126638,12.615431,12.986796,13.722017000000001,13.953795000000001,14.307099,14.721895000000002,14.974470000000002,15.337183999999999,15.472423000000001,15.847510999999999,16.176152,16.681362,16.973751999999998,17.525202,17.8426,18.042154999999998,18.438517,19.033987,19.557672,19.827082,20.141282,20.827541,21.288823,21.500549,21.671257,21.929923000000002,22.413372,22.46031,22.914237,23.288007,23.618270000000003,23.912225,24.048222,24.198309,23.857688
66-2807127,,,0,0.6155,1.589631,1.6893340000000001,2.0590740000000003,2.743675,2.965716,3.522567,3.768273,4.115116,4.431667,5.036683,5.784825,6.373011,8.1649,8.690853,9.266994,9.609156,10.187078,10.548967,11.056111999999999,11.416260000000001,11.905053,12.276419,13.011639,13.243417,13.598721,14.011517000000001,14.265092000000001,14.626806,14.762045,15.138132999999998,15.465774,15.970984,16.263374,16.814823999999998,17.135222,17.332777,17.729139,18.325609,18.848294,19.114704,19.431904,20.120163,20.580445,20.791171,20.96288,21.219545999999998,21.704994,21.748932,22.203859,22.577629,22.907892,23.202847,23.338844,23.488931,23.14631
67-2806963,,,,0,0.974131,1.073834,1.443574,2.128175,2.350217,2.9070669999999996,3.152773,3.4996160000000005,3.8161669999999996,4.421183,5.169325,5.757511,7.5494,8.075353,8.651494,8.993656,9.571578,9.932466999999999,10.441612,10.80176,11.290553,11.660919,12.396139,12.628917,12.981221000000001,13.397018,13.648592,14.012306,14.147545999999998,14.522632999999999,14.851273999999998,15.356484,15.648874,16.199324,16.518722,16.717277,17.112639,17.70911,18.233794,18.500204,18.817404,19.503663,19.964945,20.174671,20.347379999999998,20.605045999999998,21.089494000000002,21.134432,21.588359,21.962129,22.290392,22.588347,22.723344,22.873432,22.53281
68-2807124,,,,,0,0.099703,0.469444,1.154045,1.3760860000000001,1.932937,2.178642,2.525486,2.842037,3.447052,4.195194,4.78338,6.57527,7.101222999999999,7.677364,8.019525999999999,8.597447,8.958337,9.466481,9.826628999999999,10.315423,10.686788,11.422009,11.653787,12.00809,12.421887,12.675462,13.037175,13.172414999999999,13.547502,13.876144,14.381354,14.673744000000001,15.225194,15.543592000000002,15.742147000000001,16.138509,16.733979,17.258664000000003,17.525073000000003,17.842274,18.528533,18.989814000000003,19.200541,19.372249,19.629915,20.114364000000002,20.160301999999998,20.614228,20.987998,21.316260999999997,21.613217000000002,21.748213,21.898301,21.557679
69-2806964,,,,,,0,0.369741,1.0543420000000001,1.276383,1.833234,2.078939,2.425783,2.742334,3.347349,4.095491,4.683676999999999,6.475567,7.001519999999999,7.577661,7.919822999999999,8.497744,8.858633,9.365778,9.725926,10.21472,10.586085,11.321306,11.553084,11.907387,12.321183999999999,12.574758000000001,12.936472,13.071712,13.446798999999999,13.775441,14.28065,14.573041,15.12449,15.442889000000001,15.641444,16.037806,16.633276000000002,17.157961,17.42437,17.741571,18.42783,18.889111,19.099838000000002,19.271546,19.529212,20.013661,20.059599,20.513525,20.887295,21.215557999999998,21.512514000000003,21.64751,21.798598000000002,21.456976
70-2806987,,,,,,,0,0.684601,0.9066420000000001,1.463493,1.7091990000000001,2.0560419999999997,2.372593,2.977609,3.7257510000000003,4.313937,6.105826,6.631778999999999,7.20792,7.550082000000001,8.128003999999999,8.488893,8.996038,9.356186,9.844978999999999,10.216345,10.952565,11.184343,11.538647000000001,11.951443,12.205017999999999,12.567732000000001,12.701971,13.077059,13.4057,13.913910000000001,14.2063,14.75675,15.073148000000002,15.271703,15.668064999999999,16.265535,16.788220000000003,17.055629999999997,17.373829999999998,18.058089000000002,18.519371,18.730097,18.905806,19.160472,19.64392,19.691858,20.146785,20.518555,20.848817999999998,21.142773000000002,21.27777,21.427857999999997,21.087235999999997
71-2806965,,,,,,,,0,0.222041,0.778892,1.024598,1.371441,1.6879919999999997,2.2930080000000004,3.04115,3.629336,5.421225,5.947178,6.523319,6.865481,7.443403,7.804292,8.311437,8.671585,9.160378,9.532744000000001,10.266964,10.498742,10.854046,11.267842,11.520417,11.883131,12.018369999999999,12.393458,12.722099,13.227309,13.518699,14.073148999999999,14.391547000000001,14.590101999999998,14.983464000000001,15.579934,16.105619,16.370029000000002,16.687229000000002,17.373488000000002,17.83677,18.046495999999998,18.219205,18.477870000000003,18.959319,19.008257,19.459184,19.833954000000002,20.161217,20.459172,20.596169,20.744256,20.403635
72-2806966,,,,,,,,,0,0.556851,0.802556,1.1494,1.465951,2.070966,2.8191080000000004,3.4072949999999995,5.199184,5.725137,6.301278,6.643439999999999,7.221361999999999,7.582250999999999,8.090396,8.449542999999998,8.939337,9.309702,10.044922999999999,10.276701,10.631005,11.044801,11.298376,11.661089,11.796329,12.171416,12.499058,13.007268,13.299657999999999,13.850107999999999,14.168505999999999,14.368060999999999,14.764423,15.359893,15.884578,16.147988,16.467188,17.154447,17.615729,17.825454999999998,17.998163,18.255829000000002,18.740278,18.785216000000002,19.239142,19.613913,19.942175,20.238131,20.373128,20.522215,20.183593
73-2806967,,,,,,,,,,0,0.245706,0.593549,0.9101,1.515116,2.263258,2.851444,4.643333,5.1692860000000005,5.745426999999999,6.087589,6.665511,7.0264,7.534545,7.893692999999999,8.383486,8.753852,9.489072,9.72085,10.075154,10.48895,10.742525,11.105239,11.239478,11.614566,11.943207000000001,12.448417,12.740807,13.295257000000001,13.611654999999999,13.81121,14.207572,14.804042,15.328726999999999,15.595137,15.912336999999999,16.595596,17.059878,17.269604,17.439313000000002,17.696979000000002,18.181427,18.229364999999998,18.682292,19.056062,19.384325,19.68028,19.817277,19.966365,19.626742999999998
