순번_정류장ID,31-2803952,32-2803993,33-2803995,34-2800298,35-2803997,36-2800290,37-2800289,38-2803934,39-2806662,40-2800286,41-2803932,42-2803596,43-2800283,44-2800281,45-2800280,46-2800278,47-2806663,48-2804031,49-2800260,50-2800275,51-2804713,52-2803598,53-2803600,54-2800273,55-2803601,56-2804331,57-2803581,58-2800271,59-2805489,60-2807150,61-2804581,62-2804582,63-2800267,64-2804032
31-2803952,0,0.796795,1.109092,1.244824,1.724994,2.261052,2.6301919999999996,3.083941,3.4460629999999997,4.38711,5.278094,5.5621339999999995,6.551975,7.014403,7.702265,8.275507000000001,8.411957000000001,9.357658,9.98956,10.226238,10.548433000000001,10.731223,11.219524,11.680806,11.891533,12.063241,12.320907,12.805355,13.305220000000002,13.678989999999999,14.007253,14.304208,14.669293,14.248671
32-2803993,,0,0.312297,0.448029,1.104696,1.640755,2.009894,2.4636430000000002,2.825766,3.7668120000000003,4.658796,4.942836,5.932677,6.395105,7.082967,7.656209,7.792660000000001,8.738361,9.370262,9.60694,9.929135,10.111925,10.600226,11.061508,11.272235,11.443942999999999,11.701609,12.186058000000001,12.685922,13.059692,13.387954999999998,13.68491,14.049995000000001,13.629373000000001
33-2803995,,,0,0.135732,0.792399,1.328458,1.697597,2.1513459999999998,2.513468,3.4545150000000002,4.345499,4.629539,5.61838,6.0818080000000005,6.768669999999999,7.342911999999999,7.478363000000001,8.424064,9.055964999999999,9.292643,9.615838,9.797628,10.286928999999999,10.748211,10.958938,11.129646000000001,11.387312,11.872760000000001,12.371625,12.746395,13.074658,13.370613,13.735698000000001,13.315076000000001
34-2800298,,,,0,0.8089109999999999,1.34497,1.714109,2.1678580000000003,2.5299810000000003,3.471027,4.363011,4.647051,5.636892,6.098319999999999,6.787183,7.360424000000001,7.496875,8.440576,9.072477000000001,9.311155,9.63335,9.81414,10.303442,10.765723,10.97645,11.148158,11.403824,11.889273,12.388137,12.763907000000001,13.09117,13.387126,13.75221,13.333588
35-2803997,,,,,0,0.5370590000000001,0.906198,1.359947,1.72207,2.663116,3.555101,3.83814,4.827980999999999,5.2904089999999995,5.9782720000000005,6.551514,6.687964,7.633665,8.265566,8.502244000000001,8.824439,9.007228999999999,9.495531,9.956812,10.167539,10.339247,10.596913,11.081362,11.581226,11.954996000000001,12.283259,12.580214999999999,12.945299,12.524677
36-2800290,,,,,,0,0.369139,0.822889,1.185011,2.125058,3.0160419999999997,3.3000809999999996,4.289922,4.752351,5.440213,6.013455,6.149905,7.095606,7.727508,7.9641850000000005,8.286381,8.46917,8.957472000000001,9.418754,9.629480000000001,9.801188,10.058854,10.543303,11.043168,11.416938,11.745201,12.042156,12.40724,11.986619000000001
37-2800289,,,,,,,0,0.45375,0.815872,1.7559189999999998,2.646903,2.930942,3.920783,4.383212,5.071073999999999,5.644316000000001,5.780766000000001,6.7264669999999995,7.358369000000001,7.595046000000001,7.917242,8.100031,8.588333,9.049615,9.260341,9.432049000000001,9.689715,10.174164,10.674028999999999,11.047799000000001,11.376062,11.673017,12.038101,11.61748
38-2803934,,,,,,,,0,0.362122,1.303169,2.194153,2.478193,3.468034,3.9304620000000003,4.618323999999999,5.191566000000001,5.328016000000001,6.273718,6.905619000000001,7.142297,7.464492,7.647282000000001,8.135583,8.596865,8.807592,8.9793,9.236966,9.721414,10.221279,10.595049000000001,10.923312,11.220267,11.585352,11.16473
39-2806662,,,,,,,,,0,0.941047,1.833031,2.1170709999999997,3.106912,3.56934,4.2572019999999995,4.830444,4.966894,5.912595,6.544497,6.781175,7.10337,7.286160000000001,7.774461,8.235743,8.44647,8.618178,8.875844,9.360292,9.860157000000001,10.233927,10.56219,10.859145,11.22423,10.803608
40-2800286,,,,,,,,,,0,0.891984,1.176024,2.165865,2.628293,3.316155,3.889397,4.025847,4.971548,5.60345,5.840128,6.162323000000001,6.345113,6.833414,7.294696000000001,7.5054229999999995,7.677131,7.9347970000000005,8.419245,8.91911,9.29288,9.621143,9.918097999999999,10.283183,9.862561
