순번_정류장ID,34-2800261,35-2803997,36-2804792,37-2804790,38-2804788,39-2806427,40-2804786,41-2807145,42-2807142,43-2804726,44-2804723,45-2804588,46-2804586,47-2800283,48-2800281,49-2800280,50-2800278,51-2806663,52-2804031,53-2800260,54-2800275,55-2804713,56-2803598,57-2803600,58-2800273,59-2803601,60-2804331,61-2803581,62-2800271,63-2805489,64-2807150,65-2804581,66-2804582,67-2800267,68-2804032
34-2800261,0,0.587789,1.085852,1.270195,2.273072,2.863318,3.3414639999999998,3.6590800000000003,4.337057,4.757401,5.186804,5.501816000000001,5.65951,5.415769999999999,5.8761980000000005,6.5640600000000004,7.138302,7.274753,8.220454,8.851355,9.088033,9.410228,9.594018,10.081319,10.544601,10.753328,10.926036,11.183702,11.668151,12.169015,12.542785,12.870047999999999,13.166003,13.531088,13.111466
35-2803997,,0,0.498064,0.683407,1.6862840000000001,2.276529,2.754676,3.072291,3.750268,4.170612,4.600015,4.9150279999999995,5.072721,4.827980999999999,5.2904089999999995,5.9782720000000005,6.551514,6.687964,7.633665,8.265566,8.502244000000001,8.824439,9.007228999999999,9.495531,9.956812,10.167539,10.339247,10.596913,11.081362,11.581226,11.954996000000001,12.283259,12.580214999999999,12.945299,12.524677
36-2804792,,,0,0.185343,1.18822,1.7784650000000002,2.256612,2.5742279999999997,3.252205,3.6725480000000004,4.101952,4.417964,4.574658,4.329918,4.792346,5.480208,6.05345,6.1899,7.134600999999999,7.767503,8.004180999999999,8.326376,8.509166,8.997467,9.458749000000001,9.668476,9.840183999999999,10.09785,10.583298,11.083163,11.456933,11.786196,12.082151,12.447236,12.025614
37-2804790,,,,0,1.002877,1.593122,2.071269,2.3888849999999997,3.066862,3.4872050000000003,3.916609,4.232621,4.567295,4.4869650000000005,4.949393,5.637255000000001,6.210497,6.346948,7.292649000000001,7.92455,8.161228,8.483423,8.666213,9.154514,9.615796000000001,9.826523,9.998231,10.255897000000001,10.739346000000001,11.240210000000001,11.61398,11.941243,12.239198,12.604283,12.183661
38-2804788,,,,,0,0.590245,1.068392,1.386008,2.063984,2.484328,2.913732,3.228744,3.563418,4.727698,5.190126,5.877987999999999,6.451230000000001,6.587680000000001,7.533380999999999,8.165283,8.40196,8.724155999999999,8.906945,9.395247,9.856529,10.067255000000001,10.238964,10.49663,10.981078,11.480943,11.854713,12.182976,12.479931,12.845016000000001,12.424394
39-2806427,,,,,,0,0.47814700000000004,0.795763,1.473739,1.8940830000000002,2.323487,2.6384990000000004,2.973173,4.137452,4.599881,5.287743,5.8609849999999994,5.997435,6.943136,7.575038,7.8117149999999995,8.133911,8.3167,8.805002,9.266283999999999,9.47701,9.648717999999999,9.906384,10.390833,10.890697,11.264467999999999,11.59273,11.889686,12.254769999999999,11.834147999999999
40-2804786,,,,,,,0,0.317616,0.995592,1.415936,1.8453400000000002,2.160352,2.4950259999999997,3.659306,4.121734,4.809596,5.382838,5.5192879999999995,6.464989,7.096891,7.333568,7.655764,7.838553,8.326855,8.788136999999999,8.998863,9.170572,9.428238,9.912686,10.412550999999999,10.786321000000001,11.114583999999999,11.411539,11.776624,11.356002
41-2807145,,,,,,,,0,0.677977,1.0983209999999999,1.527724,1.8427360000000002,2.17741,3.3416900000000003,3.804118,4.49198,5.065222,5.201673,6.147374,6.779275,7.015953,7.3381479999999994,7.520938,8.009238999999999,8.470521000000002,8.681248,8.852955999999999,9.110622,9.595071,10.094935000000001,10.468705,10.796968,11.093923,11.459008,11.038386000000001
42-2807142,,,,,,,,,0,0.42034399999999994,0.849748,1.16476,1.499434,2.663713,3.126141,3.814004,4.387246,4.523696,5.469397,6.101299,6.337976,6.660171000000001,6.842961,7.331263000000001,7.792545,8.003271,8.174978999999999,8.432644999999999,8.917094,9.416958000000001,9.790728,10.118991000000001,10.415947000000001,10.781031,10.360408999999999
43-2804726,,,,,,,,,,0,0.429404,0.745416,1.08009,2.244369,2.706798,3.39466,3.9679019999999996,4.104352,5.050053,5.681955,5.918632,6.240828,6.423617,6.911919,7.373201,7.583927,7.755635000000001,8.013301,8.49775,8.997614,9.371385,9.699648,9.996603,10.361687,9.941066000000001
