순번_정류장ID,30-2807234,31-2806248,32-2807551,33-2803211,34-2804850,35-2803212,36-2803210,37-2803361,38-2807599,39-2804421,40-2803623,41-2802601,42-2802361,43-2802598,44-2802344,45-2805735,46-2805279,47-2803800,48-2804957,49-2801820,50-2802259,51-2801827,52-2801825,53-2801858,54-2802120,55-2802007,56-2801967,57-2801974,58-2801955,59-2803543
30-2807234,0,0.368863,10.135019999999999,14.428938,15.180067000000001,14.723201000000001,14.66295,14.968722,13.202885,30.118853,30.423884,30.874743,30.727047,31.104088,33.905806,36.625794,37.148835999999996,37.744088,37.7635,37.506471999999995,37.693827,38.395482,38.575604,39.947596999999995,39.620612,40.628493,40.624919,40.211043,39.4194,37.894690000000004
31-2806248,,0,10.142980999999999,14.436898999999999,15.188029,14.731163,14.670912,14.976683,13.210845999999998,30.126814000000003,30.431845000000003,30.882703999999997,30.735008,31.112049,33.913768,36.633755,37.156797,37.752049,37.771460999999995,37.513433,37.702788,38.403442999999996,38.583566,39.955558,39.629574,40.636454,40.633881,40.217005,39.427361,37.901651
32-2807551,,,0,4.293918,5.045048,4.588182,4.527931,4.833702,11.235864999999999,28.151833,28.456864000000003,28.907722999999997,28.760027,29.137068,31.938786999999998,34.658774,35.181816,35.776068,35.79748,35.539452000000004,35.727807,36.428461999999996,36.609584999999996,37.980577000000004,37.654592,38.661473,38.6579,38.274113,37.68738,37.33267
33-2803211,,,,0,2.04413,1.587264,0.238013,0.5437850000000001,6.945947,23.861915,24.166946,24.617805,24.470109,24.847151,27.648869,30.368856,30.891897999999998,31.486151,31.506563,31.248534000000003,31.436889,32.138544,32.318667,33.69166,33.364675,34.371555,34.367982,33.985195000000004,33.397462,33.040752000000005
34-2804850,,,,,0,0.456866,2.094842,2.400614,7.290817999999999,24.206785999999997,24.511816,24.962676000000002,24.81498,25.192021,27.993739,30.713726,31.236769,31.832021,31.851433,31.593404999999997,31.782759999999996,32.483415,32.663537,34.03553,33.709545,34.715425,34.712852000000005,34.330065999999995,33.741333000000004,33.386621999999996
35-2803212,,,,,,0,1.637976,1.943748,7.747683,24.663652,24.968682,25.419542,25.271846,25.648887,28.450605,31.170592,31.693634999999997,32.287887,32.309298999999996,32.050271,32.239626,32.941281,33.121403,34.494396,34.166411,35.173291,35.170718,34.786931,34.199199,33.843488
36-2803210,,,,,,,0,0.305772,6.707935000000001,23.623903,23.928932999999997,24.379793,24.232097,24.609138,27.410856,30.130843,30.653886,31.248138,31.26855,31.010521999999998,31.198877000000003,31.900532000000002,32.080653999999996,33.452647,33.126661999999996,34.133542,34.130969,33.747183,33.15945,32.804739
37-2803361,,,,,,,,0,6.402163,23.318131,23.623162,24.074021,23.926325,24.303366,27.105085,29.825072,30.348114000000002,30.942365999999996,30.962778000000004,30.70475,30.893105,31.59576,31.774882,33.146875,32.81989,33.827771000000006,33.825198,33.440411,32.853678,32.497968
38-2807599,,,,,,,,,0,16.915969,17.221,17.671859,17.524163,17.901204,20.702923000000002,23.42291,23.945952,24.540204,24.561616,24.303588,24.491943,25.193598,25.373720000000002,26.743713,26.417728000000004,27.424609000000004,27.423035,27.038249,26.450515999999997,26.095806
39-2804421,,,,,,,,,,0,0.305031,0.75589,0.608194,0.9852360000000001,4.757454,7.476441,8.000483000000001,8.593736,8.616147999999999,8.357119,8.546474,9.247129,9.427252000000001,10.779245,10.645289,11.65317,11.650596,11.26581,10.679077000000001,10.323367
40-2803623,,,,,,,,,,,0,0.46086000000000005,0.8317549999999999,1.208796,4.980014,7.700000999999999,8.223044,8.816296000000001,8.837708000000001,8.57968,8.768035000000001,9.46969,9.649811999999999,11.002805,10.951319999999999,11.9572,11.955627,11.571841000000001,10.984108,10.628397
