순번_정류장ID,1-2801647,2-2801520,3-2801387,4-2801317,5-2801115,6-2801070,7-2800837,8-2800983,9-2800835,10-2800843,11-2800943,12-2807495,13-2807489,14-2807492,15-2807529,16-2807537,17-2807540,18-2807523,19-2807538,20-2807562,21-2807513,22-2807519,23-2803390,24-2803570,25-2803568,26-2805046,27-2805648,28-2803394,29-2803396,30-2803397,31-2803400,32-2803403
1-2801647,0,1.128387,2.392369,3.099643,4.165458999999999,4.715865,5.46195,5.949504,6.27044,6.285432,6.6384300000000005,14.567098999999999,17.285664999999998,21.274832999999997,22.160124,20.743756,20.854620999999998,22.268054,24.662886999999998,26.125653,28.528740000000003,30.281421999999996,31.105224,31.927619,33.160965999999995,33.868038,34.717791999999996,35.086556,35.636466,36.231245,36.715219,37.604389000000005
2-2801520,,0,1.263983,1.971257,3.037073,3.587479,4.333564,4.821117,5.349243,5.7320459999999995,6.085044,14.013713000000001,16.732279000000002,20.722447,21.981807,20.562439,20.677304,22.089737,24.48357,25.946336,28.347423,30.101105,30.924907,31.747302,32.982649,33.687721,34.538475,34.906239,35.456148999999996,36.051927,36.536902000000005,37.422072
3-2801387,,,0,0.707274,1.77309,2.323496,3.0695810000000003,3.5571349999999997,4.08526,4.468063,4.822061,12.75073,15.469296,19.458464000000003,20.740824,19.322456,19.434321,20.847754000000002,23.242587,24.705353,27.107440000000004,28.860122999999998,29.683923999999998,30.505319,31.739665999999996,32.446738,33.297492,33.663256,34.215165999999996,34.809945,35.295919,36.181089
4-2801317,,,,0,1.0658159999999999,1.6162219999999998,2.362307,2.849861,3.377986,3.824995,4.291004,12.219673,14.938239000000001,18.927407000000002,20.03755,18.621182,18.734047,20.147479999999998,22.541313,24.002079000000002,26.404165999999996,28.158849,28.98165,29.805045,31.041392,31.746464000000003,32.597218,32.964982,33.515892,34.107671,34.594645,35.480815
5-2801115,,,,,0,0.5514060000000001,1.297491,1.785045,2.31317,2.760179,3.313971,11.24264,13.960206,17.950374,19.631584,18.212216,18.32708,19.739514,22.132346,23.596111999999998,25.997199,27.750882,28.575683,29.397078000000004,30.633425,31.338497999999998,32.189251,32.556015,33.105925,33.700703999999995,34.184678000000005,35.071847999999996
6-2801070,,,,,,0,0.746085,1.233639,1.7627650000000001,2.269773,3.097226,11.009235,13.7278,17.716969,20.184989,18.766621,18.880485999999998,20.294919,22.688751999999997,24.150517999999998,26.553603999999996,28.306287,29.131089000000003,29.953484000000003,31.187829999999998,31.893903,32.744657000000004,33.112421000000005,33.661331,34.255109000000004,34.742084000000006,35.626253999999996
7-2800837,,,,,,,0,0.488554,1.01768,1.525688,2.383481,10.26515,12.983715,16.972884,20.391927,19.513706,19.62657,21.041004,23.432837,24.896603,27.298689000000003,29.051371999999997,29.876174,30.697569,31.933915000000002,32.637988,33.489740999999995,33.856506,34.406416,35.002194,35.486169,36.374339
8-2800983,,,,,,,,0,0.529126,1.037134,1.894927,9.776596000000001,12.495161999999999,16.485329999999998,19.903373000000002,20.001260000000002,20.114124,21.529557999999998,23.920391,25.383156,27.785242999999998,29.538926,30.363728000000002,31.187122,32.421469,33.127542,33.976295,34.345059,34.895969,35.491748,35.976721999999995,36.861893
9-2800835,,,,,,,,,0,0.508008,1.365801,9.24747,11.966036,15.956204000000001,19.374247,19.637196,19.751061,21.164494,23.556327,25.021093,27.422179999999997,29.175862,29.999664000000003,30.823059000000004,32.057406,32.761478000000004,33.614232,33.982996,34.531906,35.124684,35.611659,36.497828999999996
10-2800843,,,,,,,,,,0,0.857793,8.739462,11.458027000000001,15.448196,18.867239,19.379188,19.493053,20.906485999999997,23.298319,24.762085,27.164171000000003,28.916853999999997,29.741656,30.564051,31.798396999999998,32.50447,33.355222999999995,33.723988,34.272898,34.867676,35.352651,36.238821
