순번_정류장ID,26-2802176,27-2802169,28-2802154,29-2801846,30-2802103,31-2802052,32-2805597,33-2801843,34-2801957,35-2801966,36-2801978,37-2801975,38-2801972,39-2801965,40-2801844,41-2801942,42-2801929,43-2801921,44-2801927,45-2801924,46-2801916
26-2802176,0,0.379786,0.799191,1.20157,1.498744,1.973281,2.296495,2.805386,3.256875,3.131138,3.3294129999999997,3.467392,3.80038,4.334893,4.61037,4.753879,4.89738,5.069439,5.412424,5.5480410000000004,6.150447
27-2802169,,0,0.41940600000000006,0.8217840000000001,1.118959,1.594495,1.916709,2.4256,2.877089,2.7513520000000002,2.9756270000000002,3.1136060000000003,3.4455940000000003,3.980107,4.256583999999999,4.400093,4.542594,4.715653,5.058637999999999,5.194255,5.828661
28-2802154,,,0,0.402379,0.699554,1.1740899999999999,1.4973040000000002,2.006195,2.457684,2.331947,2.555222,2.6932009999999997,3.026189,3.5607019999999996,3.836179,3.979688,4.123189,4.295248,4.6382330000000005,4.77385,5.409256
29-2801846,,,,0,0.297175,0.7717109999999999,1.094925,1.603816,2.0553049999999997,1.9295689999999999,2.152843,2.290822,2.6238099999999998,3.1583229999999998,3.4338,3.5773089999999996,3.7208099999999997,3.892869,4.235854,4.371471,5.101743
30-2802103,,,,,0,0.475537,0.798751,1.307642,1.7591299999999999,1.633394,1.856668,1.994648,2.327636,2.862149,3.137626,3.281135,3.424636,3.5966949999999995,3.93968,4.075297,4.805569
31-2802052,,,,,,0,0.323214,0.8321049999999999,1.2835940000000001,1.157857,1.381132,1.519111,1.8520990000000002,2.386612,2.662089,2.805598,2.9490990000000004,3.1211580000000003,3.464143,3.59976,4.330032
32-2805597,,,,,,,0,0.508891,0.9603799999999999,1.0958729999999999,1.3191469999999998,1.457127,1.7901150000000001,2.3246279999999997,2.600105,2.743614,2.887115,3.059174,3.4021589999999997,3.537776,4.268048
33-2801843,,,,,,,,0,0.45148900000000003,0.8587520000000001,1.2809620000000002,1.6450060000000002,1.9779939999999998,2.512507,2.787984,2.931493,3.074994,3.2470529999999997,3.590038,3.725655,4.455927
34-2801957,,,,,,,,,0,0.407264,0.8294729999999999,1.193518,1.526506,2.0610180000000002,2.336496,2.480005,2.6235060000000003,2.7955650000000003,3.13855,3.274167,4.004439
35-2801966,,,,,,,,,,0,0.42221000000000003,0.787254,1.120242,1.654755,1.930232,2.073741,2.2172419999999997,2.3893009999999997,2.732286,2.867903,3.598175
36-2801978,,,,,,,,,,,0,0.365045,0.698033,1.232545,1.508023,1.651532,1.795033,1.9670919999999998,2.310077,2.445693,3.175966
37-2801975,,,,,,,,,,,,0,0.332988,0.867501,1.142978,1.2864870000000002,1.4299879999999998,1.602047,1.9450319999999999,2.080649,2.810921
38-2801972,,,,,,,,,,,,,0,0.534513,0.80999,0.953499,1.097,1.269059,1.612044,1.7476610000000001,2.477933
39-2801965,,,,,,,,,,,,,,0,0.275478,0.473988,0.749488,0.9215469999999999,1.264532,1.400148,2.13042
40-2801844,,,,,,,,,,,,,,,0,0.198511,0.47401000000000004,0.646069,0.9890540000000001,1.124671,1.854943
41-2801942,,,,,,,,,,,,,,,,0,0.275499,0.447558,0.790543,0.92616,1.656432
42-2801929,,,,,,,,,,,,,,,,,0,0.172059,0.515044,0.6506609999999999,1.380933
43-2801921,,,,,,,,,,,,,,,,,,0,0.342985,0.478602,1.208874
44-2801927,,,,,,,,,,,,,,,,,,,0,0.13561700000000002,0.8658889999999999
45-2801924,,,,,,,,,,,,,,,,,,,,0,0.730272
46-2801916,,,,,,,,,,,,,,,,,,,,,0
