순번_정류장ID,1-2807210,2-2800306,3-2800305,4-2800402,5-2805665,6-2804856,7-2800418,8-2800405,9-2800400,10-2800398,11-2800396,12-2800394,13-2804826,14-2804827,15-2804828,16-2800322,17-2800422,18-2800428,19-2806632,20-2800444,21-2800324,22-2800485,23-2800906,24-2800903,25-2806630,26-2805444,27-2805288,28-2800898,29-2805292,30-2805297,31-2800888,32-2806787,33-2806786,34-2806919,35-2806785,36-2805868,37-2805870,38-2805864,39-2800847,40-2800877,41-2800822,42-2805940,43-2800875,44-2800924,45-2800926,46-2800933,47-2800939,48-2800948,49-2800841,50-2800964,51-2800840,52-2805652,53-2800985,54-2800838,55-2801042,56-2801072,57-2800857
1-2807210,0,0.168043,0.388464,0.524949,0.747216,1.016032,1.251257,1.788631,3.2002740000000003,3.4373480000000005,3.702516,3.941047,4.277359,4.700597,5.425147,6.414105999999999,6.390192,6.492905,5.9326360000000005,6.026887,6.739278,7.572452,8.217887,8.94792,9.447579,9.968063,10.18378,10.521632,10.834387,11.622377,12.039633,12.994839,13.452417,13.597036,13.819182999999999,14.607569,14.822439000000001,15.044811,15.228449,15.020375,14.689553,14.371720000000002,14.167854,14.256141,14.642681,14.280895000000001,14.044887,13.858779,13.405725,13.20897,12.904511,12.703617999999999,12.572089,13.057006,13.396475,13.753573000000001,14.013698000000002
2-2800306,,0,0.220421,0.356906,0.5791729999999999,0.847989,1.083214,1.6205889999999998,3.0322310000000003,3.2693060000000003,3.534473,3.7730050000000004,4.109316000000001,4.532554,5.257104,6.2460629999999995,6.222149,6.324862,5.764593,5.858844,6.571235000000001,7.404408999999999,8.049844,8.779878,9.279536,9.80002,10.015737,10.353589,10.666344,11.454334,11.87159,12.826796,13.283373999999998,13.428993,13.65114,14.438526000000001,14.654395999999998,14.877768,15.059406,14.851332000000001,14.52051,14.202677,13.999812,14.089098000000002,14.474638,14.112851999999998,13.876844,13.691735999999999,13.237682000000001,13.040928,12.737468,12.535575,12.404046000000001,12.888963,13.228432000000002,13.584529999999999,13.846656
3-2800305,,,0,0.138486,0.360752,0.6295689999999999,0.864793,1.402168,2.813811,3.050885,3.3160529999999997,3.5545839999999997,3.8908949999999995,4.314133,5.038684,6.027642,6.003729,6.106441,5.546172,5.640423,6.3528150000000005,7.185988,7.831423,8.561457,9.061116,9.581599,9.797316,10.135168,10.447923,11.235913,11.65317,12.608375,13.065953,13.211572,13.432720000000002,14.221105,14.436975,14.658347000000001,14.841985000000001,14.631912,14.300089000000002,13.984256,13.780391,13.869677,14.256217000000001,13.894432,13.658423,13.472315,13.020261999999999,12.822507,12.518047,12.317153999999999,12.185625,12.670542,13.010011,13.367109,13.626235000000001
4-2800402,,,,0,0.222266,0.491083,0.726308,1.263682,2.675325,2.912399,3.177567,3.4160980000000003,3.75241,4.175648000000001,4.9001980000000005,5.889157,5.865243,5.967956,5.407687,5.501938,6.214329,7.047503,7.692938000000001,8.422971,8.92263,9.443114,9.658831,9.996682,10.309438,11.097428,11.514683999999999,12.469889,12.926467,13.073086,13.293234,14.08262,14.29849,14.520862,14.7045,14.494426,14.163604000000001,13.844771,13.642904999999999,13.732192000000001,14.118732000000001,13.756946,13.519938,13.334829999999998,12.880776,12.685021,12.380562,12.178668,12.047139999999999,12.532055999999999,12.871525,13.227623999999999,13.488748999999999
5-2805665,,,,,0,0.26881700000000003,0.504042,1.041416,2.453059,2.6901330000000003,2.955301,3.193832,3.5301440000000004,3.953382,4.677932,5.666891000000001,5.642976999999999,5.74569,5.185421,5.279672,5.992063,6.8252369999999996,7.470672,8.200705000000001,8.700364,9.220848,9.436565,9.774416,10.087172,10.875162,11.292418,12.246623,12.704201,12.84982,13.071968,13.860354000000001,14.075223999999999,14.298596,14.481233999999999,14.272160000000001,13.941338,13.623504999999998,13.419639000000002,13.509926,13.896466,13.533679999999999,13.297672,13.112564,12.659510000000001,12.461755,12.159296000000001,11.956402,11.824874000000001,12.30979,12.649258999999999,13.006358,13.267482999999999
6-2804856,,,,,,0,0.235225,0.7726,2.184242,2.4213169999999997,2.686484,2.925015,3.261327,3.684565,4.409115,5.398073999999999,5.37416,5.476873,4.916604,5.010855,5.723246,6.55642,7.201855,7.931889,8.431547,8.952031,9.167748,9.5056,9.818355,10.606345,11.023601,11.977807,12.436385000000001,12.582004,12.802151,13.590537,13.806407,14.028779,14.211417,14.002343,13.671520999999998,13.354688000000001,13.150822,13.240109,13.626648999999999,13.264863,13.028855,12.842747,12.389693,12.192938,11.889479,11.687586,11.556057000000001,12.040974,12.380443,12.736541,12.997666
7-2800418,,,,,,,0,0.537375,1.9490180000000001,2.186092,2.45126,2.689791,3.026102,3.4493400000000003,4.173891,5.162849,5.138935,5.2416480000000005,4.681379,4.7756300000000005,5.488022,6.3211949999999995,6.96663,7.696664,8.196323,8.716806,8.932523,9.270375,9.58313,10.37012,10.788377,11.743582,12.20116,12.345778999999999,12.566927,13.355312,13.572182000000002,13.794554000000002,13.976192000000001,13.769119,13.438296,13.120463,12.915598,13.004883999999999,13.391423999999999,13.029639,12.79363,12.608522,12.155469,11.957714,11.655254,11.451361,11.320832000000001,11.805749,12.145218,12.502316,12.762442
8-2800405,,,,,,,,0,1.411643,1.6487169999999998,1.9138849999999998,2.152416,2.488728,2.911966,3.6365160000000003,4.625475,5.087561,5.191237999999999,4.777494,4.871745,5.584136,6.41731,7.062745,7.792778,8.292437,8.812921000000001,9.028638,9.366489,9.679245,10.467235,10.884491,11.839696,12.295274000000001,12.442893,12.662041,13.452426999999998,13.667295999999999,13.890669,14.073307000000002,13.864232999999999,13.531410999999999,13.214576999999998,13.010712,13.100997999999999,13.487539000000002,13.125753,12.889745,12.703636999999999,12.251583,12.053828,11.751369,11.547475,11.415947000000001,11.901863,12.240332,12.596430999999999,12.859556
9-2800400,,,,,,,,,0,0.24007399999999998,0.505242,0.7437729999999999,1.080085,1.503323,2.2278729999999998,3.216832,3.677918,3.7825949999999997,4.345864,4.783613,5.4970040000000004,6.329178,6.974613000000001,7.704646,8.204305,8.481437,8.301506,8.638357000000001,8.952113,9.875603,10.292859,11.248064,11.706642,11.850261,12.072409,12.860795,13.076665,13.299037,13.481675,13.273601000000001,12.941778999999999,12.623946,12.42008,12.510367,13.116819,13.479604,13.715613000000001,13.900720999999999,13.661226000000001,13.466470999999999,13.161012,12.958117999999999,12.828589,13.313506,13.651975,14.009073,14.271199
10-2800398,,,,,,,,,,0,0.26516799999999996,0.503699,0.8400110000000001,1.263249,1.987799,2.9767580000000002,3.438844,3.542521,4.10479,4.544539,5.2569300000000005,6.089104,6.734539,7.464572,7.964231,8.241363,8.060432,8.398283000000001,8.712039,9.635529,10.052785,11.008989999999999,11.465568,11.611187,11.832335,12.620721000000001,12.836591,13.058963,13.242601,13.032527,12.700705000000001,12.384871,12.180006,12.270292,12.876745,13.238529999999999,13.474539000000002,13.659647,13.9003,13.703545000000002,13.399085999999999,13.197192000000001,13.065664,13.550579999999998,13.890049,14.247148000000001,14.508273
