순번_정류장ID,1-2806577,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2804135,10-2803684,11-2803685,12-2803686,13-2803687,14-2804667,15-2803688,16-2803689,17-2803690,18-2803691,19-2803740,20-2803692,21-2803694,22-2803696,23-2803698,24-2804776,25-2804737,26-2806144,27-2806401,28-2804747,29-2804305,30-2804302,31-2807404,32-2806100,33-2806102,34-2806104,35-2806106,36-2806108,37-2806110,38-2806112,39-2806114,40-2806116,41-2806118,42-2806120,43-2806122,44-2806124,45-2806126,46-2806128,47-2806130,48-2806132,49-2806135,50-2806137,51-2806139,52-2806141,53-2806142
1-2806577,0,0.8194049999999999,1.088622,1.399578,1.535808,1.78358,2.072359,2.715378,3.176182,3.6114230000000003,4.017193,4.754237,5.223609,5.866758,6.217416,6.75745,6.988475,8.048335,8.850164999999999,9.078994,9.367923,9.780636999999999,10.154589,10.462441,10.946112,12.259248,13.014789,13.560191,13.833831,14.430399,15.413422,17.855584,18.542279999999998,18.887709,19.366137,20.268420000000003,20.478279,21.099964,21.424902,21.676464000000003,21.964012,22.167393,22.544565,22.749955,23.045382999999998,23.302715,23.646682000000002,24.116310000000002,24.531626,24.714562,25.792047,26.567548,27.075428000000002
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.253955,1.8969740000000002,2.3577779999999997,2.7930189999999997,3.198788,3.935833,4.4052050000000005,5.048354,5.399012,5.939045,6.17007,7.229931,8.031761,8.260589,8.549517999999999,8.962233,9.336185,9.644036,10.127708,11.440844,12.196384,12.741787,13.015426,13.611995,14.595018,17.036179999999998,17.724876000000002,18.068305,18.546732000000002,19.450015,19.658875,20.28056,20.605497,20.85706,21.144607999999998,21.347989000000002,21.72516,21.931551000000002,22.225979000000002,22.48431,22.828278,23.296906,23.712221,23.896158,24.972642999999998,25.748144,26.257023999999998
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,0.9857379999999999,1.628757,2.0895610000000002,2.524802,2.930572,3.667616,4.136988,4.780137,5.130795,5.670829,5.901854,6.961714,7.7635440000000004,7.9923720000000005,8.281302,8.694016,9.067967999999999,9.37582,9.859491,11.172627,11.928167,12.47357,12.74721,13.343778,14.326801000000001,16.768963,17.456659,17.801088,18.279515,19.182799,19.390658,20.013343,20.338281,20.589843,20.877391,21.080772,21.457944,21.664334,21.958762,22.216094000000002,22.559061,23.029689,23.445005,23.628941,24.704426,25.479927,25.988807
4-2807245,,,,0,0.13623,0.384002,0.6767810000000001,1.3198,1.780604,2.2158450000000003,2.6216150000000003,3.358659,3.8280309999999997,4.47118,4.821838,5.361872,5.592897,6.652757000000001,7.454586999999999,7.683416,7.972345,8.385059,8.759011,9.066863,9.550533999999999,10.863669999999999,11.619211,12.164613000000001,12.438253,13.034821,14.017844,16.460006,17.147702,17.491131,17.970558999999998,18.873842,19.082701,19.704386,20.029324,20.280886,20.568434,20.771815,21.147987,21.355377,21.648805,21.907137,22.251104,22.719732,23.136048000000002,23.319983999999998,24.396469,25.17097,25.67885
5-2800262,,,,,0,0.247772,0.540551,1.18357,1.6443740000000002,2.079615,2.485385,3.222429,3.6918010000000003,4.33495,4.685608,5.225642,5.4566669999999995,6.516527,7.318357000000001,7.547186,7.8361149999999995,8.248828999999999,8.622781,8.930633,9.414305,10.72744,11.482981,12.028383999999999,12.302023,12.898591,13.881614,16.322776,17.011473000000002,17.355901,17.834329,18.736612,18.945470999999998,19.567156,19.893094,20.144656,20.431204,20.635586,21.011757,21.219147,21.512576,21.769907,22.113874,22.583502,22.998818,23.182754,24.260239000000002,25.03474,25.54262
6-2807367,,,,,,0,0.292779,0.9357989999999999,1.3966020000000001,1.831843,2.237613,2.974657,3.44403,4.087178,4.437836,4.977869999999999,5.208895,6.2687550000000005,7.070585,7.299414,7.588342999999999,8.001058,8.375009,8.682861,9.166533,10.479667999999998,11.235209,11.780612,12.054250999999999,12.650819,13.633842000000001,16.076004,16.762701,17.107129,17.586557,18.48984,18.698698999999998,19.320384,19.644322,19.895884,20.184432,20.386814,20.764985,20.970375,21.264804,21.523135,21.867102,22.335729999999998,22.752046,22.934982,24.011467,24.786967999999998,25.294848
7-2800265,,,,,,,0,0.643019,1.103823,1.539064,1.944834,2.6818779999999998,3.15125,3.794399,4.1450569999999995,4.685091000000001,4.916116000000001,5.975976,6.777806,7.006635,7.295564,7.708278,8.082230000000001,8.390082000000001,8.873754,10.186889,10.94243,11.487833,11.761472,12.358039999999999,13.342063000000001,15.783225,16.470922,16.81535,17.293778,18.196061,18.40492,19.026605,19.351543,19.603105,19.890653,20.094035,20.472206,20.678596,20.972025,21.230356,21.574323,22.043951,22.458267000000003,22.643203,23.719688,24.494189000000002,25.003069
8-2803682,,,,,,,,0,0.460804,0.8960450000000001,1.301815,2.038859,2.5082310000000003,3.15138,3.5020379999999998,4.042072,4.273096,5.332957,6.134787,6.363615,6.652544,7.065258999999999,7.439211,7.747063000000001,8.230734,9.54387,10.29941,10.844813,11.118452,11.715021,12.698044,15.139206,15.826901999999999,16.171331,16.649758,17.553041,17.761901,18.383585999999998,18.708524,18.960085999999997,19.248634,19.451014999999998,19.829187,20.034577,20.329005,20.586336,20.930304,21.399932,21.816248,22.000184,23.075669,23.85117,24.36005
9-2804135,,,,,,,,,0,0.435241,0.8410110000000001,1.578055,2.047427,2.6905759999999996,3.041234,3.581268,3.812293,4.872153,5.673983,5.902812,6.191741,6.604455000000001,6.978407000000001,7.286258999999999,7.7699300000000004,9.083066,9.838607000000001,10.384008999999999,10.657649000000001,11.254217,12.23724,14.678401999999998,15.366098000000001,15.710526999999999,16.188955,17.092238000000002,17.301097,17.922782,18.24772,18.499282,18.78683,18.990211,19.367383,19.573773000000003,19.868201000000003,20.125532999999997,20.4695,20.939128,21.354444,21.53838,22.614864999999998,23.390366,23.898246
10-2803684,,,,,,,,,,0,0.40576999999999996,1.1438139999999999,1.6131870000000001,2.256335,2.606993,3.147027,3.378052,4.437913,5.239743,5.468571,5.7575,6.170215,6.544166000000001,6.852017999999999,7.33569,8.648825,9.404366,9.949769,10.223408000000001,10.819975999999999,11.803999000000001,14.245160999999998,14.932858,15.276287,15.754714000000002,16.658997,16.867856,17.489541,17.814479000000002,18.066041000000002,18.352589000000002,18.555971,18.934142,19.139533,19.434960999999998,19.692292000000002,20.036260000000002,20.505888,20.921203,21.104139,22.181624,22.957126000000002,23.465006
