순번_정류장ID,1-2806263,2-2806259,3-2800492,4-2800477,5-2805048,6-2800456,7-2800451,8-2800454,9-2800461,10-2800463,11-2800466,12-2800470,13-2800353,14-2800467,15-2800441,16-2800436,17-2800433,18-2800401,19-2800901,20-2807489,21-2807492,22-2807529,23-2807537,24-2805157,25-2805159,26-2805161,27-2805168,28-2805163,29-2805165,30-2803466,31-2806277,32-2803486,33-2803483
1-2806263,0,0.519582,3.180743,4.258945,4.201043,5.024214,4.990407,5.027255,5.442705,5.250397,5.327005000000001,5.391306,5.218559,5.723255,7.181424000000001,7.461391000000001,7.712565,9.908999999999999,12.362612,21.361738,25.349906,28.767948999999998,30.186317,32.059188,32.855841,33.373063,33.902743,34.590522,34.982108000000004,35.418069,36.290943,37.293129,38.389125
2-2806259,,0,2.661161,3.7393629999999995,3.681461,4.504632,4.470825,4.5076730000000005,5.069713,5.262021,5.610414,5.864508,5.736142,6.240837,7.6980059999999995,7.978973,8.230147,10.426582000000002,12.881194,21.878320000000002,25.868489,29.288532,30.706899,32.57677,33.374423,33.892646,34.421325,35.109103999999995,35.497690000000006,35.934651,36.809526,37.811710999999995,38.909708
3-2800492,,,0,1.078202,1.2243,2.047471,2.013664,2.050512,2.612552,2.8048599999999997,3.153253,3.4073480000000003,3.601601,3.9872970000000003,5.444466,5.724433,5.976607,8.173042,10.626653999999998,19.624779999999998,23.614948000000002,27.031990999999998,28.452359,30.322229999999998,31.121883,31.637105,32.164784999999995,32.855564,33.24515,33.683111,34.553985,35.556171,36.654167
4-2800477,,,,0,0.146099,0.969269,0.9354620000000001,0.97231,1.534351,1.726659,2.0750509999999998,2.3291459999999997,2.523399,2.909095,4.366264,4.646230999999999,4.898405,7.09484,9.548452000000001,18.546578,22.535747,25.95479,27.373157,29.245028,30.042680999999998,30.558904,31.087583000000002,31.776362,32.166948,32.603909,33.476784,34.479969,35.576966
5-2805048,,,,,0,0.8824719999999999,0.848665,0.8855129999999999,1.447553,1.639861,1.9882540000000002,2.2423490000000004,2.436602,2.822298,4.2794669999999995,4.5594339999999995,4.811607,7.008042999999999,9.461654,18.459781,22.448949,25.867992,27.28636,29.15823,29.955884,30.473106,31.001786,31.690565000000003,32.080151,32.517112,33.389986,34.392171999999995,35.489168
6-2800456,,,,,,0,0.45480699999999996,0.707684,1.269724,1.462032,1.810425,2.06452,2.283773,2.644468,4.101637,4.381605,4.6337779999999995,6.830214,9.283825,18.281952,22.27112,25.690163000000002,27.108531,28.980401,29.779055,30.294277,30.823957,31.511734999999998,31.902321999999998,32.339283,33.211157,34.215343,35.312339
7-2800451,,,,,,,0,0.252877,0.814917,1.007225,1.355618,1.609713,1.828966,2.1896619999999998,3.6468309999999997,3.9267980000000002,4.178971,6.375407,8.829018,17.827145,21.817313000000002,25.235356,26.654723999999998,28.526594,29.323248,29.84047,30.36815,31.056928000000003,31.448515000000004,31.884476,32.75735,33.759536,34.856532
8-2800454,,,,,,,,0,0.562041,0.7543489999999999,1.102741,1.3568360000000002,1.5760889999999999,1.9367849999999998,3.393954,3.673921,3.9260949999999997,6.12253,8.576141999999999,17.574268,21.563436,24.982479,26.400847,28.271718,29.071371000000003,29.586594,30.114272999999997,30.803052,31.193638,31.630599,32.502472999999995,33.506659,34.603654999999996
9-2800461,,,,,,,,,0,0.19230799999999998,0.540701,0.7947960000000001,1.014049,1.374744,2.831914,3.1118810000000003,3.364054,5.56049,8.014101,17.012228,21.002396,24.420439000000002,25.838807,27.709677000000003,28.507331,29.024553000000004,29.553233000000002,30.242010999999998,30.631597999999997,31.068559000000004,31.941433,32.944619,34.041615
10-2800463,,,,,,,,,,0,0.348393,0.602488,0.8217409999999999,1.182436,2.639605,2.9195729999999998,3.1717459999999997,5.368182,7.8217929999999996,16.81992,20.810088,24.227131,25.647499,27.517369,28.316022999999998,28.833245,29.360925,30.048703000000003,30.441289,30.878251000000002,31.749125,32.752311,33.849307
