순번_정류장ID,1-2800298,2-2804064,3-2804535,4-2804537,5-2804572,6-2804066,7-2804611,8-2804086,9-2804613,10-2804089,11-2806223,12-2804091,13-2804093,14-2804615,15-2804617,16-2804094,17-2804619,18-2804097,19-2804621,20-2804623,21-2804098,22-2804625,23-2803915,24-2806315,25-2804627,26-2803913,27-2803911,28-2803908,29-2803907,30-2807376,31-2803905,32-2803903,33-2804629,34-2806221,35-2803901,36-2803899,37-2807378,38-2807381,39-2803897,40-2806317,41-2803895,42-2803893,43-2803891,44-2806220,45-2803889,46-2803887,47-2803885,48-2803883,49-2803881,50-2803879,51-2803877,52-2803875,53-2803874,54-2803973,55-2803975,56-2805718,57-2803979,58-2806018,59-2804334,60-2803983,61-2803985,62-2803987,63-2803989,64-2806004,65-2807385,66-2803991,67-2803993,68-2803995,69-2800298,70-2803997,71-2800290,72-2800289,73-2803934,74-2806662,75-2800286,76-2803932,77-2803596,78-2800283,79-2800281,80-2800280,81-2800278,82-2806663,83-2804031,84-2800260,85-2800275,86-2804713,87-2803598,88-2803600,89-2800273,90-2803601,91-2804331,92-2803581,93-2800271,94-2805489,95-2807150,96-2804581,97-2804582,98-2800267,99-2804032,100-2800269,101-2800268,102-2804528,103-2804527,104-2805488,105-2807373,106-2800272,107-2803582,108-2803603,109-2803602,110-2800274,111-2803847,112-2803599,113-2804712,114-2800276,115-2800277,116-2803597,117-2806642,118-2804030,119-2800279,120-2804029,121-2800282,122-2800284,123-2800285,124-2803933,125-2800287,126-2800288,127-2804793,128-2800291,129-2800297,130-2803996,131-2803994,132-2803992,133-2807384,134-2806003,135-2803990,136-2803988,137-2803986,138-2803984,139-2803981,140-2806017,141-2805721,142-2805719,143-2803976,144-2803974,145-2803875,146-2803876,147-2803878,148-2803880,149-2803882,150-2803884,151-2803886,152-2803888,153-2806219,154-2803890,155-2803892,156-2803894,157-2806316,158-2803896,159-2807380,160-2807379,161-2803898,162-2803900,163-2806222,164-2804630,165-2803902,166-2803904,167-2807377,168-2803906,169-2803909,170-2803910,171-2803912,172-2804628,173-2806314,174-2803914,175-2804626,176-2804099,177-2804624,178-2804622,179-2804096,180-2804620,181-2804095,182-2804618,183-2804616,184-2804092,185-2804090,186-2806224,187-2804088,188-2804614,189-2804087,190-2804612,191-2804067,192-2804571,193-2804538,194-2804536,195-2804065
26-2803913,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.454387,0.940002,1.3492600000000001,1.6262020000000001,2.029738,2.439325,3.220792,3.680211,3.956774,4.214013,4.429292,5.55962,5.738129,5.98995,6.338369999999999,6.63691,7.083503,8.528182000000001,9.231941,9.598326,10.237747,10.66422,11.058542999999998,11.749896000000001,12.066479,12.935847,12.923407000000001,13.057958,12.543229,12.135555,11.95523,11.113922,10.392062,10.077003,9.710091,8.935867,10.63842,11.429913,11.645344999999999,11.827824,12.238686,12.070203,11.935471000000001,12.695382,13.231441,13.600579999999999,14.053329000000002,14.416452,15.356498,16.248482,16.532522,17.521363,17.983791,18.671654,19.246896,19.382346,20.328047,20.959948,21.195626,21.517820999999998,21.702610999999997,22.188913,22.649194,22.860920999999998,23.033629,23.291295,23.776744,24.276608,24.649378,24.976641,25.274597,25.639681,25.218059,25.02686,25.720233,25.249807,24.991364,24.607577,24.254093,23.677204999999997,23.298982000000002,23.064985,22.891004000000002,22.63106,22.278353,21.711429000000003,21.508363,21.237931,20.965246,20.266072,19.367749,19.207479,18.653207000000002,17.952184,17.517266,16.688854,16.236593,15.357783,14.036478,13.603821,13.180964999999999,12.667666,11.932591,12.078071000000001,12.236089999999999,11.833908000000001,11.609877000000001,11.369002,10.621547,8.933613000000001,9.715355,10.058917999999998,10.391017999999999,11.083534,11.950016,12.152593,12.48728,13.120833,12.935847,12.067389,11.724824,11.041879,10.656802,10.242137,9.59135,9.199330999999999,8.423385000000001,7.076772,6.6342360000000005,6.339168,5.953532,5.721442,5.505407,4.394835,4.180075,3.9503519999999996,3.656908,3.203815,2.4586580000000002,2.023402,1.6281379999999999,1.335516,0.919172,0.47794200000000003,0.026330000000000003,0.347715,0.755432,0.952099,1.248926,1.7527110000000001,2.060635,2.7340459999999998,3.256782,3.893011,4.2059370000000005,4.5594,5.366907,5.674554,6.199481,6.500973,7.083145,7.528042,7.999697,8.61468,9.403541,10.246704,10.629383,11.147432,11.355432
27-2803911,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48561499999999996,0.8968729999999999,1.173815,1.577351,1.986939,2.768405,3.227824,3.5043879999999996,3.761627,3.9769050000000004,5.107234,5.285743,5.537564,5.885983,6.184524,6.631117,8.075796,8.779554,9.145939,9.785361,10.211833,10.606156,11.29751,11.614092,12.483460000000001,12.47102,12.875655,12.996615,12.588941,12.408617,11.567308,10.845449,10.530389999999999,10.163478,9.389254,11.091806,11.883299000000001,12.099731,12.282211,12.693073,12.523589999999999,12.388858,13.147769,13.684828,14.053967000000002,14.507716,14.869838,15.808885,16.699869,16.983909,17.97675,18.436177999999998,19.12404,19.697282,19.833733,20.779434,21.413335,21.651013,21.973208,22.152998,22.641299,23.102581,23.313308,23.485016,23.745682000000002,24.23013,24.726995000000002,25.100765,25.432028,25.728983,26.092067999999998,25.670446,25.481247,26.172620000000002,25.705194,25.444751,25.058964000000003,24.70748,24.131592,23.752369,23.519372,23.345391,23.085447,22.73274,22.166815,21.96375,21.693317999999998,21.417633,20.720458999999998,19.820135,19.657866000000002,19.104594,18.408571,17.967653,17.141241,16.69098,15.810170000000001,14.489865,14.058207999999999,13.634352,13.121053,12.385977,12.530458,12.690477,12.287295,12.064264,11.823389,11.075934,9.386999000000001,10.168742,10.512305,10.844405,11.536921000000001,12.403402999999999,12.60598,12.940667,12.82178,12.483460000000001,11.615002,11.272437,10.589493,10.204415,9.78975,9.138963,8.746945,7.970999000000001,6.624385,6.181849,5.886781,5.501144999999999,5.269056,5.05302,3.942448,3.7276879999999997,3.497965,3.2045209999999997,2.7514279999999998,2.006271,1.571015,1.175751,0.883129,0.703255,0.895515,0.443903,0.765288,1.1730049999999999,1.405486,1.7023119999999998,2.206098,2.514022,3.187432,3.710169,4.346398000000001,4.659324,5.012787,5.8202940000000005,6.127941000000001,6.652867999999999,6.95436,7.536531,7.981428999999999,8.453083,9.068067,9.856928,10.70009,11.08277,11.601819,11.807819
28-2803908,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.411258,0.6882,1.091736,1.501323,2.2827900000000003,2.742209,3.018773,3.276011,3.4912900000000002,4.621618,4.800127,5.051948,5.400368,5.698908,6.145501,7.59018,8.293939,8.660324000000001,9.299745,9.726218,10.120541000000001,10.811894,11.128477,11.997845,11.985405,12.390039999999999,12.90477,13.074557,12.894232,12.052923,11.331064,11.016005,10.649092999999999,9.874869,11.577421000000001,12.368914,12.584346,12.766826,13.177688,13.010205000000001,12.873472999999999,13.633384,14.170442999999999,14.539582000000001,14.993331,15.354454,16.2955,17.186484,17.469524,18.460365,18.922793,19.610654999999998,20.184897,20.320348000000003,21.266049,21.89895,22.135628,22.457823,22.640613000000002,23.127914,23.590196,23.798923000000002,23.970631,24.228297,24.713746,25.21261,25.58638,25.915643,26.211598000000002,26.578683,26.158061,25.964862,26.656235,26.187808999999998,25.930366,25.546579,25.191095,24.616207,24.236984,24.003987,23.829006,23.569062,23.216355,22.64943,22.448365,22.176933,21.903248,21.203073999999997,20.305751,20.144481,19.591209,18.893186,18.454268,17.626856,17.174595,16.296785,14.97548,14.542823,14.119967,13.606667999999999,12.870592,13.016073,13.175092000000001,12.772910000000001,12.548879,12.308003999999999,11.560549,9.872615,10.654357000000001,10.99792,11.33002,12.022536,12.889018,13.091595,12.969719,12.336165,11.997845,11.129387,10.786822,10.103878,9.7188,9.304135,8.653348,8.261329,7.485383000000001,6.13877,5.696234,5.401166,5.01553,4.783440000000001,4.567405,3.456833,3.242073,3.01235,2.718906,2.265813,1.520656,1.0854,0.690136,0.397514,0.21764,0.658871,0.9295190000000001,1.250903,1.65862,1.891101,2.187927,2.691713,2.999637,3.673047,4.195784,4.832013,5.144939,5.498402,6.305909,6.613556,7.138483,7.439975,8.022147,8.467044,8.938698,9.553682,10.342543,11.185705,11.569385,12.086433999999999,12.293434
29-2803907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.276942,0.680478,1.090065,1.871532,2.3309509999999998,2.6075150000000002,2.864753,3.080032,4.21036,4.388869000000001,4.64069,4.98911,5.28765,5.734243,7.178922,7.882681,8.249066000000001,8.888487,9.314960000000001,9.709283000000001,10.400636,10.717219,11.586587,11.574147,11.978782,12.493511999999999,12.909186,13.08951,12.462181,11.740322,11.425263000000001,11.058351,10.284127,11.987679,12.779172,12.994605,13.177083999999999,13.587945999999999,13.419463,13.283731,14.043642000000002,14.579701000000002,14.948839999999999,15.402589,15.764712,16.705758,17.596742000000003,17.881782,18.871623,19.334051000000002,20.021913,20.595155,20.731606,21.677307,22.309207999999998,22.545886,22.868081,23.050871,23.539172,24.000454,24.211181,24.382889000000002,24.640555,25.125004,25.624868,25.998638,26.326901,26.623856,26.988940999999997,26.568319,26.37612,27.068493,26.600067,26.341624,25.956837,25.602353,25.026464999999998,24.648242,24.414245,24.240264,23.980320000000003,23.627613,23.061688,22.858623,22.588191000000002,22.313506,21.615332000000002,20.716009,20.555739000000003,20.002467000000003,19.303444,18.865526000000003,18.037114000000003,17.584853,16.707043,15.385738,14.953081,14.529225,14.015926,13.28085,13.426331,13.58535,13.183167999999998,12.959137,12.718262,11.970807,10.281873,11.063614999999999,11.407178,11.739278,12.431794,13.086724,12.884147,12.558461,11.924907000000001,11.586587,10.718129,10.375564,9.692619,9.307542,8.892877,8.24209,7.850071000000001,7.074125,5.727512,5.284976,4.989908,4.604272,4.372182,4.156147,3.045575,2.8308150000000003,2.601092,2.307648,1.854555,1.733104,1.297848,0.902584,0.609962,0.430088,0.8713190000000001,1.32293,1.660161,2.067878,2.300359,2.5971849999999996,3.100971,3.408895,4.082306,4.605042,5.241271,5.554197,5.90766,6.715167,7.022814,7.547741,7.849233,8.431405,8.876302,9.347957000000001,9.96294,10.751800999999999,11.594963,11.978643,12.496692,12.703692
30-2807376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.403536,0.813124,1.59459,2.05401,2.330573,2.587812,2.8030909999999998,3.933419,4.111928,4.363748999999999,4.712169,5.010708999999999,5.457301999999999,6.901981,7.605739,7.972124000000001,8.611546,9.038019,9.432341000000001,10.123695,10.440277,11.309646,11.297206,11.701841,12.216571,12.632244,12.812569,12.739123,12.017263999999999,11.702205000000001,11.335291999999999,10.561069,12.264621,13.055114,13.271545999999999,13.454025,13.864888,13.696404999999999,13.560673000000001,14.320583,14.856642,15.225781,15.678531,16.040653,16.9807,17.872684,18.156723,19.148564999999998,19.608992999999998,20.296854999999997,20.870097,21.007547,21.954248,22.58515,22.821827,23.143023,23.327811999999998,23.417525,23.880807,24.091533,24.261241000000002,24.518907000000002,25.005356,25.503220000000002,25.876991,26.207254000000002,26.502209000000004,26.867293,26.448672,26.254471999999996,26.946846,26.478419,26.221977000000003,25.83719,25.482706,24.904818,24.528595000000003,24.292598,24.120616000000002,23.858673,23.505965,23.33663,23.133565,22.863132999999998,22.589448,21.890273,20.99195,20.830679999999997,20.277407999999998,19.578386,19.141468,18.313056,17.861795,16.982985,15.661679999999999,15.229023000000002,14.806167000000002,14.292867000000001,13.557792000000001,13.702273000000002,13.861292,13.459109,13.235078,12.994203,12.246748,10.558814,11.340557,11.684119,12.01622,12.708735,12.809783,12.607206,12.28152,11.647966,11.309646,10.441187,10.098622,9.415678,9.030600999999999,8.615935,7.965149,7.57313,6.797184,5.450571,5.008035,4.712967,4.327331,4.095241000000001,3.879206,2.7686330000000003,2.553874,2.3241509999999996,2.0307060000000003,1.577613,2.010046,1.574789,1.179526,0.8869040000000001,0.70703,1.14826,1.5998709999999998,1.9371029999999998,2.34482,2.5773,2.874127,3.377913,3.6858370000000003,4.359247,4.881983,5.518212999999999,5.831139,6.184601,6.992108,7.2997559999999995,7.824682000000001,8.126175,8.708346,9.153244,9.624898,10.239882000000001,11.028742,11.871905,12.255585,12.773634,12.979633
31-2803905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.409588,1.191054,1.6504740000000002,1.9270369999999999,2.1842759999999997,2.399555,3.5298830000000003,3.708392,3.9602129999999995,4.308633,4.607173,5.053766,6.498444999999999,7.202203,7.568588,8.20801,8.634483,9.028805,9.720158999999999,10.036741000000001,10.906108999999999,10.89367,11.298305000000001,11.813034,12.228708000000001,12.409032,13.142659,12.4208,12.105741,11.738828,10.964605,12.668157,13.45965,13.674082,13.857560999999999,14.267423999999998,14.099941000000001,13.963208999999999,14.724119,15.259178,15.628317000000001,16.082067000000002,16.444189,17.385236,18.276220000000002,18.560259,19.551101,20.012529,20.700391,21.273633,21.411082999999998,22.355784,22.987686,23.224363,23.356442,23.173652,23.015989,23.477271,23.687997,23.859704999999998,24.117371,24.60182,25.101684,25.475454,25.803717000000002,26.100673,26.465757,26.045135000000002,25.852936,26.545309000000003,26.076883,25.818441,25.433653,25.07917,24.503281,24.125059,23.891060999999997,23.71708,23.457136,23.104429,23.173834,23.376898999999998,23.266669,22.991984,22.292809,21.395486,21.235216,20.680944,19.981922,19.543004,18.716592000000002,18.264331,17.385521,16.065216,15.632559,15.208703,14.695403,13.960328,14.106809,14.265827999999999,13.862645,13.639614000000002,13.398739,12.650284,10.96235,11.744093,12.087655,12.419756,13.112271,12.406247,12.203669,11.877983,11.24443,10.906108999999999,10.037651,9.695086,9.012141999999999,8.627064,8.212399000000001,7.561611999999999,7.169594,6.393648000000001,5.047034,4.604499,4.30943,3.9237940000000004,3.6917050000000002,3.4756699999999996,2.365097,2.150338,1.920614,1.62717,1.174077,1.6584189999999999,1.978325,1.583062,1.29044,1.110566,1.551796,2.003407,2.340639,2.7483560000000002,2.980836,3.2776629999999995,3.781449,4.089373,4.762783,5.285519,5.921749,6.234675,6.588137,7.395644,7.703292,8.228218,8.529711,9.111882000000001,9.55678,10.028433999999999,10.643417999999999,11.432278,12.275441,12.659121,13.17617,13.383169
32-2803903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.781467,1.2408860000000002,1.517449,1.774688,1.9899669999999998,3.120295,3.298804,3.550625,3.8990449999999996,4.197585,4.644178,6.088857,6.792616000000001,7.159000999999999,7.798422,8.224895,8.619216999999999,9.310571000000001,9.627153,10.496522,10.484082,10.888717,11.403447,11.81912,11.999445,12.840753,12.830388000000001,12.515329,12.148416000000001,11.374191999999999,13.076744999999999,13.869238000000001,14.084670000000001,14.267149,14.678010999999998,14.508529000000001,14.372796,15.132707,15.668766,16.037905,16.492655,16.853776999999997,17.794824,18.685807999999998,18.968847,19.960688,20.422116,21.109979,21.683221,21.819671,22.766372,23.398274,23.267049,22.946854000000002,22.764064,22.606401,23.065683,23.278409,23.450117000000002,23.707783,24.190232,24.690097,25.063867000000002,25.392129999999998,25.689085000000002,26.054169,25.633548,25.443348,26.135722,25.665295999999998,25.406852999999998,25.024066,24.667582,24.093694,23.715471,23.479474,23.305492,23.045548999999998,22.694841,22.762247,22.967312,23.235744,23.402571,22.704397,21.805073999999998,21.644804,21.090532,20.392509,19.953592,19.127179,18.674919,17.796108,16.474804000000002,16.042147,15.618291000000001,15.104991,14.369916,14.516397,14.675416,14.273233,14.049202,13.807326999999999,13.060872,11.371938,12.15368,12.497243,12.829344,12.863141,11.996659,11.794082000000001,11.468396,10.834842,10.496522,9.628063000000001,9.285498,8.602554,8.217477,7.802811,7.152025,6.760006,5.9840599999999995,4.637447,4.194911,3.899843,3.514207,3.282117,3.0660819999999998,1.955509,1.74075,1.5110270000000001,1.217582,0.7644890000000001,1.248831,1.684087,1.99265,1.7000279999999999,1.520154,1.961384,2.412995,2.750227,3.157943,3.390424,3.6872510000000003,4.191037000000001,4.498961,5.172371,5.695107,6.331336,6.6442630000000005,6.997725,7.805232000000001,8.11288,8.637806,8.939299,9.521469999999999,9.966367,10.438022,11.053005,11.841866,12.685029,13.068708,13.585757999999998,13.792757
33-2804629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.45941899999999997,0.7359829999999999,0.9932219999999999,1.2085,2.338829,2.517338,2.769159,3.117578,3.416119,3.862711,5.307391,6.011149,6.377534,7.0169559999999995,7.443428,7.837751,8.529105,8.845687,9.715055,9.702615,10.10725,10.62198,11.037654,11.217978,12.059287,12.781146000000001,13.268204999999998,12.929882000000001,12.155659,13.858210999999999,14.650704000000001,14.866136,15.047614999999999,15.459478,15.289995000000001,15.154263,15.914174,16.450232,16.819372,17.274121,17.636243,18.57629,19.467274,19.751314,19.867385000000002,20.328813,21.016675,21.590917,21.727368,22.672069,22.722260000000002,22.485583,22.163387,21.980598,21.822934,22.284216,22.494943,22.666651,22.924317000000002,23.408766,23.90863,24.2824,24.610663,24.907618,25.272703,24.852081,24.659882,25.352255,24.883829000000002,24.625386,24.240599,23.886115,23.310226999999998,22.932004,22.698007,22.524026,22.264082000000002,21.911375,21.98078,22.183845,22.454276999999998,22.728962,22.611094,21.710770999999998,21.551501000000002,20.997229,20.299205999999998,19.861288000000002,19.776354,19.455385,18.576575,17.257270000000002,16.823613,16.399757,15.886457,15.151382,15.296863,15.456882,15.0537,14.830669,14.589794,13.841338,12.153404,12.935147,13.106291,12.774189999999999,12.081675,11.215193,11.012615,10.686929,10.053375,9.715055,8.846597000000001,8.504032,7.8210880000000005,7.4360100000000005,7.021344999999999,6.370558,5.97854,5.202593,3.85598,3.413444,3.118376,2.73274,2.500651,2.284615,1.478813,1.264053,1.03433,0.7408859999999999,0.28779299999999997,0.772134,1.20739,1.602654,1.8952759999999997,2.30162,2.74285,3.1944619999999997,3.531693,3.9394099999999996,4.1718910000000005,4.468717,4.972503,5.2804269999999995,5.953837,6.476573999999999,7.1128029999999995,7.425729,7.779191,8.586698,8.894346,9.419273,9.720765,10.302936,10.747834,11.219488,11.834472,12.623333,13.466495000000002,13.849175,14.367223999999998,14.574223000000002
34-2806221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.276563,0.533802,0.749081,1.879409,2.057918,2.309739,2.658159,2.956699,3.403292,4.847971,5.55173,5.918115,6.557536,6.9840089999999995,7.378332,8.069685,8.386268,9.255636,9.243196000000001,9.647831,10.162561,10.578235000000001,10.758559,11.599867999999999,12.321727000000001,12.808786,13.175698,12.615078,14.317631,15.109124,15.324556,15.507035,15.918897,15.750414000000001,15.613682,16.374593,16.910652,17.279791,17.733539999999998,18.095663000000002,19.036709,19.760307,19.476267,19.406966,19.869394,20.557256,21.130498,21.266948,22.212649,22.262841,22.028163,21.705968,21.521178,21.363515,21.824797,22.035523,22.207232,22.466898,22.949346,23.449211,23.822981,24.153244,24.450198999999998,24.813284,24.392661999999998,24.200463,24.892836,24.42441,24.165967000000002,23.783179999999998,23.428696,22.850807999999997,22.472585000000002,22.238588,22.066606,21.804663,21.453955999999998,21.521361,21.726426,21.996858,22.269543,22.150674,21.251351,21.091082,20.53781,19.838787,19.400869,19.316935,19.769196,19.037994,17.716689000000002,17.284032,16.860176,16.346877,15.611801999999999,15.756282,15.915301000000001,15.513119,15.289088000000001,15.048213,14.300757999999998,12.612824,12.990434,12.646871,12.314771,11.622255000000001,10.755773,10.553196,10.22751,9.593956,9.255636,8.387178,8.044613,7.361667999999999,6.976591,6.561926,5.911139,5.51912,4.743174,3.396561,2.954025,2.658957,2.2733209999999997,2.0412310000000002,1.8251959999999998,1.938232,1.7234720000000001,1.493749,1.200305,0.747212,1.2315530000000001,1.66681,2.062073,2.354695,2.761039,3.20227,3.6538809999999997,3.991112,4.398829,4.63131,4.928137,5.431922,5.739846,6.413257,6.935992999999999,7.572222,7.885147999999999,8.238611,9.046118,9.353765,9.878692,10.180183999999999,10.762356,11.207253,11.678908,12.293891,13.082752000000001,13.925915,14.309594,14.827643,15.033643
35-2803901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.257239,0.47251800000000005,1.602846,1.781355,2.0331759999999997,2.381596,2.680136,3.126729,4.571408,5.2751660000000005,5.641551,6.280973,6.707446000000001,7.101767999999999,7.793122,8.109703999999999,8.979072,8.966633,9.371267999999999,9.885997,10.301671,10.481996,11.323303999999998,12.045164,12.532223,12.899135000000001,12.891642,14.073459,14.862951999999998,15.078384,15.261863,15.671726000000001,15.986023000000001,15.890245000000002,16.599923999999998,17.135983,17.506122,17.959872,18.321994,19.261041,19.484744,19.200704,19.131401999999998,19.59383,20.281693,20.854935,20.991385,21.937085999999997,21.986278,21.7516,21.429405,21.244615,21.088952,21.550234,21.758960000000002,21.930668,22.190334,22.672783,23.174647,23.548417999999998,23.87668,24.171636,24.536720000000003,24.118098,23.923899,24.618272,24.149846,23.891404,23.506616,23.152133,22.574245,22.198022,21.964025,21.790043,21.530099,21.177392,21.244797,21.447863,21.718295,21.99298,21.875110999999997,20.975788,20.815518,20.262245999999998,19.563223999999998,19.125306,19.041372,19.493633,19.264325,17.942021,17.509364,17.085507999999997,16.572208,15.888365,15.977154,15.670129999999999,15.267947,15.042916,14.804041,14.054585999999999,12.889387,12.713871000000001,12.370308,12.038208000000001,11.345692,10.47921,10.276633,9.950946,9.317393,8.979072,8.110614,7.768049,7.085105,6.700028,6.285362,5.634576,5.242557,4.466611,3.119998,2.677462,2.382393,1.9967580000000003,1.7646680000000001,1.548633,2.214795,2.000036,1.770313,1.476868,1.023775,1.508117,1.943373,2.338637,2.6312580000000003,3.037603,3.4788330000000003,3.930444,4.267676,4.6753919999999995,4.907873,5.2047,5.708486,6.01641,6.68982,7.212556,7.8487860000000005,8.161712,8.515174,9.322681,9.630329,10.155255,10.456748,11.038919,11.483816000000001,11.955471000000001,12.570455,13.359314999999999,14.202478,14.585157,15.104207,15.311206
36-2803899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.215279,1.345607,1.524116,1.7759369999999999,2.124357,2.4228970000000003,2.8694900000000003,4.314169000000001,5.0179279999999995,5.384313,6.023733999999999,6.450207,6.844530000000001,7.535883,7.852466000000001,8.721834,8.709394,9.114028999999999,9.628759,10.044433,10.224757,11.066066000000001,11.787925,12.274984,12.641896000000001,13.148879999999998,13.815220000000002,14.607713,14.822145,15.005624,15.416487,15.728784,15.863516,16.344686,16.880744,17.249882999999997,17.702633,18.064754999999998,19.005802,19.226505,18.942465,18.873164000000003,19.336592,20.023454,20.597696,20.734146,21.678847,21.731039000000003,21.492361,21.170166000000002,20.987376,20.831713,21.292995,21.501721,21.67343,21.933096,22.415544,22.915409,23.291179,23.617442,23.914397,24.281482,23.85886,23.66666,24.361034,23.892608,23.632165,23.249378,22.892894000000002,22.317006,21.940783,21.706785999999997,21.530804,21.272861,20.918154,20.989559,21.192624,21.463055999999998,21.737741,21.617872,20.718549,20.55828,20.005008,19.304985000000002,18.868067,18.784132999999997,19.235394,19.006087,17.685782,17.253125,16.829269,16.315969,15.870397,15.721916,15.412891,15.010709,14.786678,14.545801999999998,13.798347,13.146626000000001,12.456632,12.113069,11.780969,11.088453,10.221971,10.019394,9.693708,9.060153999999999,8.721834,7.853376,7.510811,6.827866,6.442789,6.028124,5.377337000000001,4.985318,4.209372,2.862759,2.420223,2.125155,1.7395189999999998,1.5074290000000001,1.2913940000000002,2.058966,2.257275,2.027551,1.734107,1.2810139999999999,1.7653560000000001,2.200612,2.5958759999999996,2.888497,3.2948419999999996,3.736072,4.187683,4.524915,4.932631,5.165112000000001,5.461939,5.965725,6.273649,6.947058999999999,7.4697949999999995,8.106024,8.418951,8.772413,9.57992,9.887568,10.412494,10.713987,11.296158,11.741055000000001,12.212710000000001,12.827693,13.616554,14.459717000000001,14.842395999999999,15.361445999999999,15.568445
37-2807378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.130328,1.308837,1.560658,1.9090779999999998,2.207618,2.654211,4.09889,4.802649,5.169034,5.808455,6.234928,6.629250999999999,7.3206039999999994,7.637187,8.506555,8.494114999999999,8.89875,9.41348,9.829153999999999,10.009478,10.850787,11.572646,12.059705000000001,12.426618,13.200841,13.599941000000001,14.391434,14.607866,14.789345,15.200207999999998,15.512504999999999,15.648237,16.128407,16.665465,17.033604999999998,17.488354,17.849476,18.790523,19.011226,18.727186,18.657885,19.120313,19.808175,20.381417000000003,20.517867000000003,21.463568,21.51576,21.279082,20.954887,20.772098,20.616433999999998,21.077716,21.288443,21.460151,21.717817,22.202265,22.700129999999998,23.0739,23.404163,23.701118,24.064203,23.643581,23.453382,24.143755,23.677329,23.416885999999998,23.034098999999998,22.679615,22.101727,21.725504,21.489507,21.317525,21.057582,20.704875,20.774279999999997,20.977345,21.247777,21.522462,21.401593,20.502270000000003,20.342001,19.788729,19.089706,18.651788,18.567854,19.020115,18.791808,17.470503,17.038846,16.61399,16.10069,15.654117999999999,15.505637,15.197612,14.796429999999999,14.571399,14.330523999999999,13.583067999999999,13.023096,12.241353,11.897789999999999,11.56569,10.873174,10.006692,9.804115,9.478429,8.844875,8.506555,7.638097,7.295532000000001,6.612588000000001,6.22751,5.812844999999999,5.162058,4.770039,3.994093,2.64748,2.204944,1.909876,1.52424,1.29215,1.076115,1.843688,2.058447,2.24283,1.949386,1.496293,1.980634,2.415891,2.811154,3.103776,3.5101199999999997,3.9513510000000003,4.4029620000000005,4.740193,5.1479099999999995,5.380391,5.677218,6.181003,6.4889269999999994,7.162338,7.685074,8.321303,8.634229,8.987692,9.795199,10.102846000000001,10.627773,10.929265,11.511436999999999,11.956334,12.427989,13.042972,13.831833,14.674995999999998,15.057675,15.575724,15.782723999999998
38-2807381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.183509,0.43533,0.78375,1.08229,1.528883,2.973562,3.677321,4.043705999999999,4.683127,5.1096,5.503923,6.195276,6.511858999999999,7.381227,7.368786999999999,7.773422,8.288152,8.703826,8.88415,9.725458999999999,10.447318,10.934377,11.30129,12.075513,12.474613,13.266106,13.480538000000001,13.664017000000001,14.073879999999999,14.386176999999998,14.521908999999999,15.004079,15.539137,15.909277,16.363026,16.725148,17.664195,17.886898000000002,17.602857999999998,17.532557,17.995985,18.683847,19.256089000000003,19.393539,20.33824,20.388432,20.151754,19.829559,19.64677,19.491106,19.952388,20.163114999999998,20.334823,20.590489,21.076937,21.574802,21.950572,22.276835000000002,22.57379,22.938875,22.518253,22.326054,23.018427,22.552001,22.293557999999997,21.906771,21.554287,20.976399,20.598176000000002,20.364179,20.190197,19.930254,19.579547,19.648951999999998,19.852017,20.122449,20.397134,20.277265,19.377942,19.217673,18.664401,17.965378,17.52646,17.442526,17.895787,17.66648,16.344175,15.911518,15.488662,14.975361999999999,14.52979,14.379309,14.071284,13.669101999999999,13.445070999999999,13.205195999999999,12.45774,11.897768,11.116025,10.772461999999999,10.440362,9.747846000000001,8.881364,8.678787,8.353100999999999,7.719547,7.381227,6.5127690000000005,6.170204,5.48726,5.102182,4.687517,4.03673,3.644711,2.8687650000000002,1.522152,1.079616,0.7845479999999999,0.398912,0.166822,0.304787,1.175786,1.3905459999999998,1.620269,1.913713,2.366806,3.110963,3.5462190000000002,3.9414830000000003,4.234104,4.640448,5.081679,5.53329,5.870522,6.278238,6.510719,6.807546,7.311332000000001,7.619256,8.292666,8.815402,9.451630999999999,9.764558000000001,10.11802,10.925527,11.233175,11.758101,12.059594,12.641765,13.086661999999999,12.831684,13.438873999999998,14.227735000000001,15.070897,15.453577,15.311948000000001,15.104948
