순번_정류장ID,1-2800298,2-2804064,3-2804535,4-2804537,5-2804572,6-2804066,7-2804611,8-2804086,9-2804613,10-2804089,11-2806223,12-2804091,13-2804093,14-2804615,15-2804617,16-2804094,17-2804619,18-2804097,19-2804621,20-2804623,21-2804098,22-2804625,23-2803915,24-2806315,25-2804627,26-2803913,27-2803911,28-2803908,29-2803907,30-2807376,31-2803905,32-2803903,33-2804629,34-2806221,35-2803901,36-2803899,37-2807378,38-2807381,39-2803897,40-2806317,41-2803895,42-2803893,43-2803891,44-2806220,45-2803889,46-2803887,47-2803885,48-2803883,49-2803881,50-2803879,51-2803877,52-2803875,53-2803874,54-2803973,55-2803975,56-2805718,57-2803979,58-2806018,59-2804334,60-2803983,61-2803985,62-2803987,63-2803989,64-2806004,65-2807385,66-2803991,67-2803993,68-2803995,69-2800298,70-2803997,71-2800290,72-2800289,73-2803934,74-2806662,75-2800286,76-2803932,77-2803596,78-2800283,79-2800281,80-2800280,81-2800278,82-2806663,83-2804031,84-2800260,85-2800275,86-2804713,87-2803598,88-2803600,89-2800273,90-2803601,91-2804331,92-2803581,93-2800271,94-2805489,95-2807150,96-2804581,97-2804582,98-2800267,99-2804032,100-2800269,101-2800268,102-2804528,103-2804527,104-2805488,105-2807373,106-2800272,107-2803582,108-2803603,109-2803602,110-2800274,111-2803847,112-2803599,113-2804712,114-2800276,115-2800277,116-2803597,117-2806642,118-2804030,119-2800279,120-2804029,121-2800282,122-2800284,123-2800285,124-2803933,125-2800287,126-2800288,127-2804793,128-2800291,129-2800297,130-2803996,131-2803994,132-2803992,133-2807384,134-2806003,135-2803990,136-2803988,137-2803986,138-2803984,139-2803981,140-2806017,141-2805721,142-2805719,143-2803976,144-2803974,145-2803875,146-2803876,147-2803878,148-2803880,149-2803882,150-2803884,151-2803886,152-2803888,153-2806219,154-2803890,155-2803892,156-2803894,157-2806316,158-2803896,159-2807380,160-2807379,161-2803898,162-2803900,163-2806222,164-2804630,165-2803902,166-2803904,167-2807377,168-2803906,169-2803909,170-2803910,171-2803912,172-2804628,173-2806314,174-2803914,175-2804626,176-2804099,177-2804624,178-2804622,179-2804096,180-2804620,181-2804095,182-2804618,183-2804616,184-2804092,185-2804090,186-2806224,187-2804088,188-2804614,189-2804087,190-2804612,191-2804067,192-2804571,193-2804538,194-2804536,195-2804065
1-2800298,0,0.542878,0.813696,1.302625,1.668768,2.519878,3.3480790000000002,3.957438,4.422402,4.903348,5.4739510000000005,5.727353,6.277844,6.574747,7.342042,7.767369,8.021466,8.650163000000001,9.188583,9.889725,10.19402,10.671324,10.962571,11.221608999999999,11.61533,11.934471,12.388858,12.873472999999999,13.282731,13.559673000000002,13.963208999999999,14.372796,15.154263,15.614682,15.890245000000002,15.863516,15.648237,14.523909,14.3424,14.090579,13.742159,13.443619,12.997026,11.549347000000001,10.845589,10.479203,9.839782000000001,9.414309,9.017987,8.326633000000001,8.018051,7.2345619999999995,7.222122,6.749486999999999,6.235758000000001,5.828084,5.646758999999999,4.804451,4.082591000000001,4.481712,4.7956199999999995,4.021396,2.051296,1.259803,1.044371,0.861892,0.448029,0.135732,0.0,0.8089109999999999,1.34497,1.714109,2.1678580000000003,2.5299810000000003,3.471027,4.363011,4.647051,5.636892,6.098319999999999,6.787183,7.360424000000001,7.496875,8.440576,9.072477000000001,9.311155,9.63335,9.81414,10.303442,10.765723,10.97645,11.148158,11.403824,11.889273,12.388137,12.763907000000001,13.09117,13.387126,13.75221,13.333588,13.140389,13.832761999999999,13.363335999999999,13.105893,12.722106,12.367622,11.789734,11.412511,11.179514,11.003533000000001,10.743589,10.392882,9.825958,9.621891999999999,9.35346,9.076775,8.380600999999999,7.480278,7.3200080000000005,6.765736,6.068713,5.630795,4.803383,4.351122,3.471312,2.151007,1.71835,1.294494,0.781195,0.050875,0.1426,0.450625,0.852808,1.0768389999999999,1.317714,2.065169,4.0191419999999995,4.66236,4.3197980000000005,4.0815470000000005,4.774063,5.641545,5.8441220000000005,6.179809,6.811362,7.2345619999999995,8.010141,8.358706,9.04165,9.424727,9.838393,10.489179,10.889198,11.664144,12.999757,13.443292999999999,13.738362,14.122997,14.355087,14.572122,15.692695,15.908454,15.883823000000001,15.590378,15.137285999999998,14.392129,13.956873000000002,13.561608999999999,13.268987,12.852642999999999,12.411413,11.959800999999999,11.62257,11.214853,10.986372,10.689546,10.18576,9.873836,9.200426,8.677688999999999,8.04846,7.7355339999999995,7.378072,6.570564999999999,6.259917,5.73499,5.433498,4.8513269999999995,4.406429,3.934775,3.3207910000000003,2.53093,1.687768,1.305088,0.789039,0.5820390000000001
2-2804064,,0,0.270818,0.7597470000000001,1.12589,1.9769999999999999,2.805201,3.41456,3.879524,4.360469999999999,4.9310730000000005,5.184475,5.734966,6.031869,6.798164,7.224492,7.478588,8.107285000000001,8.645705,9.346847,9.651143,10.128446,10.418693,10.678730999999999,11.072452,11.391592999999999,11.84498,12.330594999999999,12.739853,13.016795,13.420331,13.829919,14.611385,15.070804,15.347368,15.604607000000001,15.819885000000001,15.065787,14.886277999999999,14.634457000000001,14.286037,13.987497,13.541904,12.091225,11.389467,11.022081,10.382660000000001,9.956187,9.562864999999999,8.870511,8.560929,7.77844,7.766,7.293365,6.777636,6.369962,6.189637,5.3483279999999995,4.626469,5.02459,5.094498000000001,4.3202739999999995,2.594174,1.8026810000000002,1.587249,1.40477,0.990907,0.67861,0.542878,1.302789,1.838848,2.2079869999999997,2.661736,3.023859,3.9639050000000005,4.855889,5.139929,6.12977,6.592198,7.280060000000001,7.853302,7.989753,8.935454,9.567355000000001,9.804033,10.126228,10.309018,10.797319,11.258600999999999,11.469327999999999,11.641036,11.897702,12.383151,12.883014999999999,13.256785,13.585048,13.881003,14.246088,13.826466,13.634267000000001,14.32664,13.858214000000002,13.599770999999999,13.214984,12.8605,12.284612,11.906389,11.671391999999999,11.497411,11.238467,10.885760000000001,10.319835000000001,10.116769999999999,9.846338000000001,9.571653,8.873479,7.974156,7.813886,7.260614,6.561591,6.123673,5.295261,4.843999999999999,3.96519,2.644885,2.212228,1.788372,1.275073,0.5399970000000001,0.6854779999999999,0.993503,1.395686,1.619717,1.8605919999999998,2.608047,4.3180190000000005,5.099762,4.863676,4.624425,5.318941000000001,6.184423000000001,6.3870000000000005,6.722687,7.355239999999999,7.77844,8.553019,8.901584,9.584528,9.968605,10.382271000000001,11.033057000000001,11.432076,12.208022,13.543635,13.986170999999999,14.281239000000001,14.665875,14.898964999999999,15.115,15.785428,15.570668,15.340945000000001,15.047501,14.594408,13.849251,13.413995000000002,13.018730999999999,12.726109,12.309764999999999,11.868535000000001,11.416924,11.079692,10.671975,10.443494,10.146668,9.642882,9.330958,8.657548,8.134812,7.505582,7.1926559999999995,6.835194,6.027687,5.717039,5.192113,4.890619999999999,4.3084489999999995,3.863551,3.391897,2.776913,1.9880529999999998,1.14489,0.762211,0.24616100000000002,0.039162
3-2804535,,,0,0.48893000000000003,0.855073,1.7061830000000002,2.534384,3.143743,3.6087059999999997,4.089652,4.660255,4.913657,5.464148000000001,5.761051,6.527347,6.953674,7.207771000000001,7.836467999999999,8.374888,9.076029,9.380325,9.857628,10.147876,10.407913,10.801635000000001,11.120776,11.574163,12.059778,12.469036000000001,12.745977,13.149513,13.559101,14.340567000000002,14.799987,15.07655,15.333789000000001,15.549068,15.336604999999999,15.158095999999999,14.905275,14.557854999999998,14.258314000000002,13.811722,12.363043,11.660283999999999,11.292899,10.653478,10.228005,9.832682,9.142329,8.831746,8.049258,8.036817999999998,7.564183,7.049453,6.641779,6.461455,5.620146,4.898287,5.190593,4.82368,4.049456,2.864992,2.073499,1.858067,1.675588,1.261725,0.949428,0.813696,1.573607,2.109665,2.478805,2.932554,3.2946760000000004,4.235723,5.127707,5.410746,6.400588,6.863016,7.550878,8.12412,8.25957,9.206271000000001,9.838173,10.074850999999999,10.397046000000001,10.579836,11.067136999999999,11.529419,11.740146000000001,11.911854,12.16952,12.652968,13.154832999999998,13.527603,13.856866,14.151821,14.517906,14.098284,13.905085,14.597458,14.129032,13.870589,13.485802,13.131317999999998,12.55543,12.177207000000001,11.942210000000001,11.769228,11.509285,11.156578,10.590653,10.388588,10.116156,9.842471000000002,9.145296,8.244973,8.084703999999999,7.531432000000001,6.832408999999999,6.394491,5.567079,5.114818,4.237008,2.9157029999999997,2.483046,2.05919,1.54589,0.810815,0.9562959999999999,1.2643209999999998,1.6665029999999998,1.8905349999999999,2.131409,2.8788650000000002,4.0472019999999995,4.828944,5.133493,4.8972430000000005,5.589759,6.455241,6.657817999999999,6.993504,7.6260580000000004,8.049258,8.823836,9.173402000000001,9.856345,10.238423,10.654088,11.303875,11.702894,12.47984,13.815453,14.256989,14.552057000000001,14.937693,15.169782999999999,15.385817999999999,15.514610000000001,15.299851,15.070127,14.776682999999998,14.32359,13.578432999999999,13.143177,12.747914,12.455292,12.038948,11.597717,11.146106,10.808874000000001,10.401158,10.172677,9.87585,9.372064,9.060139999999999,8.38673,7.863994,7.2347649999999994,6.921838,6.564375999999999,5.756869,5.4462209999999995,4.921295,4.619802,4.037631,3.5927339999999997,3.121079,2.506096,1.7172349999999998,0.874072,0.491393,0.285021,0.309979
4-2804537,,,,0,0.371143,1.222253,2.050454,2.659813,3.124777,3.6057230000000002,4.176326,4.429728,4.980219,5.277122,6.043417,6.469744,6.723841,7.352538000000001,7.890958,8.5921,8.896395,9.373699,9.663946000000001,9.923983999999999,10.317705,10.636846,11.090233,11.575847999999999,11.985106,12.262048,12.665583999999999,13.075172,13.856638,14.316057,14.592621,14.849860000000001,15.065138000000001,15.461039999999999,15.281531,15.029710000000001,14.681289999999999,14.38275,13.936157000000001,12.487478,11.783719,11.417334,10.777913,10.35144,9.957117,9.265764,8.955182,8.172692999999999,8.160252999999999,7.687618,7.172888,6.765214,6.58489,5.743581,5.0217220000000005,4.706663,4.339751000000001,3.565527,3.3539209999999997,2.5624279999999997,2.346996,2.164517,1.7506540000000002,1.4383569999999999,1.302625,2.062536,2.598595,2.967734,3.4214830000000003,3.783606,4.7236519999999995,5.614636,5.898676,6.889517,7.351945,8.038807,8.613049,8.7485,9.695200999999999,10.327102,10.56378,10.885975,11.067765,11.557066,12.018348,12.228075,12.400783,12.658449000000001,13.142898,13.642762,14.016532000000002,14.344795000000001,14.64075,15.006835,14.586213,14.394014000000002,15.086387,14.617961,14.359518,13.974731,13.620247,13.044359,12.665136,12.432139,12.258158,11.998214,11.644507,11.078582,10.876517,10.606085,10.3314,9.633225999999999,8.733902,8.573633000000001,8.020361,7.321338000000001,6.88342,6.056008,5.603747,4.724937000000001,3.404632,2.971975,2.548119,2.03482,1.299744,1.445225,1.75325,2.1554330000000004,2.379464,2.620339,3.3677940000000004,3.563272,4.345015,4.688578,5.020678,5.7131940000000005,6.579675999999999,6.782253,7.11694,7.750493,8.172692999999999,8.948272,9.296837,9.979781,10.362858000000001,10.777523,11.42831,11.827328999999999,12.603275,13.938888,14.381423999999999,14.676492000000001,15.062128,15.294217999999999,15.510253,15.030681,14.815921,14.586198000000001,14.292754,13.839660999999998,13.094503999999999,12.659248,12.263983999999999,11.971362,11.555017999999999,11.113788000000001,10.662175999999999,10.324945,9.917228,9.688747,9.391921,8.888135,8.576211,7.902800999999999,7.380064999999999,6.750835,6.437908999999999,6.080447,5.27294,4.962292,4.437365,4.135873,3.5537019999999995,3.108804,2.63715,2.022166,1.2333049999999999,0.39014299999999996,0.056042999999999996,0.515586,0.722586
5-2804572,,,,,0,0.85111,1.679311,2.29167,2.756634,3.23758,3.808183,4.061585,4.612076,4.908979,5.675274,6.1016010000000005,6.355698,6.984395,7.522815,8.223957,8.528252,9.005556,9.295803,9.555841000000001,9.949562,10.268703,10.72209,11.207705,11.616963,11.893905,12.297441000000001,12.707028,13.488495,13.947914,14.224478,14.481716,14.696995000000001,15.092897,14.913388000000001,14.661567000000002,14.313147,14.014606,13.568014000000002,12.119335000000001,11.415576,11.049191,10.40977,9.983297,9.588974,8.897621000000001,8.587038,7.80455,7.792110000000001,7.319475,6.804745,6.3970709999999995,6.216747,5.375438,4.653579,4.33852,3.971607,3.197384,3.721064,2.9295709999999997,2.714139,2.53166,2.117797,1.8055,1.669768,2.429679,2.965738,3.3348769999999996,3.7886260000000003,4.150748999999999,5.090795,5.983779,6.266819,7.2576600000000004,7.719088,8.40695,8.981192,9.116643,10.062344,10.694245,10.930923,11.254118,11.435908,11.92421,12.385491,12.596217999999999,12.767926,13.025592,13.510041000000001,14.009904999999998,14.383675,14.711938,15.008894,15.373978,14.953356,14.761157,15.453529999999999,14.985104000000002,14.726660999999998,14.341873999999999,13.98739,13.411501999999999,13.033278999999999,12.799282,12.625301,12.365357000000001,12.01265,11.446726,11.24366,10.973228,10.698542999999999,10.000369000000001,9.102046000000001,8.941775999999999,8.387504,7.6884809999999995,7.2505630000000005,6.423151,5.97089,5.0930800000000005,3.771775,3.339118,2.915262,2.4019630000000003,1.6668880000000001,1.812368,2.120393,2.522576,2.746607,2.987482,3.7349370000000004,3.195129,3.976872,4.320435,4.652534999999999,5.345051,6.211533,6.41411,6.7487960000000005,7.38235,7.80455,8.580128,8.928694,9.611637,9.994715,10.40938,11.060167,11.459186,12.235132,13.570745,14.013281,14.308349,14.693985000000001,14.926075,15.14211,14.662538,14.447778,14.218055,13.924610999999999,13.471518,12.726361,12.291105,11.895841,11.603219000000001,11.186875,10.745645,10.294033,9.956802,9.549085,9.320604,9.023778,8.519992,8.208067999999999,7.534658,7.011921000000001,6.382692,6.069766,5.7123040000000005,4.904797,4.594149,4.069222,3.7677300000000002,3.185559,2.7406610000000002,2.2690069999999998,1.7288029999999999,0.9399430000000001,0.09677999999999999,0.36468,0.8827290000000001,1.0897290000000002
6-2804066,,,,,,0,0.8282010000000001,1.44056,1.9055240000000002,2.38647,2.957073,3.210475,3.7609660000000003,4.057869,4.824164,5.250491,5.504588,6.133285,6.671705,7.372847,7.677142,8.154446,8.444693,8.704730999999999,9.098452,9.417593,9.87098,10.356595,10.765853,11.042795,11.446330999999999,11.855919,12.637385,13.096803999999999,13.373368,13.630607000000001,13.845885,14.241787,14.062278,13.810457000000001,13.462036999999999,13.163497,12.716904,11.268225,10.564466,10.198081,9.55866,9.132187,8.737864,8.046511,7.735929,6.95344,6.941,6.468365,5.953635,5.545961,5.365637,4.524328,3.8024690000000003,3.4874099999999997,3.120498,2.346274,4.049826,3.780681,3.5652489999999997,3.38277,2.968907,2.6566099999999997,2.5208779999999997,3.280789,3.8168480000000002,4.185987,4.639736,5.001858,5.941905,6.833889,7.117928999999999,8.10777,8.570198,9.25806,9.831302,9.967753,10.913454,11.545355,11.782033,12.104227999999999,12.287018,12.775319,13.236601,13.447328,13.619036,13.876701999999998,14.36115,14.861015,15.234785,15.563048,15.860003,16.225088,15.804466,15.612267000000001,16.30464,15.836214000000002,15.577770999999998,15.192984,14.8385,14.262611999999999,13.884389,13.650392000000002,13.476410999999999,13.216467000000002,12.863760000000001,12.297835000000001,12.09477,11.824338000000001,11.549653,10.851478,9.952155,9.791886,9.238614,8.539591,8.101673,7.274261,6.822,5.94319,4.622885,4.190228,3.766372,3.253072,2.5179970000000003,2.663478,2.971503,3.373685,3.597717,3.838592,4.032953,2.344019,3.125762,3.469325,3.801425,4.493941,5.360423,5.563,5.897687,6.53124,6.95344,7.729019,8.077584,8.760528,9.143605,9.55827,10.209057000000001,10.608075999999999,11.384022,12.719635,13.162170999999999,13.457239000000001,13.842875,14.074964999999999,14.290999999999999,13.811428,13.596668,13.366945000000001,13.073501,12.620408,11.875250999999999,11.439995,11.044731,10.752108999999999,10.335764999999999,9.894535000000001,9.442923,9.105692,8.697975,8.469494000000001,8.172668,7.668882000000001,7.3569580000000006,6.683547999999999,6.160812,5.531582,5.218656,4.861194,4.053687,3.743039,3.218112,2.91662,2.334449,1.8895509999999998,1.417897,0.977087,1.7659479999999999,0.94789,1.21579,1.733839,1.940839
7-2804611,,,,,,,0,0.612359,1.077323,1.5582690000000001,2.1288720000000003,2.3822740000000002,2.9327650000000003,3.229668,3.9959629999999997,4.42229,4.676387,5.305084,5.843504,6.544646,6.848941,7.326245,7.616492,7.876530000000001,8.270251,8.589392,9.042779,9.528394,9.937652,10.214594,10.61813,11.027718,11.809184,12.268603,12.545167,12.802406,13.017684,13.413585999999999,13.234077,12.982256,12.633836,12.335296000000001,11.888703,10.440024000000001,9.736265,9.36988,8.730459,8.303986,7.909663,7.218310000000001,6.907728,6.125239,6.112799,5.6401639999999995,5.125433999999999,4.71776,4.5374360000000005,3.6961269999999997,2.974268,2.659209,2.292297,1.518073,3.220625,4.012118,4.22755,4.209971,3.7961080000000003,3.483811,3.3480790000000002,4.10799,4.644049,5.0131879999999995,5.466937000000001,5.82906,6.769106,7.660089999999999,7.945130000000001,8.934971,9.397399,10.084261999999999,10.657503,10.793954,11.739655,12.372556,12.608234,12.931429,13.114219,13.602521,14.062802,14.274529000000001,14.446237,14.703903,15.188351999999998,15.687216000000001,16.060986,16.389249,16.687205,17.052289000000002,16.631667,16.439467999999998,17.130841,16.663415,16.403972,16.019185,15.665701,15.089813000000001,14.71159,14.477592999999999,14.302612,14.042667999999999,13.689960999999998,13.125036999999999,12.921971000000001,12.651539,12.376854,11.67768,10.779357000000001,10.619087,10.065814999999999,9.366792,8.928874,8.100462,7.649201,6.770391,5.450086,5.017429,4.593573,4.080274,3.3451989999999996,3.490679,3.7987040000000003,4.200887000000001,4.192083,3.9512080000000003,3.203752,1.515818,2.297561,2.641124,2.973224,3.66574,4.532222,4.734799,5.069486,5.7030389999999995,6.125239,6.900817999999999,7.249383,7.932326,8.315404,8.730069,9.380856,9.779875,10.555821,11.891434,12.333969999999999,12.629038000000001,13.014674000000001,13.246764,13.462798999999999,12.983227000000001,12.768467,12.538744,12.2453,11.792207000000001,11.04705,10.611794,10.21653,9.923908,9.507564,9.066334,8.614722,8.277491,7.8697740000000005,7.641292999999999,7.344467,6.840681,6.528757,5.855347,5.332611,4.703380999999999,4.390455,4.032993,3.225486,2.914838,2.389911,2.088419,1.506248,1.06135,0.589696,0.148886,0.9377469999999999,1.776091,2.042991,2.56104,2.76804
8-2804086,,,,,,,,0,0.46496400000000004,0.94591,1.516513,1.7699150000000001,2.320406,2.621309,3.387604,3.8139309999999997,4.068028,4.696725,5.235144999999999,5.936287,6.240582,6.717886,7.008133,7.268171000000001,7.661892,7.981033,8.43442,8.920035,9.329293,9.606235,10.009771,10.419358,11.200825,11.660244,11.936807,12.194046,12.409325,12.854347,12.674838000000001,12.423017,12.074597,11.776057000000002,11.329464,9.880785000000001,9.177027,8.810642,8.17122,7.744747,7.350425,6.659071000000001,6.348489,5.566,5.55356,5.080925,4.566196,4.1585220000000005,3.978197,3.136889,2.415029,2.099971,1.7330580000000002,0.958834,2.662387,3.4538800000000003,3.669312,3.8517910000000004,4.262653,4.09317,3.9584379999999997,4.717349,5.253408,5.623547,6.076296,6.439419,7.379465,8.27045,8.554489,9.54433,10.007758,10.695621000000001,11.268863,11.404313,12.351014,12.982915,13.218592999999998,13.541788,13.724578,14.211879999999999,14.673160999999999,14.883888,15.054595999999998,15.313262,15.798710999999999,16.298575,16.671345000000002,16.999608,17.295564000000002,17.661648,17.240026,17.049827,17.7412,17.271774,17.014331,16.628544,16.274060000000002,15.699172,15.320948999999999,15.085951999999999,14.912970999999999,14.653027,14.30132,13.735396,13.531329999999999,13.260898000000001,12.987213,12.289039,11.387716000000001,11.227446,10.674174,9.977151,9.539234,8.711821,8.25956,7.38175,6.060445,5.6267879999999995,5.202932,4.689633000000001,3.9555580000000004,4.100038,4.260058,3.857875,3.6338440000000003,3.3929690000000003,2.645514,0.9565799999999999,1.7383220000000001,2.0818849999999998,2.413985,3.1065009999999997,3.972983,4.17556,4.510247,5.1438,5.566,6.341579,6.690144,7.373088,7.756164999999999,8.170831,8.821617,9.220636,9.996582,11.332196000000001,11.774731,12.0698,12.455436,12.687525,12.90356,12.374868,12.160108000000001,11.930385000000001,11.63694,11.183848,10.438691,10.003435000000001,9.608171,9.315549,8.899205,8.457975,8.006363,7.669132,7.2614149999999995,7.032934,6.736108,6.232322,5.9203980000000005,5.246988,4.724251000000001,4.095022,3.782096,3.4246339999999997,2.617127,2.355599,1.830673,1.52918,0.947009,0.502112,0.030456999999999998,0.6376470000000001,1.4265079999999999,2.2696709999999998,2.65235,3.171399,3.3773989999999996
9-2804613,,,,,,,,,0,0.480946,1.051549,1.304951,1.8554419999999998,2.156345,2.9226400000000003,3.348968,3.603064,4.231761,4.770181,5.471323,5.775619,6.252922,6.543169,6.8032070000000004,7.196928,7.516069,7.969456,8.455071,8.864329,9.141271000000001,9.544807,9.954395,10.735861,11.19528,11.471844,11.729083000000001,11.944361,13.074689999999999,13.139802,12.887981,12.539561,12.241021,11.794428,10.345749,9.64199,9.275605,8.636184,8.209711,7.8153880000000004,7.124035000000001,6.813453,6.030964,6.018524,5.545889,5.031159,4.623485,4.443161,3.6018519999999996,2.8799930000000002,2.564934,2.198022,1.423798,3.12735,3.918843,4.134275,4.316755000000001,4.7276169999999995,4.559133999999999,4.423401999999999,5.183313,5.719372,6.0885110000000005,6.54226,6.904382000000001,7.845428999999999,8.737413,9.019453,10.011294,10.472722000000001,11.160584,11.733825999999999,11.870277,12.816978,13.448879000000002,13.685557000000001,14.006751999999999,14.190542,14.677843,15.140125,15.349851999999998,15.521560000000001,15.779226000000001,16.263673999999998,16.764539000000003,17.138309,17.466572,17.761526999999997,18.127612,17.70699,17.514791,18.207164000000002,17.737738,17.480295,17.096508,16.742024,16.164136,15.785913,15.551916,15.377935,15.117991,14.766283999999999,14.201359,13.997294,13.726861999999999,13.453176999999998,12.754002,11.855678999999999,11.69541,11.141138,10.442115,10.005197,9.177785,8.724524,7.8467139999999995,6.525409,6.092752,5.668896,5.155596,4.420521,4.566002,4.725021,4.322839,4.098808,3.857933,3.110477,1.421543,2.203286,2.5468490000000004,2.878949,3.5714650000000003,4.437947,4.640524,4.975211,5.608764,6.030964,6.806543,7.155108,7.838050999999999,8.221129,8.635794,9.286581,9.6856,10.461546,11.797158999999999,12.239695,12.534763,12.920399,13.152489000000001,13.020475999999999,11.909904,11.695144,11.465421000000001,11.171977,10.718884,9.973727,9.538471000000001,9.143207,8.850585,8.434241,7.993011,7.5414,7.204167999999999,6.796450999999999,6.56797,6.2711440000000005,5.767358,5.4554339999999995,4.782024,4.259288,3.630058,3.317132,2.95967,2.1521630000000003,1.9534369999999999,2.295636,1.994144,1.411973,0.967075,0.495421,1.102611,1.891472,2.7346340000000002,3.118314,3.636363,3.8433629999999996
10-2804089,,,,,,,,,,0,0.570603,0.8240049999999999,1.374496,1.675399,2.441694,2.8680220000000003,3.122118,3.7508150000000002,4.289235,4.990377,5.294673,5.771976,6.062223,6.322261,6.715982,7.035123,7.488510000000001,7.974125,8.383383,8.660325,9.063861,9.473449,10.254914999999999,10.714334,10.990898,11.248137,11.463415,12.593744000000001,12.772252,13.024073,13.020507,12.721967,12.275374000000001,10.826694999999999,10.122936,9.756551,9.11713,8.690657,8.296334,7.6049809999999995,7.294399,6.511909999999999,6.49947,6.026835,5.512105,5.104431,4.924107,4.082798,3.360939,3.04588,2.6789669999999997,1.9047439999999998,3.6082959999999997,4.399789,4.615221,4.7967,5.208563,5.040080000000001,4.903348,5.663259,6.200317,6.569457000000001,7.023206,7.3853279999999994,8.326375,9.217359,9.500399,10.49124,10.953667999999999,11.64153,12.213772,12.351222,13.296923000000001,13.928825,14.165503,14.487698000000002,14.670488,15.158789,15.620071,15.830798000000001,16.002506,16.259172,16.74462,17.244485,17.618254999999998,17.946517999999998,18.242473,18.608558,18.187935999999997,17.995737,18.68811,18.219684,17.960241,17.575454,17.221970000000002,16.645082000000002,16.267859,16.033862,15.858881,15.598937,15.247229999999998,14.680304999999999,14.47824,14.207807999999998,13.933123000000002,13.233948000000002,12.335625,12.175355999999999,11.621084,10.923061,10.485142999999999,9.656731,9.20547,8.32666,7.006355,6.572698,6.148842,5.635542,4.900467,5.046948,5.205967,4.8037849999999995,4.579754,4.338879,3.5914230000000003,1.9024889999999999,2.684232,3.0277950000000002,3.359895,4.052411,4.918893,5.1214699999999995,5.456157,6.08971,6.511909999999999,7.287488000000001,7.636054,8.318997,8.702075,9.11674,9.767527000000001,10.166546,10.942492,12.278105,12.720641,13.015709,12.987655,12.755566,12.539530000000001,11.428958,11.214198,10.984475,10.691031,10.237938,9.492780999999999,9.057525,8.662261,8.369639,7.953295,7.512065,7.060453999999999,6.723222,6.315505,6.0870239999999995,5.790198,5.286412,4.974488,4.3010779999999995,3.778342,3.1491119999999997,2.836186,2.478724,1.6712169999999997,1.472491,1.9974180000000001,2.29891,1.8929189999999998,1.448021,0.976367,1.5835569999999999,2.372418,3.21558,3.5992599999999997,4.116308999999999,4.323309
