순번_정류장ID,28-2801905,29-2801952,30-2801805,31-2801799,32-2801777,33-2801772,34-2800801,35-2800795,36-2800791,37-2800789,38-2800780,39-2800766,40-2800748,41-2800721,42-2800703,43-2800699,44-2800693,45-2800683,46-2800675,47-2800662,48-2800641,49-2800632,50-2800334,51-2800621,52-2800604,53-2801375,54-2801355,55-2801359,56-2801339,57-2801322,58-2807006,59-2801150,60-2801154,61-2801156,62-2806243,63-2806241,64-2806245,65-2800594,66-2804976,67-2800583,68-2800574,69-2800572,70-2806839,71-2800578,72-2800584,73-2800596,74-2806242,75-2806244,76-2801157,77-2801155,78-2801151,79-2801149,80-2801331,81-2801344,82-2801357
28-2801905,0,0.588366,1.0121280000000001,1.370622,1.976996,2.2323619999999997,2.814775,3.2916,3.4841050000000005,3.675676,4.022193,4.447855000000001,4.69877,5.036383,5.263098,5.667367,5.891782,6.266927,6.622099,6.944641000000001,7.332161,7.602589999999999,7.884438,8.097669999999999,8.441537,8.29632,7.683185000000001,7.375147,7.0065539999999995,6.754335,7.226221000000001,7.461261,7.774572999999999,8.102689999999999,8.890607000000001,9.037171,8.800972999999999,9.127002000000001,9.794853,10.565794,10.92272,11.148266,11.214913000000001,10.857614,10.48599,9.090121,9.084817999999999,8.884344,8.086827,7.807169,7.520875,7.071781,6.739978,7.086666999999999,7.378025999999999
29-2801952,,0,0.507562,0.8660559999999999,1.47143,1.726796,2.309209,2.785034,2.977539,3.1711099999999997,3.5166269999999997,3.942289,4.192204,4.530817,4.757532,5.1618010000000005,5.386216,5.761361,6.116533,6.439075,6.826594999999999,7.097024,7.378872,7.592103999999999,8.028897,7.976886,7.361750999999999,7.0547130000000005,6.686119000000001,6.4319,6.904787,7.138827,7.453139,7.781255000000001,8.570172999999999,8.533605999999999,8.295407,8.621436,9.291286999999999,10.059228,10.419153999999999,10.6437,10.709347,10.352048,9.982424,8.585555000000001,8.581252000000001,8.56391,7.767392999999999,7.485735000000001,7.2004410000000005,6.751347,6.417544,6.765232000000001,7.057591
30-2801805,,,0,0.358494,0.9638680000000001,1.219234,1.8016470000000002,2.2784720000000003,2.470976,2.662548,3.009065,3.4347269999999996,3.6856419999999996,4.023255000000001,4.249969999999999,4.654239,4.878654,5.253799,5.6089709999999995,5.931513,6.319033,6.589461,6.87131,7.084542,7.5213350000000005,7.6665529999999995,7.394313,7.087275,6.719682000000001,6.465463,6.939349000000001,7.172389,7.485702000000001,7.814817999999999,8.380265,8.024042999999999,7.786845,8.113874000000001,8.780725,9.551666,9.908592,10.134138,10.201785000000001,9.844486,9.471862,8.075992999999999,8.070689,8.383528,7.799955000000001,7.519297,7.2340029999999995,6.7839089999999995,6.451105999999999,6.799795,7.090153999999999
31-2801799,,,,0,0.606374,0.86174,1.444153,1.9209779999999999,2.113482,2.3040540000000003,2.652571,3.078233,3.328148,3.6657610000000003,3.8924760000000003,4.296745,4.52116,4.896305,5.2514769999999995,5.574019,5.961539,6.231967,6.513816,6.727048,7.163841000000001,7.3090589999999995,7.068763000000001,6.761725,6.391132,6.139913,6.6108,6.846839,7.160152,7.489267999999999,8.275185,8.003549000000001,7.767351,8.093378999999999,8.761231,9.531172,9.890098,10.113644,10.18229,9.823992,9.452368,8.056499,8.051195,8.268922,7.474405,7.193747,6.907453,6.45836,6.123556,6.471245,6.764603999999999
32-2801777,,,,,0,0.255366,0.837779,1.313605,1.506109,1.69868,2.045197,2.471859,2.7227740000000002,3.059388,3.2861019999999996,3.690371,3.9147870000000005,4.289931,4.645103,4.967645,5.355165,5.625594,5.907442,6.120674,6.557467,6.702685000000001,6.861181,6.554142999999999,6.185549,5.93233,6.4052169999999995,6.639257000000001,6.952569,7.281685,7.753398,7.397175999999999,7.160977000000001,7.487006,8.154857000000002,8.924798,9.282725,9.50727,9.574917,9.217618,8.845994000000001,7.450125,7.444822,7.7576600000000004,7.266823,6.986165,6.699871000000001,6.250776999999999,5.917974,6.265662,6.557021000000001
33-2801772,,,,,,0,0.584414,1.061239,1.252743,1.4463139999999999,1.7918319999999999,2.217493,2.468408,2.806022,3.032736,3.437005,3.661421,4.0365660000000005,4.391738,4.7142800000000005,5.101799,5.372228,5.654077,5.867308,6.304101,6.449319,6.8400240000000005,6.532986,6.164391999999999,5.910173,6.38406,6.6171,6.931412,7.2595279999999995,7.500032000000001,7.14381,6.907611999999999,7.233639999999999,7.901491,8.672432,9.029359,9.253903999999999,9.322550999999999,8.964252,8.592628999999999,7.19676,7.191456,7.504295,7.245666,6.964008,6.678714,6.22962,5.8968169999999995,6.244505,6.534864
34-2800801,,,,,,,0,0.476825,0.669329,0.861901,1.208418,1.63408,1.884995,2.295608,2.542323,2.946592,3.171007,3.5461519999999997,3.901324,4.223866,4.611386,4.881814,5.163663,5.376894999999999,5.813688,5.958906,6.577041,6.616922,6.247329,5.99411,6.466996,6.701036,7.014349,7.299115,7.009618,6.653396000000001,6.417198,6.743225999999999,7.411078,8.181019000000001,8.538945,8.763491,8.831138000000001,8.473839,8.102215,6.706346000000001,6.701042,7.013881,7.284252,7.047944,6.76165,6.313556,5.979753,6.327442,6.6188009999999995
35-2800795,,,,,,,,0,0.192504,0.38407600000000003,0.730593,1.156255,1.40717,1.8177830000000001,2.064498,2.4687669999999997,2.693182,3.068327,3.4234989999999996,3.7460410000000004,4.133561,4.403989,4.6858379999999995,4.89907,5.335863,5.481081,6.099216,6.407253,6.314154,6.060935,6.532822,6.7668610000000005,6.969827,6.821289999999999,6.531793,6.175571,5.939373000000001,6.265401,6.933253,7.704194,8.06212,8.285666,8.353311999999999,7.996014,7.6253899999999994,6.228521,6.223217,6.536055999999999,6.806427,6.938231,6.827475,6.378382,6.045578,6.394267,6.399375
36-2800791,,,,,,,,,0,0.191571,0.538089,0.963751,1.2146649999999999,1.6252790000000001,1.871993,2.276262,2.5006779999999997,2.875823,3.230995,3.5535370000000004,3.941057,4.211485,4.493334,4.7065660000000005,5.143358999999999,5.288576,5.9067110000000005,6.213749,6.12165,5.867430000000001,6.341317,6.574357000000001,6.777323,6.628786,6.339289,5.983067,5.746869,6.072897,6.740748,7.511689,7.869616000000001,8.094161,8.161808,7.8045100000000005,7.431886,6.036017,6.0307129999999995,6.343552,6.614922999999999,6.7457270000000005,6.6359710000000005,6.186877,5.853073999999999,6.201763,6.206869999999999
37-2800789,,,,,,,,,,0,0.346518,0.77218,1.023094,1.433708,1.680422,2.084691,2.309107,2.684252,3.0394240000000003,3.3619660000000002,3.749486,4.019914,4.301762999999999,4.514994000000001,4.951788,5.097005,5.71614,6.022178,5.929078,5.676858999999999,6.148746,6.383786,6.585752,6.437214,6.147718,5.7914959999999995,5.5552980000000005,5.8813260000000005,6.549176999999999,7.319118,7.678045,7.90159,7.969237,7.612939,7.241314999999999,5.844446,5.839142,6.151981,6.422352,6.555156,6.4444,5.995305999999999,5.662503,6.010191000000001,6.016299
