순번_정류장ID,40-2802708,41-2802731,42-2802755,43-2802776,44-2802813,45-2802853,46-2802903,47-2802942,48-2802439,49-2802476,50-2802484,51-2802486,52-2802503,53-2802521,54-2802531,55-2802534,56-2802542,57-2802546,58-2802562,59-2802571,60-2802576,61-2802581,62-2804851,63-2802597,64-2802594,65-2802591,66-2802590,67-2802593,68-2802600,69-2804872,70-2805550,71-2803821,72-2803767,73-2804877,74-2803768,75-2803522,76-2803523
40-2802708,0,0.36495,0.6244930000000001,1.0329629999999999,1.4999069999999999,1.7437599999999998,2.223974,2.526541,4.392411,4.784859,5.228611,5.409347,5.617995,5.879299,6.177366999999999,6.455645,6.785357,6.81336,7.141511,7.4300809999999995,7.705146000000001,7.870842999999999,8.282719,9.063880000000001,8.830959,8.636863,8.410407000000001,8.513827000000001,8.665782,8.718113,9.093117,9.533047,9.789907000000001,10.425061999999999,10.945102,11.142407,11.39003
41-2802731,,0,0.25954299999999997,0.668013,1.1359569999999999,1.37881,1.8600240000000001,2.162591,4.027461,4.420909,4.864661,5.045397,5.253044999999999,5.516349,5.812417,6.090694999999999,6.4214080000000004,6.449409999999999,6.776561,7.065131,7.340196000000001,7.506892999999999,7.917769,8.69993,8.466009,8.272913,8.046457,8.149877,8.302832,8.353163,8.729168,9.169097,9.426957000000002,10.059111999999999,10.580152,10.778457000000001,11.02608
42-2802755,,,0,0.41047,0.8784129999999999,1.121267,1.602481,1.9050479999999999,3.769918,4.163366000000001,4.607118,4.787854,4.9965019999999996,5.258806,5.554874,5.833151,6.164864,6.191867,6.519018,6.808588,7.083653,7.24935,7.661225999999999,8.442387,8.208466,8.015369,7.788914,7.892334,8.045289,8.09662,8.471624,8.911553999999999,9.169413,9.801569,10.322609,10.520914,10.768537
43-2802776,,,,0,0.46794399999999997,0.7107979999999999,1.192012,1.494578,3.3594480000000004,3.752897,4.196648000000001,4.377384999999999,4.586032,4.848337,5.144405,5.422682,5.754395,5.781397,6.108548000000001,6.397119,6.673183,6.8388800000000005,7.250756,8.031918,7.797996,7.6039,7.378444,7.481864999999999,7.634819,7.686151,8.061155,8.500085,8.758944,9.3921,9.913139,10.110444000000001,10.358067
44-2802813,,,,,0,0.242854,0.724068,1.026635,2.891505,3.283953,3.7277050000000003,3.9084410000000003,4.118089,4.379393,4.675461,4.9537379999999995,5.284451,5.312454,5.639605,5.929175,6.20424,6.369937,6.782812,7.5629740000000005,7.329052000000001,7.135956,6.909501,7.013921000000001,7.165875,7.217207000000001,7.592211,8.032141000000001,8.29,8.923156,9.444196,9.6415,9.889124
45-2802853,,,,,,0,0.48621400000000004,0.7887810000000001,2.653651,3.0460990000000003,3.4898510000000003,3.671587,3.879235,4.141539,4.437607,4.716883999999999,5.0475970000000006,5.0756,5.402751,5.691321,5.966386,6.133083,6.544958,7.32512,7.092199000000001,6.898102000000001,6.671647,6.776066999999999,6.9290210000000005,6.980353,7.355357000000001,7.794287,8.053146,8.685302,9.206342,9.404646000000001,9.65227
46-2802903,,,,,,,0,0.30256700000000003,2.167437,2.559885,3.003637,3.185373,3.393021,3.655325,3.951393,4.229671,4.561383999999999,4.588386,4.9155370000000005,5.205107,5.4801720000000005,5.645869,6.057745,6.839906,6.604985000000001,6.4118889999999995,6.185433,6.288853,6.441808,6.494139,6.868144,7.308072999999999,7.565933,8.198088,8.719128,8.917433,9.165056
47-2802942,,,,,,,,0,1.8658700000000001,2.2583189999999997,2.70207,2.882807,3.091454,3.3537589999999997,3.6498269999999997,3.9281040000000003,4.258817,4.286819,4.61397,4.903541000000001,5.178605,5.344302,5.756178,6.53734,6.303418,6.110322,5.883866,5.987287,6.1402410000000005,6.191573,6.5665770000000006,7.006507000000001,7.264366000000001,7.897522,8.418561,8.615866,8.863489
48-2802439,,,,,,,,,0,0.394449,0.8382,1.018937,1.227585,1.489889,1.785957,2.064234,2.395947,2.422949,2.750101,3.039671,3.3147349999999998,3.480432,3.8923080000000003,4.67347,4.439548,4.246452,4.019996,4.123417,4.276371,4.327703,4.702707,5.142637000000001,5.4004959999999995,6.032652,6.554692,6.751996000000001,6.999619
49-2802476,,,,,,,,,,0,0.44575200000000004,0.626488,0.8351360000000001,1.09744,1.393508,1.671786,2.0024990000000003,2.0305009999999997,2.357652,2.647222,2.922287,3.087984,3.49986,4.281021,4.0471,3.854004,3.6275480000000004,3.7309690000000004,3.8839230000000002,3.935255,4.310258999999999,4.750188,5.0080480000000005,5.641204,6.162243,6.359548,6.607171000000001
